timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.02765074 -0.05540562  0.18271867 -0.16446333]
 [-0.00263783  0.00341991  0.          0.        ]]",-0.768786,"[ 1.23606372  1.26124097  0.05651471 -0.2230759   1.59838232 -1.42902611
  0.25368722 -0.08144684  0.01856095  1.09127617  0.        ]",[-2.71375299  2.68513417],[-2.68121609  2.53658601],[-0.69715327 -0.43311259],-0.166413477123
1,"[[-0.01210744 -0.01559461  0.18271867 -0.16446333]
 [-3.95999854  3.96447429  0.          0.        ]]",-0.770537,"[ 1.23648859  1.26362845 -0.00186201 -0.17054408  1.59837979 -1.42902417
  0.19228228  0.67449927  0.01874668  1.06511762  0.        ]",[-2.76630569  2.51055026],[-2.60692458  2.025922  ],[-0.69715327 -0.43311259],-0.162505364687
2,"[[-0.13022722  0.10265032  0.18271867 -0.16446333]
 [-7.83906344  7.84706882  0.          0.        ]]",-0.76533,"[ 1.22490605  1.25493236 -0.17477367 -0.01464654  1.59837726 -1.42902224
  0.13209223  1.41547046  0.01373308  0.98758295  0.        ]",[-2.75826645  1.82608533],[-2.41540522  1.64045328],[-0.69715327 -0.43311259],-0.150773932102
3,"[[ -0.32515888   0.29777491   0.18271867  -0.16446333]
 [-11.64146625  11.65267287   0.           0.        ]]",-0.666742,"[ 1.16429354  1.189422   -0.4531889   0.23745818  1.59837473 -1.4290203
  0.07309172  2.14174466 -0.01251873  0.8627341   0.        ]",[-2.75047135  0.80865943],[-2.92512565  1.13057771],[-0.69715327 -0.43311259],-0.131362464474
4,"[[ -0.59538632   0.56825272   0.18271867  -0.16446333]
 [-15.36894069  15.38259426   0.           0.        ]]",-0.4571,"[ 0.99919284  0.99810849 -0.80762401  0.56065948  1.5983722  -1.42901837
  0.01525384  2.8535678  -0.08403403  0.70379903  0.        ]",[-2.73261309 -0.60670626],[-3.32214958 -1.00015719],[-0.69715327 -0.43311259],-0.105874029963
5,"[[ -0.93940151   0.83312629   0.18271867  -0.16446333]
 [-19.02056535  11.11884345   0.           0.        ]]",-0.34825,"[ 0.67130437  0.7102033  -1.16941105  0.82722783  1.59836967 -1.42901643
 -0.0414071   2.03985257 -0.22953939  0.48415865  0.        ]",[-2.73427439 -0.6665408 ],[-2.1966407  -0.71325907],[-0.69715327 -0.43311259],-0.0734859029782
6,"[[ -1.3557356    1.02495529   0.18271867  -0.16446333]
 [-22.60100541   8.07405661   0.           0.        ]]",-0.293162,"[ 0.1513639   0.45078614 -1.41868881  0.97862097  1.59836714 -1.4290145
 -0.09696349  1.45877258 -0.48670583  0.21365043  0.        ]",[-2.68532586 -0.95693046],[-2.12835786 -1.59208129],[-0.69715327 -0.43311259],-0.0652033454258
7,"[[ -1.84296788   1.14509284   0.18271867  -0.16446333]
 [-26.11052104   3.95328097   0.           0.        ]]",-0.441739,"[-0.51394447  0.27126422 -1.39846068  1.05264105  1.59836461 -1.42901256
 -0.15141938  0.67234904 -0.89297513 -0.00773148  0.        ]",[-2.70145845 -0.83793873],[-3.79010779 -1.20194632],[-0.69715327 -0.43311259],-0.125340045902
8,"[[ -2.399691     1.18362452   0.18271867  -0.16446333]
 [-29.55022301  -0.08679327   0.           0.        ]]",-0.823223,"[-1.16011756  0.21142577 -0.9762868   1.07275333  1.59836209 -1.42901063
 -0.20479198 -0.09867288 -1.44827799 -0.03224611  0.        ]",[-2.84063101 -0.38272434],[-2.37176278 -0.58268459],[-0.69715327 -0.43311259],-0.218315567189
9,"[[ -3.02452264   1.15872787   0.18271867  -0.16446333]
 [-32.92160057  -2.39531329   0.           0.        ]]",-1.03133,"[-1.51326433  0.25020325 -0.1555951   1.05996212  1.59835956 -1.4290087
 -0.25710442 -0.53923883 -2.02076287  0.32234464  0.        ]",[-3.07006335  0.07620224],[-3.18999435  0.632263  ],[-0.69715327 -0.43311259],-0.317589900934
10,"[[ -3.71612269   1.1363786    0.18271867  -0.16446333]
 [-36.22750594   0.1517532    0.           0.        ]]",-1.3602,"[-1.30120071  0.28465627  0.81392956  1.04784061  1.59835703 -1.42900676
 -0.30840093 -0.05314732 -2.29413749  1.06508869  0.        ]",[-3.29157996 -0.18507349],[-3.27810927  0.27200011],[-0.69715327 -0.43311259],-0.393812102004
11,"[[ -4.47318641   1.15014302   0.18271867  -0.16446333]
 [-39.46812987   1.2209532    0.           0.        ]]",-1.23352,"[-0.46993531  0.26347814  1.44254617  1.05537555  1.5983545  -1.42900483
 -0.35868449  0.15090273 -2.02430457  1.86446362  0.        ]",[-3.42803693 -0.13700277],[-3.34189486  0.80980202],[-0.69715327 -0.43311259],-0.422137614342
12,"[[ -5.29443074   1.20643384   0.18271867  -0.16446333]
 [-42.64590257   4.39733137   0.           0.        ]]",-1.02247,"[ 0.61537657  0.17555079  1.24256541  1.08380216  1.59835197 -1.42900289
 -0.40799279  0.75709436 -1.29183793  2.23215773  0.        ]",[-3.40035844 -0.58319211],[-3.01524849 -1.13536641],[-0.69715327 -0.43311259],-0.388094654208
13,"[[ -6.17858555   1.25370858   0.18271867  -0.16446333]
 [-45.75900912   0.34343349   0.           0.        ]]",-0.664557,"[ 1.22904815  0.10022044  0.16923729  1.10465935  1.59834944 -1.42900096
 -0.45629767 -0.01656715 -0.50302026  1.8708309   0.        ]",[-3.08215952 -0.22047672],[-3.59559215 -0.57917142],[-0.69715327 -0.43311259],-0.288749793241
14,"[[ -7.12437711   1.23741676   0.18271867  -0.16446333]
 [-48.80982565  -1.96511285   0.           0.        ]]",-0.436172,"[ 0.77657874  0.12632232 -1.07870833  1.09778446  1.59834691 -1.42899902
 -0.503636   -0.457139   -0.23115957  0.88163613  0.        ]",[-2.75856781 -0.25703377],[-3.06143931 -0.59059641],[-0.69715327 -0.43311259],-0.133176784901
15,"[[ -8.13056907   1.17494781   0.18271867  -0.16446333]
 [-51.79922272  -4.27424715   0.           0.        ]]",-0.385706,"[-0.51980678  0.22498567 -1.39670352  1.06837426  1.59834438 -1.42899709
 -0.55002128 -0.89782273 -0.88492458  0.0073286   0.        ]",[-2.76068521  0.01759282],[-3.35485314 -0.38868206],[-0.69715327 -0.43311259],-0.123969882738
16,"[[ -9.19594719   1.07476788   0.18271867  -0.16446333]
 [-54.72869597  -5.73897301   0.           0.        ]]",-0.770928,"[-1.48674262  0.37774185 -0.31717693  1.01134314  1.59834186 -1.42899515
 -0.59547671 -1.17735567 -1.99170095  0.24420941  0.        ]",[-3.14181471  0.72611338],[-3.03747779  0.62112628],[-0.69715327 -0.43311259],-0.311205180447
17,"[[-10.31934271   0.98569624   0.18271867  -0.16446333]
 [-57.60147318  -3.176821     0.           0.        ]]",-1.18192,"[-1.00652208  0.50682881  1.16120791  0.95083554  1.59833933 -1.42899322
 -0.64005237 -0.68838389 -2.2648049   1.54130921  0.        ]",[-3.46999431  0.84993702],[-2.88300101  1.56331528],[-0.69715327 -0.43311259],-0.424203633655
18,"[[-11.49964089   0.96240399   0.18271867  -0.16446333]
 [-60.41924312   0.83406175   0.           0.        ]]",-0.616302,"[ 0.52329885  0.53940394  1.30171943  0.93355157  1.5983368  -1.42899128
 -0.68377447  0.07706915 -1.2382615   2.32067944  0.        ]",[-3.51283193  0.69674838],[-2.94481157 -0.11335094],[-0.69715327 -0.43311259],-0.395593285735
19,"[[-12.73573262   0.97428982   0.18271867  -0.16446333]
 [-63.18070333   0.35588722   0.           0.        ]]",-0.347935,"[ 1.21684992  0.52284507 -0.23159047  0.94244429  1.59833427 -1.42898935
 -0.72662279 -0.01418764 -0.1912221   1.50471845  0.        ]",[-3.08449078  0.45303094],[-3.02219191 -0.0179923 ],[-0.69715327 -0.43311259],-0.22703357285
20,"[[-14.02650522   0.98048208   0.18271867  -0.16446333]
 [-65.88753804   0.26342152   0.           0.        ]]",-0.21394,"[ 0.00930361  0.51416482 -1.44353264  0.94701574  1.59833174 -1.42898741
 -0.76862346 -0.03183417 -0.58678074  0.103352    0.        ]",[-2.83591795 -0.07464507],[-2.8609698   0.16961951],[-0.69715327 -0.43311259],-0.0754564743306
21,"[[-15.37088032   0.99228319   0.18271867  -0.16446333]
 [-68.5411904    0.91427907   0.           0.        ]]",-0.812687,"[-1.44506452  0.49752274 -0.46974279  0.95561206  1.59832921 -1.42898548
 -0.80979887  0.09237824 -1.95724644  0.17101628  0.        ]",[-3.24984455 -0.33808094],[-3.81183144 -0.42953597],[-0.69715327 -0.43311259],-0.304383853372
22,"[[-16.76779422   0.99315443   0.18271867  -0.16446333]
 [-71.14139436  -0.8215968    0.           0.        ]]",-0.831259,"[-0.81773238  0.49628873  1.29679672  0.95623985  1.59832668 -1.42898354
 -0.85014488 -0.2389038  -2.18427853  1.71646317  0.        ]",[-3.58302021  0.32366166],[-4.01770686  0.44125312],[-0.69715327 -0.43311259],-0.4285187314
23,"[[-18.21620331   0.99423468   0.18271867  -0.16446333]
 [-73.69117497   0.9235753    0.           0.        ]]",-0.425608,"[ 0.96900465  0.49475776  0.88501378  0.95701729  1.59832415 -1.42898161
 -0.88970844  0.09415258 -0.79160749  2.20727341  0.        ]",[-3.46041727  0.49525964],[-3.26475937  1.23210017],[-0.69715327 -0.43311259],-0.350635198984
24,"[[-19.71512161   1.05205365   0.18271867  -0.16446333]
 [-76.19269223   4.84488907   0.           0.        ]]",-0.124367,"[ 0.75124269  0.41130572 -1.10223771  0.99676355  1.59832163 -1.42897967
 -0.92852305  0.84251328 -0.20258266  0.72562813  0.        ]",[-2.9537673  -1.06191421],[-3.70371568 -0.64088766],[-0.69715327 -0.43311259],-0.109153202477
25,"[[-21.26356632   1.12230728   0.18271867  -0.16446333]
 [-78.6434063    2.18893064   0.           0.        ]]",-0.456226,"[-1.17335806  0.30616383 -0.96068553  1.03988854  1.5983191  -1.42897774
 -0.9665493   0.33563787 -1.50122756 -0.04234822  0.        ]",[-3.11782718 -1.14716005],[-3.17635441 -1.43623796],[-0.69715327 -0.43311259],-0.227224414031
26,"[[-22.8605184    1.1256814    0.18271867  -0.16446333]
 [-81.0433911   -1.83835872   0.           0.        ]]",-0.815253,"[-1.03335524  0.30101872  1.13769105  1.04181266  1.59831657 -1.4289758
 -1.00378834 -0.43294851 -2.25765577  1.41287853  0.        ]",[-3.56915689 -0.09656107],[-3.44916197 -0.14344314],[-0.69715327 -0.43311259],-0.412827867113
27,"[[-24.5049846    1.08332596   0.18271867  -0.16446333]
 [-83.3953267   -2.3954853    0.           0.        ]]",-0.0942829,"[ 0.97355704  0.3649834   0.87837659  1.01666954  1.59831404 -1.42897387
 -1.04028174 -0.53927286 -0.84424572  2.1983307   0.        ]",[-3.45582795  0.75156343],[-4.00498014  0.57574203],[-0.69715327 -0.43311259],-0.352177985956
28,"[[-26.1960327    1.05850112   0.18271867  -0.16446333]
 [-85.70204726  -0.09485371   0.           0.        ]]",-0.0849106,"[ 0.52744866  0.40182046 -1.26743296  1.00095688  1.59831151 -1.42897194
 -1.07607348 -0.1002093  -0.28813493  0.51354717  0.        ]",[-2.92914367 -0.45838886],[-3.01440319  0.06090397],[-0.69715327 -0.43311259],-0.0802510818471
29,"[[-27.93276183   1.05876554   0.18271867  -0.16446333]
 [-87.96335871   0.12032654   0.           0.        ]]",-0.738062,"[-1.44300197  0.40143053 -0.4759591   1.0011271   1.59830898 -1.42897
 -1.11116054 -0.05914323 -1.91067342  0.15769696  0.        ]",[-3.31973982 -0.67633402],[-2.52104711  0.49982328],[-0.69715327 -0.43311259],-0.296459778813
30,"[[-29.71427854   1.08071232   0.18271867  -0.16446333]
 [-90.18114938   2.06754389   0.           0.        ]]",-0.621026,"[-0.32307125  0.36888451  1.47180123  1.01504634  1.59830645 -1.42896807
 -1.14557223  0.3124732  -1.92946961  2.00163849  0.        ]",[-3.71314216 -0.51172054],[-3.68608512 -1.35159017],[-0.69715327 -0.43311259],-0.424996342902
31,"[[-31.5396943    1.0816124    0.18271867  -0.16446333]
 [-92.3527238   -1.96435842   0.           0.        ]]",-0.0609432,"[ 1.22603747  0.36754126 -0.16536153  1.01560439  1.59830393 -1.42896613
 -1.17926671 -0.45699502 -0.26473384  1.6048979   0.        ]",[-3.19346547  0.23648614],[-3.38242826 -0.79206477],[-0.69715327 -0.43311259],-0.242937277593
32,"[[-33.40808606   1.01092531   0.18271867  -0.16446333]
 [-94.47898233  -5.09394489   0.           0.        ]]",0.00615913,"[-0.70734014  0.47097044 -1.32407345  0.96886888  1.5983014  -1.4289642
 -1.21225795 -1.05426023 -1.11491943 -0.11112476  0.        ]",[-3.01075697  0.29125759],[-3.49783147 -1.03174954],[-0.69715327 -0.43311259],-0.163474988178
33,"[[-35.31855406   0.87001186   0.18271867  -0.16446333]
 [-96.56045367  -8.98411321   0.           0.        ]]",-0.502666,"[-1.14209104  0.66328471  1.02865748  0.85928804  1.59829887 -1.42896226
 -1.24455416 -1.79667632 -2.32232335  1.46888537  0.        ]",[-3.61180401  2.04756975],[-3.41175341  2.33290069],[-0.69715327 -0.43311259],-0.426486450327
