timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.09716694  0.08743837 -0.11012486 -0.18642716]
 [ 0.00427057 -0.00191789  0.          0.        ]]",[-1.94395329 -2.57391892],[-0.90921491 -0.62611377],[-2.27515244 -2.09891629],-2.11022,"[  1.24304224e+00   1.33428089e+00  -1.20822039e-01   3.21262750e-04
  -9.44222017e-01  -1.61989456e+00   2.37462058e-01  -6.32997961e-02
   1.75900378e+00   1.15441213e+00   0.00000000e+00]",-0.36473238492
1,"[[-0.13675749  0.04768796 -0.11012486 -0.18642716]
 [-3.95016107 -3.95993739  0.          0.        ]]",[-1.5639529  -2.09663215],[-0.90921491 -0.62611377],[-2.16426659 -1.78749275],-2.14074,"[ 1.23666204  1.33940871 -0.17839894 -0.04964908 -0.94422151 -1.61989289
  0.17961101 -0.87294655  1.75371245  1.07264262  0.        ]",-0.35802086061
2,"[[-0.25465214 -0.0704369  -0.11012486 -0.18642716]
 [-7.82641371 -7.83962048  0.          0.        ]]",[-2.39903194 -0.35449885],[-0.90921491 -0.62611377],[-1.99748433 -1.20641065],-2.22744,"[ 1.20502213  1.33684115 -0.34765135 -0.19839742 -0.944221   -1.61989122
  0.12290368 -1.66656761  1.70856503  0.83391147  0.        ]",-0.335725029
3,"[[ -0.44931427  -0.23974028  -0.11012486  -0.18642716]
 [-11.62719488  -9.08654985   0.           0.        ]]",[-1.96523109 -0.81700487],[-0.90921491 -0.62611377],[-1.86679256 -0.87831253],-2.11239,"[ 1.11249453  1.2869156  -0.61481716 -0.40891784 -0.94422049 -1.61988955
  0.06730045 -1.92163515  1.55422879  0.49074851  0.        ]",-0.29431617157
4,"[[ -0.71923524  -0.45210778  -0.11012486  -0.18642716]
 [-15.35264379 -12.13998722   0.           0.        ]]",[-1.41276721 -1.1820268 ],[-0.90921491 -0.62611377],[-1.67724144 -0.02109921],-1.92422,"[ 0.90752285  1.14954666 -0.94352082 -0.66018921 -0.94421998 -1.61988788
  0.01279929 -2.54623605  1.21654714  0.1424301   0.        ]",-0.228947538553
5,"[[ -1.0629349   -0.73220456  -0.11012486  -0.18642716]
 [-19.0054751  -15.85722576   0.           0.        ]]",[-2.20335243  0.09291004],[-0.90921491 -0.62611377],[-1.53400815  1.15561581],-1.74409,"[ 0.54020891  0.85171547 -1.25833474 -0.95207986 -0.94421948 -1.61988621
 -0.04063952 -3.30661608  0.66020423 -0.03482941  0.        ]",-0.134538956652
6,"[[ -1.47899876  -1.04248345  -0.11012486  -0.18642716]
 [-22.58919355 -15.17283373   0.           0.        ]]",[-1.10599381  2.11745671],[-0.90921491 -0.62611377],[-1.635355    1.68030977],-1.4445,"[-0.00474245  0.39371787 -1.43699616 -1.19797753 -0.94421897 -1.61988454
 -0.09306724 -3.1666086   0.04064869  0.16646099  0.        ]",-0.0375766109471
7,"[[ -1.9660434   -1.30316679  -0.11012486  -0.18642716]
 [-26.10349283 -10.90958375   0.           0.        ]]",[-1.31720323  1.49789821],[-0.90921491 -0.62611377],[-1.79282713  1.56705952],-1.21621,"[-0.66301401 -0.06428996 -1.33025697 -1.32491729 -0.94421846 -1.61988287
 -0.14447941 -2.2945269  -0.358047    0.71766343  0.        ]",-0.114448638892
8,"[[ -2.5226703   -1.47942445  -0.11012486  -0.18642716]
 [-29.54757665  -6.72998155   0.           0.        ]]",[-2.05006504  1.56622241],[-0.90921491 -0.62611377],[-1.97174954  1.45700216],-1.20879,"[-1.25605643 -0.39533062 -0.82833896 -1.36451743 -0.94421795 -1.6198812
 -0.19486436 -1.4395598  -0.39105302  1.38827     0.        ]",-0.216139912307
9,"[[ -3.14748545  -1.57291231  -0.11012486  -0.18642716]
 [-32.92251299  -2.6323187    0.           0.        ]]",[-2.2117926   1.98819411],[-0.90921491 -0.62611377],[-2.13913751  1.34974575],-1.31178,"[-1.51217839 -0.5737715   0.02987984 -1.36976984 -0.94421744 -1.61987953
 -0.24423771 -0.60135523 -0.07059766  1.93940065  0.        ]",-0.297215391529
10,"[[ -3.8391179   -1.58525199  -0.11012486  -0.18642716]
 [-36.22951143   1.38512534   0.           0.        ]]",[-2.26100228 -0.36976681],[-0.90921491 -0.62611377],[-1.99492645  0.68752068],-1.35977,"[-1.18967545 -0.59735522  0.96187489 -1.36963988 -0.94421694 -1.61987786
 -0.29261717  0.2204399   0.48864157  2.17824267  0.        ]",-0.350158865741
11,"[[ -4.59621767  -1.57244856  -0.11012486  -0.18642716]
 [-39.46974705  -0.09965574   0.           0.        ]]",[-1.78732408  2.17855082],[-0.90921491 -0.62611377],[-1.91265047  1.20357037],-1.61876,"[-0.29138091 -0.57288468  1.47578939 -1.3697687  -0.94421643 -1.61987619
 -0.34001993 -0.08328212  1.09604146  1.94788953  0.        ]",-0.363570302916
12,"[[ -5.41748659  -1.53461708  -0.11012486  -0.18642716]
 [-42.6463234    3.86976674   0.           0.        ]]",[-1.63847397  0.44821551],[-0.90921491 -0.62611377],[-1.9799068   0.11451793],-1.3575,"[ 0.76363545 -0.50059198  1.13646793 -1.36894472 -0.94421592 -1.61987452
 -0.38649137  0.72869008  1.41269216  1.27544071  0.        ]",-0.325605790881
13,"[[ -6.30164017  -1.44009519  -0.11012486  -0.18642716]
 [-45.75853414   5.576931     0.           0.        ]]",[-1.27175759 -0.87578304],[-0.90921491 -0.62611377],[-1.89262366 -0.65199637],-1.16912,"[ 1.2493194  -0.32062694 -0.0057756  -1.35902084 -0.94421541 -1.61987284
 -0.43202117  1.07790158  1.18269393  0.50509327  0.        ]",-0.234821990894
14,"[[ -7.24740754  -1.36435711  -0.11012486  -0.18642716]
 [-48.80823045   2.00896049   0.           0.        ]]",[-1.60504523 -0.65894264],[-0.90921491 -0.62611377],[-1.74621999 -0.33234245],-1.01755,"[ 0.65585387 -0.17795399 -1.18191957 -1.34301227 -0.9442149  -1.61987117
 -0.47663642  0.34804864  0.40672538  0.17578187  0.        ]",-0.0947168762516
15,"[[ -8.25357636  -1.35064338  -0.11012486  -0.18642716]
 [-51.79887188  -0.62858909   0.           0.        ]]",[-1.27873958  1.32138246],[-0.90921491 -0.62611377],[-1.97295141  0.42701456],-1.17592,"[-0.66854833 -0.15233695 -1.32779283 -1.33935333 -0.94421439 -1.6198695
 -0.5203877  -0.19148028 -0.35526287  0.75516336  0.        ]",-0.119796289015
