timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.01712356  0.07545273 -0.10301995 -0.0989995 ]
 [ 0.00453456 -0.00029928  0.          0.        ]]",-1.66938,"[ 1.24092307  1.28826309  0.04282949 -0.03265148 -0.88411327 -0.8609604
  0.24867331 -0.07489294  1.7217524   0.73765298  0.        ]",[-1.36071801 -2.13400054],[-0.95195374 -2.96992591],[-0.75930476 -0.50770754],-0.331620531344
1,"[[-0.02055477  0.03573364 -0.10301995 -0.0989995 ]
 [-3.75983577 -3.95842338  0.          0.        ]]",-1.75088,"[ 1.24083267  1.29216372 -0.01243809 -0.08393677 -0.88411267 -0.86095983
  0.19153774 -0.85040587  1.72444189  0.65725292  0.        ]",[-1.18946934 -1.46331692],[-1.2286387  -1.37114577],[-0.75930476 -0.50770754],-0.32815546769
2,"[[-0.13468072 -0.08236121 -0.10301995 -0.0989995 ]
 [-7.63985863 -7.83813345  0.          0.        ]]",-1.70907,"[ 1.22862473  1.28729762 -0.17925669 -0.23653668 -0.88411207 -0.86095926
  0.1326468  -1.61055362  1.70387668  0.41641964  0.        ]",[-0.8074069  -0.64340699],[-0.15298136 -1.29370173],[-0.75930476 -0.50770754],-0.315661218559
3,"[[ -0.29202037  -0.27729263  -0.10301995  -0.0989995 ]
 [ -8.09266212 -11.6423211    0.           0.        ]]",-1.77814,"[ 1.1826921   1.22574781 -0.40459511 -0.48418053 -0.88411147 -0.86095869
  0.1257741  -2.35590017  1.59605848  0.08219151  0.        ]",[-0.37077644  0.17890194],[-0.54383348  0.46206806],[-0.75930476 -0.50770754],-0.291641730079
4,"[[ -0.47386556  -0.48946079  -0.10301995  -0.0989995 ]
 [-10.08525809  -9.58134997   0.           0.        ]]",-1.52549,"[ 1.08904344  1.08568737 -0.6516848  -0.73817787 -0.88411087 -0.86095812
  0.09553047 -1.95209234  1.37771862 -0.23168952  0.        ]",[-0.4900279 -0.0079225],[-0.70706901  0.10866211],[-0.75930476 -0.50770754],-0.257454304582
5,"[[ -0.70164379  -0.67485558  -0.10301995  -0.0989995 ]
 [-12.68397043  -8.96017363   0.           0.        ]]",-1.16175,"[ 0.91510394  0.90571058 -0.92914398 -0.93816374 -0.88411028 -0.86095755
  0.05608721 -1.83038291  1.05511313 -0.47117619  0.        ]",[-0.59123832  0.1261314 ],[-1.12027383  0.2721634 ],[-0.75930476 -0.50770754],-0.213669309267
6,"[[ -0.99251388  -0.84144866  -0.10301995  -0.0989995 ]
 [-16.39074945  -7.70327038   0.           0.        ]]",-0.780514,"[  6.15340473e-01   7.03412318e-01  -1.21068641e+00  -1.09442366e+00
  -8.84109677e-01  -8.60956984e-01  -1.74271451e-04  -1.58411734e+00
   6.28713994e-01  -5.85765264e-01   0.00000000e+00]",[-0.88244861  0.18686436],[-1.44616214  1.04500386],[-0.75930476 -0.50770754],-0.15789365638
7,"[[ -1.35679394  -0.9542343   -0.10301995  -0.0989995 ]
 [-20.02508235  -3.58892811   0.           0.        ]]",-0.489935,"[ 0.15407448  0.54755228 -1.41573947 -1.18529133 -0.88410908 -0.86095641
 -0.05533617 -0.77799946  0.15807939 -0.51350844  0.        ]",[-1.22714126 -0.21501902],[-0.81339133 -0.32082553],[-0.75930476 -0.50770754],-0.0943193256175
8,"[[ -1.78561404  -1.03802146  -0.10301995  -0.0989995 ]
 [-22.84760506  -4.78572026   0.           0.        ]]",-0.48314,"[-0.43323835  0.42323859 -1.41548338 -1.24417306 -0.88410848 -0.86095584
 -0.09817641 -1.01248455 -0.27592836 -0.20637745  0.        ]",[-1.34047151  0.27958971],[-1.14509665 -0.01762839],[-0.75930476 -0.50770754],-0.0401764526263
9,"[[ -2.2777401   -1.13345381  -0.10301995  -0.0989995 ]
 [-26.35337619  -4.75749178   0.           0.        ]]",-0.529581,"[-1.03545869  0.27402285 -1.09765326 -1.3016963  -0.88410788 -0.86095527
 -0.151387   -1.00695301 -0.54506507  0.35328157  0.        ]",[-1.44480991  0.60187221],[-1.39232983  1.2196589 ],[-0.75930476 -0.50770754],-0.0857280396016
10,"[[ -2.83929559  -1.18789169  -0.10301995  -0.0989995 ]
 [-29.79057405  -0.69968694   0.           0.        ]]",-0.564553,"[-1.45659986  0.18576274 -0.4190038  -1.32976297 -0.88410728 -0.8609547
 -0.20355678 -0.21191271 -0.50990908  1.02300365  0.        ]",[-1.52648842  0.20039298],[-1.91489099  0.2788723 ],[-0.75930476 -0.50770754],-0.166403113237
11,"[[ -3.46889841  -1.19062029  -0.10301995  -0.0989995 ]
 [-33.15844434   0.42322521   0.           0.        ]]",-0.677774,"[-1.44591139  0.18128507  0.48932111 -1.33107554 -0.88410668 -0.86095413
 -0.2546743   0.00809802 -0.12522548  1.59080238  0.        ]",[-1.48378968  0.11223383],[-1.30662146  1.29970576],[-0.75930476 -0.50770754],-0.241006816501
12,"[[ -4.16519172  -1.14245636  -0.10301995  -0.0989995 ]
 [-36.45970316   4.38012073   0.           0.        ]]",-0.694036,"[-0.85711561  0.25957302  1.27044333 -1.30657577 -0.88410608 -0.86095356
 -0.30478079  0.78336731  0.53103078  1.81690976  0.        ]",[-1.4642626  -0.65929341],[-1.94184225 -0.99496435],[-0.75930476 -0.50770754],-0.29762761874
13,"[[ -4.92682951  -1.09518798  -0.10301995  -0.0989995 ]
 [-39.69347422   0.36025572   0.           0.        ]]",-0.916467,"[ 0.15466921  0.33475025  1.45103301 -1.2798783  -0.88410548 -0.86095299
 -0.35386293 -0.00424011  1.23342183  1.48668509  0.        ]",[-1.56302166 -0.18421352],[-1.04311188  0.1452076 ],[-0.75930476 -0.50770754],-0.322239760357
14,"[[ -5.75251951  -1.08221288  -0.10301995  -0.0989995 ]
 [-42.86492778   0.93549755   0.           0.        ]]",-0.963458,"[ 1.05131149  0.35507684  0.7601326  -1.27209703 -0.88410488 -0.86095242
 -0.40199921  0.10846635  1.54552547  0.6136648   0.        ]",[-1.50139129 -0.51956093],[-1.09235752 -0.10238054],[-0.75930476 -0.50770754],-0.297527620006
