timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.06353675 -0.06673685 -0.04386807 -0.07924043]
 [-0.00491226 -0.00194352  0.          0.        ]]",-1.19846,"[ 1.23513643  1.27005887 -0.07648059 -0.22973596 -0.370361   -0.68865927
  0.252301   -0.08011339  1.36633804  0.39557759  0.        ]",[-1.47227895 -1.02507854],[-1.93096147 -0.96910468],[-0.73281199 -0.46400368],-0.259439207025
1,"[[-0.10330965 -0.10526034 -0.04386807 -0.07924043]
 [-3.9592209  -3.8376267   0.          0.        ]]",-1.2801,"[ 1.23056259  1.26437567 -0.13465984 -0.28002454 -0.37036083 -0.68865884
  0.19139728 -0.81912777  1.35569433  0.31369154  0.        ]",[-1.44599664 -0.78550243],[-1.36391063 -0.4718987 ],[-0.73281199 -0.46400368],-0.255161233246
2,"[[-0.22139245 -0.19998285 -0.04386807 -0.07924043]
 [-7.83617185 -5.62865482  0.          0.        ]]",-1.30805,"[ 1.20424073  1.23965414 -0.30562522 -0.40265324 -0.37036065 -0.68865841
  0.13168502 -1.1642012   1.30108736  0.09088551  0.        ]",[-1.31548822 -0.54798532],[-1.94772235  0.24248333],[-0.73281199 -0.46400368],-0.242119073327
3,"[[ -0.41625711  -0.30178906  -0.04386807  -0.07924043]
 [-11.63765143  -4.55553033   0.           0.        ]]",-1.04773,"[ 1.12009413  1.19626887 -0.57683865 -0.53182032 -0.37036047 -0.68865798
  0.07313515 -0.95744324  1.15995512 -0.21083221  0.        ]",[-1.32843041 -0.66189909],[-0.85639058 -0.23693338],[-0.73281199 -0.46400368],-0.220736955974
4,"[[ -0.68069085  -0.40139334  -0.04386807  -0.07924043]
 [-14.79524447  -5.40205161   0.           0.        ]]",-0.761548,"[ 0.93041154  1.13738557 -0.90712128 -0.6542995  -0.37036029 -0.68865756
  0.02450233 -1.12054009  0.89160383 -0.52173872  0.        ]",[-1.26055455 -0.40637532],[-1.98394754 -1.39654525],[-0.73281199 -0.46400368],-0.191151449241
5,"[[ -1.01334238  -0.54807079  -0.04386807  -0.07924043]
 [-18.4578524   -9.25280582   0.           0.        ]]",-0.670442,"[ 0.58806805  1.02235294 -1.22901332 -0.82508746 -0.37036012 -0.68865713
 -0.03190865 -1.8624552   0.44126919 -0.75071648  0.        ]",[-1.13237882  0.5280472 ],[-1.30625485  0.58149865],[-0.73281199 -0.46400368],-0.151436531178
6,"[[ -1.41854833  -0.70816499  -0.04386807  -0.07924043]
 [-22.05079309  -6.76482175   0.           0.        ]]",-0.42801,"[ 0.06737734  0.86097486 -1.43427746 -0.99464255 -0.37035994 -0.6886567
 -0.08724664 -1.38309812 -0.13684805 -0.73376897  0.        ]",[-1.3863101   0.35197255],[-1.69434729  0.26224494],[-0.73281199 -0.46400368],-0.113043040147
7,"[[ -1.89489664  -0.8316715   -0.04386807  -0.07924043]
 [-25.57233585  -5.5896382    0.           0.        ]]",-0.438715,"[-0.58128937  0.71343664 -1.37482949 -1.11075933 -0.37035976 -0.68865627
 -0.14148495 -1.15667658 -0.67199137 -0.38418304  0.        ]",[-1.5833286   0.39727437],[-0.63445955  0.52956718],[-0.73281199 -0.46400368],-0.106984006423
8,"[[ -2.42646964  -0.92128627  -0.04386807  -0.07924043]
 [-27.57823073  -3.37912431   0.           0.        ]]",-0.46548,"[-1.18364921  0.59521238 -0.9458421  -1.18586855 -0.37035958 -0.68865585
 -0.17237944 -0.73078062 -0.97451548  0.24809552  0.        ]",[-1.76374733  0.32321304],[-1.18470321  0.11207829],[-0.73281199 -0.46400368],-0.143926524961
9,"[[ -3.01226629  -0.98370559  -0.04386807  -0.07924043]
 [-30.99008108  -2.86439097   0.           0.        ]]",-0.60675,"[-1.51015818  0.50788146 -0.17258714 -1.23326909 -0.37035941 -0.68865542
 -0.2249283  -0.63160754 -0.90423628  0.99235014  0.        ]",[-1.84227502  0.38532299],[-2.20999348  0.68518381],[-0.73281199 -0.46400368],-0.196354417415
