timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.06179157  0.09257632 -0.01137013 -0.14901354]
 [ 0.00478547 -0.00076419  0.          0.        ]]",[ 1.00865563 -0.73785274],[ 0.00034001 -0.0473052 ],[-0.56277722 -0.10479468],-0.429011,"[ 1.08067483  1.169804   -0.10196985  0.19551515 -0.12575815 -1.29184498
  0.09177576  0.04644985  1.13841157  1.01418557  0.        ]",-0.265101317269
1,"[[-0.02199488  0.06323247 -0.01137013 -0.14901354]
 [ 3.96170356 -2.92387483  0.          0.        ]]",[ 0.54024395 -1.76101817],[ 0.00034001 -0.0473052 ],[-0.5296337  -0.09465492],-0.388945,"[ 1.08296914  1.17265122 -0.04144563  0.14676439 -0.12575732 -1.29182246
  0.35518131 -0.34341068  1.13917762  1.05001166  0.        ]",-0.268064407038
2,"[[ 0.07791073 -0.03440014 -0.01137013 -0.14901354]
 [ 6.02199328 -6.82637582  0.          0.        ]]",[-0.40996739  0.40714389],[ 0.00034001 -0.0473052 ],[-0.48984474 -0.08094536],-0.612491,"[ 1.07908512  1.17439827  0.11051474 -0.01585419 -0.12575648 -1.29179995
  0.49232957 -0.86389076  1.13734911  1.12159728  0.        ]",-0.273739027729
3,"[[ 0.18087696 -0.15338984 -0.01137013 -0.14901354]
 [ 4.28043185 -5.07842198  0.          0.        ]]",[-2.06349647 -0.38909216],[ 0.00034001 -0.0473052 ],[-0.51747954 -0.09076871],-0.542508,"[ 1.06066614  1.16039048  0.26587779 -0.21315494 -0.12575565 -1.29177743
  0.37639149 -0.63075402  1.12941869  1.18066384  0.        ]",-0.277805468845
4,"[[ 0.22595087 -0.26939161 -0.01137013 -0.14901354]
 [ 0.24039085 -6.51697167  0.          0.        ]]",[-0.79852254 -1.35793109],[ 0.00034001 -0.0473052 ],[-0.53149259 -0.09445901],-0.404411,"[ 1.04803397  1.12985065  0.33307072 -0.40205679 -0.12575482 -1.29175492
  0.10744483 -0.82261038  1.12331918  1.15698055  0.        ]",-0.274973682882
5,"[[  0.19902995  -0.43815234  -0.01137013  -0.14901354]
 [ -2.92202236 -10.34634715   0.           0.        ]]",[-1.18953776 -0.42824278],[ 0.00034001 -0.0473052 ],[-0.51356822 -0.08757748],-0.434098,"[ 1.05588724  1.05656349  0.29300981 -0.66555832 -0.12575398 -1.2917324
 -0.10307802 -1.33332706  1.10793608  0.98970532  0.        ]",-0.259123305897
6,"[[  1.01477603e-01  -6.60022709e-01  -1.13701291e-02  -1.49013537e-01]
 [ -6.82035566e+00  -1.18357290e+01   0.00000000e+00   0.00000000e+00]]",[-0.21139144  0.89939754],[ 0.00034001 -0.0473052 ],[-0.50098521 -0.08331494],-0.44518,"[ 1.07610082  0.91155467  0.14623517 -0.98029192 -0.12575315 -1.29170989
 -0.36259114 -1.53193805  1.03209666  0.69667465  0.        ]",-0.227693514786
7,"[[-0.04198722 -0.85865133 -0.01137013 -0.14901354]
 [-7.52373596 -8.03977779  0.          0.        ]]",[ 0.76352594 -1.40927549],[ 0.00034001 -0.0473052 ],[-0.49308378 -0.0822888 ],-0.0965972,"[ 1.08199345  0.74024872 -0.07188013 -1.21995867 -0.12575231 -1.29168738
 -0.40941299 -1.02564841  0.87866447  0.40110454  0.        ]",-0.188922921259
8,"[[ -1.60654254e-01  -1.05758591e+00  -1.13701291e-02  -1.49013537e-01]
 [ -4.35356529e+00  -1.18410095e+01   0.00000000e+00   0.00000000e+00]]",[ 0.0122891   0.63009847],[ 0.00034001 -0.0473052 ],[-0.41676819 -0.06085424],-0.266944,"[ 1.06535433  0.53636791 -0.25149699 -1.41026175 -0.12575148 -1.29166487
 -0.19836799 -1.53259488  0.68146107  0.19944269  0.        ]",-0.151030663858
9,"[[-0.2463891  -1.26702119 -0.01137013 -0.14901354]
 [-4.220296   -9.11161307  0.          0.        ]]",[-0.50363875 -1.06050433],[ 0.00034001 -0.0473052 ],[-0.40605474 -0.05991435],-0.053479,"[ 1.04133278  0.29563658 -0.37927885 -1.54861355 -0.12575064 -1.29164236
 -0.18949469 -1.16855346  0.47256863  0.09465513  0.        ]",-0.115609528956
10,"[[ -3.49953981e-01  -1.48716609e+00  -1.13701291e-02  -1.49013537e-01]
 [ -6.13001845e+00  -1.28902849e+01   0.00000000e+00   0.00000000e+00]]",[-1.9688659  -0.87976519],[ 0.00034001 -0.0473052 ],[-0.38081896 -0.05451219],-0.0984357,"[ 0.99917515  0.02511763 -0.52991218 -1.61905144 -0.12574981 -1.29161985
 -0.31662748 -1.67247747  0.23310708  0.05129207  0.        ]",-0.0768446662652
11,"[[ -5.11057196e-01  -1.77735347e+00  -1.13701291e-02  -1.49013537e-01]
 [ -9.96781578e+00  -1.61176953e+01   0.00000000e+00   0.00000000e+00]]",[ 0.70115843  0.81023851],[ 0.00034001 -0.0473052 ],[-0.3799426  -0.05615767],-0.210887,"[ 0.90609087 -0.33704015 -0.75254153 -1.58941515 -0.12574897 -1.29159734
 -0.57211594 -2.10284112 -0.08015836  0.11163644  0.        ]",-0.0314098155137
12,"[[ -6.80613348e-01  -2.06431655e+00  -1.13701291e-02  -1.49013537e-01]
 [ -6.99740141e+00  -1.25903778e+01   0.00000000e+00   0.00000000e+00]]",[ 0.02732565  2.97353023],[ 0.00034001 -0.0473052 ],[-0.36255699 -0.05448723],-0.367981,"[ 0.7743714  -0.67411699 -0.96591889 -1.42595708 -0.12574814 -1.29157483
 -0.37436309 -1.632376   -0.32172585  0.29605449  0.        ]",-0.0453124489863
