timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.01744604 -0.06822083  0.17376859 -0.13746201]
 [ 0.00115573  0.00435145  0.          0.        ]]",-1.36923,"[ 1.25247332  1.36369475  0.04597113 -0.1863369   1.51239508 -1.19066328
  0.23251238 -0.0606624   0.07986915  0.87317959  0.        ]",[-3.00254297  2.56336498],[-3.43563479  2.48655001],[-0.91290438 -0.70820862],-0.138407574531
1,"[[-0.02223703 -0.02839139  0.17376859 -0.13746201]
 [-3.95628025  3.96538717  0.          0.        ]]",-1.42199,"[ 1.25234116  1.36748379 -0.01207227 -0.1367072   1.51239382 -1.19066255
  0.17538389  0.7615089   0.07981794  0.84764603  0.        ]",[-2.89196134  2.40995646],[-3.30746217  2.71472976],[-0.91290438 -0.70820862],-0.134595428217
2,"[[-0.14028317  0.08987163  0.17376859 -0.13746201]
 [-7.83541635  7.84796599  0.          0.        ]]",-1.39311,"[ 1.23910756  1.36032357 -0.18407742  0.01068127  1.51239257 -1.19066183
  0.11938571  1.56739432  0.07416134  0.77179497  0.        ]",[-2.72368884  1.75318897],[-2.5330468   1.36094392],[-0.91290438 -0.70820862],-0.123053370682
3,"[[ -0.33514254   0.28501405   0.17376859  -0.13746201]
 [-11.63788407  11.65355953   0.           0.        ]]",-1.33616,"[ 1.17580132  1.28877122 -0.4606592   0.24949578  1.51239131 -1.1906611
  0.0644943   2.35729747  0.0470718   0.64978096  0.        ]",[-2.53341985  0.90418661],[-2.04447633  0.65235142],[-0.91290438 -0.70820862],-0.103659185978
4,"[[ -0.60529373   0.54169825   0.17376859  -0.13746201]
 [-15.36490116  14.00693727   0.           0.        ]]",-1.11194,"[ 1.00717894  1.08613052 -0.81187103  0.54195761  1.51239006 -1.19066037
  0.01069207  2.84576862 -0.02560936  0.4850328   0.        ]",[-2.38577318 -0.11929974],[-2.53917703 -0.599115  ],[-0.91290438 -0.70820862],-0.0758008681301
5,"[[ -0.94923364   0.79525871   0.17376859  -0.13746201]
 [-19.01705892  11.35781353   0.           0.        ]]",-0.978824,"[ 0.67550116  0.7772448  -1.16873759  0.78954588  1.5123888  -1.19065964
 -0.0420295   2.2959019  -0.173976    0.26349669  0.        ]",[-2.4693799  -0.29229435],[-2.2131663   0.07989396],[-0.91290438 -0.70820862],-0.0398887932303
6,"[[ -1.3655082    1.02333043   0.17376859  -0.13746201]
 [-22.59859842  11.44889798   0.           0.        ]]",-0.913083,"[ 0.15253989  0.42334585 -1.41160521  0.96396099  1.51238754 -1.19065892
 -0.09373165  2.31480403 -0.42787455  0.02664322  0.        ]",[-2.40101099 -1.34934175],[-2.20987293 -1.69698196],[-0.91290438 -0.70820862],-0.0498295465209
7,"[[ -1.85269717   1.21029407   0.17376859  -0.13746201]
 [-26.10866348   7.26124962   0.           0.        ]]",-1.15027,"[-0.51354269  0.09269003 -1.38458104  1.06610522  1.51238629 -1.19065819
 -0.14440202  1.44559918 -0.80499764 -0.14881782  0.        ]",[-2.61451602 -1.61584413],[-2.83133047 -1.41081226],[-0.91290438 -0.70820862],-0.116123045835
8,"[[ -2.40939171   1.31432642   0.17376859  -0.13746201]
 [-29.5492754    3.1555031    0.           0.        ]]",-1.50658,"[-1.15681325 -0.1025664  -0.9574207   1.10549325  1.51238503 -1.19065746
 -0.19406977  0.59339534 -1.30334826 -0.16615273  0.        ]",[-2.939574   -1.62639058],[-2.87467005 -1.04686333],[-0.91290438 -0.70820862],-0.199614540981
9,"[[ -3.03421015   1.33704966   0.17376859  -0.13746201]
 [-32.92118331  -0.86992214   0.           0.        ]]",-1.5716,"[-1.5030078  -0.14600899 -0.13631863  1.11237177  1.51238377 -1.19065674
 -0.24274573 -0.24213659 -1.83157322  0.12337377  0.        ]",[-3.43102884 -1.05300629],[-3.43306493 -1.42621084],[-0.91290438 -0.70820862],-0.287592402136
