timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.00760678  0.03662454 -0.13862066  0.02827991]
 [-0.00494002 -0.00409756  0.          0.        ]]",-2.18601,"[ 1.24820092  1.33604035  0.03051397 -0.06178657 -1.19091152  0.25151633
  0.2377699  -0.06642404  1.93036787 -0.1391772   0.        ]",[ 2.02614045 -1.9944849 ],[ 1.71786334 -2.19707937],[-0.85945129 -0.62063974],-0.3492457744
1,"[[  4.72149050e-02  -3.19988697e-03  -1.38620657e-01   2.82799084e-02]
 [  3.95257048e+00  -3.96513867e+00   0.00000000e+00   0.00000000e+00]]",-2.34122,"[ 1.24670074  1.33729421  0.08848894 -0.11207468 -1.19091066  0.25151625
  0.295996   -0.8695378   1.92972805 -0.11361324  0.        ]",[ 2.13308239 -1.05678427],[ 1.86182884 -1.28159136],[-0.85945129 -0.62063974],-0.348905409699
2,"[[ 0.16518762 -0.12145795 -0.13862066  0.02827991]
 [ 7.83178594 -7.84771645  0.          0.        ]]",-2.41961,"[ 1.229438    1.32341013  0.26017061 -0.26105844 -1.1909098   0.25151617
  0.35307015 -1.65674151  1.9223222  -0.03762484  0.        ]",[ 2.21198487 -0.04433604],[ 2.56240747  0.03161051],[-0.85945129 -0.62063974],-0.347225669737
3,"[[  0.3599594   -0.27561165  -0.13862066   0.02827991]
 [ 11.63276379  -7.56855402   0.           0.        ]]",-2.39712,"[ 1.15972121  1.26612946  0.5351758  -0.45174204 -1.19090893  0.25151609
  0.40899319 -1.60013872  1.89068973  0.11338528  0.        ]",[ 2.14945221  0.06245621],[ 2.10152764  1.04976497],[-0.85945129 -0.62063974],-0.342205447782
4,"[[  0.62998349  -0.38576331  -0.13862066   0.02827991]
 [ 15.35726633  -3.46025632   0.           0.        ]]",-2.12336,"[ 0.98310637  1.19871589  0.88207558 -0.58325991 -1.19090807  0.25151601
  0.46379105 -0.76716815  1.79781394  0.37995801  0.        ]",[ 2.03471041 -0.93490052],[ 2.15222641 -0.90400347],[-0.85945129 -0.62063974],-0.331144299871
5,"[[  0.97378838  -0.49020393  -0.13862066   0.02827991]
 [ 19.01110614  -6.97203219   0.           0.        ]]",-2.18772,"[ 0.64352488  1.11522183  1.23043163 -0.70266351 -1.19090721  0.25151593
  0.51754924 -1.47919037  1.59654089  0.6941093   0.        ]",[ 1.88001406  0.11838435],[ 1.95525451  0.55171192],[-0.85945129 -0.62063974],-0.310709109434
6,"[[  1.38992665  -0.60634516  -0.13862066   0.02827991]
 [ 22.59082885  -4.64972956   0.           0.        ]]",-1.76008,"[ 0.1155276   1.00112893  1.45984635 -0.82777934 -1.19090635  0.25151585
  0.57021695 -1.00833575  1.25438753  0.96810146  0.        ]",[ 1.67233717 -0.53830564],[ 2.22089324 -0.43348023],[-0.85945129 -0.62063974],-0.277182516229
7,"[[  1.87696492  -0.71563483  -0.13862066   0.02827991]
 [ 26.10137886  -6.27369931   0.           0.        ]]",-1.35412,"[-0.54921466  0.87466754  1.41563273 -0.93668633 -1.19090549  0.25151577
  0.6218669  -1.3375995   0.76651399  1.0996976   0.        ]",[ 1.38511789 -0.04975654],[ 1.27539549 -0.09957972],[-0.85945129 -0.62063974],-0.226724108742
8,"[[  2.43351726e+00  -8.43807826e-01  -1.38620657e-01   2.82799084e-02]
 [  2.95424677e+01  -6.54253952e+00   0.00000000e+00   0.00000000e+00]]",-0.882763,"[-1.1820718   0.70484226  0.97175166 -1.05172378 -1.19090463  0.25151569
  0.67249486 -1.39210645  0.22269023  0.96167837  0.        ]",[ 1.13555694  0.10931325],[ 1.06618818  0.46355666],[-0.85945129 -0.62063974],-0.158752532468
9,"[[  3.05820453e+00  -9.54921700e-01  -1.38620657e-01   2.82799084e-02]
 [  3.29150366e+01  -4.57522077e+00   0.00000000e+00   0.00000000e+00]]",-0.542948,"[-1.50928137  0.54087157  0.14133971 -1.13898322 -1.19090377  0.25151561
  0.72211466 -0.99322613 -0.23668591  0.49430609  0.        ]",[ 1.02309096 -0.21354918],[ 1.10215712  0.33773435],[-0.85945129 -0.62063974],-0.0767012558005
10,"[[  3.74967534e+00  -1.03206762e+00  -1.38620657e-01   2.82799084e-02]
 [  3.62210251e+01  -3.14395332e+00   0.00000000e+00   0.00000000e+00]]",-0.632833,"[-1.2664996   0.41899653 -0.81721084 -1.19214626 -1.19090291  0.25151553
  0.77075485 -0.70303208 -0.39586898 -0.25289195  0.        ]",[ 1.07297826 -0.39205068],[ 1.27490134 -0.74667145],[-0.85945129 -0.62063974],-0.059356182139
11,"[[  4.50662447e+00  -1.12394210e+00  -1.38620657e-01   2.82799084e-02]
 [  3.94632501e+01  -6.03364920e+00   0.00000000e+00   0.00000000e+00]]",-0.813296,"[-0.41511219  0.26640758 -1.41409817 -1.24702216 -1.19090205  0.25151545
  0.81845685 -1.28892558 -0.06917887 -0.98258277  0.        ]",[ 1.2623117   0.45401612],[ 1.42409963  1.11316045],[-0.85945129 -0.62063974],-0.152857132275
