timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.07647698 -0.04952472 -0.03924679 -0.18792038]
 [ 0.00358342  0.00260715  0.          0.        ]]",[-2.29953014 -0.68320104],[-0.81340605 -0.5594219 ],[-2.42296743 -0.91242051],-1.58536,"[ 1.24111442  1.30828063  0.13241799 -0.18060666 -0.32738059 -1.63546136
  0.24104021 -0.06651752  1.33889773  1.31069604  0.        ]",-0.318387545559
1,"[[ 0.03686794 -0.07659976 -0.03924679 -0.18792038]
 [-3.9513245  -2.70110475  0.          0.        ]]",[-2.13940621 -1.08310669],[-0.81340605 -0.5594219 ],[-2.35348892 -0.94523549],-1.5514,"[ 1.24420963  1.30515255  0.07444582 -0.21512789 -0.32738047 -1.63545936
  0.18209926 -0.60773581  1.33995131  1.23734156  0.        ]",-0.311618866965
2,"[[-0.08105008 -0.16979792 -0.03924679 -0.18792038]
 [-7.82759746 -6.60569863  0.          0.        ]]",[-1.70814108 -0.62683477],[-0.81340605 -0.5594219 ],[-2.13512111 -0.63290906],-1.57171,"[ 1.2406157   1.28416996 -0.09828664 -0.33325273 -0.32738034 -1.63545736
  0.12433022 -1.38934108  1.31847006  1.01164257  0.        ]",-0.289002726528
3,"[[ -0.27573232  -0.32548708  -0.03924679  -0.18792038]
 [-11.62803722  -8.9553731    0.           0.        ]]",[-1.46582468 -0.50108466],[-0.81340605 -0.5594219 ],[-1.95474327 -0.32896107],-1.53153,"[ 1.19301099  1.21430152 -0.37872945 -0.52589861 -0.32738022 -1.63545536
  0.06769135 -1.859687    1.20383373  0.66028121  0.        ]",-0.246690903307
4,"[[ -0.54567605  -0.52270595  -0.03924679  -0.18792038]
 [-15.3540539  -10.760459     0.           0.        ]]",[-2.02846925  1.51429829],[-0.81340605 -0.5594219 ],[-1.84288013  0.08753832],-1.65807,"[ 1.04471151  1.06581338 -0.74047117 -0.75517209 -0.3273801  -1.63545336
  0.01216162 -2.22101738  0.91576106  0.27762317  0.        ]",-0.18205983723
5,"[[ -0.88942751  -0.69603023  -0.03924679  -0.18792038]
 [-19.00890263  -6.58581675   0.           0.        ]]",[-2.24247    -0.81800947],[-0.81340605 -0.5594219 ],[-1.9042871  -0.26804054],-1.01446,"[ 0.73428306  0.88423837 -1.11829633 -0.93652703 -0.32737998 -1.63545137
 -0.04230748 -1.3853542   0.45781674  0.02177541  0.        ]",-0.100621069796
6,"[[ -1.30552842  -0.85891211  -0.03924679  -0.18792038]
 [-22.5894669   -9.69192517   0.           0.        ]]",[-1.81604519  0.78628137],[-0.81340605 -0.5594219 ],[-1.87429094  0.4898029 ],-1.09549,"[ 0.22680882  0.67507475 -1.39437022 -1.08467197 -0.32737986 -1.63544937
 -0.0956695  -2.007118   -0.11663377  0.02161247  0.        ]",-0.0039422583837
7,"[[ -1.79255794  -1.0195579   -0.03924679  -0.18792038]
 [-26.10174181  -6.38355787   0.           0.        ]]",[-2.10766876  0.59356219],[-0.81340605 -0.5594219 ],[-2.04853296  0.52935809],-1.00531,"[-0.43859473  0.43771255 -1.40974661 -1.20571652 -0.32737974 -1.63544737
 -0.14801378 -1.34486295 -0.65590738  0.37619018  0.        ]",-0.102665047441
8,"[[ -2.34913046  -1.12234229  -0.03924679  -0.18792038]
 [-29.54398722  -3.90301232   0.           0.        ]]",[-2.91584158  0.40459126],[-0.81340605 -0.5594219 ],[-2.26631212  0.61901385],-1.10184,"[-1.10403849  0.27246355 -1.02354581 -1.26862704 -0.32737962 -1.63544537
 -0.19931439 -0.84831837 -0.94228859  1.01046086  0.        ]",-0.203572103937
9,"[[ -2.97385919  -1.18350755  -0.03924679  -0.18792038]
 [-32.91759924  -2.21897861   0.           0.        ]]",[-2.01798694  0.51655662],[-0.81340605 -0.5594219 ],[-2.49172235  0.77008069],-1.25037,"[-1.49582872  0.17003041 -0.22434405 -1.30033338 -0.3273795  -1.63544337
 -0.24959214 -0.51121607 -0.83703798  1.74097487  0.        ]",-0.289543164407
