timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.05919395 -0.01559224  0.14753429  0.09413645]
 [ 0.00032933  0.00164377  0.          0.        ]]",-1.91019,"[ 1.2554455   1.4224485   0.10908341 -0.11267161  1.2805547   0.82192613
  0.21726833 -0.05319578  0.23781018 -0.52349077  0.        ]",[-1.18047583  2.64707375],[-0.61578199  2.98597044],[-1.03726149 -0.8948825 ],-0.104052736219
1,"[[ 0.03474433  0.02417766  0.14753429  0.09413645]
 [-2.43717028  3.96214383  0.          0.        ]]",-1.91319,"[ 1.25703224  1.42208507  0.07340746 -0.06385175  1.28055407  0.82192587
  0.18301122  0.8018443   0.23797768 -0.52835415  0.        ]",[-1.01960242  2.37038517],[-0.77363662  2.63527071],[-1.03726149 -0.8948825 ],-0.104679072372
2,"[[-0.04423661  0.14237305  0.14753429  0.09413645]
 [-5.45088757  7.84444896  0.          0.        ]]",-1.86619,"[ 1.25651343  1.4012121  -0.04193733  0.08066382  1.28055344  0.82192562
  0.14065584  1.64000189  0.23576458 -0.55139599  0.        ]",[-0.85242248  1.56612003],[-1.25912659  1.80923725],[-1.03726149 -0.8948825 ],-0.107374927466
3,"[[ -0.19187851   0.33744608   0.14753429   0.09413645]
 [ -9.3005033   11.65014165   0.           0.        ]]",-1.70075,"[ 1.23248831  1.30290365 -0.25591822  0.31291766  1.28055281  0.82192536
  0.08655259  2.46161711  0.22179854 -0.61208111  0.        ]",[-0.70271349  0.64061546],[-1.09015456  0.14766371],[-1.03726149 -0.8948825 ],-0.113990292596
4,"[[ -0.41573808   0.5740131    0.14753429   0.09413645]
 [-13.07296701  12.0053112    0.           0.        ]]",-1.52174,"[ 1.14007715  1.08224719 -0.56730717  0.57309108  1.28055219  0.8219251
  0.03353365  2.53829178  0.18119359 -0.73982728  0.        ]",[-0.71994346  0.42022014],[-0.61119467  0.61588628],[-1.03726149 -0.8948825 ],-0.128435300822
5,"[[ -0.69887629   0.83620479   0.14753429   0.09413645]
 [-15.23372677  14.20644794   0.           0.        ]]",-1.41555,"[ 0.93369179  0.72230414 -0.91715994  0.81751394  1.28055156  0.82192485
  0.00316591  3.01349294  0.09528961 -0.90793197  0.        ]",[-0.60622042 -0.57784015],[-0.52204441 -0.3985846 ],[-1.03726149 -0.8948825 ],-0.148358639322
6,"[[ -1.02125382   1.10167351   0.14753429   0.09413645]
 [-16.99824414  12.34654414   0.           0.        ]]",-1.36802,"[ 0.59730297  0.25883464 -1.22306135  1.00149004  1.28055093  0.82192459
 -0.02163296  2.61195226 -0.04398    -1.08200139  0.        ]",[-0.77046496 -0.87434244],[-0.80756019 -1.12810028],[-1.03726149 -0.8948825 ],-0.171175902419
7,"[[ -1.38990561   1.3064184    0.14753429   0.09413645]
 [-19.85749095   8.14184594   0.           0.        ]]",-1.38056,"[ 0.12384836 -0.14646249 -1.41431017  1.09146415  1.2805503   0.82192434
 -0.06181738  1.70419461 -0.24579078 -1.28131414  0.        ]",[-1.11107528 -0.77927446],[-0.48075501 -1.44803774],[-1.03726149 -0.8948825 ],-0.202656259827
8,"[[ -1.80220185   1.42789589   0.14753429   0.09413645]
 [-21.36707045   4.01958257   0.           0.        ]]",-1.60459,"[-0.44205988 -0.39902393 -1.39920634  1.12160478  1.28054968  0.82192408
 -0.0830333   0.81423519 -0.52942131 -1.47366096  0.        ]",[-1.35204959 -0.73016298],[-1.53469081 -0.42048297],[-1.03726149 -0.8948825 ],-0.241483992895
9,"[[ -2.26500965   1.49076924   0.14753429   0.09413645]
 [-24.90192313   2.27343989   0.           0.        ]]",-1.89455,"[-1.00960458 -0.53173204 -1.10005004  1.13018858  1.28054905  0.82192383
 -0.13271283  0.43725875 -0.91095497 -1.57756394  0.        ]",[-1.67321253 -0.97453058],[-1.42034908 -1.69163937],[-1.03726149 -0.8948825 ],-0.281260896664
