timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.06010748  0.04177775 -0.18805912 -0.08449638]
 [ 0.00206109  0.00187645  0.          0.        ]]",-1.33022,"[ 1.20480509  1.16485969 -0.07880752 -0.34740218 -1.61927374 -0.72112227
  0.31676071 -0.1258299   2.2591736   0.51929554  0.        ]",[-0.40507275 -1.53248489],[-0.32903918 -1.95864517],[-0.52314943 -0.27807125],-0.405142884842
1,"[[ -7.31109598e-02   2.09214576e-03  -1.88059125e-01  -8.44963780e-02]
 [ -1.29808443e+00  -3.95724395e+00   0.00000000e+00   0.00000000e+00]]",-1.48817,"[ 1.20361023  1.16604514 -0.09798879 -0.41201698 -1.61926813 -0.72112122
  0.2932922  -0.77107597  2.25706191  0.47097597  0.        ]",[-0.35919207 -1.20705879],[-1.19546273 -0.80897227],[-0.52314943 -0.27807125],-0.403525674988
2,"[[-0.13849346 -0.10839004 -0.18805912 -0.08449638]
 [-5.22709919 -7.08056906  0.          0.        ]]",-1.32341,"[ 1.19409936  1.15803496 -0.1940915  -0.59161074 -1.61926253 -0.72112017
  0.22237144 -1.28010443  2.23426315  0.29652562  0.        ]",[-0.31848526 -0.80526328],[ 0.12706862 -2.39986572],[-0.52314943 -0.27807125],-0.396197370173
3,"[[ -0.236941    -0.28832496  -0.18805912  -0.08449638]
 [ -4.61972043 -10.90018904   0.           0.        ]]",-1.42024,"[ 1.16880344  1.10969705 -0.33702015 -0.8785318  -1.61925693 -0.72111912
  0.23333468 -1.90260773  2.15320033  0.03767957  0.        ]",[-0.16150752 -0.27956158],[ 0.13917185  0.32446209],[-0.52314943 -0.27807125],-0.380482042541
4,"[[-0.32290329 -0.49127547 -0.18805912 -0.08449638]
 [-3.97864408 -9.39985941  0.          0.        ]]",-1.22552,"[ 1.13610079  1.00460244 -0.45912108 -1.18375053 -1.61925133 -0.72111808
  0.24490618 -1.65808259  2.0192124  -0.18802914  0.        ]",[-0.07625899 -0.30855995],[-0.9565648 -0.6093716],[-0.52314943 -0.27807125],-0.359433886755
5,"[[ -0.43965253  -0.7016006   -0.18805912  -0.08449638]
 [ -7.68407717 -11.62523463   0.           0.        ]]",-0.79754,"[ 1.07629873  0.84363503 -0.61923562 -1.46663173 -1.61924572 -0.72111703
  0.17802104 -2.02075711  1.81224408 -0.39843243  0.        ]",[-0.04829633  0.16006476],[ 0.80540785 -0.45776769],[-0.52314943 -0.27807125],-0.329519536868
6,"[[ -0.55984207  -0.94999178  -0.18805912  -0.08449638]
 [ -4.34598503 -13.20859725   0.           0.        ]]",-0.654197,"[ 0.99701928  0.59503569 -0.77509713 -1.74019347 -1.61924012 -0.72111598
  0.23827513 -2.2787941   1.53943104 -0.53713751  0.        ]",[ 0.02893788  0.57465875],[-0.36260582  0.30692916],[-0.52314943 -0.27807125],-0.290282466594
7,"[[ -0.66030895  -1.19934165  -0.18805912  -0.08449638]
 [ -5.69622656 -11.73131475   0.           0.        ]]",-0.24754,"[ 0.91777372  0.29647922 -0.89677969 -1.93300285 -1.61923452 -0.72111493
  0.21390232 -2.0380231   1.27319661 -0.56357718  0.        ]",[-0.0220876   0.69095099],[-0.37908306  0.2441814 ],[-0.52314943 -0.27807125],-0.249654814582
8,"[[ -0.78816727  -1.42193199  -0.18805912  -0.08449638]
 [ -7.08499522 -10.5317149    0.           0.        ]]",-0.181273,"[ 0.8011757   0.00346798 -1.03826146 -2.02605491 -1.61922891 -0.72111389
  0.18883408 -1.84251047  1.01320149 -0.51176203  0.        ]",[-0.11363557  0.79318285],[-1.26932438  2.07683115],[-0.52314943 -0.27807125],-0.206894754819
9,"[[ -0.96818499  -1.59073608  -0.18805912  -0.08449638]
 [-10.90401678  -6.36256397   0.           0.        ]]",0.0842019,"[ 0.61062667 -0.22620249 -1.20797227 -2.04373383 -1.61922331 -0.72111284
  0.11989842 -1.16304168  0.76967022 -0.40078891  0.        ]",[-0.28623161  0.63365519],[-1.17333361  0.1530378 ],[-0.52314943 -0.27807125],-0.163670361675
10,"[[ -1.22381842  -1.71063125  -0.18805912  -0.08449638]
 [-14.64689798  -5.62934616   0.           0.        ]]",0.154841,"[ 0.29834193 -0.38924273 -1.38026942 -2.02815036 -1.61921771 -0.72111179
  0.05233714 -1.04354368  0.53575511 -0.22174527  0.        ]",[-0.41571039  0.72026956],[ 0.21872774  1.28435407],[-0.52314943 -0.27807125],-0.11885408856
