timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.00863309 -0.07022512  0.0127486   0.13193309]
 [-0.0034695   0.00251538  0.          0.        ]]",[ 0.79860114  0.54719709],[-1.0481571  -0.90324086],[ 0.93189216  0.49299926],-1.97949,"[ 1.25772156  1.41460808  0.03618549 -0.17703784  0.11660954  1.1319637
  0.21522772 -0.05044656  1.03019487 -0.8596205   0.        ]",-0.24046713858
1,"[[ 0.04025285 -0.04844867  0.0127486   0.13193309]
 [ 3.15493084  2.16791746  0.          0.        ]]",[ 0.9762614  -0.09498477],[-1.0481571  -0.90324086],[ 0.78344035  0.66763341],-1.94764,"[ 1.25665262  1.41736136  0.08237131 -0.15034017  0.11660952  1.13196323
  0.25957067  0.41863121  1.03094607 -0.80192943  0.        ]",-0.235516067487
2,"[[ 0.14147527 -0.0093093   0.0127486   0.13193309]
 [ 6.95466009  1.74742609  0.          0.        ]]",[ 1.04899473  0.38856902],[-1.0481571  -0.90324086],[ 0.93648565  0.46157426],-1.98712,"[ 1.24395957  1.41977067  0.22960052 -0.10229334  0.1166095   1.13196276
  0.31291768  0.32754264  1.01991497 -0.63911473  0.        ]",-0.220949401723
3,"[[  0.31887296   0.0407142    0.0127486    0.13193309]
 [ 10.77240123   3.24991724   0.           0.        ]]",[ 0.43346619 -0.02247813],[-1.0481571  -0.90324086],[ 0.88725966  0.31348452],-2.02982,"[ 1.18807943  1.41809493  0.48164012 -0.04086981  0.11660948  1.13196228
  0.36651757  0.65301808  0.96034251 -0.37412893  0.        ]",-0.195241794342
4,"[[  0.54938849   0.10416777   0.0127486    0.13193309]
 [ 12.27415675   3.09594718   0.           0.        ]]",[ 0.88472517  0.04561489],[-1.0481571  -0.90324086],[ 0.86419761  0.05739972],-2.05916,"[ 1.05433008  1.40830121  0.78653941  0.03684474  0.11660946  1.13196181
  0.3876017   0.61966431  0.81132219 -0.06067603  0.        ]",-0.160382907842
5,"[[  8.27551137e-01   1.67270269e-01   1.27486015e-02   1.31933094e-01]
 [  1.55312717e+01   3.21389732e+00   0.00000000e+00   0.00000000e+00]]",[ 0.83082366 -0.02471742],[-1.0481571  -0.90324086],[ 0.79463613 -0.19415206],-2.0519,"[ 0.81078703  1.39009479  1.09938928  0.11362013  0.11660944  1.13196133
  0.43333056  0.64521498  0.54614424  0.23832013  0.        ]",-0.119745786301
6,"[[  1.16807195e+00   2.29914077e-01   1.27486015e-02   1.31933094e-01]
 [  1.85108975e+01   3.05100392e+00   0.00000000e+00   0.00000000e+00]]",[ 1.03273556 -0.83072208],[-1.0481571  -0.90324086],[ 0.69493759 -0.38411391],-1.86136,"[ 0.41711813  1.36374068  1.36783342  0.18903306  0.11660941  1.13196086
  0.47516354  0.60992819  0.13707071  0.45870476  0.        ]",-0.0820971782351
7,"[[  1.57432100e+00   2.57307415e-01   1.27486015e-02   1.31933094e-01]
 [  2.21020242e+01  -3.00528820e-01   0.00000000e+00   0.00000000e+00]]",[ 1.03839151 -0.7911276 ],[-1.0481571  -0.90324086],[ 0.70055211 -0.71546316],-1.81603,"[-0.1295866   1.34964875  1.48472127  0.2216824   0.11660939  1.13196039
  0.52558181 -0.11609445 -0.37419621  0.49652972  0.        ]",-0.0851279468793
8,"[[  2.05167759e+00   2.19907417e-01   1.27486015e-02   1.31933094e-01]
 [  2.56218860e+01  -3.42905525e+00   0.00000000e+00   0.00000000e+00]]",[ 0.54167292 -1.4929914 ],[-1.0481571  -0.90324086],[ 0.59771484 -0.72393268],-2.03811,"[-0.7641967   1.3684987   1.31901594  0.17705264  0.11660937  1.13195991
  0.57499954 -0.79380846 -0.8951132   0.28214905  0.        ]",-0.13618962588
9,"[[  2.58054320e+00   1.12267677e-01   1.27486015e-02   1.31933094e-01]
 [  2.72592162e+01  -7.32190042e+00   0.00000000e+00   0.00000000e+00]]",[ 0.74629401  0.28341145],[-1.0481571  -0.90324086],[ 0.5479002  -0.17630512],-2.20022,"[-1.29525902  1.40643178  0.80101581  0.04673438  0.11660935  1.13195944
  0.59798704 -1.63709152 -1.28722699 -0.17677112  0.        ]",-0.198955820821
