timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.01319898  0.05279844 -0.00923158  0.0951782 ]
 [-0.00322823  0.00306609  0.          0.        ]]",[ 1.3727468   0.45647461],[-0.47353989 -0.21985994],[ 0.63890058  0.3471337 ],-0.376632,"[ 1.20094874  1.15258427 -0.00832958 -0.36969073 -0.06353662  0.82031364
  0.29942983 -0.12381867  1.1732399  -0.62614318  0.        ]",-0.237720932908
1,"[[ 0.02642059  0.07097847 -0.00923158  0.0951782 ]
 [ 3.95201912  1.8089225   0.          0.        ]]",[ 0.18373997  0.51567208],[-0.47353989 -0.21985994],[ 0.70025998  0.19291726],-0.511692,"[ 1.20058507  1.15111108  0.05037492 -0.33814424 -0.06353654  0.82031205
  0.37396636  0.15880524  1.17040827 -0.55529721  0.        ]",-0.2334896854
2,"[[ 0.11196172  0.12728154 -0.00923158  0.0951782 ]
 [ 4.59994382  3.81469985  0.          0.        ]]",[ 1.69772901 -1.00707843],[-0.47353989 -0.21985994],[ 0.72056574  0.04134981],-0.212623,"[ 1.19244851  1.1438236   0.1767909  -0.24075118 -0.06353647  0.82031047
  0.38617606  0.4727175   1.15075402 -0.39087708  0.        ]",-0.223126831534
3,"[[ 0.24275426  0.16307472 -0.00923158  0.0951782 ]
 [ 8.46642697 -0.22193013  0.          0.        ]]",[ 0.93130262  0.51618307],[-0.47353989 -0.21985994],[ 0.69372427  0.27854425],-0.408395,"[ 1.16072333  1.13705075  0.36742764 -0.17918029 -0.06353639  0.82030888
  0.45903982 -0.15903311  1.10100838 -0.18297822  0.        ]",-0.209209242376
4,"[[  4.47358839e-01   1.79172739e-01  -9.23157555e-03   9.51781976e-02]
 [  1.19823340e+01   1.82490566e+00   0.00000000e+00   0.00000000e+00]]",[ 0.00632894  0.95190287],[-0.47353989 -0.21985994],[ 0.74837679  0.09611434],-0.43606,"[ 1.06567966  1.13346363  0.65224927 -0.15160177 -0.06353632  0.8203073
  0.52529684  0.16130609  0.98526232  0.09416033  0.        ]",-0.188919182008
5,"[[  6.84865103e-01   2.53125009e-01  -9.23157555e-03   9.51781976e-02]
 [  1.17690324e+01   5.55787331e+00   0.00000000e+00   0.00000000e+00]]",[-0.14594024 -0.53887442],[-0.47353989 -0.21985994],[ 0.74389273 -0.13220006],-0.287083,"[ 0.89084547  1.11272856  0.94858989 -0.02605134 -0.06353625  0.82030572
  0.52127637  0.74553234  0.75971221  0.39822132  0.        ]",-0.162013381363
6,"[[  9.12127751e-01   3.41771616e-01  -9.23157555e-03   9.51781976e-02]
 [  1.09599108e+01   3.31425897e+00   0.00000000e+00   0.00000000e+00]]",[ 0.28793704 -1.05839684],[-0.47353989 -0.21985994],[ 0.64405251  0.03593324],-0.145297,"[ 0.66737977  1.07876842  1.1830722   0.12125057 -0.06353617  0.82030413
  0.5060276   0.39439508  0.47120203  0.61590857  0.        ]",-0.137055824379
7,"[[  1.14059544e+00   3.67665205e-01  -9.23157555e-03   9.51781976e-02]
 [  1.18837515e+01  -7.11489533e-01   0.00000000e+00   0.00000000e+00]]",[ 0.80319367  1.40297676],[-0.47353989 -0.21985994],[ 0.56935716  0.31665298],-0.0882891,"[ 0.39910707  1.06700749  1.35803483  0.16346436 -0.0635361   0.82030255
  0.52343679 -0.23565479  0.18342517  0.7333167   0.        ]",-0.120296323318
8,"[[  1.40777752e+00   3.93290919e-01  -9.23157555e-03   9.51781976e-02]
 [  1.48247058e+01   3.26080274e+00   0.00000000e+00   0.00000000e+00]]",[ 1.5410784   1.36191649],[-0.47353989 -0.21985994],[ 0.60148358  0.06647065],-0.00769851,"[ 0.04864531  1.0545629   1.47340522  0.20482904 -0.06353603  0.82030096
  0.57885881  0.38602936 -0.16906189  0.76838272  0.        ]",-0.11059357092
9,"[[  1.74101015e+00   4.97568869e-01  -9.23157555e-03   9.51781976e-02]
 [  1.84864668e+01   7.15397048e+00   0.00000000e+00   0.00000000e+00]]",[ 0.58975134 -0.30410189],[-0.47353989 -0.21985994],[ 0.58657616 -0.00121108],0.0161722,"[-0.40765433  0.99584629  1.47163162  0.36835944 -0.06353595  0.82029938
  0.64786447  0.99532892 -0.63645441  0.62501676  0.        ]",-0.117490233039
10,"[[  2.13049114e+00   6.27130584e-01  -9.23157555e-03   9.51781976e-02]
 [  2.04550883e+01   5.80663851e+00   0.00000000e+00   0.00000000e+00]]",[ 0.97084689  0.07009723],[-0.47353989 -0.21985994],[ 0.52527422  0.17031786],-0.171582,"[-0.90500846  0.90558975  1.26693983  0.5587901  -0.06353588  0.82029779
  0.68496246  0.7844627  -1.06611548  0.2193194   0.        ]",-0.149061257534
