timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.04875804 -0.09300103 -0.04311429 -0.01955916]
 [ 0.00186204  0.00437636  0.          0.        ]]",[-1.71923627 -1.22360874],[-0.67768633 -0.41464657],[-0.50348675 -1.00667644],-1.2387,"[ 1.23327292  1.23982036  0.0897129  -0.29042945 -0.36223019 -0.18082351
  0.25774983 -0.08215916  1.36693161  0.14819106  0.        ]",-0.253643734457
1,"[[ 0.00911969 -0.1326268  -0.04311429 -0.01955916]
 [-3.95254162 -3.95376615  0.          0.        ]]",[-0.26376651  0.01627123],[-0.67768633 -0.41464657],[-0.37661797 -0.64942551],-1.22418,"[ 1.23485264  1.23240705  0.03148004 -0.34303924 -0.36223    -0.18082342
  0.19583201 -0.8302631   1.36325344  0.06496986  0.        ]",-0.252367693122
2,"[[-0.07961672 -0.21026646 -0.04311429 -0.01955916]
 [-4.91788888 -3.8106762   0.          0.        ]]",[ 0.09448163 -0.0299344 ],[-0.67768633 -0.41464657],[-0.31983817 -0.67260885],-1.09969,"[ 1.23054108  1.21040124 -0.09882231 -0.44523847 -0.3622298  -0.18082333
  0.18071659 -0.8032179   1.33896073 -0.11118385  0.        ]",-0.248999492049
3,"[[-0.1732488  -0.28691385 -0.04311429 -0.01955916]
 [-4.44688923 -3.85391679  0.          0.        ]]",[-0.8719349   0.01589398],[-0.67768633 -0.41464657],[-0.23844886 -0.66713953],-1.17038,"[ 1.21426754  1.17907224 -0.23529581 -0.54448575 -0.36222961 -0.18082324
  0.18809137 -0.81138991  1.29095002 -0.28689799  0.        ]",-0.244640668192
4,"[[-0.29591362 -0.36258201 -0.04311429 -0.01955916]
 [-7.80841433 -3.71336358  0.          0.        ]]",[-0.02271572 -0.15011512],[-0.67768633 -0.41464657],[-0.23976485 -0.61098921],-0.898538,"[ 1.17498122  1.13896302 -0.41054257 -0.6402893  -0.36222941 -0.18082315
  0.13545675 -0.78482418  1.20485759 -0.48688695  0.        ]",-0.238510771043
5,"[[-0.45143319 -0.44207466 -0.04311429 -0.01955916]
 [-7.74376588 -4.23416219  0.          0.        ]]",[ 0.39337487  0.4120073 ],[-0.67768633 -0.41464657],[-0.1813429 -0.4578906],-0.739916,"[ 1.09678829  1.08725502 -0.62313911 -0.73800371 -0.36222922 -0.18082307
  0.13646895 -0.8832565   1.0629901  -0.70328517  0.        ]",-0.229934599664
6,"[[-0.58916527 -0.50955394 -0.04311429 -0.01955916]
 [-6.035111   -2.51948212  0.          0.        ]]",[-0.15910274 -0.38034214],[-0.67768633 -0.41464657],[-0.28127819 -0.69349205],-0.555553,"[ 1.00245811  1.03590311 -0.79865187 -0.81814129 -0.36222903 -0.18082298
  0.16322291 -0.55917459  0.90905209 -0.86252328  0.        ]",-0.221410409151
7,"[[-0.71498076 -0.5745506  -0.04311429 -0.01955916]
 [-6.54475917 -3.97532924  0.          0.        ]]",[ 0.84966676 -1.5324101 ],[-0.67768633 -0.41464657],[-0.23274922 -0.40266255],-0.290052,"[ 0.89726248  0.980195   -0.94553831 -0.89252941 -0.36222883 -0.18082289
  0.15524278 -0.83433509  0.7470005  -0.97903684  0.        ]",-0.212731335012
8,"[[-0.81083916 -0.69300691 -0.04311429 -0.01955916]
 [-3.05272984 -7.85736353  0.          0.        ]]",[-0.42891434 -0.16838753],[-0.67768633 -0.41464657],[ -4.85375524e-04   5.12512982e-01],-0.464926,"[ 0.80596928  0.86370031 -1.04734077 -1.02000143 -0.36222864 -0.1808228
  0.20992076 -1.56805327  0.56892124 -1.0514677   0.        ]",-0.20177358657
9,"[[-0.88831558 -0.85527724 -0.04311429 -0.01955916]
 [-4.68950831 -8.36796873  0.          0.        ]]",[-0.37586182  1.56504759],[-0.67768633 -0.41464657],[-0.04134604  0.87008023],-0.527113,"[ 0.72576813  0.67540476 -1.12251333 -1.17487124 -0.36222845 -0.18082271
  0.18429204 -1.66455676  0.3771585  -1.07596366  0.        ]",-0.187901518014
