timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.08689984 -0.08050244  0.08762808 -0.09439668]
 [ 0.00150299  0.00264119  0.          0.        ]]",-0.151368,"[ 1.11906878  1.19291749 -0.14270589 -0.18112419  0.76917908 -0.82044024
  0.2078606  -0.00464511  0.51031301  0.4737019   0.        ]",[-1.00679576  0.04982951],[-1.71011431 -0.19177687],[-0.11926004 -0.05625991],-0.138025992458
1,"[[-0.12655769 -0.08805359  0.08762808 -0.09439668]
 [-3.95411828 -0.75523519  0.          0.        ]]",-0.124184,"[ 1.11322807  1.19210999 -0.20210595 -0.1936677   0.76917428 -0.82043486
  0.05199009 -0.10606909  0.50157479  0.41046155  0.        ]",[-1.015571    0.04870735],[-0.78858117 -0.35646821],[-0.11926004 -0.05625991],-0.132580919171
2,"[[-0.23614922 -0.11715804  0.08762808 -0.09439668]
 [-6.99491513 -2.15056031  0.          0.        ]]",-0.281683,"[ 1.085949    1.18836491 -0.36441629 -0.24193183  0.76916947 -0.82042947
 -0.06783198 -0.29280087  0.46280676  0.23266366  0.        ]",[-1.00066411  0.05323038],[-0.06767107  1.54095571],[-0.11926004 -0.05625991],-0.117515284262
3,"[[-0.37736088 -0.12001344  0.08762808 -0.09439668]
 [-7.12580458  1.85168122  0.          0.        ]]",-0.258421,"[ 1.02713115  1.18793054 -0.56705153 -0.24665784  0.76916467 -0.82042409
 -0.0729894   0.24281047  0.39580126  0.0375832   0.        ]",[-1.02654409  0.04533294],[-1.08588222  2.53750216],[-0.11926004 -0.05625991],-0.102133023398
4,"[[ -0.5581685   -0.04360464   0.08762808  -0.09439668]
 [-10.9422431    5.77611564   0.           0.        ]]",-0.0361883,"[ 0.9147477   1.19573819 -0.80984485 -0.11972694  0.76915987 -0.8204187
 -0.22337609  0.76800719  0.30807013 -0.14366846  0.        ]",[-1.07092321  0.03324077],[-0.41449629 -0.0778932 ],[-0.11926004 -0.05625991],-0.0903087626682
5,"[[ -0.79129174   0.06768136   0.08762808  -0.09439668]
 [-12.36535171   5.35387835   0.           0.        ]]",-0.0164562,"[ 0.71418395  1.19404967 -1.08346259  0.06569832  0.76915506 -0.82041332
 -0.27945303  0.71149548  0.16674725 -0.34465223  0.        ]",[-1.07003248  0.03242528],[ 1.74200636 -1.19692354],[-0.11926004 -0.05625991],-0.081818892019
6,"[[-0.99643872  0.13395075  0.08762808 -0.09439668]
 [-8.16333818  1.28662342  0.          0.        ]]",0.0415916,"[  4.93838678e-01   1.18568582e+00  -1.27670530e+00   1.75600460e-01
   7.69150262e-01  -8.20407932e-01  -1.13870084e-01   1.67177896e-01
   1.56772674e-04  -5.09378235e-01   0.00000000e+00]",[-1.01842701  0.04320892],[-2.19184046  0.22056163],[-0.11926004 -0.05625991],-0.0825069121367
7,"[[ -1.19777958   0.16820424   0.08762808  -0.09439668]
 [-11.95811676   2.13587925   0.           0.        ]]",0.0565852,"[ 0.24693991  1.17921781 -1.41482226  0.23205371  0.76914546 -0.82040255
 -0.26340475  0.28083225 -0.20324902 -0.64866068  0.        ]",[-1.03543413  0.03762623],[-0.24784553  0.91492892],[-0.11926004 -0.05625991],-0.0931658300802
8,"[[ -1.44442038   0.24684737   0.08762808  -0.09439668]
 [-12.70348938   5.71648744   0.           0.        ]]",0.0935018,"[-0.08211203  1.15891652 -1.50638822  0.3603202   0.76914066 -0.82039716
 -0.29277551  0.76002054 -0.45401693 -0.74822914  0.        ]",[-1.06205177  0.02692371],[-1.2862807 -1.0493741],[-0.11926004 -0.05625991],-0.112775099211
9,"[[ -1.73564589   0.32032556   0.08762808  -0.09439668]
 [-16.40673635   1.64486052   0.           0.        ]]",0.00918217,"[-0.48260557  1.13316062 -1.49795967  0.47790218  0.76913585 -0.82039178
 -0.43870342  0.2151127  -0.77726711 -0.78801975  0.        ]",[-1.05172324  0.02688824],[-0.83677632 -0.14113847],[-0.11926004 -0.05625991],-0.142548292406
10,"[[ -2.09373587   0.34729593   0.08762808  -0.09439668]
 [-19.39232161   1.05410884   0.           0.        ]]",-0.161628,"[-0.94546118  1.12208256 -1.3170331   0.52038171  0.76913105 -0.82038639
 -0.55635075  0.1360514  -1.21041096 -0.70143158  0.        ]",[-1.06072021  0.02083768],[-1.64760782 -0.16182808],[-0.11926004 -0.05625991],-0.186260094467
11,"[[ -2.51742331   0.36174671   0.08762808  -0.09439668]
 [-22.9645254    0.39312446   0.           0.        ]]",-0.485487,"[-1.37613931  1.11578942 -0.8922995   0.54297317  0.76912625 -0.82038101
 -0.6971136   0.04759082 -1.66167379 -0.388046    0.        ]",[-1.07864296  0.01458877],[-1.41954292 -0.77327772],[-0.11926004 -0.05625991],-0.236178903937
12,"[[ -3.01183588   0.33881473   0.08762808  -0.09439668]
 [-26.46503567  -2.67613091   0.           0.        ]]",-0.508876,"[-1.62477609  1.12563596 -0.20679845  0.50706027  0.76912145 -0.82037562
 -0.83505006 -0.36317159 -2.00564829  0.22453115  0.        ]",[-1.09416103  0.01234811],[-3.2758247   0.86862454],[-0.11926004 -0.05625991],-0.286695813871
13,"[[ -3.57558785   0.32033464   0.08762808  -0.09439668]
 [-29.8987703    0.81644308   0.           0.        ]]",-0.765223,"[-1.50839462  1.13311707  0.6216096   0.47790601  0.76911665 -0.82037024
 -0.97035347  0.10424711 -2.02248178  1.04427707  0.        ]",[-1.16805184 -0.00269116],[-0.89851234  0.43539179],[-0.11926004 -0.05625991],-0.323911994643
14,"[[ -4.20330052   0.35379631   0.08762808  -0.09439668]
 [-32.8626558    2.52396109   0.           0.        ]]",-0.407801,"[-0.92877553  1.11924664  1.30357456  0.53055016  0.76911184 -0.82036486
 -1.08713997  0.33276756 -1.60222002  1.77426054  0.        ]",[-1.23310399 -0.01216754],[-1.55763518 -0.33928365],[-0.11926004 -0.05625991],-0.335415810813
15,"[[ -4.89372029   0.3902895    0.08762808  -0.09439668]
 [-36.16830192   1.12990777   0.           0.        ]]",-0.109695,"[-0.00710666  1.10262174  1.46989684  0.58722441  0.76910704 -0.82035947
 -1.21739136  0.14619628 -0.81077984  2.10396334  0.        ]",[-1.26663661 -0.01137577],[-0.47482997  0.08722168],[-0.11926004 -0.05625991],-0.314260037753
16,"[[ -5.62875797   0.41611014   0.08762808  -0.09439668]
 [-37.33160208   1.45103598   0.           0.        ]]",0.369142,"[ 0.83910702  1.08992312  0.90510759  0.62681713  0.76910224 -0.82035409
 -1.26321975  0.18917331  0.03879646  1.76401911  0.        ]",[-1.26937437 -0.00684197],[-2.90514565 -0.4322312 ],[-0.11926004 -0.05625991],-0.255685574674
17,"[[ -6.40766788   0.42765661   0.08762808  -0.09439668]
 [-40.54864275  -0.29067485   0.           0.        ]]",0.30992,"[ 1.1135967   1.08399183 -0.19894909  0.64437639  0.76909744 -0.8203487
 -1.38997486 -0.04392713  0.48632238  0.80560472  0.        ]",[-1.2278899   0.00617062],[-1.63875265  0.27908548],[-0.11926004 -0.05625991],-0.163633176377
18,"[[ -7.25028973   0.43296879   0.08762808  -0.09439668]
 [-43.7030661    0.81810653   0.           0.        ]]",0.297081,"[ 0.52754001  1.081207   -1.25210521  0.65242206  0.76909264 -0.82034332
 -1.51425843  0.10446599  0.15886841 -0.30526849  0.        ]",[-1.18402886  0.01338094],[-0.46697167  0.55121394],[-0.11926004 -0.05625991],-0.0774763142696
19,"[[ -8.1342233    0.47103452   0.08762808  -0.09439668]
 [-44.68707481   2.98117894   0.           0.        ]]",0.154917,"[-0.63783303  1.06037485 -1.45959673  0.70950627  0.76908784 -0.82033794
 -1.55301328  0.3939597  -0.82326827 -0.76556035  0.        ]",[-1.17175531  0.00475872],[-2.34307797  1.29054373],[-0.11926004 -0.05625991],-0.14474780138
20,"[[ -9.05881065   0.56976153   0.08762808  -0.09439668]
 [-47.76157589   6.87828806   0.           0.        ]]",-0.418124,"[-1.54495422  0.9989053  -0.55097693  0.85225616  0.76908304 -0.82033255
 -1.67414074  0.91552568 -1.76558407 -0.20740765  0.        ]",[-1.2121644  -0.01239491],[-1.2287211   0.18347844],[-0.11926004 -0.05625991],-0.248074987535
21,"[[-10.04427483   0.71320087   0.08762808  -0.09439668]
 [-50.77491934   7.46335097   0.           0.        ]]",-0.50096,"[-1.37984134  0.89148356  0.8628273   1.04369368  0.76907823 -0.82032717
 -1.79285274  0.99382032 -1.96602343  0.99693021  0.        ]",[-1.27414393 -0.02707699],[-0.6782243 -0.1999859],[-0.11926004 -0.05625991],-0.312743170638
22,"[[-11.07663519   0.85296686   0.08762808  -0.09439668]
 [-52.45555378   6.51611487   0.           0.        ]]",0.135415,"[-0.14425602  0.76807807  1.48964656  1.20870315  0.76907343 -0.82032179
 -1.85904554  0.86704021 -1.20694982  1.91167245  0.        ]",[-1.33546019 -0.03217383],[-1.77406261  0.77811938],[-0.11926004 -0.05625991],-0.314461924061
23,"[[-12.15506618   1.01281941   0.08762808  -0.09439668]
 [-55.37806331   9.45892991   0.           0.        ]]",0.352787,"[ 1.00917544  0.60739821  0.59040508  1.36723215  0.76906863 -0.8203164
 -1.97416782  1.26088196 -0.11237919  1.70385802  0.        ]",[-1.37323415 -0.03456877],[-1.23804061 -0.67381546],[-0.11926004 -0.05625991],-0.244027054704
24,"[[-13.29136023   1.17323668   0.08762808  -0.09439668]
 [-58.24174548   6.59195124   0.           0.        ]]",0.40925,"[ 0.77714627  0.42915687 -1.01088506  1.49005749  0.76906383 -0.82031102
 -2.08696483  0.87717184  0.29876995  0.53221139  0.        ]",[-1.30537212 -0.01971966],[-0.21219995 -0.3157376 ],[-0.11926004 -0.05625991],-0.114877045691
25,"[[-14.45308233   1.29108427   0.08762808  -0.09439668]
 [-57.9314189    5.19738536   0.           0.        ]]",0.410795,"[-0.68488423  0.29000909 -1.44380981  1.55526995  0.76905903 -0.82030564
 -2.07469368  0.690525   -0.40871083 -0.43433189  0.        ]",[-1.21639669 -0.01064904],[-0.60018756 -0.74638812],[-0.11926004 -0.05625991],-0.068217155354
26,"[[-15.62405257   1.3642066    0.08762808  -0.09439668]
 [-59.16129832   2.12493806   0.           0.        ]]",0.220232,"[-1.63148508  0.20113251 -0.13813967  1.58459341  0.76905423 -0.82030026
 -2.12310885  0.27931954 -1.48298411 -0.15996743  0.        ]",[-1.17208147 -0.01163983],[-1.26359354 -2.12345859],[-0.11926004 -0.05625991],-0.202066558288
27,"[[-16.83523328   1.36640751   0.08762808  -0.09439668]
 [-61.94715037  -1.89170569   0.           0.        ]]",0.445265,"[-0.84834742  0.19843293  1.34883536  1.58532029  0.76904943 -0.82029487
 -2.23282608 -0.25825316 -1.71057857  1.11232743  0.        ]",[-1.2138133  -0.01597771],[-2.20309744 -0.17462923],[-0.11926004 -0.05625991],-0.28554800035
