timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.06682774 -0.08697726 -0.19143403 -0.05816027]
 [ 0.0026286  -0.00344405  0.          0.        ]]",-2.77757,"[ 1.25189781  1.37872864 -0.07667833 -0.20391767 -1.64789664 -0.50107124
  0.22764818 -0.05923018  2.22862322  0.23291963  0.        ]",[ 1.63861728 -2.04467893],[ 1.84338956 -2.26571655],[-0.93565321 -0.78132957],-0.4014089256
1,"[[-0.0270697  -0.1267887  -0.19143403 -0.05816027]
 [ 3.95999628 -3.96449115  0.          0.        ]]",-2.87736,"[ 1.25447594  1.37013539 -0.01862214 -0.25298989 -1.64789524 -0.50107109
  0.2841932  -0.89322885  2.22971598  0.25845209  0.        ]",[ 2.02053213 -1.39786792],[ 1.98832868 -2.22239445],[-0.93565321 -0.78132957],-0.401955067489
2,"[[ 0.09105031 -0.24503368 -0.19143403 -0.05816027]
 [ 7.83909622 -7.8470503   0.          0.        ]]",-3.00586,"[ 1.24925626  1.32593864  0.15387409 -0.39697683 -1.64789385 -0.50107095
  0.33961988 -1.71070073  2.22747279  0.33436957  0.        ]",[ 2.21609116 -0.45549026],[ 1.85886902 -0.32785828],[-0.93565321 -0.78132957],-0.402880818776
3,"[[  0.28597322  -0.41345442  -0.19143403  -0.05816027]
 [ 11.64057532  -8.99116974   0.           0.        ]]",-3.01148,"[ 1.19884689  1.21589133  0.43334924 -0.59433148 -1.64789245 -0.50107081
  0.39393747 -1.95159301  2.20835628  0.47609635  0.        ]",[ 2.15491199  0.06094436],[ 1.99284273  0.37309303],[-0.93565321 -0.78132957],-0.403033334217
4,"[[  0.55616372  -0.57667997  -0.19143403  -0.05816027]
 [ 15.36612763  -7.33682954   0.           0.        ]]",-2.9249,"[ 1.04666618  1.05916736  0.79275464 -0.77220017 -1.64789106 -0.50107066
  0.44717016 -1.60327051  2.14849693  0.70999869  0.        ]",[ 1.97606277  0.10454981],[ 1.66471647  0.52975212],[-0.93565321 -0.78132957],-0.401339038288
5,"[[  0.90012687  -0.70091902  -0.19143403  -0.05816027]
 [ 19.0180664   -5.09445827   0.           0.        ]]",-2.77335,"[ 0.73183651  0.90938983  1.16624277 -0.89577619 -1.64788967 -0.50107052
  0.49935101 -1.13113898  2.00134117  1.0293229   0.        ]",[ 1.70506752 -0.0969038 ],[ 1.62789108  0.18089589],[-0.93565321 -0.78132957],-0.394545530461
6,"[[  1.31641078  -0.79460965  -0.19143403  -0.05816027]
 [ 22.59843339  -4.27722048   0.           0.        ]]",-2.56225,"[ 0.2206205   0.78053536  1.43584255 -0.98091094 -1.64788827 -0.50107038
  0.55050919 -0.95906928  1.70944981  1.36108369  0.        ]",[ 1.38114548 -0.14326957],[ 0.71709467  0.04592634],[-0.93565321 -0.78132957],-0.375930622147
7,"[[  1.79236473  -0.87747008  -0.19143403  -0.05816027]
 [ 24.98902446  -4.00962152   0.           0.        ]]",-2.13441,"[-0.43095799  0.65617683  1.44715095 -1.04976044 -1.64788688 -0.50107024
  0.58466716 -0.90272599  1.26426877  1.57443616  0.        ]",[ 1.06789088 -0.20275691],[ 0.69259849 -0.14976841],[-0.93565321 -0.78132957],-0.339042180866
8,"[[  2.31468774  -0.96280024  -0.19143403  -0.05816027]
 [ 27.23583554  -4.52158626   0.           0.        ]]",-1.6689,"[-1.06316593  0.51884753  1.09670041 -1.11381889 -1.64788548 -0.50107009
  0.6167707  -1.01051963  0.73927358  1.55014712  0.        ]",[ 0.81978536 -0.0195162 ],[ 1.20084468  0.31264985],[-0.93565321 -0.78132957],-0.281009310167
9,"[[  2.89370056  -1.03989354  -0.19143403  -0.05816027]
 [ 30.65406448  -3.19201664   0.           0.        ]]",-1.1088,"[-1.46714456  0.38751411  0.37964862 -1.16533832 -1.64788409 -0.50106995
  0.66561213 -0.73057869  0.24442036  1.22293357  0.        ]",[ 0.76166111 -0.32086423],[ 0.60225657 -0.14922409],[-0.93565321 -0.78132957],-0.198828391347
