timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ -2.31976042e-02   8.91559194e-02  -1.37083928e-01   7.30869365e-02]
 [  3.30009438e-03  -9.94835800e-05   0.00000000e+00   0.00000000e+00]]",-1.01973,"[ 1.21808188  1.18220661 -0.02175725 -0.18277143 -1.18244071  0.64507726
  0.2983299  -0.11515617  1.94396873 -0.45754533  0.        ]",[ 1.63052905 -1.30603838],[ 2.16699912 -1.63298606],[-0.58551985 -0.33679169],-0.353451403548
1,"[[ 0.01657371  0.04941068 -0.13708393  0.07308694]
 [ 3.96064866 -3.96121866  0.          0.        ]]",-1.36309,"[ 1.21826115  1.18621991  0.03688282 -0.24180456 -1.18243862  0.64507658
  0.36564285 -0.79730296  1.94404043 -0.43073136  0.        ]",[ 1.61323404 -0.90965575],[ 0.44391761 -0.23068798],[-0.58551985 -0.33679169],-0.352718703675
2,"[[ 0.11262324 -0.03819814 -0.13708393  0.07308694]
 [ 5.63871711 -4.79687482  0.          0.        ]]",-1.27033,"[ 1.20971776  1.18693439  0.17816169 -0.37220686 -1.18243652  0.64507591
  0.39418595 -0.94121075  1.93989731 -0.3599032   0.        ]",[ 1.61334491 -0.77225727],[ 1.2519171 -0.5289736],[-0.58551985 -0.33679169],-0.350282101162
3,"[[ 0.26397706 -0.15421258 -0.13708393  0.07308694]
 [ 9.48387036 -6.79788502  0.          0.        ]]",-1.32455,"[ 1.1707099   1.17067725  0.39718443 -0.54405258 -1.18243443  0.64507523
  0.45959048 -1.28580405  1.92063868 -0.23370275  0.        ]",[ 1.60734296 -0.43908489],[ 0.97415149 -0.42735446],[-0.58551985 -0.33679169],-0.344734398924
4,"[[  0.4904442   -0.30581093  -0.13708393   0.07308694]
 [ 13.15066286  -8.35671827   0.           0.        ]]",-1.13521,"[ 1.05600348  1.12028079  0.7069785  -0.76362129 -1.18243233  0.64507456
  0.5219611  -1.55424811  1.86306888 -0.0371915   0.        ]",[ 1.58837342 -0.11934736],[ 2.4235948  -0.09385804],[-0.58551985 -0.33679169],-0.333477918191
5,"[[  0.79054266  -0.47502477  -0.13708393   0.07308694]
 [ 16.84693157  -8.56390493   0.           0.        ]]",-1.17188,"[ 0.80979217  1.02640439  1.06044988 -0.99633614 -1.18243024  0.64507388
  0.58483305 -1.58992372  1.73365586  0.21834302  0.        ]",[ 1.55432749  0.05663288],[ 0.95270253 -0.02971644],[-0.58551985 -0.33679169],-0.31365020752
6,"[[  1.16195829  -0.64578749  -0.13708393   0.07308694]
 [ 20.28326011  -8.51243703   0.           0.        ]]",-0.845041,"[ 0.38821959  0.89409562  1.36545319 -1.21144049 -1.18242814  0.64507321
  0.64328342 -1.58105631  1.49513017  0.49363649  0.        ]",[ 1.48242235  0.23409736],[ 1.21782704 -0.36080384],[-0.58551985 -0.33679169],-0.282107069171
7,"[[  1.60330527  -0.82867827  -0.13708393   0.07308694]
 [ 23.83969924  -9.77229703   0.           0.        ]]",-0.438975,"[-0.20441232  0.71490906  1.48619717 -1.41276218 -1.18242604  0.64507253
  0.70377676 -1.79801153  1.13239468  0.70150066  0.        ]",[ 1.35159075  0.56506121],[ 2.3602132   0.39857614],[-0.58551985 -0.33679169],-0.236452064164
8,"[[  2.11507149  -1.00633806  -0.13708393   0.07308694]
 [ 27.32539243  -7.99941505   0.           0.        ]]",0.0757784,"[-0.87317944  0.50928211  1.27390716 -1.5733278  -1.18242395  0.64507186
  0.76306664 -1.49269998  0.66065874  0.74955122  0.        ]",[ 1.22909522  0.45011264],[ 1.07964644  0.30657174],[-0.58551985 -0.33679169],-0.174222761965
9,"[[  2.69586485  -1.15253674  -0.13708393   0.07308694]
 [ 30.74261423  -6.62484491   0.           0.        ]]",0.48865,"[-1.40304134  0.32132173  0.64813008 -1.67594047 -1.18242185  0.64507118
  0.82119173 -1.25598309  0.15050419  0.54097828  0.        ]",[ 1.07108665  0.36626396],[ 0.63598304 -0.68208076],[-0.58551985 -0.33679169],-0.0942619190102
