timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.05527813  0.0750171  -0.19855499 -0.1745348 ]
 [-0.00466439  0.00169728  0.          0.        ]]",-3.05948,"[  1.25571827e+00   1.41578224e+00  -5.81307908e-02  -1.35814117e-03
  -1.71416318e+00  -1.51272567e+00   2.17327813e-01  -5.32854264e-02
   2.27678865e+00   1.10822765e+00   0.00000000e+00]",[-1.44008493 -2.51041627],[-0.97001444 -2.89244394],[-1.04304624 -0.8967405 ],-0.442806743597
1,"[[-0.09385545  0.03533782 -0.19855499 -0.1745348 ]
 [-3.84029869 -3.95643875  0.          0.        ]]",-3.10446,"[ 1.25174393  1.42042413 -0.11432554 -0.05000329 -1.71416192 -1.51272474
  0.16340448 -0.9073287   2.27411282  1.02845636  0.        ]",[-1.04800105 -2.18593478],[-1.06236869 -1.83414736],[-1.04304624 -0.8967405 ],-0.437722720408
2,"[[-0.2095747  -0.08271774 -0.19855499 -0.1745348 ]
 [-7.7187303  -7.83618859  0.          0.        ]]",-3.12958,"[ 1.22757342  1.4144934  -0.28133653 -0.19483983 -1.71416066 -1.51272382
  0.10887948 -1.74445767  2.23745083  0.79325944  0.        ]",[-0.57139874 -1.53255653],[-0.95166964 -0.73863422],[-1.04304624 -0.8967405 ],-0.419831684762
3,"[[ -0.40018066  -0.26721474  -0.19855499  -0.1745348 ]
 [-11.32991383 -10.60427462   0.           0.        ]]",-3.08812,"[ 1.1485767   1.34644675 -0.54653656 -0.4176101  -1.7141594  -1.51272289
  0.05811159 -2.34172215  2.09227466  0.44367531  0.        ]",[-0.12028269 -0.82585967],[-0.393665   -1.17576056],[-1.04304624 -0.8967405 ],-0.383048069126
4,"[[ -0.64014775  -0.51691457  -0.19855499  -0.1745348 ]
 [-12.66252122 -14.3531869    0.           0.        ]]",-3.07873,"[ 0.98404975  1.14453707 -0.84999325 -0.70021814 -1.71415814 -1.51272196
  0.0393771  -3.15061432  1.77379394  0.10134862  0.        ]",[ 0.53228009  0.34289503],[ 0.3631425   0.63874517],[-1.04304624 -0.8967405 ],-0.323288620758
5,"[[ -0.87649291  -0.77575354  -0.19855499  -0.1745348 ]
 [-10.97755869 -11.5400708    0.           0.        ]]",-2.63047,"[ 0.75982293  0.81470217 -1.10006587 -0.95323337 -1.71415688 -1.51272103
  0.06306517 -2.54362889  1.36507646 -0.06552975  0.        ]",[ 0.41240132  0.31573987],[ 0.65962681  0.5920586 ],[-1.04304624 -0.8967405 ],-0.253869262673
6,"[[-1.06769927 -0.98074711 -0.19855499 -0.1745348 ]
 [-8.15237411 -8.96786043  0.          0.        ]]",-2.06463,"[ 0.54174694  0.48054524 -1.25724169 -1.11367032 -1.71415563 -1.51272011
  0.10278307 -1.9886256   1.02707004 -0.05791387  0.        ]",[ 0.38431549  0.2775766 ],[ 0.09030402 -0.42870467],[-1.04304624 -0.8967405 ],-0.196494576129
7,"[[ -1.22554832  -1.17535353  -0.19855499  -0.1745348 ]
 [ -7.63430579 -10.48771391   0.           0.        ]]",-1.94796,"[ 0.34302705  0.11733442 -1.35204589 -1.22653026 -1.71415437 -1.51271918
  0.11006633 -2.31655887  0.76213529  0.05085292  0.        ]",[ 0.82887268  1.04703581],[ 1.19367839  0.4752784 ],[-1.04304624 -0.8967405 ],-0.151345167079
8,"[[-1.33703083 -1.36415109 -0.19855499 -0.1745348 ]
 [-3.52746508 -8.39900296  0.          0.        ]]",-1.74101,"[ 0.19536367 -0.26466254 -1.39851336 -1.29516806 -1.71415311 -1.51271825
  0.16780243 -1.86588032  0.59130168  0.2056722   0.        ]",[ 0.86984843  0.92744941],[ 0.23416024 -0.13121664],[-1.04304624 -0.8967405 ],-0.125928116303
9,"[[-1.3975872  -1.53567733 -0.19855499 -0.1745348 ]
 [-2.53147423 -8.75244074  0.          0.        ]]",-1.85846,"[ 0.11336811 -0.62549871 -1.41638685 -1.32053431 -1.71415185 -1.51271732
  0.18180456 -1.94213912  0.50857579  0.35256194  0.        ]",[ 0.98358679  1.2491473 ],[ 1.1025682  1.7818843],[-1.04304624 -0.8967405 ],-0.120577809003
10,"[[-1.40801627 -1.66926639 -0.19855499 -0.1745348 ]
 [ 1.47536332 -4.62021874  0.          0.        ]]",-1.67559,"[ 0.09915012 -0.90858746 -1.41893344 -1.31534248 -1.71415059 -1.5127164
  0.23813477 -1.05053829  0.48984222  0.45197315  0.        ]",[ 0.93946767  0.79433763],[ 0.80742414  0.5130977 ],[-1.04304624 -0.8967405 ],-0.12551656978
11,"[[-1.34674213 -1.74037304 -0.19855499 -0.1745348 ]
 [ 4.64154416 -2.49749687  0.          0.        ]]",-1.72151,"[ 0.18228545 -1.05807273 -1.40173014 -1.30367737 -1.71414933 -1.51271547
  0.28264658 -0.59252314  0.52487753  0.46643214  0.        ]",[ 0.93225372  0.58217871],[ 0.75066839  0.94195847],[-1.04304624 -0.8967405 ],-0.131735643311
12,"[[-1.22502778 -1.75240738 -0.19855499 -0.1745348 ]
 [ 7.52027953  1.28149619  0.          0.        ]]",-1.67482,"[ 0.34370426 -1.08321329 -1.35178454 -1.30109529 -1.71414807 -1.51271454
  0.32311732  0.22286189  0.60137992  0.41152079  0.        ]",[ 0.84489781  0.04117186],[ 1.41171242  0.11732758],[-1.04304624 -0.8967405 ],-0.138783598849
13,"[[ -1.03640643  -1.72237263  -0.19855499  -0.1745348 ]
 [ 11.32914307   1.72056517   0.           0.        ]]",-1.71401,"[ 0.57932369 -1.02037147 -1.23457337 -1.30720997 -1.71414681 -1.51271361
  0.3766643   0.3175988   0.73992275  0.31480196  0.        ]",[ 0.84662491  0.03316565],[ 0.73215733  0.34958468],[-1.04304624 -0.8967405 ],-0.154874940365
14,"[[ -0.78300336  -1.6744122   -0.19855499  -0.1745348 ]
 [ 14.00220911   3.07102281   0.           0.        ]]",-1.6946,"[ 0.8551621  -0.91944831 -1.00789905 -1.31470247 -1.71414555 -1.51271269
  0.41424362  0.60898404  0.9563316   0.23199964  0.        ]",[ 0.78710496 -0.16188699],[ 1.14091249 -0.2334611 ],[-1.04304624 -0.8967405 ],-0.187387252752
15,"[[ -0.46603247  -1.62287225  -0.19855499  -0.1745348 ]
 [ 17.68261976   2.08633486   0.           0.        ]]",-1.73279,"[ 1.11036649 -0.81043669 -0.63383062 -1.31962286 -1.7141443  -1.51271176
  0.46598474  0.39651989  1.246248    0.22921645  0.        ]",[ 0.86396074  0.08902121],[ 0.77271404 -0.32628943],[-1.04304624 -0.8967405 ],-0.235881415884
16,"[[ -0.08520813  -1.59451215  -0.19855499  -0.1745348 ]
 [ 20.39082248   0.75418893   0.           0.        ]]",-1.89532,"[ 1.25281086 -0.7503088  -0.10173813 -1.32094149 -1.71414304 -1.51271083
  0.50405801  0.10908547  1.55735102  0.37431794  0.        ]",[ 1.00649488  0.54426861],[ 1.08100143  0.27559465],[-1.04304624 -0.8967405 ],-0.291790510353
17,"[[  0.35826397  -1.56861512  -0.19855499  -0.1745348 ]
 [ 23.9444992    1.83203583   0.           0.        ]]",-2.0643,"[ 1.17003053 -0.69536643  0.53482349 -1.32128319 -1.71414178 -1.5127099
  0.55401741  0.34165026  1.8210173   0.69472885  0.        ]",[ 0.92368186  0.45664471],[ 0.4108818   0.21717148],[-1.04304624 -0.8967405 ],-0.347762585896
18,"[[  0.84870904  -1.52368685  -0.19855499  -0.1745348 ]
 [ 25.09613148   2.65807735   0.           0.        ]]",-2.27549,"[ 0.7890006  -0.60007692  1.11883125 -1.31992314 -1.71414052 -1.51270898
  0.57020755  0.51988348  1.93603844  1.17013452  0.        ]",[ 0.73755336  0.03703442],[ 0.44302155 -0.17692191],[-1.04304624 -0.8967405 ],-0.394428477352
19,"[[  1.36323598  -1.47805611  -0.19855499  -0.1745348 ]
 [ 26.35240092   1.90754198   0.           0.        ]]",-2.501,"[ 0.16000519 -0.50350498  1.45205821 -1.31600809 -1.71413926 -1.51270805
  0.58786873  0.35794185  1.80592614  1.67612703  0.        ]",[ 0.55692655 -0.17160749],[ 0.85643575  0.34128916],[-1.04304624 -0.8967405 ],-0.418760588703
20,"[[  1.91904943  -1.42669886  -0.19855499  -0.1745348 ]
 [ 29.219315     3.22390527   0.           0.        ]]",-2.30474,"[-0.59682806 -0.39531288  1.39571872 -1.30855797 -1.714138   -1.51270712
  0.62817324  0.64197087  1.41088141  2.06544135  0.        ]",[ 0.44222617 -1.11183882],[ 0.86384705 -0.87227751],[-1.04304624 -0.8967405 ],-0.413581954437
21,"[[  2.53193583  -1.39748163  -0.19855499  -0.1745348 ]
 [ 32.06001464  -0.29034982   0.           0.        ]]",-2.24544,"[-1.25860726 -0.33410254  0.8590335  -1.30288764 -1.71413674 -1.51270619
  0.66810919 -0.11629329  0.83187637  2.13568918  0.        ]",[ 0.43435359 -0.61662662],[ 1.03390053 -0.81214851],[-1.04304624 -0.8967405 ],-0.36942220825
22,"[[  3.20648683  -1.43545557  -0.19855499  -0.1745348 ]
 [ 35.3841718   -3.49618592   0.           0.        ]]",-1.9386,"[-1.50481013 -0.41371114 -0.07214894 -1.31005408 -1.71413548 -1.51270527
  0.71484184 -0.80801037  0.32433113  1.77910659  0.        ]",[ 0.53024364  0.1181539 ],[ 0.70423634  0.17291306],[-1.04304624 -0.8967405 ],-0.286368080091
23,"[[  3.93511588  -1.4977632   -0.19855499  -0.1745348 ]
 [ 37.47176541  -2.73698539   0.           0.        ]]",-1.57114,"[-1.09473841 -0.54517388 -1.01873598 -1.31800883 -1.71413422 -1.51270434
  0.74419018 -0.64419889  0.1341109   1.12932567  0.        ]",[ 0.68031263 -0.06510589],[ 0.92748079  0.14812226],[-1.04304624 -0.8967405 ],-0.180081343305
24,"[[  4.71394597  -1.54601586  -0.19855499  -0.1745348 ]
 [ 40.40147331  -2.09026      0.           0.        ]]",-1.5875,"[-0.12279295 -0.6474213  -1.43824134 -1.32090444 -1.71413297 -1.51270341
  0.78537742 -0.50465601  0.39419085  0.47022674  0.        ]",[ 0.86091632  0.10408197],[ 0.34542265  0.69399429],[-1.04304624 -0.8967405 ],-0.114054315072
25,"[[  5.52766917  -1.55976433  -0.19855499  -0.1745348 ]
 [ 40.96879717   0.70612763   0.           0.        ]]",-1.68639,"[ 0.88159992 -0.67658699 -0.97905267 -1.32120603 -1.71413171 -1.51270248
  0.79335293  0.09871555  1.03065953  0.1717514   0.        ]",[ 0.92752349  0.03337084],[ 0.79083152  0.35136697],[-1.04304624 -0.8967405 ],-0.19840070384
26,"[[  6.3703064   -1.53175132  -0.19855499  -0.1745348 ]
 [ 43.28710628   2.0907003    0.           0.        ]]",-1.85838,"[ 1.25258339 -0.61717086  0.149693   -1.32034422 -1.71413045 -1.51270156
  0.82594476  0.3974623   1.70919629  0.48605308  0.        ]",[ 0.98739517  0.15300098],[ 0.68122982 -0.50111145],[-1.04304624 -0.8967405 ],-0.320695946412
27,"[[  7.25450229  -1.51018034  -0.19855499  -0.1745348 ]
 [ 45.12648311   0.07323725   0.           0.        ]]",-2.47655,"[ 0.65523201 -0.57146026  1.22868714 -1.31902425 -1.71412919 -1.51270063
  0.85180348 -0.03784225  1.92931749  1.29709774  0.        ]",[ 0.84086329  0.52627122],[ 1.05425741  0.15772053],[-1.04304624 -0.8967405 ],-0.402905791906
28,"[[  8.18777718  -1.50237749  -0.19855499  -0.1745348 ]
 [ 48.1907524    0.70515044   0.           0.        ]]",-2.45324,"[-0.57798725 -0.55493892  1.40278217 -1.31840585 -1.71412793 -1.5126997
  0.8948824   0.09850458  1.44415084  2.01125746  0.        ]",[ 0.50856191 -0.36279899],[ 0.01671348 -0.59391466],[-1.04304624 -0.8967405 ],-0.410716064452
29,"[[  9.14269316  -1.51190835  -0.19855499  -0.1745348 ]
 [ 47.30395832  -1.65044727   0.           0.        ]]",-2.05823,"[-1.45306959 -0.57511983  0.42921793 -1.31914961 -1.71412667 -1.51269877
  0.88241506 -0.40975881  0.61862753  1.99566515  0.        ]",[ 0.50659233 -0.1902262 ],[ 0.86009501 -0.17240429],[-1.04304624 -0.8967405 ],-0.334619399342
30,"[[ 10.11354141  -1.55134259  -0.19855499  -0.1745348 ]
 [ 49.77269923  -2.29066041   0.           0.        ]]",-1.51351,"[-1.19249257 -0.65871959 -0.90589323 -1.32104504 -1.71412541 -1.51269784
  0.9171217  -0.54789645  0.16478729  1.25784061  0.        ]",[ 0.69039023 -0.06756395],[ 0.63046063 -0.2806239 ],[-1.04304624 -0.8967405 ],-0.200798468518
31,"[[ 11.12416081  -1.60774207  -0.19855499  -0.1745348 ]
 [ 51.28428932  -3.34565728   0.           0.        ]]",-1.55038,"[ 0.05237082 -0.77836444 -1.42618255 -1.32043876 -1.71412415 -1.51269692
  0.93837215 -0.77553124  0.4712949   0.42955195  0.        ]",[ 0.92958057  0.44788563],[ 1.0387701   0.34531682],[-1.04304624 -0.8967405 ],-0.120973296078
32,"[[ 12.17938344  -1.66015805  -0.19855499  -0.1745348 ]
 [ 54.22808666  -1.90053056   0.           0.        ]]",-1.86745,"[ 1.15557259 -0.88934326 -0.52873167 -1.31637657 -1.7141229  -1.51269599
  0.97975736 -0.46371838  1.28926788  0.26128198  0.        ]",[ 1.15334141  1.01918352],[ 1.33453274  1.29449228],[-1.04304624 -0.8967405 ],-0.243863917445
33,"[[ 13.2928842   -1.65793581  -0.19855499  -0.1745348 ]
 [ 57.11205857   2.10962482   0.           0.        ]]",-2.1044,"[ 0.90867035 -0.88464628  0.99296515 -1.31661639 -1.71412164 -1.51269506
  1.02030148  0.40154667  1.86776553  0.98968431  0.        ]",[ 0.89584827  0.51985061],[ 1.01759339 -0.0442217 ],[-1.04304624 -0.8967405 ],-0.371743196752
34,"[[ 14.46348493  -1.61777744  -0.19855499  -0.1745348 ]
 [ 59.9385996    1.90713151   0.           0.        ]]",-2.35707,"[-0.56820519 -0.7996373   1.40632235 -1.3199198  -1.71412038 -1.51269413
  1.06003817  0.35785491  1.47490227  1.93120977  0.        ]",[ 0.50987393 -0.35189098],[ 0.75384898 -0.34260935],[-1.04304624 -0.8967405 ],-0.404802045236
35,"[[ 15.6802853   -1.59346848  -0.19855499  -0.1745348 ]
 [ 61.73557056   0.52852041   0.           0.        ]]",-1.68647,"[-1.5071906  -0.74809211  0.06301157 -1.32095843 -1.71411912 -1.51269321
  1.08530056  0.06039398  0.48478308  1.8515887   0.        ]",[ 0.56088567 -0.61587882],[ 0.5745728  -0.06687785],[-1.04304624 -0.8967405 ],-0.305460144418
36,"[[ 16.92555294  -1.58549417  -0.19855499  -0.1745348 ]
 [ 62.78771033   0.26986877   0.           0.        ]]",-1.45956,"[-0.60325876 -0.73117541 -1.34806381 -1.3211407  -1.71411786 -1.51269228
  1.10009168  0.00458508  0.2326705   0.78191659  0.        ]",[ 0.82175869 -0.16292292],[ 0.03799638 -0.17587245],[-1.04304624 -0.8967405 ],-0.135003237296
37,"[[ 18.17035097  -1.5869662   -0.19855499  -0.1745348 ]
 [ 61.6957919   -0.41488967   0.           0.        ]]",-1.64855,"[ 0.95095286 -0.73429811 -0.89507004 -1.32111213 -1.7141166  -1.51269135
  1.08474044 -0.14316428  1.08412612  0.18576068  0.        ]",[ 1.01213574  0.34552187],[ 0.64894364  0.17071043],[-1.04304624 -0.8967405 ],-0.207685575166
38,"[[ 19.41778578  -1.588234    -0.19855499  -0.1745348 ]
 [ 63.04313794   0.28589749   0.           0.        ]]",-2.17251,"[ 1.04053204 -0.73698747  0.80871574 -1.3210853  -1.71411534 -1.51269042
  1.10368173  0.00804363  1.87642586  0.87385629  0.        ]",[ 1.01182663  0.7830506 ],[ 0.68297826  0.58653186],[-1.04304624 -0.8967405 ],-0.36606049674
39,"[[ 20.69324169  -1.5590982   -0.19855499  -0.1745348 ]
 [ 64.49737958   2.62003806   0.           0.        ]]",-2.31288,"[-0.4976248  -0.67517086  1.42935527 -1.32118729 -1.71411408 -1.5126895
  1.1241258   0.51167801  1.50401419  1.94486284  0.        ]",[ 0.52145982 -0.77847052],[ 0.70743339 -0.7710371 ],[-1.04304624 -0.8967405 ],-0.40970938203
