timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.05068464  0.0958086   0.17621542  0.02898221]
 [ 0.00492713 -0.00109206  0.          0.        ]]",-0.996454,"[ 1.24978845  1.35117205 -0.05409498  0.01532861  1.53290424  0.25699519
  0.23308346 -0.0632019   0.06505404 -0.17951268  0.        ]",[-1.98732185  2.84292841],[-1.73477791  2.82453338],[-0.89174241 -0.67265713],-0.0443986528575
1,"[[-0.09029308  0.13553021  0.17621542  0.02898221]
 [-3.952591    3.96004393  0.          0.        ]]",-1.02469,"[ 1.24593358  1.34224956 -0.11190169  0.06470994  1.53290288  0.25699512
  0.17568614  0.75381894  0.06340015 -0.20499494  0.        ]",[-1.98469555  2.67991209],[-1.4670686   2.88100617],[-0.89174241 -0.67265713],-0.0468730444353
2,"[[-0.20826648  0.25368711  0.17621542  0.02898221]
 [-7.83184004  7.84268859  0.          0.        ]]",-0.930669,"[ 1.22170498  1.29780464 -0.28249971  0.20972277  1.53290152  0.25699505
  0.11942397  1.55464922  0.05301433 -0.28033664  0.        ]",[-1.91552103  2.22447944],[-1.88225414  1.53116934],[-0.89174241 -0.67265713],-0.0546594285502
3,"[[ -0.40305593   0.44872414   0.17621542   0.02898221]
 [-11.6344788   11.64828627   0.           0.        ]]",-0.818858,"[ 1.14084498  1.16742294 -0.5538721   0.438573    1.53290016  0.25699497
  0.06427292  2.33958494  0.01836086 -0.40021539  0.        ]",[-1.75920367  1.23645759],[-2.14664569  0.8312786 ],[-0.89174241 -0.67265713],-0.0681929056635
4,"[[ -0.6731441    0.71241066   0.17621542   0.02898221]
 [-15.36201516  14.71006791   0.           0.        ]]",-0.647639,"[ 0.95017641  0.88675403 -0.89218363  0.71373616  1.5328988   0.2569949
  0.0102111   2.97109726 -0.06316058 -0.55443682  0.        ]",[-1.54951024 -0.05659041],[-1.05992041  0.16214452],[-0.89174241 -0.67265713],-0.0878155300616
5,"[[ -1.01704098   1.01013471   0.17621542   0.02898221]
 [-19.01566444  15.06102254   0.           0.        ]]",-0.600809,"[ 0.59650364  0.44877596 -1.22448433  0.95560545  1.53289744  0.25699483
 -0.04277911  3.0434764  -0.21421916 -0.73430988  0.        ]",[-1.36629903 -1.2002939 ],[-1.52455091 -1.57908261],[-0.89174241 -0.67265713],-0.115601315203
6,"[[ -1.43328219   1.26862939   0.17621542   0.02898221]
 [-22.59667594  10.80247273   0.           0.        ]]",-0.606355,"[ 0.05931658 -0.00694234 -1.42933518  1.09051877  1.53289608  0.25699476
 -0.09471583  2.16511262 -0.45318893 -0.93671827  0.        ]",[-1.43516374 -1.36445379],[-1.82637434 -1.04889381],[-0.89174241 -0.67265713],-0.155724416324
7,"[[ -1.92043923   1.44278916   0.17621542   0.02898221]
 [-26.10736689   6.62725661   0.           0.        ]]",-0.841019,"[-0.60337801 -0.33766501 -1.35461706  1.13698417  1.53289473  0.25699468
 -0.14563266  1.30394026 -0.80122425 -1.1142794   0.        ]",[-1.575014   -1.47324169],[-2.421414  -0.9119983],[-0.89174241 -0.67265713],-0.206929954715
8,"[[ -2.47711377e+00   1.53776054e+00   1.76215417e-01   2.89822079e-02]
 [ -2.95485633e+01   2.88220559e+00   0.00000000e+00   0.00000000e+00]]",-1.24759,"[-1.21775949 -0.52183093 -0.88223329  1.14654106  1.53289337  0.25699461
 -0.19554158  0.53149376 -1.25839503 -1.15273082  0.        ]",[-1.87183356 -1.36123419],[-2.47124173 -0.96545015],[-0.89174241 -0.67265713],-0.261338420103
9,"[[ -3.10192308e+00   1.55644191e+00   1.76215417e-01   2.89822079e-02]
 [ -3.29209769e+01  -1.00128426e+00   0.00000000e+00   0.00000000e+00]]",-1.713,"[-1.51063145 -0.55817786 -0.03799087  1.14709434  1.53289201  0.25699454
 -0.24445292 -0.26950674 -1.75183207 -0.91632419  0.        ]",[-2.23378968 -0.87236452],[-2.03007539 -0.6730077 ],[-0.89174241 -0.67265713],-0.30845443694
10,"[[ -3.79350339e+00   1.50983350e+00   1.76215417e-01   2.89822079e-02]
 [ -3.62258779e+01  -3.65088722e+00   0.00000000e+00   0.00000000e+00]]",-1.71401,"[-1.22837918 -0.46754048  0.9077609   1.14489748  1.53289065  0.25699447
 -0.29238509 -0.81600813 -2.07329325 -0.32477388  0.        ]",[-2.60304618  0.07649571],[-2.25047954  0.37965404],[-0.89174241 -0.67265713],-0.331674971803
11,"[[ -4.55052777e+00   1.45256963e+00   1.76215417e-01   2.89822079e-02]
 [ -3.94658371e+01  -2.08090040e+00   0.00000000e+00   0.00000000e+00]]",-1.42771,"[-0.35273636 -0.35655499  1.46409565  1.1384847   1.53288929  0.25699439
 -0.33937538 -0.49218563 -1.92279566  0.42894654  0.        ]",[-2.55626512  0.3477236 ],[-2.84916125  1.07836705],[-0.89174241 -0.67265713],-0.309119702887
12,"[[ -5.37172041e+00   1.45102827e+00   1.76215417e-01   2.89822079e-02]
 [ -4.26430779e+01   1.91326178e+00   0.00000000e+00   0.00000000e+00]]",-1.51475,"[ 0.71629897 -0.35357628  1.17653957  1.13825498  1.53288793  0.25699432
 -0.38545604  0.33164233 -1.2774862   0.83311139  0.        ]",[-2.30792165 -0.33413431],[-2.7004728  -1.04622609],[-0.89174241 -0.67265713],-0.231418873055
13,"[[ -6.25581601e+00   1.44910929e+00   1.76215417e-01   2.89822079e-02]
 [ -4.57558585e+01  -2.09201195e+00   0.00000000e+00   0.00000000e+00]]",-0.98276,"[ 1.25104395 -0.34986862  0.06007725  1.13796502  1.53288657  0.25699425
 -0.43060179 -0.49447761 -0.52365539  0.54776341  0.        ]",[-2.14098763  0.7847935 ],[-2.37548658  1.50834254],[-0.89174241 -0.67265713],-0.106187448905
14,"[[ -7.20155985e+00   1.44732419e+00   1.76215417e-01   2.89822079e-02]
 [ -4.88086282e+01   1.89998720e+00   0.00000000e+00   0.00000000e+00]]",-0.65239,"[ 0.70873209 -0.3464204  -1.14263299  1.13769114  1.53288521  0.25699418
 -0.47487718  0.32890457 -0.25510776 -0.33388005  0.        ]",[-1.62548745 -0.75008249],[-1.20024091 -1.69707267],[-0.89174241 -0.67265713],-0.0567783571477
