timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.097028   -0.03669405 -0.0235738   0.12501437]
 [-0.00266304  0.00406956  0.          0.        ]]",[ 1.88093334 -0.81027933],[-0.94292128 -0.74961853],[ 1.8595674  -0.10334718],-1.39072,"[ 1.24731883  1.37208867 -0.11995483 -0.14312287 -0.19469786  1.06932247
  0.22846611 -0.05710306  1.23919943 -0.93944283  0.        ]",-0.276027228626
1,"[[-0.0573777  -0.06881955 -0.0235738   0.12501437]
 [ 3.95451381 -3.20591527  0.          0.        ]]",[ 2.09816103 -0.87932665],[-0.94292128 -0.74961853],[ 2.27576423 -0.42267883],-1.40772,"[ 1.25154284  1.36869833 -0.06213114 -0.18304332 -0.19469781  1.06932193
  0.28524471 -0.73008101  1.24164164 -0.90876115  0.        ]",-0.273825101503
2,"[[ 0.0606318  -0.16724976 -0.0235738   0.12501437]
 [ 7.83352396 -6.62569506  0.          0.        ]]",[ 2.25807964 -0.03838005],[-0.94292128 -0.74961853],[ 2.43731117 -0.42607349],-1.50694,"[ 1.25127696  1.34551447  0.11039211 -0.30463108 -0.19469776  1.06932138
  0.34090175 -1.44704207  1.24300854 -0.81917174  0.        ]",-0.266931585626
3,"[[  0.25543936  -0.29998616  -0.0235738    0.12501437]
 [ 11.63460176  -6.64784048   0.           0.        ]]",[ 2.54267298 -0.93702005],[-0.94292128 -0.74961853],[ 2.38696837 -0.3367976 ],-1.49163,"[ 1.2089852   1.28407599  0.39135965 -0.46520671 -0.19469771  1.06932084
  0.39544059 -1.45168382  1.22794912 -0.65190997  0.        ]",-0.252888896804
4,"[[  0.5255296   -0.46885976  -0.0235738    0.12501437]
 [ 15.36206007 -10.22752768   0.           0.        ]]",[ 2.49068668  1.85457171],[-0.94292128 -0.74961853],[ 2.32476139  0.80129415],-1.7029,"[ 1.06737843  1.15750851  0.75559636 -0.65978818 -0.19469767  1.06932029
  0.4489231  -2.20216732  1.16691314 -0.42023805  0.        ]",-0.230360953893
5,"[[  0.86940453  -0.63165794  -0.0235738    0.12501437]
 [ 19.01332987  -6.06606593   0.           0.        ]]",[ 2.00458121 -0.0133457 ],[-0.94292128 -0.74961853],[ 2.09811974 -0.00881284],-1.57168,"[ 0.76373339  0.98736665  1.13924837 -0.83228324 -0.19469762  1.06931975
  0.50131243 -1.32971081  1.01963102 -0.12510637  0.        ]",-0.196328603865
6,"[[  1.28559717  -0.75230567  -0.0235738    0.12501437]
 [ 22.5940647   -5.99881811   0.           0.        ]]",[ 2.43130048 -0.20654945],[-0.94292128 -0.74961853],[ 1.84014368  0.06946792],-1.36562,"[ 0.26092161  0.8334321   1.42545906 -0.94781595 -0.19469757  1.0693192
  0.5526897  -1.31561136  0.73225273  0.19370372  0.        ]",-0.148880097086
7,"[[  1.77269994e+00  -8.79290049e-01  -2.35738040e-02   1.25014368e-01]
 [  2.61045969e+01  -6.69714855e+00   0.00000000e+00   0.00000000e+00]]",[  1.98612260e+00  -1.88984389e-03],[-0.94292128 -0.74961853],[ 1.49549472  0.38408196],-1.04256,"[-0.40485077  0.64851889  1.45483232 -1.05603381 -0.19469752  1.06931866
  0.60305965 -1.46201607  0.29462132  0.3981861   0.        ]",-0.0932373304094
8,"[[  2.32931847e+00  -1.01196241e+00  -2.35738040e-02   1.25014368e-01]
 [  2.95458651e+01  -6.57033661e+00   0.00000000e+00   0.00000000e+00]]",[ 0.99252913  0.70101455],[-0.94292128 -0.74961853],[ 1.18132782  0.46777958],-0.667971,"[-1.07812721  0.43342653  1.08352585 -1.15258535 -0.19469747  1.06931811
  0.65243577 -1.43542876 -0.23840429  0.36854695  0.        ]",-0.0568591515834
9,"[[  2.95377715e+00  -1.11418809e+00  -2.35738040e-02   1.25014368e-01]
 [  3.28888388e+01  -3.66174184e+00   0.00000000e+00   0.00000000e+00]]",[ 1.26176096  0.15151165],[-0.94292128 -0.74961853],[ 1.099383   -0.24710715],-0.635492,"[-1.48509872  0.25476733  0.29487464 -1.21440676 -0.19469743  1.06931756
  0.70040151 -0.82563845 -0.7486853   0.01909574  0.        ]",-0.103877481786
10,"[[  3.64473285e+00  -1.18063941e+00  -2.35738040e-02   1.25014368e-01]
 [  3.61957258e+01  -2.98545881e+00   0.00000000e+00   0.00000000e+00]]",[ 1.10268999 -0.06690918],[-0.94292128 -0.74961853],[ 1.09957898 -0.1630764 ],-0.843553,"[-1.33817556  0.13356998 -0.68357718 -1.24837425 -0.19469738  1.06931702
  0.74784945 -0.68385474 -1.02001793 -0.6495152   0.        ]",-0.182469929794
11,"[[  4.40117310e+00  -1.24236548e+00  -2.35738040e-02   1.25014368e-01]
 [  3.94375417e+01  -3.18627938e+00   0.00000000e+00   0.00000000e+00]]",[ 1.24448777 -0.3922299 ],[-0.94292128 -0.74961853],[ 1.30944204  0.03176107],-1.21877,"[-0.55085889  0.01796986 -1.37077245 -1.27537786 -0.19469733  1.06931647
  0.79436369 -0.72595673 -0.82651849 -1.40711464  0.        ]",-0.251050061221
12,"[[  5.22181300e+00  -1.32098009e+00  -2.35738040e-02   1.25014368e-01]
 [  4.26159734e+01  -4.67001505e+00   0.00000000e+00   0.00000000e+00]]",[ 1.60478475  1.01650173],[-0.94292128 -0.74961853],[ 1.68302107  0.61937106],-1.42187,"[ 0.54598468 -0.13275892 -1.25530393 -1.30326241 -0.19469728  1.06931593
  0.83996846 -1.03702307 -0.17818831 -1.83106671  0.        ]",-0.288134120738
