timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.06575878  0.01313034 -0.0054126  -0.01674627]
 [-0.00136431 -0.00108883  0.          0.        ]]",-0.996817,"[ 1.23197436  1.25587183 -0.08080532 -0.1423395  -0.03639454 -0.14235909
  0.25872562 -0.08509817  1.14190019  0.03701257  0.        ]",[-0.91470248 -0.16349635],[-0.73177592  0.31899344],[-0.6809001  -0.40854207],-0.215088945825
1,"[[-0.09483528  0.025793   -0.0054126  -0.01674627]
 [-2.89664372  1.26313767  0.          0.        ]]",-0.97325,"[ 1.22875589  1.25545904 -0.12338103 -0.12550161 -0.03639452 -0.14235902
  0.21342586  0.15409851  1.13984855  0.00598821  0.        ]",[-0.98359007 -0.16945136],[-1.64353404 -1.12864753],[-0.6809001  -0.40854207],-0.214701570576
2,"[[ -1.91868272e-01   1.10922039e-02  -5.41260223e-03  -1.67462668e-02]
 [ -6.79368432e+00  -2.71994848e+00   0.00000000e+00   0.00000000e+00]]",-1.03547,"[ 1.20964016  1.25591001 -0.26441004 -0.14504987 -0.0363945  -0.14235895
  0.1524525  -0.59951742  1.12241072 -0.13786503  0.        ]",[-0.81831151  0.10907191],[-1.15499779 -0.17561199],[-0.6809001  -0.40854207],-0.212935469466
3,"[[ -3.66081760e-01  -4.97282106e-02  -5.41260223e-03  -1.67462668e-02]
 [ -1.06149457e+01  -3.35996074e+00   0.00000000e+00   0.00000000e+00]]",-1.01018,"[ 1.14354748  1.25394794 -0.51013303 -0.22591242 -0.03639449 -0.14235889
  0.09266479 -0.72060991  1.04841552 -0.411129    0.        ]",[-0.76752323  0.205672  ],[-1.45971309 -0.13968415],[-0.6809001  -0.40854207],-0.209274252188
4,"[[ -6.15963075e-01  -1.21794287e-01  -5.41260223e-03  -1.67462668e-02]
 [ -1.43607243e+01  -3.84502195e+00   0.00000000e+00   0.00000000e+00]]",-0.866372,"[ 0.98143799  1.24364598 -0.83300889 -0.32138615 -0.03639447 -0.14235882
  0.03405809 -0.81238491  0.86312058 -0.75143155  0.        ]",[-0.78765637  0.33750701],[-1.57145787  0.07085908],[-0.6809001  -0.40854207],-0.203957099827
5,"[[ -9.40020525e-01  -1.95100054e-01  -5.41260223e-03  -1.67462668e-02]
 [ -1.80328050e+01  -3.48672748e+00   0.00000000e+00   0.00000000e+00]]",-0.609657,"[ 0.66907419  1.22434403 -1.17063355 -0.41763871 -0.03639445 -0.14235875
 -0.02339553 -0.74459353  0.51849726 -1.07313024  0.        ]",[-0.93434888  0.49084282],[-1.89910999 -0.43814919],[-0.6809001  -0.40854207],-0.197708432781
6,"[[ -1.33678411e+00  -2.81531300e-01  -5.41260223e-03  -1.67462668e-02]
 [ -2.16316108e+01  -5.15080968e+00   0.00000000e+00   0.00000000e+00]]",-0.51777,"[ 0.17539562  1.19029939 -1.41328064 -0.52930709 -0.03639444 -0.14235868
 -0.07970268 -1.05944397 -0.00445649 -1.24923717  0.        ]",[-1.12790084  0.71078205],[-1.78482664  0.45836663],[-0.6809001  -0.40854207],-0.191833729549
7,"[[ -1.80482500e+00  -3.65294019e-01  -5.41260223e-03  -1.67462668e-02]
 [ -2.51607245e+01  -3.23179546e+00   0.00000000e+00   0.00000000e+00]]",-0.607344,"[-0.46435112  1.14588154 -1.41327306 -0.63490356 -0.03639442 -0.14235861
 -0.13491943 -0.69635779 -0.62172247 -1.12346979  0.        ]",[-1.4044714   0.73212391],[-1.80281806  1.03547523],[-0.6809001  -0.40854207],-0.189037843563
8,"[[ -2.34275456e+00  -3.89535961e-01  -5.41260223e-03  -1.67462668e-02]
 [ -2.86206486e+01   7.94240431e-01   0.00000000e+00   0.00000000e+00]]",-0.774374,"[-1.10666432  1.13097032 -1.03690959 -0.6648747  -0.0363944  -0.14235855
 -0.18905362  0.06538558 -1.13268114 -0.64360349  0.        ]",[-1.67599988  0.64296174],[-1.59415333  0.08905822],[-0.6809001  -0.40854207],-0.192478199872
9,"[[ -2.94917967e+00  -3.70243718e-01  -5.41260223e-03  -1.67462668e-02]
 [ -3.20105661e+01   1.13389210e+00   0.00000000e+00   0.00000000e+00]]",-0.911704,"[-1.49842495  1.14290894 -0.26518928 -0.64104552 -0.03639438 -0.14235848
 -0.24209248  0.12964912 -1.34651895  0.12081529  0.        ]",[-1.78116965  0.18301798],[-1.01538827 -0.43007138],[-0.6809001  -0.40854207],-0.201731496996
