timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.02362706 -0.0161298  -0.09263572  0.00195136]
 [-0.00123469  0.00034457  0.          0.        ]]",[ 1.08382385 -0.91836194],[-0.64800745 -0.38357031],[ 0.99743038 -1.8595171 ],-1.18967,"[ 1.23105116  1.22607958 -0.01736529 -0.21322798 -0.79280855  0.00577443
  0.26645549 -0.08913721  1.66752852 -0.03892295  0.        ]",-0.3026455533
1,"[[  1.60531826e-02  -5.26229579e-02  -9.26357165e-02   1.95136077e-03]
 [  3.95607857e+00  -3.63753012e+00   0.00000000e+00   0.00000000e+00]]",[ 1.50022243 -1.20893183],[-0.64800745 -0.38357031],[ 1.11410606 -1.21848035],-1.24646,"[ 1.23125661  1.22406336  0.04100326 -0.26300307 -0.79280786  0.00577442
  0.32959186 -0.76108893  1.66769551 -0.0103909   0.        ]",-0.302580860716
2,"[[  1.34095470e-01  -1.64393841e-01  -9.26357165e-02   1.95136077e-03]
 [  7.83523720e+00  -7.52658374e+00   0.00000000e+00   0.00000000e+00]]",[ 1.79073226 -0.5593186 ],[-0.64800745 -0.38357031],[ 1.23133242 -0.27797973],-1.36632,"[ 1.21905929  1.20462878  0.21406327 -0.41457648 -0.79280718  0.00577442
  0.39148131 -1.47943424  1.66252877  0.07193338  0.        ]",-0.301796007676
3,"[[  3.28944948e-01  -3.35664784e-01  -9.26357165e-02   1.95136077e-03]
 [  1.16370817e+01  -9.59358617e+00   0.00000000e+00   0.00000000e+00]]",[ 1.00416483  1.48969554],[-0.64800745 -0.38357031],[ 1.2886498   0.34278226],-1.52917,"[ 1.15753276  1.13663884  0.4926134  -0.64078877 -0.79280649  0.00577442
  0.45213723 -1.861226    1.63606339  0.21423819  0.        ]",-0.298743296101
4,"[[  5.99055780e-01  -4.85914120e-01  -9.26357165e-02   1.95136077e-03]
 [  1.53616462e+01  -5.44511232e+00   0.00000000e+00   0.00000000e+00]]",[ 0.53960814 -0.0539463 ],[-0.64800745 -0.38357031],[ 1.25079191 -0.37248462],-1.34341,"[ 0.99142766  1.04035106  0.84687603 -0.82861787 -0.79280581  0.00577441
  0.51156017 -1.09496083  1.55964194  0.46039154  0.        ]",-0.292268261787
5,"[[  9.24662060e-01  -5.95878986e-01  -9.26357165e-02   1.95136077e-03]
 [  1.71929098e+01  -5.55097495e+00   0.00000000e+00   0.00000000e+00]]",[ 0.79057481 -1.4463683 ],[-0.64800745 -0.38357031],[ 1.16082847 -0.17289883],-1.16837,"[ 0.68301732  0.94944494  1.1919234  -0.95721204 -0.79280512  0.00577441
  0.54077657 -1.11451337  1.39444299  0.76815773  0.        ]",-0.280868410531
6,"[[  1.29650761e+00  -7.45524807e-01  -9.26357165e-02   1.95136077e-03]
 [  1.99824338e+01  -9.40068796e+00   0.00000000e+00   0.00000000e+00]]",[ 0.73518519  1.28506511],[-0.64800745 -0.38357031],[ 0.97670919  0.85845965],-1.25149,"[ 0.22647202  0.80018127  1.43347391 -1.11706275 -0.79280443  0.00577441
  0.58528143 -1.82558883  1.13368573  1.02259718  0.        ]",-0.261975972274
7,"[[  1.72136881e+00  -8.91937955e-01  -9.26357165e-02   1.95136077e-03]
 [  2.24953352e+01  -5.25434317e+00   0.00000000e+00   0.00000000e+00]]",[ 0.62592755 -0.91512488],[-0.64800745 -0.38357031],[ 0.84922415  0.08390154],-0.711503,"[-0.35360088  0.62858448  1.47181851 -1.25345348 -0.79280375  0.00577441
  0.62537291 -1.05971813  0.76498699  1.19543828  0.        ]",-0.234051722144
8,"[[  2.19167783e+00  -1.03232440e+00  -9.26357165e-02   1.95136077e-03]
 [  2.45288961e+01  -8.77247588e+00   0.00000000e+00   0.00000000e+00]]",[ 0.90441399  1.36513527],[-0.64800745 -0.38357031],[ 0.64675784  0.94095176],-0.629411,"[-0.94867142  0.44373089  1.21390795 -1.36291638 -0.79280306  0.0057744
  0.65781675 -1.70954726  0.32470249  1.20971819  0.        ]",-0.196542761708
9,"[[  2.71329270e+00  -1.16628686e+00  -9.26357165e-02   1.95136077e-03]
 [  2.76222731e+01  -4.63740037e+00   0.00000000e+00   0.00000000e+00]]",[ 1.19225866  0.56455212],[-0.64800745 -0.38357031],[ 0.59134936  0.2192535 ],-0.15324,"[-1.40063707  0.25216827  0.62835722 -1.44589958 -0.79280238  0.0057744
  0.70716932 -0.94575918 -0.11975326  1.00707719  0.        ]",-0.149612591907
