timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.01360071 -0.0360999   0.14113673  0.09344725]
 [ 0.00401373 -0.00346618  0.          0.        ]]",-0.161843,"[ 1.19774377  1.16088537 -0.01382308 -0.53629285  1.2302346   0.81960566
  0.32025307 -0.13156145  0.25488315 -0.69231995  0.        ]",[-0.4222734   1.48473835],[ 0.98544062  2.00522731],[-0.460264   -0.20705928],-0.121559381762
1,"[[  2.55759530e-02   3.54409482e-03   1.41136731e-01   9.34472517e-02]
 [  3.90068344e+00   3.95467902e+00   0.00000000e+00   0.00000000e+00]]",-0.124895,"[ 1.19741731  1.16172483  0.04420664 -0.46708644  1.23023093  0.81960403
  0.39498184  0.48549677  0.2552865  -0.60565349  0.        ]",[-0.33247614  1.23265457],[-1.59254691  0.32765   ],[-0.460264   -0.20705928],-0.111450483851
2,"[[ 0.06312031  0.09488468  0.14113673  0.09344725]
 [-0.13281583  5.17530595  0.          0.        ]]",-0.17782,"[ 1.19512187  1.15585517  0.09976513 -0.30785135  1.23022726  0.8196024
  0.31762795  0.6757866   0.24615392 -0.48257974  0.        ]",[-0.38541085  1.17052221],[-0.87992209  2.14733694],[-0.460264   -0.20705928],-0.096976242354
3,"[[ 0.02555083  0.23710411  0.14113673  0.09344725]
 [-3.61254215  9.03376848  0.          0.        ]]",-0.0590311,"[ 1.19741128  1.12518763  0.0441692  -0.0631516   1.23022359  0.81960078
  0.25089421  1.27730235  0.23245696 -0.43092317  0.        ]",[-0.43274534  0.90507418],[-0.11999346  0.66786545],[-0.460264   -0.20705928],-0.0900977491321
4,"[[ -0.05075483   0.44251923   0.14113673   0.09344725]
 [ -4.01666176  11.49952076   0.           0.        ]]",0.144403,"[ 1.19608398  1.03592399 -0.06883045  0.2744059   1.23021992  0.81959915
  0.24314378  1.6616961   0.20392247 -0.39090187  0.        ]",[-0.49822611  0.46865341],[ 0.52819206 -1.37445865],[-0.460264   -0.20705928],-0.0827218483235
5,"[[-0.10930962  0.63048946  0.14113673  0.09344725]
 [-1.84605017  7.31147386  0.          0.        ]]",0.154424,"[ 1.18963498  0.9106279  -0.15528106  0.55607999  1.23021625  0.81959752
  0.28477102  1.00879485  0.16262973 -0.34313105  0.        ]",[-0.53952813  0.79738843],[-0.78810313 -0.01392588],[-0.460264   -0.20705928],-0.0730645894698
6,"[[-0.17714649  0.77472364  0.14113673  0.09344725]
 [-4.92741955  7.11258209  0.          0.        ]]",0.0635633,"[ 1.17629995  0.78900478 -0.25472371  0.74810474  1.23021257  0.8195959
  0.22567672  0.97778619  0.12938107 -0.34030057  0.        ]",[-0.59681571  0.66359496],[-0.97801631  2.67654566],[-0.460264   -0.20705928],-0.0688833436097
7,"[[ -0.31355362   0.95530107   0.14113673   0.09344725]
 [ -8.70077434  10.93237568   0.           0.        ]]",0.252767,"[ 1.1307057   0.60975221 -0.45058836  0.95233461  1.2302089   0.81959427
  0.15331165  1.57326942  0.09181582 -0.40415021  0.        ]",[-0.669222    0.01457459],[-1.26380983 -0.96238338],[-0.460264   -0.20705928],-0.0720309704233
8,"[[ -0.52553288   1.13355067   0.14113673   0.09344725]
 [-12.48465952   6.90592092   0.           0.        ]]",0.352842,"[ 1.01201688  0.40873438 -0.73683599  1.10848631  1.23020523  0.81959264
  0.08074463  0.94556107  0.05229658 -0.55798552  0.        ]",[-0.67466092  0.21678144],[ 0.44670269  0.19909723],[-0.460264   -0.20705928],-0.0882926508449
9,"[[ -0.75501953   1.27819626   0.14113673   0.09344725]
 [-10.47067828   7.5565075    0.           0.        ]]",0.404985,"[  8.23632161e-01   2.32418528e-01  -1.00885527e+00   1.19853588e+00
   1.23020156e+00   8.19591018e-01   1.19368440e-01   1.04698200e+00
  -8.77016140e-04  -7.38800195e-01   0.00000000e+00]",[-0.65599883 -0.02681428],[-0.48297312 -0.42406935],[-0.460264   -0.20705928],-0.110366717115
10,"[[ -0.98153052   1.41097672   0.14113673   0.09344725]
 [-12.17477676   5.72759468   0.           0.        ]]",0.374791,"[ 0.58607408  0.06354757 -1.22519939  1.25049208  1.23019789  0.81958939
  0.08668725  0.76186127 -0.07761898 -0.90249311  0.        ]",[-0.65604436 -0.00646085],[-0.5854286   0.55819149],[-0.460264   -0.20705928],-0.13157573451
11,"[[ -1.24586339   1.54656358   0.14113673   0.09344725]
 [-14.25164231   7.82405144   0.           0.        ]]",0.333173,"[ 0.26038542 -0.11264634 -1.39751173  1.27222692  1.23019422  0.81958776
  0.04685716  1.08868681 -0.19156279 -1.07371597  0.        ]",[-0.68343347 -0.3652299 ],[-1.3565237  -0.62458632],[-0.460264   -0.20705928],-0.155688661646
12,"[[ -1.56777764   1.67667269   0.14113673   0.09344725]
 [-17.92758334   5.19551454   0.           0.        ]]",0.297301,"[-0.17508575 -0.28230921 -1.47501604  1.26295846  1.23019055  0.81958614
 -0.02363992  0.67890841 -0.35906269 -1.25184205  0.        ]",[-0.69800258 -0.31299025],[-1.37408295 -1.03273086],[-0.460264   -0.20705928],-0.18419995204
13,"[[ -1.96247957   1.73981247   0.14113673   0.09344725]
 [-21.53055399   1.13189643   0.           0.        ]]",0.196315,"[-0.7049377  -0.36397911 -1.36283135  1.24785222  1.23018688  0.81958451
 -0.09273758  0.04540795 -0.6074479  -1.44937947  0.        ]",[-0.72184604 -0.00470069],[-1.46149563  1.42812456],[-0.460264   -0.20705928],-0.222161882744
14,"[[ -2.42853629   1.801936     0.14113673   0.09344725]
 [-25.0634822    5.06721877   0.           0.        ]]",-0.0366093,"[-1.22082112 -0.44348163 -0.9626851   1.2262942   1.23018321  0.81958288
 -0.16049195  0.65890721 -0.94838354 -1.54034127  0.        ]",[-0.79588127 -0.46812445],[-0.50710665 -0.24447909],[-0.460264   -0.20705928],-0.257278564371
15,"[[ -2.94497556   1.8925355    0.14113673   0.09344725]
 [-26.57539505   3.99625325   0.           0.        ]]",-0.371642,"[-1.52978817 -0.55727418 -0.28304256  1.18313067  1.23017954  0.81958126
 -0.18948725  0.4919473  -1.29786074 -1.43813665  0.        ]",[-0.84714174 -0.4738403 ],[-0.03070153 -0.18341052],[-0.460264   -0.20705928],-0.278573487946
16,"[[ -3.4724324    1.96435128   0.14113673   0.09344725]
 [-26.17160378   3.18804631   0.           0.        ]]",-0.516327,"[-1.48163528 -0.64511219  0.48754678  1.13924075  1.23017587  0.81957963
 -0.18174309  0.36595051 -1.56811856 -1.17781729  0.        ]",[-0.84282434 -0.47213501],[-0.17958124  0.42717185],[-0.460264   -0.20705928],-0.28550455654
17,"[[ -3.99780809   2.04442236   0.14113673   0.09344725]
 [-26.36535986   4.81365365   0.           0.        ]]",-0.639523,"[-1.08163221 -0.73998305  1.1253162   1.08051661  1.2301722   0.819578
 -0.18545874  0.61937558 -1.68399583 -0.82790772  0.        ]",[-0.77793896 -0.63399953],[-0.82813139  0.2516939 ],[-0.460264   -0.20705928],-0.275248019977
18,"[[ -4.55278001   2.14971205   0.14113673   0.09344725]
 [-29.12269406   5.71224393   0.           0.        ]]",-0.522348,"[-0.39809026 -0.85882997  1.46887079  0.98821254  1.23016853  0.81957638
 -0.2383389   0.75946111 -1.62662957 -0.47526526  0.        ]",[-0.77693987 -0.76032871],[-1.94664454  0.57860776],[-0.460264   -0.20705928],-0.248093434166
19,"[[ -5.16918151   2.28577828   0.14113673   0.09344725]
 [-32.50626563   7.88705276   0.           0.        ]]",-0.700327,"[ 0.42816574 -1.00051427  1.33581395  0.84512167  1.23016486  0.81957475
 -0.30322909  1.09850318 -1.41226122 -0.22046536  0.        ]",[-0.84466147 -0.94578212],[-0.76917676 -0.64133014],[-0.460264   -0.20705928],-0.205853507686
20,"[[ -5.84341505   2.4164397    0.14113673   0.09344725]
 [-34.90902178   5.18806866   0.           0.        ]]",-0.531274,"[ 1.06682515 -1.1217026   0.63699579  0.68473887  1.23016118  0.81957312
 -0.34930904  0.6777401  -1.12318286 -0.1386293   0.        ]",[-0.84807658 -0.8660478 ],[-1.20891182 -0.53136356],[-0.460264   -0.20705928],-0.157467295488
21,"[[ -6.57439162   2.49802472   0.14113673   0.09344725]
 [-38.17769291   2.97774555   0.           0.        ]]",-0.341979,"[ 1.13987472 -1.18904021 -0.41897631  0.57439515  1.23015751  0.8195715
 -0.41199561  0.33315803 -0.84431051 -0.23342232  0.        ]",[-0.81066978 -0.78855127],[-1.14269981 -0.24825683],[-0.460264   -0.20705928],-0.115695407607
22,"[[ -7.3700899    2.54708608   0.14113673   0.09344725]
 [-41.38143564   1.93181168   0.           0.        ]]",-0.0903502,"[ 0.46142429 -1.22621256 -1.30495     0.50463456  1.23015384  0.81956987
 -0.47343691  0.17010022 -0.67142665 -0.50190555  0.        ]",[-0.80538261 -0.78287059],[-0.75621839 -0.66096207],[-0.460264   -0.20705928],-0.109899322437
23,"[[ -8.21954073   2.55903715   0.14113673   0.09344725]
 [-43.55631241  -0.72790318   0.           0.        ]]",-0.162139,"[-0.671503   -1.23487362 -1.37713638  0.48727773  1.23015017  0.81956825
 -0.51514638 -0.24454063 -0.70241276 -0.84669446  0.        ]",[-0.83380818 -0.56612331],[-1.45646242 -0.60283599],[-0.460264   -0.20705928],-0.15070790421
24,"[[ -9.12173512   2.5206258    0.14113673   0.09344725]
 [-46.652701    -3.10546731   0.           0.        ]]",-0.0967565,"[-1.49356564 -1.20647312 -0.43573428  0.5425599   1.2301465   0.81956662
 -0.57452871 -0.61519478 -0.97544046 -1.08774935  0.        ]",[-0.94470572 -0.29695761],[-0.22544759 -0.06619191],[-0.460264   -0.20705928],-0.205692160166
25,"[[-10.05447071   2.45644703   0.14113673   0.09344725]
 [-46.62094325  -3.31180165   0.           0.        ]]",-0.0993857,"[-1.292198   -1.15554901  0.87870846  0.63154372  1.23014283  0.81956499
 -0.57391875 -0.64736062 -1.35541413 -0.97269258  0.        ]",[-0.93793142 -0.19182101],[-1.72195207  0.60096216],[-0.460264   -0.20705928],-0.239899509035
26,"[[-11.01734468   2.41468012   0.14113673   0.09344725]
 [-49.65644069  -0.87320577   0.           0.        ]]",-0.629506,"[-0.14924872 -1.12015666  1.48734467  0.6870315   1.23013916  0.81956337
 -0.63213324 -0.26718991 -1.47627286 -0.51166536  0.        ]",[-0.91909802 -0.36909783],[ 0.1273188  -0.26663137],[-0.460264   -0.20705928],-0.226295584904
27,"[[-11.99555076   2.38672621   0.14113673   0.09344725]
 [-48.1690725   -1.91866656   0.           0.        ]]",-0.388763,"[ 0.97953256 -1.0955135   0.806746    0.72304332  1.23013549  0.81956174
 -0.60360712 -0.43017394 -1.17787176 -0.13432504  0.        ]",[-0.89154279 -0.23946953],[-1.4584451  -0.15841016],[-0.460264   -0.20705928],-0.166254974356
28,"[[-12.9890794    2.34236805   0.14113673   0.09344725]
 [-51.17372922  -2.51536709   0.           0.        ]]",-0.200004,"[ 1.07664579 -1.05489326 -0.60136626  0.77825897  1.23013182  0.81956011
 -0.66123015 -0.52319731 -0.702468   -0.21570044  0.        ]",[-0.87157297 -0.22547197],[-0.04620233 -0.87305442],[-0.460264   -0.20705928],-0.0928997966464
29,"[[-14.00421299   2.25779315   0.14113673   0.09344725]
 [-50.34217812  -5.93080263   0.           0.        ]]",-0.0140649,"[ 0.00331922 -0.97255362 -1.46194612  0.87662635  1.23012815  0.81955849
 -0.64528133 -1.0556532  -0.48981561 -0.7740545   0.        ]",[-0.85205472  0.1093552 ],[-1.50773207  0.42885488],[-0.460264   -0.20705928],-0.123964111504
30,"[[-15.04075812   2.15730264   0.14113673   0.09344725]
 [-53.30253871  -4.12455636   0.           0.        ]]",-0.0187684,"[-1.26100453 -0.86707317 -0.91031309  0.98090657  1.23012448  0.81955686
 -0.7020548  -0.77406213 -0.87177855 -1.30786426  0.        ]",[-0.96015751 -0.03135365],[-1.70395434 -0.40874649],[-0.460264   -0.20705928],-0.221862212131
31,"[[-16.13592038   2.05928507   0.14113673   0.09344725]
 [-56.20384387  -5.67234265   0.           0.        ]]",-0.130391,"[-1.43211798 -0.75715375  0.62112393  1.06849169  1.23012081  0.81955523
 -0.75769555 -1.01535609 -1.54750045 -1.11578915  0.        ]",[-1.08083236  0.20812973],[-1.26448086  0.0781619 ],[-0.460264   -0.20705928],-0.277479501988
32,"[[-17.28852616   1.94994454   0.14113673   0.09344725]
 [-59.04723298  -5.26339176   0.           0.        ]]",-0.131041,"[-0.16577503 -0.62764444  1.48762417  1.14869659  1.23011714  0.81955361
 -0.81222541 -0.95159941 -1.65336172 -0.22996189  0.        ]",[-1.10790014  0.32077917],[-1.864138    0.63273738],[-0.460264   -0.20705928],-0.244996928049
33,"[[-18.49743982   1.8707152    0.14113673   0.09344725]
 [-61.83504169  -2.66848525   0.           0.        ]]",0.106458,"[ 1.11336861 -0.53010142  0.51723379  1.19475401  1.23011347  0.81955198
 -0.86568915 -0.54705845 -0.86469722  0.19472283  0.        ]",[-1.07885218  0.15465292],[-1.20653947  1.04035564],[-0.460264   -0.20705928],-0.117523233891
34,"[[-19.76157255   1.85744229   0.14113673   0.09344725]
 [-64.5694736    1.32762321   0.           0.        ]]",0.127557,"[ 0.66375885 -0.51350625 -1.16503145  1.20145028  1.2301098   0.81955035
 -0.91812902  0.07592635 -0.26122343 -0.57561471  0.        ]",[-1.0073024  -0.32105905],[-1.60446789  0.81038558],[-0.460264   -0.20705928],-0.0847728388596
35,"[[-21.07986984   1.91575082   0.14113673   0.09344725]
 [-67.25160605   4.49248796   0.           0.        ]]",0.0823705,"[-1.02301666 -0.58588145 -1.16435874  1.16983197  1.23010613  0.81954873
 -0.96956566  0.56932178 -0.76535263 -1.42419526  0.        ]",[-1.06180787 -0.76474041],[-2.2814552   2.09178302],[-0.460264   -0.20705928],-0.228501757872
36,"[[-22.45129582   2.04425122   0.14113673   0.09344725]
 [-69.88254357   8.34463342   0.           0.        ]]",-0.460524,"[-1.41307361 -0.7397427   0.66418137  1.08061979  1.23010246  0.8195471
 -1.02002023  1.16986104 -1.57083143 -1.09707858  0.        ]",[-1.18526208 -1.12808752],[-0.30571865 -0.58170014],[-0.460264   -0.20705928],-0.279028094314
37,"[[-23.8472471    2.1861932    0.14113673   0.09344725]
 [-69.71291343   5.85812977   0.           0.        ]]",-0.508995,"[ 0.20835451 -0.89818604  1.4278119   0.95236454  1.23009879  0.81954547
 -1.01676454  0.78221827 -1.49595508 -0.22980308  0.        ]",[-1.15392697 -1.02326655],[-0.71067692  0.13523257],[-0.460264   -0.20705928],-0.219569014951
