timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.08647762 -0.06758545  0.12099781 -0.01054355]
 [-0.00106819 -0.0036991   0.          0.        ]]",-1.67602,"[ 1.24944264  1.37863776  0.14713339 -0.17961678  1.05502458 -0.08662023
  0.22842903 -0.05950899  0.39047698  0.14633687  0.        ]",[-1.90231478  2.07834458],[-1.87961392  2.64336533],[-0.93659848 -0.75615525],-0.0911233189907
1,"[[ 0.04675051 -0.02791542  0.12099781 -0.01054355]
 [-3.95846023  3.957496    0.          0.        ]]",-1.61475,"[ 1.25309657  1.38245143  0.08918147 -0.13044994  1.05502407 -0.08662021
  0.17178918  0.7725263   0.3920386   0.12076476  0.        ]",[-1.80226004  1.90059626],[-1.29392515  1.72567282],[-0.93659848 -0.75615525],-0.0905396339673
2,"[[-0.07133878  0.09019134  0.12099781 -0.01054355]
 [-7.83755334  7.84023096  0.          0.        ]]",-1.57001,"[ 1.25109047  1.37504687 -0.08336218  0.01595146  1.05502355 -0.08662019
  0.11626997  1.58808038  0.39118262  0.04472838  0.        ]",[-1.67505443  1.67800748],[-1.70906954  1.81732439],[-0.93659848 -0.75615525],-0.0888981520971
3,"[[ -2.66240480e-01   2.85180597e-01   1.20997807e-01  -1.05435508e-02]
 [ -1.16399790e+01   1.16459775e+01   0.00000000e+00   0.00000000e+00]]",-1.28721,"[ 1.20590884  1.30186413 -0.36383161  0.25328621  1.05502303 -0.08662017
  0.06184806  2.3874606   0.37187942 -0.07882693  0.        ]",[-1.48547995  0.84874415],[-1.03003986  0.88395526],[-0.93659848 -0.75615525],-0.0865479182923
4,"[[ -5.36436619e-01   5.50915757e-01   1.20997807e-01  -1.05435508e-02]
 [ -1.53672982e+01   1.49165572e+01   0.00000000e+00   0.00000000e+00]]",-1.10419,"[ 1.0604657   1.08515571 -0.72638582  0.55375162  1.05502252 -0.08662015
  0.0085011   3.0744264   0.30978874 -0.2417843   0.        ]",[-1.34419239 -0.23631546],[-2.1124834  -0.06238551],[-0.93659848 -0.75615525],-0.0844713261977
5,"[[ -8.80431975e-01   8.43810763e-01   1.20997807e-01  -1.05435508e-02]
 [ -1.90202232e+01   1.43746133e+01   0.00000000e+00   0.00000000e+00]]",-0.961389,"[ 0.75264369  0.707557   -1.10643732  0.83135547  1.055022   -0.08662013
 -0.04378109  2.96058658  0.17790522 -0.44550001  0.        ]",[-1.35529208 -0.79805744],[-2.19529153 -0.74195714],[-0.93659848 -0.75615525],-0.0880332270944
6,"[[ -1.29676149e+00   1.09896777e+00   1.20997807e-01  -1.05435508e-02]
 [ -2.26009476e+01   1.11516629e+01   0.00000000e+00   0.00000000e+00]]",-0.865561,"[ 0.24651107  0.28426722 -1.38667912  1.00949416  1.05502148 -0.08662011
 -0.09502992  2.28361697 -0.05056769 -0.6823545   0.        ]",[-1.46023381 -0.98024225],[-1.62364589 -1.09835178],[-0.93659848 -0.75615525],-0.108236431652
7,"[[ -1.78399880e+00   1.28004446e+00   1.20997807e-01  -1.05435508e-02]
 [ -2.61111392e+01   6.96977429e+00   0.00000000e+00   0.00000000e+00]]",-0.950418,"[-0.41995935 -0.05388024 -1.40812916  1.0929931   1.05502097 -0.08662009
 -0.14526925  1.40522984 -0.40340437 -0.89481924  0.        ]",[-1.61255896 -1.1117506 ],[-1.41438325 -0.90255861],[-0.93659848 -0.75615525],-0.147602608957
8,"[[ -2.34074479e+00   1.38217523e+00   1.20997807e-01  -1.05435508e-02]
 [ -2.95519497e+01   3.25551649e+00   0.00000000e+00   0.00000000e+00]]",-1.35096,"[-1.08960616 -0.2536703  -1.02884567  1.12306565  1.05502045 -0.08662007
 -0.19451557  0.62506732 -0.88502489 -0.96546815  0.        ]",[-1.9488703 -1.1461457],[-1.87128909 -1.18863366],[-0.93659848 -0.75615525],-0.197763940934
9,"[[ -2.96561806e+00   1.40687779e+00   1.20997807e-01  -1.05435508e-02]
 [ -3.29239909e+01  -7.71997672e-01   0.00000000e+00   0.00000000e+00]]",-1.50952,"[-1.4882889  -0.30266517 -0.23510872  1.12844021  1.05501993 -0.08662005
 -0.24277764 -0.22089308 -1.42083609 -0.74434085  0.        ]",[-2.4506762  -0.67644823],[-2.36271813 -0.50640465],[-0.93659848 -0.75615525],-0.247501061622
