timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.07591819  0.07612923 -0.14892608  0.16236926]
 [-0.00359335  0.00493318  0.          0.        ]]",[ 2.83981654 -2.29041248],[-0.62408549 -0.37878865],[ 2.45731044 -1.64327276],-1.16296,"[ 1.22553236  1.21244978  0.12860642 -0.10237649 -1.28058487  1.38882363
  0.26929002 -0.09184029  1.99813372 -0.89693958  0.        ]",-0.383132860167
1,"[[ 0.11555299  0.03648364 -0.14892608  0.16236926]
 [ 3.95389113 -3.95628615  0.          0.        ]]",[ 1.56712276 -0.30887589],[-0.62408549 -0.37878865],[ 2.41732311 -0.81136084],-1.47109,"[ 1.22031006  1.21597034  0.18666948 -0.15706741 -1.28058298  1.38882134
  0.33300854 -0.81509197  1.9958562  -0.87082734  0.        ]",-0.381375044857
2,"[[ 0.23354112 -0.05414232 -0.14892608  0.16236926]
 [ 7.83201045 -5.10248213  0.          0.        ]]",[ 3.71947428 -1.06726033],[-0.62408549 -0.37878865],[ 2.41137075 -0.56715488],-1.16035,"[ 1.19208865  1.2147058   0.35758524 -0.28224457 -1.28058108  1.38881906
  0.3954492  -1.02436706  1.98057992 -0.77425573  0.        ]",-0.374081420702
3,"[[  0.42833298  -0.19492069  -0.14892608   0.16236926]
 [ 11.63452716  -8.96246631   0.           0.        ]]",[ 2.07266074 -0.03759751],[-0.62408549 -0.37878865],[ 2.31847668  0.28743932],-1.50811,"[ 1.10500391  1.18712014  0.62829275 -0.47510318 -1.28057918  1.38881678
  0.45667257 -1.72913191  1.93533191 -0.61390684  0.        ]",-0.359786173164
4,"[[  0.69840722  -0.3738958   -0.14892608   0.16236926]
 [ 15.36053825  -8.93508074   0.           0.        ]]",[ 2.47450608  1.92359047],[-0.62408549 -0.37878865],[ 2.26387548  0.40209341],-1.25261,"[ 0.90685154  1.10793994  0.96333577 -0.71215544 -1.28057729  1.3888145
  0.5166641  -1.72412792  1.83245754 -0.39935175  0.        ]",-0.335736771062
5,"[[  1.04224968  -0.51110326  -0.14892608   0.16236926]
 [ 19.0115851   -4.79936992   0.           0.        ]]",[ 3.15532243 -0.04970832],[-0.62408549 -0.37878865],[ 2.245399   -0.35606205],-0.861038,"[ 0.54637143  1.01525412  1.28792605 -0.88335025 -1.28057539  1.38881222
  0.57544861 -0.96901675  1.61892518 -0.11654565  0.        ]",-0.294901675535
6,"[[  1.45840546  -0.60811575  -0.14892608   0.16236926]
 [ 22.59210953  -4.90144395   0.           0.        ]]",[ 2.02715743 -1.68654596],[-0.62408549 -0.37878865],[ 2.11040473 -0.32315421],-0.537927,"[ 0.00600751  0.93397792  1.47947689 -0.99690694 -1.28057349  1.38880994
  0.63309761 -0.98765263  1.24984395  0.14814175  0.        ]",-0.233547388226
7,"[[  1.94547792  -0.74489613  -0.14892608   0.16236926]
 [ 26.10355425  -8.76358439   0.           0.        ]]",[ 2.50056622  0.11893805],[-0.62408549 -0.37878865],[ 1.8309809   0.55409724],-0.0608206,"[-0.65287636  0.79888371  1.38665383 -1.1441666  -1.2805716   1.38880765
  0.6896343  -1.69280983  0.7660764   0.23809335  0.        ]",-0.15571868979
8,"[[  2.50207393  -0.91368974  -0.14892608   0.16236926]
 [ 29.54467364  -8.11774231   0.           0.        ]]",[ 2.36560371  0.04208951],[-0.62408549 -0.37878865],[ 1.59385657  0.58498722],0.357677,"[-1.25426199  0.60259242  0.89534778 -1.3015045  -1.2805697   1.38880537
  0.74503864 -1.57488715  0.2535893   0.06624461  0.        ]",-0.067153398687
9,"[[  3.12681534  -1.07273622  -0.14892608   0.16236926]
 [ 32.91831752  -7.78779495   0.           0.        ]]",[ 0.61411967  2.09267574],[-0.62408549 -0.37878865],[ 1.3702333   0.78643346],0.415163,"[-1.52643322  0.39244503  0.03871833 -1.42136878 -1.28056781  1.38880309
  0.79935649 -1.51464171 -0.16020864 -0.40258547  0.        ]",-0.0635245689381
10,"[[  3.8030321   -1.18717817  -0.14892608   0.16236926]
 [ 34.69733851  -3.66999578   0.           0.        ]]",[ 0.67766223 -0.10557356],[-0.62408549 -0.37878865],[ 1.33727634  0.26266912],0.192724,"[-1.23596517  0.22912804 -0.88708124 -1.48880462 -1.28056591  1.38880081
  0.82799949 -0.7628032  -0.29798412 -1.09871666  0.        ]",-0.170450417182
11,"[[  4.51700664  -1.26399733  -0.14892608   0.16236926]
 [ 36.69350758  -4.01065562   0.           0.        ]]",[ 1.59578912  1.04483005],[-0.62408549 -0.37878865],[ 1.46087086  0.60440069],-0.211524,"[-0.4160755   0.11502947 -1.42681405 -1.52471236 -1.28056401  1.38879853
  0.86013871 -0.82500094 -0.02592172 -1.78827181  0.        ]",-0.273442831773
12,"[[  5.28329396e+00  -1.30363395e+00  -1.48926076e-01   1.62369261e-01]
 [  3.99242859e+01   3.37064711e-02   0.00000000e+00   0.00000000e+00]]",[ 2.15089558 -0.24794969],[-0.62408549 -0.37878865],[ 1.8634485   0.00768246],-0.466103,"[ 0.59614449  0.05501455 -1.22140755 -1.54021122 -1.28056212  1.38879624
  0.91215612 -0.08657107  0.6295323  -2.15640744  0.        ]",-0.352854260705
13,"[[  6.11356054  -1.3127538   -0.14892608   0.16236926]
 [ 43.09188079  -0.942247     0.           0.        ]]",[ 1.99515146  1.2856781 ],[-0.62408549 -0.37878865],[ 2.18160605  0.25366098],-0.737101,"[ 1.2097223   0.04110981 -0.23148233 -1.54347958 -1.28056022  1.38879396
  0.96315613 -0.26476306  1.39682235 -1.89507073  0.        ]",-0.386744931322
14,"[[  7.00653638  -1.29160893  -0.14892608   0.16236926]
 [ 46.19510249   3.04363723   0.           0.        ]]",[ 2.30802188 -0.16192219],[-0.62408549 -0.37878865],[ 2.35112095 -0.59314525],-0.587141,"[ 0.8844259   0.07329546  0.99115143 -1.53572263 -1.28055832  1.38879168
  1.01311957  0.4629902   1.7533531  -1.01122889  0.        ]",-0.352670938079
15,"[[  7.96096105  -1.23768814  -0.14892608   0.16236926]
 [ 49.23726169   2.35092184   0.           0.        ]]",[ 2.42610533 -1.31101947],[-0.62408549 -0.37878865],[ 2.13348365 -0.75934851],0.081215,"[-0.29568421  0.15445712  1.48034653 -1.51326725 -1.28055643  1.3887894
  1.06209973  0.33651208  1.28015566 -0.08857302  0.        ]",-0.238311911722
16,"[[  8.97563978  -1.23076847  -0.14892608   0.16236926]
 [ 52.22094972  -1.64543006   0.           0.        ]]",[ 2.09456077 -0.3856581 ],[-0.62408549 -0.37878865],[ 1.66085768 -0.16670538],0.450935,"[-1.38991156  0.16476882  0.65600607 -1.51010682 -1.28055453  1.38878712
  1.11013832 -0.39315314  0.27799382 -0.04567685  0.        ]",-0.0714703710934
17,"[[ 10.04940735  -1.27856209  -0.14892608   0.16236926]
 [ 55.14618868  -3.12873296   0.           0.        ]]",[ 0.59393952 -0.50635144],[-0.62408549 -0.37878865],[ 1.41847134  0.25987884],0.27668,"[-1.26637964  0.09305829 -0.84372609 -1.53063325 -1.28055263  1.38878483
  1.1572357  -0.66397846 -0.26419462 -1.00163803  0.        ]",-0.155163163534
18,"[[ 11.16498645  -1.36050497  -0.14892608   0.16236926]
 [ 56.40767448  -5.05897138   0.           0.        ]]",[ 1.46968999  0.94872564],[-0.62408549 -0.37878865],[ 1.64992464  0.97017765],-0.326843,"[ 0.08380193 -0.03221566 -1.43374555 -1.55877353 -1.28055074  1.38878255
  1.17754514 -1.01640608  0.23476459 -1.98042036  0.        ]",-0.308343883749
19,"[[ 12.32165584  -1.42285403  -0.14892608   0.16236926]
 [ 59.2495345   -1.18856277   0.           0.        ]]",[ 2.01586297  0.34849602],[-0.62408549 -0.37878865],[ 2.17018819  0.50068301],-0.680799,"[ 1.18844398 -0.12906178 -0.33961093 -1.57411687 -1.28054884  1.38878027
  1.22329984 -0.30973497  1.26542546 -1.9431543   0.        ]",-0.37820437188
20,"[[ 13.53458999  -1.43239396  -0.14892608   0.16236926]
 [ 62.03448562   0.23009194   0.           0.        ]]",[ 1.98122595 -0.45468191],[-0.62408549 -0.37878865],[ 2.28349495  0.21103278],-0.47938,"[ 0.63248752 -0.1439692   1.22954676 -1.57599464 -1.28054694  1.38877799
  1.26813809 -0.05071253  1.67751468 -0.83800495  0.        ]",-0.330294250222
21,"[[ 14.8026752   -1.44573619  -0.14892608   0.16236926]
 [ 64.76510552  -1.55809627   0.           0.        ]]",[ 2.78449454 -0.0705229 ],[-0.62408549 -0.37878865],[ 1.85033786  0.32575521],0.355718,"[-0.99942585 -0.16485118  1.1746846  -1.57841309 -1.28054505  1.38877571
  1.3121014  -0.37720546  0.84068637 -0.0186623   0.        ]",-0.164652627766
22,"[[ 16.12483495  -1.47920937  -0.14892608   0.16236926]
 [ 67.44198797  -1.7881823    0.           0.        ]]",[ 1.54256012  0.1130761 ],[-0.62408549 -0.37878865],[ 1.4559499   0.38722745],0.391601,"[-1.4085658  -0.21738642 -0.57895891 -1.58341015 -1.28054315  1.38877343
  1.35519933 -0.41921505 -0.12350257 -0.68926992  0.        ]",-0.106846000252
23,"[[ 17.50000019  -1.50992824  -0.14892608   0.16236926]
 [ 70.06576058  -1.28510541   0.           0.        ]]",[ 2.2370205   0.52816688],[-0.62408549 -0.37878865],[ 1.72110271  0.613437  ],-0.24814,"[ 0.15385824 -0.26574258 -1.41894196 -1.58663933 -1.28054126  1.38877114
  1.39744196 -0.32736136  0.24434119 -1.90651721  0.        ]",-0.297782009289
24,"[[ 18.92711125  -1.5141785   -0.14892608   0.16236926]
 [ 72.63656383   0.85322279   0.           0.        ]]",[ 3.207752    0.48144494],[-0.62408549 -0.37878865],[ 2.29831934  0.28944027],-0.530119,"[ 1.22535896 -0.27244117  0.13100379 -1.58698099 -1.28053936  1.38876886
  1.43883156  0.06306202  1.433641   -1.72822053  0.        ]",-0.37262586801
25,"[[ 20.40511516  -1.47792721  -0.14892608   0.16236926]
 [ 75.15521296   2.76579032   0.           0.        ]]",[ 1.80812305 -0.9640052 ],[-0.62408549 -0.37878865],[ 2.23185754 -0.35458767],-0.0285352,"[-0.12754436 -0.21537023  1.48858893 -1.58323761 -1.28053746  1.38876658
  1.47938124  0.4122652   1.41431787 -0.33874285  0.        ]",-0.265635600706
26,"[[ 21.93300255  -1.46121383  -0.14892608   0.16236926]
 [ 77.62572153  -1.0813639    0.           0.        ]]",[ 1.78227818  0.31754826],[-0.62408549 -0.37878865],[ 1.61433613  0.13728046],0.494317,"[-1.52425211 -0.1891183   0.10250175 -1.58090082 -1.28053557  1.3887643
  1.51915561 -0.29016218  0.11360685 -0.29138852  0.        ]",-0.0637813303659
