timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.02180183  0.0309782   0.14642731  0.13682065]
 [ 0.00136643 -0.00183896  0.          0.        ]]",-0.954198,"[ 1.24363464  1.30864026  0.05038452 -0.07852262  1.27976725  1.1931552
  0.2441319  -0.07090482  0.2374951  -0.83210537  0.        ]",[-1.20256817  2.43024993],[-1.15942438  2.89811177],[-0.7963261  -0.53717554],-0.143590149878
1,"[[-0.01787707  0.07068506  0.14642731  0.13682065]
 [-3.95607557  3.95931751  0.          0.        ]]",-0.923077,"[ 1.24374103  1.30498182 -0.00777746 -0.02775651  1.27976608  1.1931542
  0.18481829  0.71560706  0.23754053 -0.85799448  0.        ]",[-1.2497226   2.25378585],[-2.34072309  2.11485623],[-0.7963261  -0.53717554],-0.14715959477
2,"[[-0.13591932  0.18882773  0.14642731  0.13682065]
 [-7.8352373   7.84199494  0.          0.        ]]",-0.801315,"[ 1.2312282   1.2772838  -0.18020588  0.12213808  1.27976491  1.19315319
  0.12667792  1.48653528  0.23214845 -0.93476667  0.        ]",[-1.24177611  2.07956576],[-0.73564908  2.36940768],[-0.7963261  -0.53717554],-0.15748367453
3,"[[ -0.32028321   0.38384747   0.14642731   0.13682065]
 [-10.59199387  11.64726598   0.           0.        ]]",-0.65073,"[ 1.17375468  1.17758532 -0.44309462  0.36126904  1.27976374  1.19315219
  0.08536001  2.24209064  0.20698636 -1.04428696  0.        ]",[-1.12697661  1.5796479 ],[-1.26379683  2.11997012],[-0.7963261  -0.53717554],-0.171516186227
4,"[[ -0.56972981   0.65421795   0.14642731   0.13682065]
 [-14.34025905  15.37726792   0.           0.        ]]",-0.449719,"[ 1.0259002   0.93519208 -0.77229392  0.66091143  1.27976257  1.19315119
  0.0291815   2.98269427  0.14228602 -1.17599751  0.        ]",[-0.94247925  0.31628901],[-1.55655924 -0.16939015],[-0.7963261  -0.53717554],-0.187561672525
5,"[[ -0.89338802   0.95198413   0.14642731   0.13682065]
 [-18.01349025  14.40246513   0.           0.        ]]",-0.321316,"[ 0.72871243  0.54822376 -1.12381289  0.92468204  1.2797614   1.19315019
 -0.02587241  2.78913347  0.0154791  -1.35120176  0.        ]",[-0.87569398 -0.47956508],[-1.11580636 -0.77178712],[-0.7963261  -0.53717554],-0.20991987599
6,"[[ -1.28978433   1.20650735   0.14642731   0.13682065]
 [-21.61429535  11.06083488   0.           0.        ]]",-0.385228,"[ 0.24629063  0.14253413 -1.38998611  1.07806843  1.27976023  1.19314918
 -0.07984081  2.12563241 -0.19347331 -1.57168092  0.        ]",[-0.93419445 -0.76990473],[-1.27893516  0.3271343 ],[-0.7963261  -0.53717554],-0.242214538933
7,"[[ -1.75750111   1.43850986   0.14642731   0.13682065]
 [-25.14576105  12.13566351   0.           0.        ]]",-0.578419,"[-0.3928243  -0.2642451  -1.42200897  1.1508959   1.27975906  1.19314818
 -0.13276996  2.33903937 -0.49951679 -1.75156117  0.        ]",[-0.92672586 -2.03249526],[-1.85424624 -1.55482531],[-0.7963261  -0.53717554],-0.276292522718
8,"[[ -2.29514236   1.63906105   0.14642731   0.13682065]
 [-28.60686791   7.93329526   0.           0.        ]]",-0.857312,"[-1.05136807 -0.62702341 -1.07944076  1.15909884  1.27975789  1.19314718
 -0.18464457  1.50463925 -0.8859972  -1.81189033  0.        ]",[-1.12395453 -2.02445364],[-1.38909247 -0.85133804],[-0.7963261  -0.53717554],-0.305767827368
9,"[[ -2.90131966   1.76229606   0.14642731   0.13682065]
 [-31.99951118   4.40182087   0.           0.        ]]",-1.16954,"[-1.47743482 -0.8484103  -0.33040875  1.13867652  1.27975672  1.19314618
 -0.23549306  0.80344956 -1.31412645 -1.69238885  0.        ]",[-1.32282567 -1.91963959],[-1.23846727 -0.86220277],[-0.7963261  -0.53717554],-0.32693330448
10,"[[ -3.57467171   1.81516225   0.14642731   0.13682065]
 [-35.32449439   0.89632319   0.           0.        ]]",-1.22501,"[-1.38963856 -0.94197148  0.63362933  1.12404358  1.27975555  1.19314518
 -0.28532746  0.10741799 -1.67277796 -1.31596091  0.        ]",[-1.42681026 -1.39221835],[-1.59359936 -1.36232598],[-0.7963261  -0.53717554],-0.328092796304
11,"[[ -4.31385326   1.79313075   0.14642731   0.13682065]
 [-38.58257977  -3.08637445   0.           0.        ]]",-1.27998,"[-0.67230476 -0.9031139   1.36946332  1.13056488  1.27975438  1.19314417
 -0.33415919 -0.68336355 -1.77313774 -0.70022532  0.        ]",[-1.37386775  0.02206558],[-1.15201275 -1.98457302],[-0.7963261  -0.53717554],-0.29541155624
12,"[[ -5.11753429   1.69222557   0.14642731   0.13682065]
 [-41.77457207  -6.99132424   0.           0.        ]]",-0.399488,"[ 0.4075728  -0.72295727  1.36567244  1.15264995  1.27975321  1.19314317
 -0.38200032 -1.45870683 -1.40390801 -0.08269076  0.        ]",[-1.21669137  1.73496485],[-1.92739979  1.50507008],[-0.7963261  -0.53717554],-0.213085473092
13,"[[ -5.98442486   1.59344104   0.14642731   0.13682065]
 [-44.90431194  -2.90095775   0.           0.        ]]",-0.681869,"[ 1.18280647 -0.54441033  0.44990102  1.16174793  1.27975204  1.19314217
 -0.42890841 -0.64654668 -0.6485927  -0.01011927  0.        ]",[-1.15020144  1.10327566],[-1.84289819 -0.26252463],[-0.7963261  -0.53717554],-0.0856592090489
14,"[[ -6.91328854   1.52548213   0.14642731   0.13682065]
 [-47.97173407  -3.89183181   0.           0.        ]]",-0.518703,"[ 0.97885313 -0.4212409  -0.8453291   1.16076102  1.27975087  1.19314117
 -0.47488247 -0.84328852 -0.12081305 -0.70832345  0.        ]",[-0.80846703  0.86533439],[-0.96255883  1.04558729],[-0.7963261  -0.53717554],-0.109937143831
