timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.03178535  0.08623442  0.16784048 -0.03712043]
 [ 0.00055555  0.00028286  0.          0.        ]]",-1.97945,"[ 1.25740694  1.42177419  0.0694846   0.0135858   1.45622493 -0.31852454
  0.21407963 -0.05213725  0.11483902  0.35231535  0.        ]",[-2.23409343  2.83142066],[-2.81945868  3.08731758],[-1.05892706 -0.91101003],-0.0674160665375
1,"[[-0.00790964  0.12598326  0.16784048 -0.03712043]
 [-3.95687504  3.96139266  0.          0.        ]]",-1.96231,"[ 1.25806161  1.4127522   0.0115106   0.06202105  1.45622412 -0.31852448
  0.15861417  0.80678238  0.1151139   0.32694815  0.        ]",[-1.96652889  2.38194799],[-1.44262788  2.2269803 ],[-1.05892706 -0.91101003],-0.0643629333525
2,"[[-0.12596785  0.24416689  0.16784048 -0.03712043]
 [-7.83603646  7.84401347  0.          0.        ]]",-1.75787,"[ 1.24714713  1.36617104 -0.16044931  0.20429948  1.4562233  -0.31852441
  0.10424568  1.6486818   0.11045946  0.25164956  0.        ]",[-1.69326222  1.46811175],[-2.0308709   0.88730543],[-1.05892706 -0.91101003],-0.0552889081682
3,"[[ -0.32083863   0.43475311   0.16784048  -0.03712043]
 [-11.63841732  11.20336817   0.           0.        ]]",-1.60895,"[ 1.18753739  1.23037577 -0.43758174  0.42420232  1.45622249 -0.31852435
  0.05095332  2.37711519  0.08540706  0.12715959  0.        ]",[-1.45824039  0.61122191],[-1.12486569  0.58376435],[-1.05892706 -0.91101003],-0.0405971189452
4,"[[ -0.59100105   0.67979663   0.16784048  -0.03712043]
 [-15.36550131  13.29392804   0.           0.        ]]",-1.5049,"[  1.02354461e+00   9.53335248e-01  -7.90819547e-01   6.78431418e-01
   1.45622168e+00  -3.18524288e-01  -1.28371483e-03   2.83042336e+00
   1.72441577e-02  -4.52975497e-02   0.00000000e+00]",[-1.29253018 -0.16564345],[-1.50218954  0.62628502],[-1.05892706 -0.91101003],-0.0262964367721
5,"[[ -0.93497226   0.96791902   0.16784048  -0.03712043]
 [-19.01959174  15.51078215   0.           0.        ]]",-1.42877,"[ 0.69643545  0.50182403 -1.15217854  0.91749391  1.45622087 -0.31852423
 -0.05249771  3.31111378 -0.11980198 -0.24297936  0.        ]",[-1.17979729 -1.32318139],[-1.84870535 -0.92259932],[-1.05892706 -0.91101003],-0.0397405864737
6,"[[ -1.3512912    1.2383951    0.16784048  -0.03712043]
 [-22.60053611  11.54985688   0.           0.        ]]",-1.2748,"[ 0.17634398 -0.01401183 -1.40257276  1.06645866  1.45622005 -0.31852416
 -0.10268652  2.45223438 -0.34496876 -0.4552937   0.        ]",[-1.54955602 -1.47415233],[-1.20632361 -1.90999517],[-1.05892706 -0.91101003],-0.081617649678
7,"[[ -1.83852483   1.42735442   0.16784048  -0.03712043]
 [-26.11118143   7.35987303   0.           0.        ]]",-1.50035,"[-0.49060071 -0.40696942 -1.38558273  1.12095441  1.45621924 -0.3185241
 -0.15189006  1.54368948 -0.67872565 -0.65002956  0.        ]",[-1.9129895  -1.80758023],[-1.99554048 -2.13549242],[-1.05892706 -0.91101003],-0.139288750454
8,"[[ -2.39527505   1.5333366    0.16784048  -0.03712043]
 [-29.55231785   3.25187594   0.           0.        ]]",-1.97342,"[-1.14007143 -0.63306071 -0.96865202  1.13268036  1.45621843 -0.31852404
 -0.20011938  0.65292335 -1.12724162 -0.72043488  0.        ]",[-2.29091978 -1.9265368 ],[-2.21454883 -2.11480726],[-1.05892706 -0.91101003],-0.204547369833
9,"[[ -3.02015921   1.55796536   0.16784048  -0.03712043]
 [-32.92470608  -0.77573575   0.           0.        ]]",-2.20268,"[-1.49746391 -0.68582334 -0.15387433  1.13343876  1.45621762 -0.31852397
 -0.24738517 -0.22041213 -1.63072739 -0.52878989  0.        ]",[-2.78497005 -1.62381864],[-2.5983775  -1.94549748],[-1.05892706 -0.91101003],-0.268756261773
10,"[[ -3.71181037   1.50283241   0.16784048  -0.03712043]
 [-36.22915649  -4.72455908   0.           0.        ]]",-2.23704,"[-1.28885295 -0.56778152  0.81156724  1.1307099   1.4562168  -0.31852391
 -0.29369877 -1.07666315 -1.99788712  0.02892734  0.        ]",[-3.2914803  -0.21551159],[-3.20914916 -0.17265178],[-1.05892706 -0.91101003],-0.317559747429
11,"[[ -4.46888884e+00   1.40236669e+00   1.67840476e-01  -3.71204271e-02]
 [ -3.94678205e+01  -5.32018396e+00   0.00000000e+00   0.00000000e+00]]",-1.91337,"[-0.45818363 -0.35406978  1.44066199  1.11619687  1.45621599 -0.31852385
 -0.33909033 -1.20581619 -1.90425053  0.81764863  0.        ]",[-3.44929481  1.34234238],[-3.9514019   0.79863391],[-1.05892706 -0.91101003],-0.326868935575
12,"[[ -5.29010605e+00   1.32868461e+00   1.67840476e-01  -3.71204271e-02]
 [ -4.26435077e+01  -2.05905311e+00   0.00000000e+00   0.00000000e+00]]",-1.81774,"[ 0.63043536 -0.19951489  1.24669907  1.097795    1.45621518 -0.31852379
 -0.38359923 -0.49868198 -1.2369586   1.30039373  0.        ]",[-3.27556777  1.01072311],[-3.80710009  1.3717224 ],[-1.05892706 -0.91101003],-0.275638192492
13,"[[ -6.17422059e+00   1.32756700e+00   1.67840476e-01  -3.71204271e-02]
 [ -4.57578196e+01   1.93378803e+00   0.00000000e+00   0.00000000e+00]]",-2.13329,"[ 1.24990282 -0.19718992  0.18191353  1.09746545  1.45621437 -0.31852372
 -0.42724792  0.3671141  -0.4447125   1.01672256  0.        ]",[-2.6869061   0.21546867],[-2.78998425 -0.01690865],[-1.05892706 -0.91101003],-0.165938714043
14,"[[ -7.12000408e+00   1.36510102e+00   1.67840476e-01  -3.71204271e-02]
 [ -4.88103724e+01   1.81976844e+00   0.00000000e+00   0.00000000e+00]]",-1.42693,"[ 0.80151766 -0.27560498 -1.06151795  1.10770278  1.45621355 -0.31852366
 -0.47003102  0.34239035 -0.16299796  0.12861366  0.        ]",[-2.13019705 -0.57469738],[-2.43010141 -1.02997884],[-1.05892706 -0.91101003],-0.0192289768687
15,"[[ -8.12621920e+00   1.36130778e+00   1.67840476e-01  -3.71204271e-02]
 [ -5.18008910e+01  -2.18595748e+00   0.00000000e+00   0.00000000e+00]]",-1.52379,"[-0.4966095  -0.26765033 -1.38382602  1.10674423  1.45621274 -0.3185236
 -0.51194467 -0.52619985 -0.70100286 -0.69408068  0.        ]",[-2.36712623 -0.71897262],[-2.40533414 -0.6261265 ],[-1.05892706 -0.91101003],-0.146940143037
16,"[[ -9.19163811e+00   1.29303671e+00   1.67840476e-01  -3.71204271e-02]
 [ -5.47310166e+01  -4.63317628e+00   0.00000000e+00   0.00000000e+00]]",-1.9487,"[-1.47023442 -0.12568945 -0.3144017   1.08656557  1.45621193 -0.31852354
 -0.55301187 -1.05684755 -1.71820736 -0.60261544  0.        ]",[-3.11680484 -0.1193786 ],[-3.17399924  0.25401561],[-1.05892706 -0.91101003],-0.286553562922
17,"[[ -1.03150783e+01   1.21126331e+00   1.67840476e-01  -3.71204271e-02]
 [ -5.76035061e+01  -3.54793811e+00   0.00000000e+00   0.00000000e+00]]",-2.28221,"[-0.99484671  0.04068761  1.1584      1.05517882  1.45621112 -0.31852347
 -0.59327125 -0.82152729 -2.10145259  0.52451801  0.        ]",[-3.6475451   0.87880462],[-3.15621748  0.90292668],[-1.05892706 -0.91101003],-0.344590505124
18,"[[ -1.14954131e+01   1.17674919e+00   1.67840476e-01  -3.71204271e-02]
 [ -6.04208743e+01   8.42294834e-02   0.00000000e+00   0.00000000e+00]]",-1.89485,"[ 0.53801946  0.10946131  1.30505097  1.03961645  1.4562103  -0.31852341
 -0.63275807 -0.03393817 -1.2400582   1.36012575  0.        ]",[-3.33560872  0.77118784],[-3.24670601  0.27789678],[-1.05892706 -0.91101003],-0.282874045554
19,"[[ -1.27315428e+01   1.18931310e+00   1.67840476e-01  -3.71204271e-02]
 [ -6.31829925e+01   1.16830096e+00   0.00000000e+00   0.00000000e+00]]",-1.74136,"[ 1.23928366  0.08453528 -0.21710413  1.045438    1.45620949 -0.31852335
 -0.67147052  0.20112888 -0.19929976  0.74548484  0.        ]",[-2.63468003  0.47368863],[-2.75476246  0.19297903],[-1.05892706 -0.91101003],-0.11527759058
20,"[[ -1.40223709e+01   1.21995414e+00   1.67840476e-01  -3.71204271e-02]
 [ -6.58908726e+01   1.89311136e+00   0.00000000e+00   0.00000000e+00]]",-1.35254,"[ 0.0336288   0.02322517 -1.42800682  1.05888157  1.45620868 -0.31852328
 -0.70942278  0.35829473 -0.41955308 -0.55183785  0.        ]",[-2.19611025 -0.63903111],[-1.6128085  -0.49372156],[-1.05892706 -0.91101003],-0.100886834289
