timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.09113903 -0.01314718  0.14424584 -0.18796552]
 [-0.00351489  0.00384126  0.          0.        ]]",[-1.87501562 -0.58132763],[-0.04701951 -0.04657092],[-1.02445769 -0.10220128],-0.250794,"[ 1.09776109  1.18444561  0.13486995 -0.02474957  1.2388076  -1.63574617
  0.17987505  0.02676429  0.17293433  1.44805798  0.        ]",-0.215667062091
1,"[[ 0.0513879  -0.03615057  0.14424584 -0.18796552]
 [-3.9584334  -2.29651798  0.          0.        ]]",[-0.9231329   0.48436936],[-0.04701951 -0.04657092],[-1.02551723 -0.10057262],-0.331239,"[ 1.10165361  1.1837219   0.07471717 -0.06312837  1.23879222 -1.63571672
 -0.01991221 -0.28019533  0.17670338  1.37135777  0.        ]",-0.205535499282
2,"[[-0.06364252 -0.0623678   0.14424584 -0.18796552]
 [-7.53270544 -0.33175553  0.          0.        ]]",[ 0.14140023 -1.33379708],[-0.04701951 -0.04657092],[-1.03630054 -0.10269006],-0.228491,"[ 1.10066988  1.18209189 -0.09970506 -0.10682911  1.23877683 -1.63568726
 -0.20047062 -0.01801517  0.17090558  1.18061174  0.        ]",-0.179818531278
3,"[[-0.20717419 -0.10866745  0.14424584 -0.18796552]
 [-6.82283572 -4.28503217  0.          0.        ]]",[-1.42243257  0.93366208],[-0.04701951 -0.04657092],[-0.99686718 -0.09229761],-0.212124,"[ 1.07395101  1.17712757 -0.3152897  -0.18381173  1.23876145 -1.63565781
 -0.16460954 -0.54554389  0.13033863  0.93650244  0.        ]",-0.145376678823
4,"[[ -0.38198253  -0.1564093    0.14424584  -0.18796552]
 [-10.64526274  -0.50175858   0.           0.        ]]",[-0.82715696  0.15246627],[-0.04701951 -0.04657092],[-1.00976765 -0.09555353],-0.1343,"[ 1.00401304  1.16921604 -0.56875731 -0.26278421  1.23874607 -1.63562835
 -0.35770473 -0.04069527  0.03561359  0.66140226  0.        ]",-0.103624347023
5,"[[ -0.62560807  -0.16027484   0.14424584  -0.18796552]
 [-13.70709431   0.1131606    0.           0.        ]]",[-1.49137912  0.34590204],[-0.04701951 -0.04657092],[-1.00573063 -0.09449178],-0.0301749,"[ 0.84215545  1.16843941 -0.89165474 -0.26915361  1.23873069 -1.6355989
 -0.51237646  0.04136111 -0.14166461  0.35976056  0.        ]",-0.0536042858334
6,"[[ -0.93672563  -0.14427635   0.14424584  -0.18796552]
 [-17.39238384   1.482131     0.           0.        ]]",[-0.49590314 -2.24321932],[-0.04701951 -0.04657092],[-1.00710058 -0.09508395],0.0556625,"[ 0.54116146  1.17146396 -1.22547352 -0.24276022  1.2387153  -1.63556945
 -0.69854223  0.2240402  -0.43984699  0.06834439  0.        ]",-0.0348216673511
7,"[[ -1.30078897  -0.15464774   0.14424584  -0.18796552]
 [-19.00859001  -2.5059714    0.           0.        ]]",[ 0.12965509  0.61572747],[-0.04701951 -0.04657092],[-0.97849452 -0.08865449],-0.276396,"[ 0.09184857  1.16951694 -1.46539054 -0.25987567  1.23869992 -1.63554001
 -0.78018266 -0.30814707 -0.88672557 -0.12957991  0.        ]",-0.106386683436
8,"[[ -1.67205243  -0.17980877   0.14424584  -0.18796552]
 [-18.12069761  -0.0184188    0.           0.        ]]",[-0.14469839 -1.70875551],[-0.04701951 -0.04657092],[-0.97712958 -0.09111123],-0.311373,"[-0.41558672  1.16426044 -1.51256455 -0.30128116  1.23868454 -1.63551056
 -0.73532298  0.02380362 -1.38538669 -0.12622862  0.        ]",-0.185666619965
9,"[[ -2.03659859  -0.21989783   0.14424584  -0.18796552]
 [-18.33324202  -3.97728322   0.           0.        ]]",[-0.58553466 -0.21846161],[-0.04701951 -0.04657092],[-0.96474147 -0.08986299],-0.506606,"[-0.89575096  1.15428408 -1.35867841 -0.36685229  1.23866916 -1.63548111
 -0.74605454 -0.5044855  -1.84650542  0.0905532   0.        ]",-0.259162758602
10,"[[ -2.42286448  -0.3073211    0.14424584  -0.18796552]
 [-20.28686929  -4.76239393   0.           0.        ]]",[-0.28583025 -2.65451284],[-0.04701951 -0.04657092],[-0.98697472 -0.09688494],-0.580441,"[-1.31444208  1.12576193 -1.00208142 -0.50767549  1.23865379 -1.63545167
 -0.84474029 -0.60925119 -2.230102    0.54727931  0.        ]",-0.329721628493
11,"[[ -2.83591053  -0.44134185   0.14424584  -0.18796552]
 [-21.01541146  -8.62675774   0.           0.        ]]",[ 0.31381329 -0.65596458],[-0.04701951 -0.04657092],[-1.00292218 -0.10154708],-0.798556,"[-1.59170698  1.0644458  -0.4597124  -0.71570949  1.23863841 -1.63542223
 -0.88153697 -1.12492372 -2.40631762  1.21566575  0.        ]",-0.389053619707
12,"[[ -3.23959308  -0.63822073   0.14424584  -0.18796552]
 [-19.3584631  -11.05301027   0.           0.        ]]",[-0.96788747 -0.46728387],[-0.04701951 -0.04657092],[-1.01250744 -0.10537003],-0.628875,"[-1.64901161  0.93796361  0.14531963 -0.99712273  1.23862303 -1.63539279
 -0.79782507 -1.44867571 -2.26080753  1.91408323  0.        ]",-0.423768623846
