timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.01488501 -0.05802267  0.17262309  0.01065421]
 [ 0.00150329  0.00344733  0.          0.        ]]",-0.922908,"[ 1.24621991  1.3218945  -0.00284653 -0.18583268  1.50455943  0.096409
  0.23967771 -0.06712364  0.08273515 -0.12212384  0.        ]",[-1.98985314  2.63993001],[-1.41076877  3.282037  ],[-0.83203477 -0.58875531],-0.0421982540636
1,"[[-0.0545612  -0.01821113  0.17262309  0.01065421]
 [-3.95593937  3.96450116  0.          0.        ]]",-0.919593,"[ 1.24431694  1.32470447 -0.06093327 -0.1353028   1.50455786  0.09640897
  0.18101035  0.7290445   0.08192422 -0.14783842  0.        ]",[-1.96018517  2.53480172],[-1.69734329  2.8889084 ],[-0.83203477 -0.58875531],-0.0441060327622
2,"[[-0.17260059  0.10003434  0.17262309  0.01065421]
 [-7.83508406  7.84709568  0.          0.        ]]",-0.790593,"[ 1.22585245  1.31574667 -0.23264698  0.01468334  1.5045563   0.09640894
  0.12350372  1.50944128  0.0739954  -0.2240257   0.        ]",[-1.91863763  2.38725758],[-1.15080417  1.48483828],[-0.83203477 -0.58875531],-0.0504906137377
3,"[[ -3.67453440e-01   2.95159472e-01   1.72623087e-01   1.06542078e-02]
 [ -1.16375640e+01   1.16527008e+01   0.00000000e+00   0.00000000e+00]]",-0.733682,"[ 1.15418704  1.24487547 -0.50732733  0.25732932  1.50455474  0.09640891
  0.06713361  2.27436004  0.04319275 -0.34593924  0.        ]",[-1.8084929   1.62602568],[-1.78970581  2.34382485],[-0.83203477 -0.58875531],-0.0624317032446
4,"[[ -6.37603587e-01   5.65637865e-01   1.72623087e-01   1.06542078e-02]
 [ -1.53651127e+01   1.53826246e+01   0.00000000e+00   0.00000000e+00]]",-0.512731,"[ 0.97505275  1.03638928 -0.85311335  0.56861503  1.50455317  0.09640888
  0.01187433  3.02406064 -0.03382091 -0.49942322  0.        ]",[-1.62603712  0.44437897],[-0.86048352  0.19842825],[-0.83203477 -0.58875531],-0.0800145271001
5,"[[ -9.76021476e-01   8.78121214e-01   1.72623087e-01   1.06542078e-02]
 [ -1.84664866e+01   1.58639800e+01   0.00000000e+00   0.00000000e+00]]",-0.425123,"[ 0.63920974  0.65530966 -1.19446227  0.86532336  1.50455161  0.09640885
 -0.03410219  3.12080161 -0.1796758  -0.66967501  0.        ]",[-1.53164339 -0.77732939],[-1.41847619 -0.79108057],[-0.83203477 -0.58875531],-0.104474284718
6,"[[ -1.38138676e+00   1.16081824e+00   1.72623087e-01   1.06542078e-02]
 [ -2.20582530e+01   1.24170412e+01   0.00000000e+00   0.00000000e+00]]",-0.388648,"[ 0.12544796  0.21055907 -1.41983799  1.05279532  1.50455004  0.09640882
 -0.08734856  2.42796928 -0.41329544 -0.85656587  0.        ]",[-1.62260354 -1.34721661],[-1.41519482 -1.88548238],[-0.83203477 -0.58875531],-0.140813249748
7,"[[ -1.85788076e+00   1.36695109e+00   1.72623087e-01   1.06542078e-02]
 [ -2.55794906e+01   8.21009489e+00   0.00000000e+00   0.00000000e+00]]",-0.584365,"[-0.52556751 -0.15292366 -1.38608007  1.13175966  1.50454848  0.09640879
 -0.13954937  1.58238205 -0.75456197 -1.02256579  0.        ]",[-1.7181437  -1.59852457],[-1.72205455 -2.21780508],[-0.83203477 -0.58875531],-0.189465354102
8,"[[ -2.40410249e+00   1.48977070e+00   1.72623087e-01   1.06542078e-02]
 [ -2.90311464e+01   4.08544937e+00   0.00000000e+00   0.00000000e+00]]",-0.963766,"[-1.15664912 -0.37806928 -0.96615011  1.15389112  1.50454692  0.09640876
 -0.19071866  0.75333884 -1.20333043 -1.06564909  0.        ]",[-1.90532684 -1.44191933],[-2.09104701 -1.35356853],[-0.83203477 -0.58875531],-0.24383661122
9,"[[ -3.01866767e+00   1.53090708e+00   1.72623087e-01   1.06542078e-02]
 [ -3.24139636e+01   4.15060793e-02   0.00000000e+00   0.00000000e+00]]",-1.46296,"[-1.50504768 -0.45415268 -0.16066845  1.15704718  1.50454535  0.09640872
 -0.24086745 -0.05948314 -1.6976366  -0.85401923  0.        ]",[-2.22819066 -0.89351052],[-2.22043125 -1.51908809],[-0.83203477 -0.58875531],-0.294277739744
10,"[[ -3.70020744e+00   1.49195833e+00   1.72623087e-01   1.06542078e-02]
 [ -3.57287418e+01  -3.92332740e+00   0.00000000e+00   0.00000000e+00]]",-1.34917,"[-1.30555322 -0.38210982  0.79543115  1.15411128  1.50454379  0.09640869
 -0.29000758 -0.85640406 -2.05478989 -0.2907853   0.        ]",[-2.61807513  0.17546834],[-2.99171857 -0.23446277],[-0.83203477 -0.58875531],-0.326154511179
11,"[[ -4.44737913e+00   1.40490415e+00   1.72623087e-01   1.06542078e-02]
 [ -3.89775139e+01  -4.77939427e+00   0.00000000e+00   0.00000000e+00]]",-1.02412,"[-0.49623587 -0.22204976  1.43281919  1.14061742  1.50454223  0.09640866
 -0.33816919 -1.02847066 -1.96802635  0.49737385  0.        ]",[-2.77480578  1.18242145],[-2.60894744  0.93209121],[-0.83203477 -0.58875531],-0.317260678708
12,"[[ -5.25889153e+00   1.34723397e+00   1.72623087e-01   1.06542078e-02]
 [ -4.21633305e+01  -1.00038577e+00   0.00000000e+00   0.00000000e+00]]",-0.839765,"[ 0.58311979 -0.11721754  1.27058027  1.12644389  1.50454066  0.09640863
 -0.38539751 -0.26889947 -1.32279337  0.99489461  0.        ]",[-2.61770558  0.89366519],[-2.96004653  0.84869529],[-0.83203477 -0.58875531],-0.250515485291
13,"[[ -6.13349975e+00   1.36106953e+00   1.72623087e-01   1.06542078e-02]
 [ -4.52872948e+01   2.37249887e+00   0.00000000e+00   0.00000000e+00]]",-1.07969,"[ 1.2309299  -0.14225615  0.2374326   1.13022072  1.5045391   0.0964086
 -0.43170887  0.40904182 -0.5361073   0.75197602  0.        ]",[-2.27706885  0.18641761],[-2.14197187  0.43645255],[-0.83203477 -0.58875531],-0.132355269136
