timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.00184267 -0.0066263  -0.19173868 -0.14994258]
 [-0.00194426 -0.00337531  0.          0.        ]]",-0.575937,"[  1.07075957e+00   1.16238218e+00  -2.90400326e-02   1.42146257e-04
  -1.65316370e+00  -1.27614801e+00  -6.97304205e-02   1.75631910e-02
   2.20453843e+00   9.57120734e-01   0.00000000e+00]",[-0.07867385 -0.12507254],[ 0.37298453 -1.06494146],[ 0.0109278  -0.03696126],-0.428415755803
1,"[[ 0.01293822 -0.04642674 -0.19173868 -0.14994258]
 [ 1.47510973 -3.96346851  0.          0.        ]]",-0.623561,"[ 1.0706146   1.16100874 -0.00661895 -0.06523687 -1.65308293 -1.2761041
  0.06365144 -0.50728522  2.20396478  0.94857518  0.        ]",[-0.06826638 -0.11639696],[ 0.14313596 -0.9392769 ],[ 0.0109278  -0.03696126],-0.427913386388
2,"[[ 0.04784295 -0.16222634 -0.19173868 -0.14994258]
 [ 2.01356217 -7.60435576  0.          0.        ]]",-0.707314,"[ 1.06909858  1.14569991  0.04630198 -0.25439798 -1.65300217 -1.2760602
  0.11227457 -0.98981459  2.19911024  0.91251868  0.        ]",[-0.06086126 -0.10995074],[ 0.70108362  0.48846245],[ 0.0109278  -0.03696126],-0.425368130957
3,"[[ 0.11553314 -0.29340783 -0.19173868 -0.14994258]
 [ 4.74637607 -5.52072635  0.          0.        ]]",-0.643924,"[ 1.06133137  1.1081471   0.14862189 -0.46425599 -1.65292143 -1.27601631
  0.3590575  -0.71364086  2.18930565  0.91137348  0.        ]",[-0.05620186 -0.10753873],[-0.191771   -0.69017918],[ 0.0109278  -0.03696126],-0.423833030736
4,"[[ 0.20191717 -0.43014154 -0.19173868 -0.14994258]
 [ 3.89484556 -8.14390563  0.          0.        ]]",-0.622372,"[ 1.04217752  1.04683492  0.27797394 -0.6742471  -1.65284069 -1.27597242
  0.28215472 -1.06128394  2.17390559  0.93216045  0.        ]",[-0.05598836 -0.10710567],[ 0.1737292  -0.54608417],[ 0.0109278  -0.03696126],-0.422553418114
5,"[[  0.28594402  -0.61309858  -0.19173868  -0.14994258]
 [  4.50579707 -10.14512222   0.           0.        ]]",-0.586187,"[ 1.01372354  0.93143923  0.4016271  -0.93455473 -1.65275997 -1.27592853
  0.3373234  -1.32647412  2.1429781   0.91666508  0.        ]",[-0.0498423  -0.10333683],[-1.16896805 -1.59561411],[ 0.0109278  -0.03696126],-0.417053884992
6,"[[  0.33548232  -0.85369958  -0.19173868  -0.14994258]
 [  0.46133315 -13.90249145   0.           0.        ]]",-0.689681,"[ 0.9924782   0.72780605  0.47316437 -1.22756238 -1.65267926 -1.27588465
 -0.02792655 -1.82436161  2.08067994  0.82012101  0.        ]",[-0.05487724 -0.10602682],[ 0.61189174  1.44597538],[ 0.0109278  -0.03696126],-0.402733499143
7,"[[ 0.36889093 -1.08926717 -0.19173868 -0.14994258]
 [ 2.87164496 -9.66835477  0.          0.        ]]",-0.525556,"[ 0.97630644  0.48185701  0.52072479 -1.44537627 -1.65259857 -1.27584077
  0.18974587 -1.26315559  1.99433253  0.72002192  0.        ]",[-0.04983299 -0.1044201 ],[ 0.69472747  0.32594543],[ 0.0109278  -0.03696126],-0.384781391864
8,"[[ 0.45333051 -1.26777109 -0.19173868 -0.14994258]
 [ 5.56343198 -8.18693957  0.          0.        ]]",-0.377791,"[ 0.92901616  0.27309067  0.63810386 -1.55730593 -1.65251788 -1.2757969
  0.4328372  -1.06679077  1.92941297  0.7219813   0.        ]",[-0.04007198 -0.10026811],[-0.09312602 -2.00071545],[ 0.0109278  -0.03696126],-0.374798951803
9,"[[  0.55980628  -1.46960917  -0.19173868  -0.14994258]
 [  5.08566707 -11.98421929   0.           0.        ]]",-0.273849,"[ 0.85664648  0.02292318  0.77926544 -1.62369847 -1.65243721 -1.27575303
  0.38968343 -1.56997987  1.84873723  0.73860487  0.        ]",[-0.03187729 -0.09537844],[ 1.35760878 -2.29462851],[ 0.0109278  -0.03696126],-0.363104938409
