timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.03739143 -0.0240028  -0.15157402 -0.15827896]
 [-0.00356211  0.00053768  0.          0.        ]]",[-1.9671941  -2.46804685],[-1.03207743 -0.85485584],[-1.8785634  -2.21980476],-2.87821,"[ 1.25602821  1.40342721 -0.0318439  -0.12064275 -1.30305258 -1.38009119
  0.22037861 -0.05286635  1.99809416  0.96750808  0.        ]",-0.390355968423
1,"[[-0.07713704 -0.06370455 -0.15157402 -0.15827896]
 [-3.95784114 -3.9575262   0.          0.        ]]",[-2.02705292 -1.90707649],[-1.03207743 -0.85485584],[-1.56899345 -1.99680114],-2.93665,"[ 1.25288352  1.39979127 -0.08983466 -0.16954083 -1.30305187 -1.38009039
  0.16449981 -0.90146443  1.99155561  0.886471    0.        ]",-0.384704316163
2,"[[-0.1951843  -0.18178157 -0.15157402 -0.15827896]
 [-7.83401096 -7.83724533  0.          0.        ]]",[-1.39755982 -1.11617687],[-1.03207743 -0.85485584],[-1.16016853 -1.28526998],-2.94558,"[ 1.2307471   1.36961256 -0.26066934 -0.31393905 -1.30305117 -1.38008959
  0.1097248  -1.73326456  1.94300699  0.6512095   0.        ]",-0.365449418376
3,"[[ -0.38998893  -0.37668204  -0.15157402  -0.15827896]
 [-11.63391034 -11.640112     0.           0.        ]]",[-0.36262612 -0.97974987],[-1.03207743 -0.85485584],[-0.58245343 -0.25388661],-2.89104,"[ 1.1532049   1.25759028 -0.53285315 -0.54455965 -1.30305046 -1.38008878
  0.05602758 -2.54858497  1.77404482  0.3025672   0.        ]",-0.326267208877
4,"[[ -0.63474763  -0.6460882   -0.15157402  -0.15827896]
 [-12.83814907 -15.28831692   0.           0.        ]]",[ 0.36700452  1.55362993],[-1.03207743 -0.85485584],[ 0.11957073  0.99879146],-2.92392,"[ 0.98776196  0.98304417 -0.84386314 -0.83334286 -1.30304976 -1.38008798
  0.03901021 -3.33074122  1.42183625 -0.02004188  0.        ]",-0.263627456043
5,"[[ -0.87442397  -0.90909112  -0.15157402  -0.15827896]
 [-11.135035   -11.02616795   0.           0.        ]]",[ 0.05556883  0.79441834],[-1.03207743 -0.85485584],[-0.07350223  0.69619811],-2.25829,"[ 0.76137551  0.59876605 -1.09846284 -1.06374477 -1.30304905 -1.38008718
  0.06307728 -2.41694765  1.00293154 -0.14512698  0.        ]",-0.194234206199
6,"[[ -1.09272973  -1.09586068  -0.15157402  -0.15827896]
 [-10.69690464  -7.6619936    0.           0.        ]]",[-0.21048762  0.42649972],[-1.03207743 -0.85485584],[-0.25121635  0.44498944],-1.86321,"[ 0.51067148  0.27046475 -1.27488759 -1.18749876 -1.30304835 -1.38008637
  0.06926859 -1.69567949  0.65729543 -0.1080956   0.        ]",-0.135374527409
7,"[[ -1.3129138   -1.23062833  -0.15157402  -0.15827896]
 [-11.31939439  -5.82089647   0.           0.        ]]",[-0.03961383 -0.01090412],[-1.03207743 -0.85485584],[-0.25553927  0.42789984],-1.68068,"[ 0.22727173  0.01223023 -1.39041587 -1.25330613 -1.30304764 -1.38008557
  0.06047203 -1.30095435  0.37613076  0.01888096  0.        ]",-0.0861702018858
8,"[[ -1.53863441  -1.34631806  -0.15157402  -0.15827896]
 [-11.25288876  -5.74831616   0.           0.        ]]",[ 0.03074174  0.54395553],[-1.03207743 -0.85485584],[-0.12157063  0.57690954],-1.68104,"[-0.08079761 -0.21971203 -1.43798912 -1.29301939 -1.30304694 -1.38008477
  0.06141182 -1.28539272  0.15342304  0.21583433  0.        ]",-0.057153602121
9,"[[ -1.7602483   -1.4385278   -0.15157402  -0.15827896]
 [-10.90958075  -3.48021992   0.           0.        ]]",[-0.81268591 -0.28273497],[-1.03207743 -0.85485584],[-0.21892156  0.2995072 ],-1.57006,"[-0.38554926 -0.40918498 -1.41259363 -1.31318266 -1.30304624 -1.38008396
  0.06626318 -0.79912112  0.00326621  0.44602569  0.        ]",-0.0702036002585
10,"[[ -2.00854501  -1.51866131  -0.15157402  -0.15827896]
 [-13.91015953  -4.52958916   0.           0.        ]]",[ 0.07674095  0.42918036],[-1.03207743 -0.85485584],[-0.11466835  0.70177901],-1.65615,"[-0.71117777 -0.57580201 -1.30093231 -1.32227584 -1.30304553 -1.38008316
  0.02386128 -1.02410155 -0.08905317  0.71961306  0.        ]",-0.10932139575
11,"[[ -2.28094789  -1.59129578  -0.15157402  -0.15827896]
 [-13.33199787  -2.73983254   0.           0.        ]]",[-0.27137473  1.17205219],[-1.03207743 -0.85485584],[-0.18262859  0.581689  ],-1.6904,"[-1.02639288 -0.72745916 -1.08543479 -1.32369124 -1.30304483 -1.38008236
  0.03203141 -0.64038423 -0.10558096  1.01919214  0.        ]",-0.155926374412
12,"[[ -2.55572511  -1.60581097  -0.15157402  -0.15827896]
 [-14.14293549   1.2749484    0.           0.        ]]",[ 0.12810132  0.00361091],[-1.03207743 -0.85485584],[-0.47793996 -0.04684705],-1.65497,"[-1.27696987 -0.75776448 -0.78532109 -1.32319384 -1.30304412 -1.38008155
  0.02057185  0.22036988 -0.06892194  1.28080061  0.        ]",-0.19700533826
13,"[[ -2.83068772  -1.58041474  -0.15157402  -0.15827896]
 [-13.35594958   1.26469267   0.           0.        ]]",[-0.78994755 -0.57998249],[-1.03207743 -0.85485584],[-0.44807985 -0.01042357],-1.61025,"[-1.44121258 -0.70473446 -0.42431755 -1.32389179 -1.30304342 -1.38008075
  0.03169294  0.21817104  0.00800894  1.51143721  0.        ]",-0.233938727618
14,"[[ -3.12651761  -1.57839973  -0.15157402  -0.15827896]
 [-16.21755765  -1.05539842   0.           0.        ]]",[-0.03151327  0.58407939],[-1.03207743 -0.85485584],[-0.32204217  0.80815351],-1.85973,"[ -1.50732298e+00  -7.00525696e-01   7.65275167e-04  -1.32391245e+00
  -1.30304271e+00  -1.38007995e+00  -8.74515984e-03  -2.79248015e-01
   1.67388256e-01   1.72938222e+00   0.00000000e+00]",-0.271553774655
15,"[[ -3.44890463  -1.57608283  -0.15157402  -0.15827896]
 [-16.02174103   1.27930232   0.           0.        ]]",[-0.12510268  0.34097287],[-1.03207743 -0.85485584],[-0.2404682   0.37288851],-1.89209,"[-1.44272152 -0.69568635  0.4649096  -1.32393013 -1.30304201 -1.38007914
 -0.00597802  0.22130341  0.39923587  1.89863079  0.        ]",-0.306725927472
16,"[[ -3.77112608  -1.53719324  -0.15157402  -0.15827896]
 [-16.19978343   2.60524218   0.           0.        ]]",[-0.11478025  0.05894953],[-1.03207743 -0.85485584],[-0.22846428  0.15319079],-1.96068,"[-1.24250686 -0.61447174  0.88330454 -1.32325062 -1.3030413  -1.38007834
 -0.00849399  0.50558009  0.64917406  1.99466229  0.        ]",-0.335463816513
17,"[[ -4.09645998  -1.48325226  -0.15157402  -0.15827896]
 [-16.33315848   2.78824852   0.           0.        ]]",[-0.41820801  0.45049056],[-1.03207743 -0.85485584],[-0.24145904  0.20078523],-2.08924,"[-0.9237831  -0.50202672  1.21575971 -1.31922447 -1.3030406  -1.38007754
 -0.01037874  0.54481586  0.91566171  2.01300044  0.        ]",-0.358232359868
18,"[[ -4.43648485  -1.41012935  -0.15157402  -0.15827896]
 [-17.66484892   4.51831031   0.           0.        ]]",[-0.83435645 -0.37947371],[-1.03207743 -0.85485584],[-0.39587089 -0.26113638],-2.08596,"[-0.50178597 -0.35050509  1.42905925 -1.30806642 -1.3030399  -1.38007673
 -0.0291972   0.91573475  1.18876878  1.94864251  0.        ]",-0.375218067875
19,"[[ -4.81939365  -1.33571516  -0.15157402  -0.15827896]
 [-20.61620275   2.92848973   0.           0.        ]]",[-0.02660305 -0.13158679],[-1.03207743 -0.85485584],[-0.55840099  0.10418747],-2.31163,"[ 0.02238261 -0.19814601  1.47597546 -1.29003411 -1.30303919 -1.38007593
 -0.07090355  0.57488259  1.4678339   1.76134002  0.        ]",-0.384037419132
20,"[[ -5.22867555  -1.28293771  -0.15157402  -0.15827896]
 [-20.31301458   2.35116558   0.           0.        ]]",[-1.23872172 -0.25263507],[-1.03207743 -0.85485584],[-0.70610154  0.05486073],-2.28401,"[ 0.55710589 -0.09167015  1.29383456 -1.27321491 -1.30303849 -1.38007513
 -0.0666191   0.45110617  1.68437029  1.43204314  0.        ]",-0.378764377346
21,"[[ -5.6706002   -1.24639043  -0.15157402  -0.15827896]
 [-23.86762257   1.30714941   0.           0.        ]]",[-0.7277411   0.49927395],[-1.03207743 -0.85485584],[-0.86091661  0.13402   ],-2.32325,"[ 1.00565569 -0.01888786  0.86315669 -1.2596354  -1.30303778 -1.38007432
 -0.1168502   0.22727262  1.76657568  0.98571664  0.        ]",-0.355517310585
22,"[[ -6.17210844  -1.20064114  -0.15157402  -0.15827896]
 [-26.27510996   3.2613441    0.           0.        ]]",[-1.24638116 -1.40734437],[-1.03207743 -0.85485584],[-1.16744745 -0.74551582],-2.0215,"[ 1.2484768   0.07095526  0.18480374 -1.24043969 -1.30303708 -1.38007352
 -0.15087103  0.64624519  1.64776702  0.4812492   0.        ]",-0.310308457232
23,"[[ -6.73208192  -1.17575086  -0.15157402  -0.15827896]
 [-29.71092966  -0.75879333   0.           0.        ]]",[-0.80141975 -0.32440789],[-1.03207743 -0.85485584],[-0.98899662 -0.32532206],-1.89875,"[ 1.12005149  0.11918288 -0.61147276 -1.22898278 -1.30303637 -1.38007272
 -0.1994235  -0.21565878  1.25794718  0.05338629  0.        ]",-0.235803865169
24,"[[ -7.35221982  -1.20361979  -0.15157402  -0.15827896]
 [-32.29432414  -2.02377303   0.           0.        ]]",[-1.04238836 -0.29158106],[-1.03207743 -0.85485584],[-1.0134064  -0.14016688],-1.69835,"[ 0.53957311  0.0651518  -1.25859064 -1.24176186 -1.30303567 -1.38007191
 -0.23593012 -0.48686613  0.62658054 -0.06468682  0.        ]",-0.129348833949
25,"[[ -8.03140143  -1.25522334  -0.15157402  -0.15827896]
 [-35.61286843  -3.1327253    0.           0.        ]]",[-0.91482957  0.04693998],[-1.03207743 -0.85485584],[-1.13243103  0.26572305],-1.65525,"[-0.3691946  -0.03640052 -1.41580151 -1.2630584  -1.30303496 -1.38007111
 -0.28282534 -0.72462164  0.01536468  0.30732538  0.        ]",-0.0512019290523
26,"[[ -8.77292063  -1.31532815  -0.15157402  -0.15827896]
 [-38.52935081  -2.87844289   0.           0.        ]]",[-0.92907741  0.57885413],[-1.03207743 -0.85485584],[-1.3411392   0.64632773],-1.72185,"[-1.22406371 -0.15683951 -0.86386771 -1.28392626 -1.30303426 -1.38007031
 -0.3240389  -0.67010413 -0.21785957  1.07996521  0.        ]",-0.165996783165
27,"[[ -9.57275903  -1.34925614  -0.15157402  -0.15827896]
 [-41.44464955  -0.52204095   0.           0.        ]]",[-1.65944927  0.18932445],[-1.03207743 -0.85485584],[-1.41572368  0.83786356],-1.80744,"[-1.49237216 -0.22569484  0.2382874  -1.29380736 -1.30303356 -1.3800695
 -0.36523574 -0.16489912  0.13095717  1.8315549   0.        ]",-0.286217869256
28,"[[-10.43313105  -1.35198826  -0.15157402  -0.15827896]
 [-44.58205617   0.24645867   0.           0.        ]]",[-0.66754223  1.28663164],[-1.03207743 -0.85485584],[-1.11828864  1.18694448],-2.30709,"[ -8.62325848e-01  -2.31263536e-01   1.25919174e+00  -1.29454233e+00
  -1.30303285e+00  -1.38006870e+00  -4.09571239e-01  -1.35255148e-04
   9.07768688e-01   2.07238417e+00   0.00000000e+00]",-0.365667459223
29,"[[-11.34242863  -1.30728987  -0.15157402  -0.15827896]
 [-46.34159288   4.21026854   0.           0.        ]]",[-0.83075677  0.34335497],[-1.03207743 -0.85485584],[-1.32052886  0.14803524],-2.08185,"[ 0.34463795 -0.1406121   1.39729463 -1.28138135 -1.30303215 -1.3800679
 -0.43443566  0.84969283  1.60833661  1.57823035  0.        ]",-0.38244452882
30,"[[-12.2930301   -1.21018206  -0.15157402  -0.15827896]
 [-48.71056866   5.49633934   0.           0.        ]]",[-1.29316618 -0.87090779],[-1.03207743 -0.85485584],[-1.60240591 -0.81208646],-1.97473,"[ 1.20567921  0.05234324  0.41733626 -1.24463743 -1.30303144 -1.3800671
 -0.46791224  1.12542187  1.71346652  0.63999773  0.        ]",-0.32759986424
31,"[[-13.29724786  -1.1358394   -0.15157402  -0.15827896]
 [-51.70143888   1.94989925   0.           0.        ]]",[-0.58100501 -0.3203119 ],[-1.03207743 -0.85485584],[-1.53976536 -0.60505104],-1.77736,"[ 0.90395664  0.19546435 -0.95281675 -1.20913913 -1.30303074 -1.38006629
 -0.51017698  0.36507618  1.01157134 -0.06658463  0.        ]",-0.194441068738
32,"[[-14.34407035  -1.10984405  -0.15157402  -0.15827896]
 [-52.97664726   0.65401963   0.           0.        ]]",[-2.092774   -0.61093141],[-1.03207743 -0.85485584],[ -1.75554931e+00  -8.61883163e-04],-1.70037,"[-0.40919578  0.24440178 -1.40757207 -1.19525751 -1.30303003 -1.38006549
 -0.52819719  0.08724359  0.01293255  0.23090714  0.        ]",-0.0409493336518
33,"[[-15.43278167  -1.12104338  -0.15157402  -0.15827896]
 [-55.88498055  -1.76567355   0.           0.        ]]",[-1.1680622  0.7512114],[-1.03207743 -0.85485584],[-1.98077345  0.79228199],-1.80783,"[-1.45547354  0.22339351 -0.37433656 -1.2013292  -1.30302933 -1.38006469
 -0.56929557 -0.43153111 -0.23565481  1.38790465  0.        ]",-0.214168499895
