timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.01631763  0.03034376  0.09582837 -0.16423095]
 [-0.00043347  0.0027826   0.          0.        ]]",-1.01803,"[ 1.23871451  1.27931279 -0.0068857  -0.09986422  0.8408945  -1.42846552
  0.25156564 -0.07788092  0.5399293   1.0892903   0.        ]",[-2.61722469  1.50112343],[-2.33097649  1.5541816 ],[-0.74554157 -0.46702954],-0.19993067557
1,"[[-0.05603217  0.07014213  0.09582837 -0.16423095]
 [-3.95783979  3.96384759  0.          0.        ]]",-1.05482,"[ 1.23673132  1.27584823 -0.06513111 -0.04800006  0.84089392 -1.42846374
  0.19088251  0.68935318  0.53907172  1.06328411  0.        ]",[-2.57514048  1.54769027],[-2.01401477  2.03867598],[-0.74554157 -0.46702954],-0.196611046101
2,"[[-0.17410934  0.18837451  0.09582837 -0.16423095]
 [-7.83696648  7.84643544  0.          0.        ]]",-0.873736,"[ 1.21803316  1.2494545  -0.23718203  0.10490582  0.84089333 -1.42846197
  0.13139972  1.4413855   0.53098566  0.98636725  0.        ]",[-2.51146507  1.10962129],[-3.25987116  1.55352989],[-0.74554157 -0.46702954],-0.186375005772
3,"[[ -0.36899993   0.38348611   0.09582837  -0.16423095]
 [-11.63946177  11.65200098   0.           0.        ]]",-0.815173,"[ 1.1460109   1.15424667 -0.51229735  0.34878376  0.84089274 -1.4284602
  0.07309201  2.17849543  0.49983958  0.8633554   0.        ]",[-2.41860104  0.20331891],[-2.23451912  0.56113236],[-0.74554157 -0.46702954],-0.168458076553
4,"[[ -0.63918211   0.63651454   0.09582837  -0.16423095]
 [-15.36643258  13.64411633   0.           0.        ]]",-0.659787,"[ 0.96647766  0.94077674 -0.8584538   0.63617667  0.84089216 -1.42845843
  0.01594239  2.56434761  0.42226937  0.69598487  0.        ]",[-2.3617034  -0.71392941],[-1.70590792 -0.23220331],[-0.74554157 -0.46702954],-0.140686242456
5,"[[ -0.98315942   0.89746591   0.09582837  -0.16423095]
 [-19.01927243  12.45485251   0.           0.        ]]",-0.485148,"[ 0.62400041  0.62786921 -1.20440057  0.88065429  0.84089157 -1.42845666
 -0.0400705   2.33398914  0.27176216  0.48117514  0.        ]",[-2.37582636 -1.3778826 ],[-2.43340128 -1.13104835],[-0.74554157 -0.46702954],-0.0995769879096
6,"[[ -1.39946693   1.10435691   0.09582837  -0.16423095]
 [-22.59964845   8.24811487   0.           0.        ]]",-0.494096,"[ 0.09424844  0.32656344 -1.42910625  1.02605398  0.84089099 -1.42845488
 -0.09497222  1.51917201  0.01670959  0.23222074  0.        ]",[-2.41790771 -1.45910859],[-2.36862228 -1.29869841],[-0.74554157 -0.46702954],-0.0428559962456
7,"[[ -1.88667474   1.22793964   0.09582837  -0.16423095]
 [-26.10943002   4.12374962   0.           0.        ]]",-0.698492,"[-0.56968654  0.12983894 -1.37797852  1.08950147  0.8408904  -1.42845311
 -0.14879145  0.72031187 -0.37936921  0.02289082  0.        ]",[-2.48057699 -1.3414315 ],[-2.6203914  -2.26246545],[-0.74554157 -0.46702954],-0.0399483695208
8,"[[ -2.44337863   1.26984527   0.09582837  -0.16423095]
 [-29.54938865   0.08014249   0.           0.        ]]",-0.868058,"[ -1.19801364e+00   6.09598081e-02  -9.26418410e-01   1.10679942e+00
   8.40889815e-01  -1.42845134e+00  -2.01539995e-01  -6.29056944e-02
  -9.16192453e-01   9.74259536e-04   0.00000000e+00]",[-2.67124701 -0.86749721],[-3.00460199  0.28053767],[-0.74554157 -0.46702954],-0.129873384327
9,"[[ -3.0682069    1.28254619   0.09582837  -0.16423095]
 [-32.92225571   1.18610975   0.           0.        ]]",-0.756816,"[-1.51720815  0.03989996 -0.09054126  1.11161062  0.84088923 -1.42844957
 -0.25325975  0.15131222 -1.44816688  0.33552002  0.        ]",[-2.91772985 -1.0508039 ],[-3.33135802 -0.81885886],[-0.74554157 -0.46702954],-0.224519837692
