timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.04085473  0.02213619  0.03001608  0.18802996]
 [ 0.0023558   0.00028749  0.          0.        ]]",[ 1.08863537 -0.15053327],[-0.58612186 -0.34062171],[ 1.41369486  0.18187012],-0.3938,"[ 1.22120618  1.18376157 -0.04446222 -0.25802626  0.27096912  1.60641599
  0.28134771 -0.10780524  0.9329661  -1.28109902  0.        ]",-0.264689411189
1,"[[ -1.11525439e-03   1.61460712e-02   3.00160840e-02   1.88029959e-01]
 [  3.95841890e+00  -5.97302415e-01   0.00000000e+00   0.00000000e+00]]",[ 1.33078955 -0.04831005],[-0.58612186 -0.34062171],[ 1.45332956  0.16954246],-0.364212,"[ 1.22235258  1.18392885  0.0141042  -0.26682809  0.27096892  1.60641195
  0.34747567 -0.21196774  0.93350928 -1.22975097  0.        ]",-0.259169343472
2,"[[  1.16958764e-01   2.38426416e-03   3.00160840e-02   1.88029959e-01]
 [  7.83607165e+00  -7.78270070e-01   0.00000000e+00   0.00000000e+00]]",[ 1.35041929 -0.33923788],[-0.58612186 -0.34062171],[ 1.49343312  0.11020245],-0.333765,"[ 1.21294078  1.1841151   0.18777385 -0.28705257  0.27096872  1.60640792
  0.41229293 -0.24351107  0.92474451 -1.07451973  0.        ]",-0.241919781999
3,"[[  0.3118208   -0.02651855   0.03001608   0.18802996]
 [ 11.63747357  -2.10757334   0.           0.        ]]",[ 0.91530609 -0.13202868],[-0.58612186 -0.34062171],[ 1.5133642   0.11353761],-0.361746,"[ 1.15592419  1.1835982   0.46801544 -0.32952622  0.27096851  1.60640389
  0.47583557 -0.47521463  0.87767338 -0.82805607  0.        ]",-0.212413186208
4,"[[  0.57859172  -0.07350951   0.03001608   0.18802996]
 [ 15.02833197  -2.58990127   0.           0.        ]]",[ 0.55406245  1.21599621],[-0.58612186 -0.34062171],[ 1.51674402  0.05092189],-0.346622,"[ 0.99814601  1.18012805  0.82189719 -0.39849588  0.27096831  1.60639985
  0.53251566 -0.55928624  0.75254702 -0.51876439  0.        ]",-0.17003363114
5,"[[  0.89815151  -0.08507172   0.03001608   0.18802996]
 [ 16.92134174   1.42032349   0.           0.        ]]",[ 1.24354722 -0.46020336],[-0.58612186 -0.34062171],[ 1.55074573 -0.38297272],-0.201402,"[ 0.70312832  1.17877394  1.16881668 -0.41543506  0.2709681   1.60639582
  0.56415813  0.13971587  0.49869028 -0.18315055  0.        ]",-0.111960401694
6,"[[  1.27291791  -0.07524326   0.03001608   0.18802996]
 [ 20.54324067  -0.43129671   0.           0.        ]]",[ 1.86459199  0.22072153],[-0.58612186 -0.34062171],[ 1.48875868 -0.34094626],-0.0642021,"[ 0.24917098  1.17993389  1.42500439 -0.40103625  0.2709679   1.60639179
  0.62470015 -0.18303087  0.08572323  0.08358731  0.        ]",-0.0406804639188
7,"[[  1.71939299  -0.07502699   0.03001608   0.18802996]
 [ 24.09244905   0.44999962   0.           0.        ]]",[ 0.03455942 -1.1807567 ],[-0.58612186 -0.34062171],[ 1.41132081 -0.49773365],-0.075031,"[-0.35903138  1.17995588  1.47367642 -0.40071898  0.2709677   1.60638775
  0.68402702 -0.02941629 -0.47128388  0.15426487  0.        ]",-0.0567616584625
8,"[[  2.19784804  -0.10584094   0.03001608   0.18802996]
 [ 23.75418935  -3.5181583    0.           0.        ]]",[ 1.96578809  0.12668877],[-0.58612186 -0.34062171],[ 1.1981492  -0.16751164],-0.315295,"[-0.9633299   1.17584541  1.20947318 -0.44581917  0.27096749  1.60638372
  0.67837207 -0.72108669 -1.01759627 -0.06117507  0.        ]",-0.143939397857
9,"[[  2.70790702  -0.17048225   0.03001608   0.18802996]
 [ 27.24011143  -2.94781943   0.           0.        ]]",[ 1.14325617 -0.58608072],[-0.58612186 -0.34062171],[ 1.09298003 -0.26417845],-0.642426,"[-1.40502416  1.16270173  0.63521577 -0.53990069  0.27096729  1.60637969
  0.73664102 -0.62167294 -1.42669681 -0.54146266  0.        ]",-0.227191499558
10,"[[  3.28700457e+00  -2.52143220e-01   3.00160840e-02   1.88029959e-01]
 [  3.06582961e+01  -5.21065042e+00   0.00000000e+00   0.00000000e+00]]",[ 0.72542779  0.10497274],[-0.58612186 -0.34062171],[ 0.95277679 -0.00199583],-0.936229,"[-1.51800326  1.13741877 -0.19787089 -0.65721546  0.27096708  1.60637565
  0.79377759 -1.01609535 -1.58987479 -1.2585477   0.        ]",-0.305300060888
