timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.06089361  0.0409213  -0.08565191 -0.03526034]
 [ 0.0034372  -0.00179355  0.          0.        ]]",[-1.00541291 -1.7760084 ],[-0.91540277 -0.73456633],[-0.46990418 -1.66869247],-2.16278,"[ 1.25003153  1.36168078 -0.06744697 -0.05177902 -0.73314376 -0.31470322
  0.23195534 -0.06053214  1.61483937  0.19380027  0.        ]",-0.296673783803
1,"[[ -1.00500611e-01   1.17338212e-03  -8.56519052e-02  -3.52603431e-02]
 [ -3.95097505e+00  -3.95981244e+00   0.00000000e+00   0.00000000e+00]]",[-0.19383783 -1.78182784],[-0.91540277 -0.73456633],[-0.27349037 -1.58171403],-2.11744,"[ 1.24562065  1.36332912 -0.12521001 -0.10141921 -0.73314347 -0.31470314
  0.17487857 -0.88395496  1.60987022  0.11227016  0.        ]",-0.294953697882
2,"[[-0.18641454 -0.11696142 -0.08565191 -0.03526034]
 [-4.63814762 -7.84073304  0.          0.        ]]",[ 0.57618203 -1.37697034],[-0.91540277 -0.73456633],[ 0.1319848  -0.79919648],-2.07638,"[ 1.2286578   1.34985808 -0.24959497 -0.24866435 -0.73314319 -0.31470305
  0.16496009 -1.69133711  1.57606516 -0.08397449  0.        ]",-0.289346866918
3,"[[ -0.2553744   -0.31195551  -0.08565191  -0.03526034]
 [ -2.26577161 -11.64598835   0.           0.        ]]",[ 0.6867234   0.53713074],[-0.91540277 -0.73456633],[ 0.68633288  0.25109267],-2.15104,"[ 1.2077894   1.26816211 -0.34802997 -0.4863005  -0.73314291 -0.31470296
  0.19920218 -2.48297471  1.49482112 -0.29647388  0.        ]",-0.279524581966
4,"[[-0.27299407 -0.52123318 -0.08565191 -0.03526034]
 [ 0.49465569 -9.28962113  0.          0.        ]]",[ 0.89638034 -0.14994303],[-0.91540277 -0.73456633],[ 0.92875093 -0.0381504 ],-1.80694,"[ 1.20143313  1.10148982 -0.37291726 -0.72494116 -0.73314262 -0.31470288
  0.23904528 -1.99275622  1.39926656 -0.43214708  0.        ]",-0.268374361128
5,"[[-0.22761866 -0.71114967 -0.08565191 -0.03526034]
 [ 4.03115524 -9.70063199  0.          0.        ]]",[ 1.36109261  0.98247731],[-0.91540277 -0.73456633],[ 1.36063123  0.45224741],-1.70258,"[ 1.2169572   0.88539686 -0.30859563 -0.91826652 -0.73314234 -0.31470279
  0.29008996 -2.07825962  1.33424123 -0.47009618  0.        ]",-0.259455838482
6,"[[-0.10811318 -0.86421554 -0.08565191 -0.03526034]
 [ 7.90657873 -5.61950975  0.          0.        ]]",[ 1.06713558 -0.25822338],[-0.91540277 -0.73456633],[ 1.47824669 -0.08789915],-1.47126,"[ 1.24452192  0.67170717 -0.13628808 -1.05303474 -0.73314205 -0.3147027
  0.34602656 -1.22922809  1.32819609 -0.40795955  0.        ]",-0.255808490212
7,"[[  0.08815145  -0.9857569   -0.08565191  -0.03526034]
 [ 11.70728568  -6.53152074   0.           0.        ]]",[ 1.60921234  1.19389481],[-0.91540277 -0.73456633],[ 1.53787327  0.58281898],-1.6096,"[ 1.24722273  0.48043706  0.15042401 -1.14435834 -0.73314177 -0.31470262
  0.40088472 -1.41896044  1.36851637 -0.25025838  0.        ]",-0.257287316168
8,"[[  0.35966428  -1.07536645  -0.08565191  -0.03526034]
 [ 15.43160722  -2.44297646   0.           0.        ]]",[ 1.25019092  0.14370441],[-0.91540277 -0.73456633],[ 1.42621398  0.03091916],-1.51272,"[ 1.16419763  0.32896171  0.53661268 -1.20191502 -0.73314149 -0.31470253
  0.45464034 -0.56838576  1.41834376  0.00886648  0.        ]",-0.262266869635
9,"[[  0.70493402  -1.11803088  -0.08565191  -0.03526034]
 [ 19.0832161   -1.82543051   0.           0.        ]]",[ 1.21647244  0.07670974],[-0.91540277 -0.73456633],[ 1.2818687   0.08391617],-1.58255,"[ 0.92333731  0.25412174  0.96977324 -1.22624481 -0.7331412  -0.31470244
  0.50734644 -0.43991229  1.42013893  0.38013213  0.        ]",-0.268448447813
10,"[[  1.12251236  -1.15112267  -0.08565191  -0.03526034]
 [ 22.6627055   -1.48477353   0.           0.        ]]",[ 1.43008459 -0.79052606],[-0.91540277 -0.73456633],[ 1.08234525 -0.07909468],-1.58621,"[ 0.46991765  0.19498552  1.3402837  -1.24370979 -0.73314092 -0.31470235
  0.55901157 -0.3690424   1.28031206  0.80754031  0.        ]",-0.268397937345
11,"[[  1.61098135  -1.21191541  -0.08565191  -0.03526034]
 [ 26.17261516  -4.58403549   0.           0.        ]]",[ 1.12459599  0.92274676],[-0.91540277 -0.73456633],[ 0.87004924  0.70375937],-1.74462,"[-0.18429959  0.08410196  1.48368321 -1.27252693 -0.73314064 -0.31470227
  0.60967239 -1.01380797  0.94897529  1.16636941  0.        ]",-0.255229626854
12,"[[  2.16893797  -1.26600451  -0.08565191  -0.03526034]
 [ 29.61150008  -0.83721026   0.           0.        ]]",[ 0.83627873 -0.5262617 ],[-0.91540277 -0.73456633],[ 0.7215988 -0.5150665],-1.21743,"[-0.90667382 -0.01671831  1.23081685 -1.29453631 -0.73314035 -0.31470218
  0.65930804 -0.23432367  0.44257078  1.33610238  0.        ]",-0.226326824436
13,"[[  2.78850089  -1.30345731  -0.08565191  -0.03526034]
 [ 32.33581305  -2.90105991   0.           0.        ]]",[-0.07294874  0.12440516],[-0.91540277 -0.73456633],[ 0.64784896 -0.04949793],-0.861334,"[-1.4249704  -0.08756109  0.52759664 -1.30773708 -0.73314007 -0.31470209
  0.69862974 -0.66368391 -0.12720396  1.176138    0.        ]",-0.179441535223
