timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.082346    0.05979073 -0.0508484  -0.02135869]
 [-0.00196534 -0.00313494  0.          0.        ]]",[-1.04340022 -1.36368537],[-1.05368137 -0.90706402],[-1.37651551 -0.85338569],-2.70888,"[ 1.25335322  1.42098983  0.14409396 -0.01769201 -0.4346221  -0.19627815
  0.21384088 -0.05111071  1.39792477  0.31112313  0.        ]",-0.263303061402
1,"[[ 0.04263201  0.02001624 -0.0508484  -0.02135869]
 [-3.95627124 -3.96112834  0.          0.        ]]",[-1.33534442 -1.00835075],[-1.05368137 -0.90706402],[-1.03202915 -1.19267654],-2.70609,"[ 1.25678129  1.42439466  0.08618748 -0.06644586 -0.43462201 -0.19627812
  0.15843078 -0.91131274  1.4046437   0.23029594  0.        ]",-0.262562221647
2,"[[-0.07538374 -0.09813217 -0.0508484  -0.02135869]
 [-7.83241735 -7.840784    0.          0.        ]]",[-0.34465977 -0.28154057],[-1.05368137 -0.90706402],[-0.33110306 -0.7418353 ],-2.6152,"[ 1.25411042  1.41449707 -0.08611447 -0.21119723 -0.43462192 -0.19627808
  0.1041159  -1.75448843  1.39505626 -0.01033296  0.        ]",-0.258964742584
3,"[[-0.24415513 -0.26457022 -0.0508484  -0.02135869]
 [-9.04073562 -8.7998165   0.          0.        ]]",[-0.08644646 -0.79386171],[-1.05368137 -0.90706402],[ 0.0589764  -0.51566684],-2.45818,"[ 1.21703202  1.35013723 -0.32926607 -0.41180554 -0.43462182 -0.19627804
  0.0871842  -1.96291601  1.30696688 -0.33758381  0.        ]",-0.250386104984
4,"[[ -0.4265995   -0.4703552   -0.0508484   -0.02135869]
 [ -9.20324421 -11.76877441   0.           0.        ]]",[ 0.74856324  0.93868267],[-1.05368137 -0.90706402],[ 0.81501317  0.32057065],-2.39707,"[ 1.13412741  1.19173348 -0.58062371 -0.64699619 -0.43462173 -0.19627801
  0.08490702 -2.60816417  1.11013782 -0.6543115   0.        ]",-0.235695168867
5,"[[-0.57914553 -0.66611091 -0.0508484  -0.02135869]
 [-6.06172762 -7.81995328  0.          0.        ]]",[ 0.31430572  0.69875704],[-1.05368137 -0.90706402],[ 0.60139942 -0.27129769],-2.14336,"[ 1.03258087  0.9659764  -0.77571783 -0.84908918 -0.43462164 -0.19627797
  0.12892782 -1.74995563  0.86984316 -0.85629698  0.        ]",-0.218488181935
6,"[[-0.68671407 -0.79320023 -0.0508484  -0.02135869]
 [-4.69960753 -4.89871302  0.          0.        ]]",[ 0.13526598 -0.29811572],[-1.05368137 -0.90706402],[ 0.43965629 -0.6410355 ],-1.89064,"[ 0.9446531   0.78425221 -0.90237543 -0.96523038 -0.43462155 -0.19627793
  0.14801464 -1.1150749   0.68403568 -0.94566549  0.        ]",-0.205104424437
7,"[[-0.77440285 -0.90204627 -0.0508484  -0.02135869]
 [-4.0713749  -5.98227933  0.          0.        ]]",[ 0.69672569  0.33986403],[-1.05368137 -0.90706402],[ 0.76676273 -0.17212087],-1.90949,"[ 0.86377985  0.60918151 -0.99776587 -1.05355473 -0.43462146 -0.1962779
  0.15681779 -1.35056832  0.52251526 -0.98634895  0.        ]",-0.192904218802
8,"[[-0.82737059 -1.00700966 -0.0508484  -0.02135869]
 [-1.23479289 -4.51893389  0.          0.        ]]",[ 1.1546443  -0.36182891],[-1.05368137 -0.90706402],[ 0.78805214 -0.22699419],-1.8309,"[ 0.81120743  0.4254124  -1.0516265  -1.12794879 -0.43462136 -0.19627786
  0.19656567 -1.03253556  0.3996567  -0.98954754  0.        ]",-0.182167618026
9,"[[-0.81211941 -1.11087661 -0.0508484  -0.02135869]
 [ 2.74668956 -5.86325979  0.          0.        ]]",[ 0.7962188   0.16853992],[-1.05368137 -0.90706402],[ 1.30340385  0.31353906],-1.86092,"[ 0.82662016  0.23112705 -1.0364205  -1.19033245 -0.43462127 -0.19627782
  0.25235658 -1.32470048  0.35154275 -0.96403902  0.        ]",-0.174738559037
10,"[[-0.72612205 -1.22028891 -0.0508484  -0.02135869]
 [ 5.84278654 -5.08054694  0.          0.        ]]",[ 1.53613472  0.01687029],[-1.05368137 -0.90706402],[ 1.48298132  0.45147485],-1.85167,"[ 0.90928791  0.01540446 -0.94616908 -1.24322045 -0.43462118 -0.19627779
  0.29574094 -1.15459116  0.37257707 -0.91872286  0.        ]",-0.170260629146
11,"[[-0.5707223  -1.32022753 -0.0508484  -0.02135869]
 [ 9.68444786 -4.91381102  0.          0.        ]]",[ 1.47083211  1.14700357],[-1.05368137 -0.90706402],[ 1.56702983  0.78883427],-1.94697,"[ 1.03891182 -0.18940903 -0.76538781 -1.27950037 -0.43462109 -0.19627775
  0.34957259 -1.1183536   0.4615499  -0.85297174  0.        ]",-0.169899570456
12,"[[ -0.3392583   -1.37780304  -0.0508484   -0.02135869]
 [ 13.44940388  -0.85718602   0.           0.        ]]",[ 1.70165711  0.03318959],[-1.05368137 -0.90706402],[ 1.41431797  0.17581594],-1.86887,"[ 1.17922933 -0.30994875 -0.46229255 -1.29503489 -0.43462099 -0.19627772
  0.4023294  -0.23671772  0.6307456  -0.74866085  0.        ]",-0.176776113321
13,"[[ -0.03323505  -1.39345656  -0.0508484   -0.02135869]
 [ 17.1406325   -0.70857449   0.           0.        ]]",[ 2.10276753 -0.18597115],[-1.05368137 -0.90706402],[ 1.47201979  0.41097733],-1.88554,"[ 1.25726927 -0.34297358 -0.02462631 -1.29856987 -0.4346209  -0.19627768
  0.45405309 -0.20441958  0.85141316 -0.55753914  0.        ]",-0.189739102977
14,"[[  0.34588255  -1.41486864  -0.0508484   -0.02135869]
 [ 20.75910371  -1.43012473   0.           0.        ]]",[ 1.4335693   0.64900897],[-1.05368137 -0.90706402],[ 1.48159206  0.86556053],-2.05304,"[ 1.17615185 -0.38829616  0.51925312 -1.30292618 -0.43462081 -0.19627764
  0.50475724 -0.36123577  1.03541597 -0.24041517  0.        ]",-0.20207710098
