timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[  4.10081237e-02   6.50990305e-02   1.31973839e-01   2.15082717e-02]
 [ -8.89737557e-05  -7.02682390e-04   0.00000000e+00   0.00000000e+00]]",-0.298538,"[ 1.21666241  1.18256808  0.07273125 -0.22457161  1.14933469  0.19678097
  0.29851273 -0.116219    0.3155898  -0.03731928  0.        ]",[-1.28038299  1.74703312],[-1.86775285  1.86934221],[-0.57640243 -0.32781631],-0.0775375853162
1,"[[  1.30038483e-03   1.04828373e-01   1.31973839e-01   2.15082717e-02]
 [ -3.95750474e+00   3.96042871e+00   0.00000000e+00   0.00000000e+00]]",-0.222134,"[ 1.21781749  1.17767243  0.01418899 -0.16527377  1.14933268  0.19678082
  0.23096649  0.56315997  0.31609542 -0.06407253  0.        ]",[-1.28873742  1.5308516 ],[-0.70830179  1.0588749 ],[-0.57640243 -0.32781631],-0.0780155941844
2,"[[-0.10519251  0.22298852  0.13197384  0.02150827]
 [-6.68271238  7.84263609  0.          0.        ]]",-0.270216,"[ 1.21019926  1.14969978 -0.14257602  0.00926144  1.14933067  0.19678066
  0.18445187  1.22900115  0.31189097 -0.12718839  0.        ]",[-1.29537523  1.25056481],[-2.29462952  2.10124133],[-0.57640243 -0.32781631],-0.0790484971464
3,"[[ -0.27722702   0.41802502   0.13197384   0.02150827]
 [-10.5080303   11.64829204   0.           0.        ]]",-0.0922821,"[ 1.16519914  1.06064837 -0.39135396  0.28611693  1.14932866  0.19678051
  0.1191603   1.8817085   0.29019327 -0.2240597   0.        ]",[-1.29922295  0.48035577],[-2.20030128  0.31984043],[-0.57640243 -0.32781631],-0.0804032734811
4,"[[ -0.52500146   0.66139432   0.13197384   0.02150827]
 [-14.25701627  12.68510351   0.           0.        ]]",0.0956631,"[ 1.03222637  0.87955903 -0.72689704  0.5981018   1.14932665  0.19678036
  0.05517159  2.05952513  0.23230124 -0.38078606  0.        ]",[-1.34920025  0.00890574],[-2.08938336 -0.78868014],[-0.57640243 -0.32781631],-0.0851384161389
5,"[[ -0.84700245   0.88124922   0.13197384   0.02150827]
 [-17.93096129   9.31151527   0.           0.        ]]",0.181655,"[ 0.75236346  0.65754704 -1.09275995  0.83376836  1.14932464  0.1967802
 -0.0075363   1.48091488  0.11538838 -0.62363443  0.        ]",[-1.44393885  0.19583938],[-1.36582494  0.81232617],[-0.57640243 -0.32781631],-0.102662860894
6,"[[ -1.24177959e+00   1.09789966e+00   1.31973839e-01   2.15082717e-02]
 [ -2.15348826e+01   1.23432762e+01   0.00000000e+00   0.00000000e+00]]",0.157488,"[ 0.28505206  0.39522299 -1.38337553  1.01161282  1.14932263  0.19678005
 -0.06904901  2.00088651 -0.09596554 -0.88841629  0.        ]",[-1.47685599 -0.71502256],[-1.36243207  0.92038555],[-0.57640243 -0.32781631],-0.13223644037
7,"[[ -1.70792972e+00   1.37886640e+00   1.31973839e-01   2.15082717e-02]
 [ -2.50685355e+01   1.57418853e+01   0.00000000e+00   0.00000000e+00]]",0.0153281,"[-0.34858148  0.01098068 -1.44863229  1.14851032  1.14932062  0.19677989
 -0.12936235  2.58376776 -0.40255403 -1.05168328  0.        ]",[-1.49967957 -1.61135983],[-2.30404574 -1.64025503],[-0.57640243 -0.32781631],-0.161550161767
8,"[[ -2.24404488e+00   1.65082624e+00   1.31973839e-01   2.15082717e-02]
 [ -2.85315513e+01   1.14681636e+01   0.00000000e+00   0.00000000e+00]]",-0.0916467,"[-1.01943211 -0.3819491  -1.14068389  1.17122072  1.14931862  0.19677974
 -0.18847004  1.85077778 -0.77454631 -1.08583801  0.        ]",[-1.61702061 -1.58859408],[-0.79244814 -2.62832741],[-0.57640243 -0.32781631],-0.191343124079
9,"[[ -2.84049439e+00   1.83815014e+00   1.31973839e-01   2.15082717e-02]
 [ -3.11047918e+01   7.27808402e+00   0.00000000e+00   0.00000000e+00]]",-0.459293,"[-1.47621624 -0.64937455 -0.42508616  1.12279296  1.14931661  0.19677959
 -0.23239075  1.13213875 -1.16807843 -0.96902747  0.        ]",[-1.70728803 -1.52910292],[-1.28534502 -1.51618162],[-0.57640243 -0.32781631],-0.221375976895
10,"[[ -3.49613674e+00   1.94249882e+00   1.31973839e-01   2.15082717e-02]
 [ -3.44482056e+01   3.17033473e+00   0.00000000e+00   0.00000000e+00]]",-0.711852,"[-1.45250206 -0.7931084   0.52426176  1.07371071  1.1493146   0.19677943
 -0.28945703  0.42762183 -1.50403207 -0.65135213  0.        ]",[-1.77609491 -1.31566417],[-1.88221194 -1.62626202],[-0.57640243 -0.32781631],-0.243887096615
11,"[[ -4.21797602e+00   1.96549997e+00   1.31973839e-01   2.15082717e-02]
 [ -3.77246308e+01  -8.56952475e-01   0.00000000e+00   0.00000000e+00]]",-0.785236,"[-0.81408174 -0.82407237  1.31042973  1.06082613  1.14931259  0.19677928
 -0.3453799  -0.26309493 -1.65428399 -0.12598625  0.        ]",[-1.84326136 -0.72150749],[-2.42693858 -1.79514372],[-0.57640243 -0.32781631],-0.249452006052
12,"[[ -5.00468109e+00   1.90874547e+00   1.31973839e-01   2.15082717e-02]
 [ -4.09349193e+01  -4.80552765e+00   0.00000000e+00   0.00000000e+00]]",-0.431685,"[ 0.23687739 -0.74716616  1.42448198  1.09127371  1.14931058  0.19677912
 -0.40017391 -0.94031121 -1.43866449  0.46856907  0.        ]",[-1.76887763  0.13888572],[-1.34833985  0.28094879],[-0.57640243 -0.32781631],-0.22401067886
13,"[[ -5.85494939e+00   1.82468124e+00   1.31973839e-01   2.15082717e-02]
 [ -4.40814661e+01  -3.60510701e+00   0.00000000e+00   0.00000000e+00]]",-0.199198,"[ 1.09338273 -0.63048051  0.6246928   1.12798494  1.14930857  0.19677897
 -0.45387992 -0.73442696 -0.81824987  0.71263997  0.        ]",[-1.6954726   0.06769337],[-2.2095709  -0.18844921],[-0.57640243 -0.32781631],-0.152604572089
14,"[[ -6.76752151e+00   1.74572612e+00   1.31973839e-01   2.15082717e-02]
 [ -4.71653828e+01  -4.28834688e+00   0.00000000e+00   0.00000000e+00]]",-0.0957213,"[ 1.05932273 -0.51852628 -0.67440134  1.15314229  1.14930656  0.19677882
 -0.5065169  -0.85160794 -0.21185622  0.24918303  0.        ]",[-1.53987885  0.0489302 ],[-2.20630825 -0.34525048],[-0.57640243 -0.32781631],-0.0380409456992
15,"[[ -7.74115228e+00   1.64699934e+00   1.31973839e-01   2.15082717e-02]
 [ -5.01874749e+01  -5.58024989e+00   0.00000000e+00   0.00000000e+00]]",0.160159,"[-0.00504688 -0.3764054  -1.45309996  1.17165484  1.14930455  0.19677866
 -0.55809859 -1.0731798  -0.22811507 -0.67444999  0.        ]",[-1.5091908   0.25158471],[-0.71563313  0.53275098],[-0.57640243 -0.32781631],-0.100998682997
16,"[[ -8.76333539e+00   1.55755875e+00   1.31973839e-01   2.15082717e-02]
 [ -5.20248756e+01  -3.37130814e+00   0.00000000e+00   0.00000000e+00]]",-0.0520076,"[-1.24759626 -0.24668546 -0.89359747  1.17586887  1.14930254  0.19677851
 -0.58945948 -0.69432464 -1.02436977 -1.14954601  0.        ]",[-1.70769405  0.13501799],[-1.67374139  1.20127707],[-0.57640243 -0.32781631],-0.223571324272
17,"[[ -9.83320901e+00   1.53041321e+00   1.31973839e-01   2.15082717e-02]
 [ -5.49530436e+01   6.43149502e-01   0.00000000e+00   0.00000000e+00]]",-1.01994,"[-1.42485819 -0.20729759  0.59800828  1.17477668  1.14930053  0.19677835
 -0.63943797 -0.00580693 -1.79167789 -0.54422627  0.        ]",[-1.9535501  -0.32863027],[-0.79076704 -1.8548638 ],[-0.57640243 -0.32781631],-0.283275160524
18,"[[ -1.09527481e+01   1.50328985e+00   1.31973839e-01   2.15082717e-02]
 [ -5.69937238e+01  -3.34236520e+00   0.00000000e+00   0.00000000e+00]]",-0.38466,"[-0.21919036 -0.16798502  1.48568029  1.17258383  1.14929853  0.1967782
 -0.6742684  -0.68936039 -1.63909268  0.54875125  0.        ]",[-1.99310994  0.59655654],[-2.04891727  0.09867056],[-0.57640243 -0.32781631],-0.259238681321
19,"[[ -1.21209981e+01   1.44088648e+00   1.31973839e-01   2.15082717e-02]
 [ -5.98218778e+01  -2.89966700e+00   0.00000000e+00   0.00000000e+00]]",0.0184537,"[ 1.08339406 -0.07785882  0.64759219  1.1633707   1.14929652  0.19677805
 -0.7225397  -0.61343271 -0.60983927  0.85255256  0.        ]",[-1.80325902  0.75350296],[-1.81301766  0.69199498],[-0.57640243 -0.32781631],-0.147196289687
20,"[[ -1.33452600e+01   1.41080745e+00   1.31973839e-01   2.15082717e-02]
 [ -6.25953095e+01  -1.17739366e-01   0.00000000e+00   0.00000000e+00]]",0.138447,"[ 0.82052852 -0.03465701 -1.02372303  1.15686038  1.14929451  0.19677789
 -0.76987689 -0.13630476  0.01734914 -0.17912954  0.        ]",[-1.61410975  0.12137017],[-0.76443928 -0.21640804],[-0.57640243 -0.32781631],-0.0387125087865
