timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.00799568 -0.08735095  0.1778988  -0.11550394]
 [-0.00175596  0.00497831  0.          0.        ]]",-2.08472,"[ 1.25767289  1.41123265  0.03412861 -0.20087611  1.54316793 -0.99981935
  0.21834208 -0.05296186  0.05840681  0.70079716  0.        ]",[-2.81152725  2.70922756],[-2.76950515  3.21347366],[-1.03820395 -0.8738097 ],-0.11217131908
1,"[[-0.03174505 -0.0475091   0.1778988  -0.11550394]
 [-3.95913496  3.96600098  0.          0.        ]]",-2.10041,"[ 1.25701981  1.41690872 -0.02391983 -0.15203867  1.54316695 -0.99981897
  0.16265127  0.80026573  0.05813436  0.67540406  0.        ]",[-2.57525253  2.3370564 ],[-2.20669547  2.23026233],[-1.03820395 -0.8738097 ],-0.108364777964
2,"[[-0.14984769  0.0707661   0.1778988  -0.11550394]
 [-7.83821137  7.84857085  0.          0.        ]]",-2.06926,"[ 1.24222063  1.41400103 -0.19564278 -0.0068137   1.54316596 -0.99981859
  0.10806238  1.63659329  0.05184038  0.60016419  0.        ]",[-2.34829545  1.52216709],[-2.08453136  1.86610104],[-1.03820395 -0.8738097 ],-0.096859824389
3,"[[ -0.34476232   0.26592058   0.1778988   -0.11550394]
 [-11.64061336  11.65416285   0.           0.        ]]",-1.91947,"[ 1.17634898  1.34495954 -0.47128915  0.22919942  1.54316497 -0.99981822
  0.05455251  2.45633696  0.02379449  0.4793644   0.        ]",[-2.11693358  0.64130521],[-1.79882498  0.93447846],[-1.03820395 -0.8738097 ],-0.0774922442239
4,"[[ -0.61497159   0.53382518   0.1778988   -0.11550394]
 [-15.36797425  15.1246508    0.           0.        ]]",-1.81809,"[  1.00438250e+00   1.12505151e+00  -8.20383780e-01   5.31488487e-01
   1.54316398e+00  -9.99817839e-01   2.09866167e-03   3.20389298e+00
  -4.95770616e-02   3.24543043e-01   0.00000000e+00]",[-1.87612903 -0.42693043],[-1.50565176  0.30592217],[-1.03820395 -0.8738097 ],-0.0507034347252
5,"[[ -0.9589852    0.84547298   0.1778988   -0.11550394]
 [-19.02137127  16.03694794   0.           0.        ]]",-1.64336,"[ 0.66915186  0.70739615 -1.17343933  0.82569598  1.543163   -0.99981746
 -0.04931432  3.40039855 -0.19441403  0.14689288  0.        ]",[-1.82192183 -1.21565688],[-1.95208706 -1.36791684],[-1.03820395 -0.8738097 ],-0.0239499921585
6,"[[ -1.37533513   1.12329481   0.1778988   -0.11550394]
 [-22.60186537  11.75931855   0.           0.        ]]",-1.56201,"[ 0.14352708  0.21958501 -1.41061077  1.01398234  1.54316201 -0.99981708
 -0.09970136  2.47897295 -0.4346158  -0.05316802  0.        ]",[-2.16049075 -1.39529932],[-2.26517852 -1.19719938],[-1.03820395 -0.8738097 ],-0.0529074409618
7,"[[ -1.86259208   1.31640344   0.1778988   -0.11550394]
 [-26.11219479   7.56535086   0.           0.        ]]",-1.7484,"[-0.5228048  -0.16331732 -1.37667474  1.09542363  1.54316102 -0.9998167
 -0.149101    1.57557169 -0.79225114 -0.22872972  0.        ]",[-2.46671891 -1.76229405],[-2.33990384 -1.39024208],[-1.03820395 -0.8738097 ],-0.118713304759
8,"[[ -2.41935992   1.42645572   0.1778988   -0.11550394]
 [-29.55307504   3.45341539   0.           0.        ]]",-2.07231,"[-1.16254291 -0.39133304 -0.94327983  1.12218906  1.54316004 -0.99981633
 -0.1975233   0.68984164 -1.26448738 -0.26293309  0.        ]",[-2.80225611 -1.92987776],[-3.45197835 -2.01133437],[-1.03820395 -0.8738097 ],-0.197518942251
9,"[[ -3.04425705   1.45507633   0.1778988   -0.11550394]
 [-32.9252524   -0.57807897   0.           0.        ]]",-2.09597,"[-1.50122413 -0.45134743 -0.11952054  1.12674805  1.54315905 -0.99981595
 -0.24497877 -0.17856088 -1.7746067  -0.01583732  0.        ]",[-3.29696536 -1.60298836],[-3.28103209 -1.3658707 ],[-1.03820395 -0.8738097 ],-0.279475608355
10,"[[ -3.73591735   1.40385837   0.1778988   -0.11550394]
 [-36.22953201  -4.53069929   0.           0.        ]]",-2.05352,"[-1.27066527 -0.34412211  0.84046804  1.11788439  1.54315806 -0.99981557
 -0.29147873 -1.02997336 -2.11145335  0.59998709  0.        ]",[-3.83264303 -0.25170755],[-4.284801   -0.77084388],[-1.03820395 -0.8738097 ],-0.348939956527
11,"[[ -4.49299463   1.2834681    0.1778988   -0.11550394]
 [-39.46717065  -7.49857105   0.           0.        ]]",-1.6414,"[-0.42596402 -0.09620699  1.4483095   1.08459507  1.54315707 -0.99981519
 -0.33704088 -1.66926559 -1.95111172  1.42516577  0.        ]",[-3.99832273  2.26048756],[-4.07564113  2.28114285],[-1.03820395 -0.8738097 ],-0.37998193939
12,"[[ -5.31419355   1.17465421   0.1778988   -0.11550394]
 [-42.6423857   -3.39661274   0.           0.        ]]",-1.81882,"[ 0.65778727  0.12050132  1.22667312  1.03981262  1.54315609 -0.99981481
 -0.38172455 -0.78568468 -1.1942123   1.87269158  0.        ]",[-3.86371326  1.63850498],[-3.6549995   1.12554203],[-1.03820395 -0.8738097 ],-0.342120618002
13,"[[ -6.19828056   1.14705654   0.1778988   -0.11550394]
 [-45.7561788    0.62328054   0.           0.        ]]",-1.99467,"[ 1.25273501  0.17402801  0.14633562  1.02629843  1.5431551  -0.99981443
 -0.42554385  0.08021885 -0.37421317  1.47106877  0.        ]",[-3.40392256  0.84447825],[-3.72511189  1.91741146],[-1.03820395 -0.8738097 ],-0.231516656307
14,"[[ -7.14403952   1.19904694   0.1778988   -0.11550394]
 [-48.80979796   4.56239664   0.           0.        ]]",-1.69334,"[ 0.77623075  0.07267191 -1.08547979  1.05103785  1.54315411 -0.99981406
 -0.46851633  0.92872245 -0.18132972  0.49933889  0.        ]",[-2.70387006 -0.65003496],[-2.931667   -0.55153324],[-1.03820395 -0.8738097 ],-0.076684469005
15,"[[ -8.15025737   1.2673832    0.1778988   -0.11550394]
 [-51.80191525   2.27858273   0.           0.        ]]",-1.7418,"[-0.52873275 -0.0636639  -1.37477795  1.07884062  1.54315313 -0.99981368
 -0.51062331  0.4367782  -0.81356513 -0.25960612  0.        ]",[-2.80213499 -1.34753346],[-2.61997834 -1.09800654],[-1.03820395 -0.8738097 ],-0.12371321594
16,"[[ -9.21570951   1.27266539   0.1778988   -0.11550394]
 [-54.73324468  -1.73720433   0.           0.        ]]",-1.98581,"[-1.47765916 -0.07433329 -0.28075322  1.08076288  1.54315214 -0.9998133
 -0.55187483 -0.42824107 -1.81028214 -0.08392066  0.        ]",[-3.52021337 -1.09745324],[-3.54250323 -1.68872152],[-1.03820395 -0.8738097 ],-0.285885945048
17,"[[-10.33918762   1.19841728   0.1778988   -0.11550394]
 [-57.60464887  -5.67464587   0.           0.        ]]",-1.72435,"[-0.96885608  0.07391248  1.17976078  1.0507553   1.54315115 -0.99981292
 -0.59228303 -1.27638394 -2.1578996   1.06182985  0.        ]",[-4.16905689  1.34704554],[-4.60502165  1.4548358 ],[-1.03820395 -0.8738097 ],-0.381517060401
18,"[[-11.51953628   1.12564964   0.1778988   -0.11550394]
 [-60.4211653   -1.61578924   0.           0.        ]]",-1.63436,"[ 0.56678026  0.21509363  1.28734104  1.015226    1.54315016 -0.99981254
 -0.63191881 -0.40208707 -1.24852868  1.888045    0.        ]",[-3.97440577  1.05632591],[-4.26788899  1.62699347],[-1.03820395 -0.8738097 ],-0.349091692215
19,"[[-12.75567544   1.13324262   0.1778988   -0.11550394]
 [-63.18386889   2.36159518   0.           0.        ]]",-1.80831,"[ 1.23301387  0.20057451 -0.25245313  1.01921065  1.54314918 -0.99981217
 -0.67079728  0.45466025 -0.21789717  1.20207264  0.        ]",[-3.26461124  0.14603317],[-3.48443331  0.10998411],[-1.03820395 -0.8738097 ],-0.186390605978
20,"[[-14.04652466   1.18421893   0.1778988   -0.11550394]
 [-65.89208714   2.73449      0.           0.        ]]",-1.59527,"[  1.36878397e-04   1.01802976e-01  -1.43243065e+00   1.04429194e+00
   1.54314819e+00  -9.99811787e-01  -7.08908986e-01   5.34983444e-01
  -5.03390649e-01  -9.25628224e-02   0.00000000e+00]",[-2.82227612 -1.09553123],[-2.93133557 -1.18999202],[-1.03820395 -0.8738097 ],-0.0656484085106
