timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.02414842 -0.07951862 -0.16373796 -0.07579694]
 [ 0.00452261 -0.00035808  0.          0.        ]]",[-0.00361473 -2.36644984],[-0.96773493 -0.79363364],[ 0.08026671 -2.09591818],-2.77822,"[ 1.25541472  1.3859846  -0.01311221 -0.1910648  -1.40906115 -0.66715827
  0.22190533 -0.05503296  2.07000467  0.41933056  0.        ]",-0.378234259034
1,"[[-0.02418694 -0.11925349 -0.16373796 -0.07579694]
 [-0.00833814 -3.95993335  0.          0.        ]]",[ 0.14378722 -0.93399325],[-0.96773493 -0.79363364],[ 0.56888545 -1.54253995],-2.85445,"[ 1.25541274  1.37788326 -0.01316849 -0.23996714 -1.40906025 -0.66715807
  0.22172263 -0.89736557  2.06682023  0.39147622  0.        ]",-0.377013952847
2,"[[-0.01863118 -0.2347733  -0.16373796 -0.07579694]
 [ 0.56200189 -7.57998193  0.          0.        ]]",[ 1.57105171 -0.14537873],[-0.96773493 -0.79363364],[ 1.16240096 -0.69693518],-2.94699,"[ 1.25557641  1.33610828 -0.00504771 -0.38054283 -1.40905935 -0.66715786
  0.22982246 -1.66746862  2.05281825  0.31902331  0.        ]",-0.373099258013
3,"[[ 0.03218981 -0.39065783 -0.16373796 -0.07579694]
 [ 4.50698423 -8.00703026  0.          0.        ]]",[ 1.37755589 -0.51200432],[-0.96773493 -0.79363364],[ 1.55727029 -0.39638212],-2.90505,"[ 1.25509965  1.23766835  0.06924414 -0.56381979 -1.40905846 -0.66715766
  0.2858484  -1.7583144   2.03206642  0.28094268  0.        ]",-0.368914502358
4,"[[ 0.16113464 -0.56956235 -0.16373796 -0.07579694]
 [ 8.37466022 -9.87715081  0.          0.        ]]",[ 1.30146198  0.94149756],[-0.96773493 -0.79363364],[ 1.94297123  0.39122966],-2.94744,"[ 1.23791265  1.06810713  0.25675471 -0.75982752 -1.40905756 -0.66715745
  0.34077645 -2.15614814  2.01258714  0.33051553  0.        ]",-0.366570622896
5,"[[  0.36664817  -0.7277505   -0.16373796  -0.07579694]
 [ 12.1641459   -5.95467525   0.           0.        ]]",[ 1.73499615  0.65711855],[-0.96773493 -0.79363364],[ 1.77029967 -0.01523387],-2.78284,"[ 1.16396032  0.8719521   0.54630901 -0.91558804 -1.40905666 -0.66715725
  0.39459404 -1.32170805  1.99252342  0.48844854  0.        ]",-0.367279288305
6,"[[  0.64720635  -0.81956209  -0.16373796  -0.07579694]
 [ 15.87932344  -3.23547082   0.           0.        ]]",[ 1.76274387  0.24277421],[-0.96773493 -0.79363364],[ 1.55736637 -0.35305873],-2.63611,"[ 0.97633934  0.74017857  0.9037326  -0.99679689 -1.40905576 -0.66715704
  0.44735631 -0.74324385  1.9446352   0.77347644  0.        ]",-0.370897395295
7,"[[  1.00133695  -0.87398601  -0.16373796  -0.07579694]
 [ 19.52161687  -2.21024951   0.           0.        ]]",[ 1.43118927 -0.52928591],[-0.96773493 -0.79363364],[ 1.29596961 -0.5236398 ],-2.55967,"[ 0.6189684   0.65641374  1.25349611 -1.04138199 -1.40905487 -0.66715683
  0.49908349 -0.5251455   1.79633009  1.13747649  0.        ]",-0.37019821485
8,"[[  1.42760161  -0.93877582  -0.16373796  -0.07579694]
 [ 23.0930223   -4.26178343   0.           0.        ]]",[ 0.91549009  0.63811577],[-0.96773493 -0.79363364],[ 1.09102988  0.02459644],-2.60118,"[ 0.07105605  0.55162457  1.46925002 -1.09078628 -1.40905397 -0.66715663
  0.54980391 -0.96157375  1.49145608  1.47379051  0.        ]",-0.356320981469
9,"[[  1.92121897  -0.99780252  -0.16373796  -0.07579694]
 [ 26.2581383   -1.64947492   0.           0.        ]]",[ 0.88532371 -0.15712601],[-0.96773493 -0.79363364],[ 0.74461675 -0.81542671],-2.10182,"[-0.60058392  0.45171043  1.39536211 -1.13215538 -1.40905307 -0.66715642
  0.59475426 -0.40584982  1.02282896  1.67280991  0.        ]",-0.323428109817
10,"[[  2.47632105  -1.03668787  -0.16373796  -0.07579694]
 [ 29.24216474  -2.23698145   0.           0.        ]]",[ 1.1310374 -0.2027132],[-0.96773493 -0.79363364],[ 0.59399986 -0.69194365],-1.73308,"[-1.21342565  0.38374717  0.9246556  -1.15743856 -1.40905217 -0.66715622
  0.63713279 -0.53083163  0.4542707   1.60302541  0.        ]",-0.265880420837
11,"[[  3.0950667   -1.08901109  -0.16373796  -0.07579694]
 [ 32.62119754  -2.99266207   0.           0.        ]]",[ 1.1424374  -0.81271701],[-0.96773493 -0.79363364],[ 0.64010406 -0.45965478],-1.35811,"[-1.50663619  0.28982084  0.09018463 -1.18891253 -1.40905127 -0.66715601
  0.68512112 -0.69158956 -0.02976657  1.1772931   0.        ]",-0.181037970343
12,"[[  3.78073398  -1.18052181  -0.16373796  -0.07579694]
 [ 35.93465506  -6.14769935   0.           0.        ]]",[ 0.95647635 -0.24061059],[-0.96773493 -0.79363364],[ 0.80603385  0.36616796],-1.28947,"[-1.23534087  0.11944225 -0.84992044 -1.23670025 -1.40905038 -0.66715581
  0.73217814 -1.3627691  -0.19661104  0.48879841  0.        ]",-0.0736279834826
13,"[[  4.53028737  -1.31176528  -0.16373796  -0.07579694]
 [ 39.01053993  -6.97367601   0.           0.        ]]",[ 0.51911574  1.2466543 ],[-0.96773493 -0.79363364],[ 1.03712928  0.83951843],-1.37574,"[-0.3764286  -0.13595878 -1.41566324 -1.28844406 -1.40904948 -0.6671556
  0.77586117 -1.53848041  0.07937404 -0.17708394  0.        ]",-0.0474732265944
14,"[[  5.32337306  -1.41006254  -0.16373796  -0.07579694]
 [ 40.29359239  -2.86962683   0.           0.        ]]",[ 1.71893414  0.81486359],[-0.96773493 -0.79363364],[ 1.28731465  0.65658092],-1.45344,"[ 0.66664419 -0.33342263 -1.17533286 -1.31376452 -1.40904858 -0.66715539
  0.79408263 -0.66541415  0.707038   -0.50938848  0.        ]",-0.164616057135
15,"[[  6.16095013  -1.43444518  -0.16373796  -0.07579694]
 [ 43.45341387   0.4205983    0.           0.        ]]",[ 1.2195743   0.86189522],[-0.96773493 -0.79363364],[ 1.52123916  0.51183724],-1.59513,"[ 1.24550364 -0.38296968 -0.1560777  -1.31822707 -1.40904768 -0.66715519
  0.83895768  0.03452487  1.42895464 -0.27574181  0.        ]",-0.26857748272
