timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.09673896 -0.02326831  0.03483223  0.18387922]
 [ 0.00046783 -0.00287729  0.          0.        ]]",-2.17606,"[ 1.25176092  1.43580403 -0.11757521 -0.11868357  0.3053966   1.60266643
  0.21128041 -0.05160552  0.89483254 -1.31163653  0.        ]",[ 1.30468643  1.20117927],[ 1.92276255  1.00000094],[-1.07689738 -0.89381611],-0.270133704658
1,"[[-0.05705464  0.01638711  0.03483223  0.18387922]
 [ 3.95480316  3.95523342  0.          0.        ]]",-2.20574,"[ 1.25597612  1.43609798 -0.05978706 -0.07016762  0.30539654  1.60266544
  0.26657129  0.81007779  0.90074491 -1.23067738  0.        ]",[ 0.98419225  1.39006293],[ 0.82150707  1.38040865],[-1.07689738 -0.89381611],-0.261254248604
2,"[[ 0.05384771  0.13442152  0.03483223  0.18387922]
 [ 7.12490077  7.83527684  0.          0.        ]]",-2.18957,"[ 1.25622136  1.41690066  0.10211455  0.07375648  0.30539648  1.60266446
  0.31089667  1.65476501  0.88995198 -0.99931822  0.        ]",[ 0.8494159   1.08757758],[ 0.64268601  1.46165655],[-1.07689738 -0.89381611],-0.234293528101
3,"[[  0.22042782   0.32928869   0.03483223   0.18387922]
 [  9.52520278  11.6387544    0.           0.        ]]",-2.15386,"[ 1.22476358  1.32032768  0.3428598   0.30543456  0.30539642  1.60266347
  0.34445849  2.48278153  0.79264713 -0.65773552  0.        ]",[ 0.93172538  0.14241751],[ 0.9956848  0.0614099],[-1.07689738 -0.89381611],-0.188245727971
4,"[[  0.44856879   0.56217552   0.03483223   0.18387922]
 [ 13.27652018  11.6498634    0.           0.        ]]",-2.10705,"[ 1.12140834  1.10393454  0.65693314  0.56195655  0.30539637  1.60266248
  0.3969107   2.48519689  0.54060566 -0.29141454  0.        ]",[ 1.10646796 -0.11154309],[ 1.04512395 -0.42253337],[-1.07689738 -0.89381611],-0.123164595263
5,"[[  0.75117607   0.77605399   0.03483223   0.18387922]
 [ 16.97197061   9.74427729   0.           0.        ]]",-2.04551,"[ 0.88605572  0.81790015  1.02036492  0.76682412  0.30539631  1.6026615
  0.44858174  2.07034838  0.1247927  -0.02524144  0.        ]",[ 1.28878427 -0.06463274],[ 0.76220862 -0.06188625],[-1.07689738 -0.89381611],-0.0434293966986
6,"[[  1.11751915   0.96652644   0.03483223   0.18387922]
 [ 19.65348717   9.3043659    0.           0.        ]]",-1.9385,"[ 0.48089063  0.50355202  1.33661229  0.91664268  0.30539625  1.60266051
  0.48607559  1.97457793 -0.39362234  0.02330429  0.        ]",[ 1.31403136 -0.44610494],[ 0.88442915 -0.44219751],[-1.07689738 -0.89381611],-0.045088013047
7,"[[  1.54182013   1.13317315   0.03483223   0.18387922]
 [ 22.7662517    7.36667197   0.           0.        ]]",-2.05219,"[-0.08465373  0.19168412  1.48349521  1.01800453  0.30539619  1.60265952
  0.52959929  1.55274096 -0.89453453 -0.20895988  0.        ]",[ 1.2270124  -0.57235676],[ 1.41150246 -0.73436751],[-1.07689738 -0.89381611],-0.134652866081
8,"[[  2.03234863   1.24983641   0.03483223   0.18387922]
 [ 26.27483778   4.3097235    0.           0.        ]]",-2.15209,"[-0.74059931 -0.04228171  1.33127303  1.07082563  0.30539614  1.60265854
  0.57865751  0.88724303 -1.2364478  -0.69106788  0.        ]",[ 1.08944094 -0.14126256],[ 1.17418356 -0.17015523],[-1.07689738 -0.89381611],-0.217934869399
9,"[[  2.59234393   1.32837546   0.03483223   0.18387922]
 [ 29.71324508   3.54659001   0.           0.        ]]",-2.29443,"[-1.30425752 -0.20520894  0.78600506  1.09753069  0.30539608  1.60265755
  0.62673445  0.72110869 -1.29595448 -1.32608665  0.        ]",[ 1.11642623 -0.05207273],[ 1.50038515  0.23337502],[-1.07689738 -0.89381611],-0.288141851381
10,"[[  3.22042299   1.40782645   0.03483223   0.18387922]
 [ 33.08352175   4.39552832   0.           0.        ]]",-2.41345,"[-1.50336975 -0.37327678 -0.09152122  1.11709455  0.30539602  1.60265656
  0.67385874  0.90592229 -0.97452252 -1.91751482  0.        ]",[ 1.37312841 -0.27903736],[ 1.24270667 -0.64330779],[-1.07689738 -0.89381611],-0.333899954685
11,"[[  3.91524699e+00   1.46924961e+00   3.48322297e-02   1.83879220e-01]
 [  3.63877513e+01   1.75542302e+00   0.00000000e+00   0.00000000e+00]]",-2.09209,"[-1.11402528 -0.50478024 -0.99710568  1.12700318  0.30539596  1.60265558
  0.72005953  0.33117124 -0.3514267  -2.16373224  0.        ]",[ 1.81202137  0.29186651],[ 1.82514574 -0.3170933 ],[-1.07689738 -0.89381611],-0.341934703004
12,"[[  4.67549091e+00   1.49134489e+00   3.48322297e-02   1.83879220e-01]
 [  3.96257906e+01   4.58252253e-01   0.00000000e+00   0.00000000e+00]]",-1.65798,"[-0.17573536 -0.55231289 -1.43611297  1.12944591  0.30539591  1.60265459
  0.76533481  0.04877708  0.28770276 -1.88690393  0.        ]",[ 2.40130496  0.30533096],[ 2.33114646  0.208507  ],[-1.07689738 -0.89381611],-0.304899818093
13,"[[  5.49984726e+00   1.50862465e+00   3.48322297e-02   1.83879220e-01]
 [  4.27993318e+01   1.26684072e+00   0.00000000e+00   0.00000000e+00]]",-1.55226,"[ 0.8551833  -0.58954556 -1.0071748   1.13094131  0.30539585  1.6026536
  0.80970822  0.22480682  0.56783003 -1.15014229  0.        ]",[ 2.72657323  0.22275279],[ 3.36046539  0.35307757],[-1.07689738 -0.89381611],-0.216652212951
14,"[[  6.38704783e+00   1.54764763e+00   3.48322297e-02   1.83879220e-01]
 [  4.59104747e+01   2.63071526e+00   0.00000000e+00   0.00000000e+00]]",-1.95065,"[ 1.25077307 -0.67375875  0.17493074  1.13297696  0.30539579  1.60265262
  0.85320914  0.52172237  0.19960391 -0.39735762  0.        ]",[ 2.54669714  0.0930392 ],[ 2.22268372  0.54100514],[-1.07689738 -0.89381611],-0.0847874372266
15,"[[  7.33586054e+00   1.62113129e+00   3.48322297e-02   1.83879220e-01]
 [  4.89608290e+01   4.71051940e+00   0.00000000e+00   0.00000000e+00]]",-1.81751,"[ 0.56018207 -0.83244367  1.29240531  1.13175468  0.30539573  1.60265163
  0.89586007  0.97449574 -0.61980594 -0.2919452   0.        ]",[ 1.97225618 -0.58143187],[ 2.16026412 -0.48823892],[-1.07689738 -0.89381611],-0.0960062001368
16,"[[  8.34508653e+00   1.69489647e+00   3.48322297e-02   1.83879220e-01]
 [  5.19516713e+01   2.67259255e+00   0.00000000e+00   0.00000000e+00]]",-1.90938,"[-0.77691737 -0.99114533  1.31148183  1.1238943   0.30539567  1.60265065
  0.93767886  0.53083862 -1.13961312 -1.00742201  0.        ]",[ 1.50639117 -0.01760337],[ 1.81977427 -0.28211195],[-1.07689738 -0.89381611],-0.234226086965
17,"[[  9.41352732e+00   1.73648494e+00   3.48322297e-02   1.83879220e-01]
 [  5.48825634e+01   1.48998828e+00   0.00000000e+00   0.00000000e+00]]",-2.03274,"[-1.50757671 -1.08003436  0.03993242  1.11654728  0.30539562  1.60264966
  0.97865938  0.2733854  -0.82233777 -1.85401606  0.        ]",[ 1.64459813  0.28662765],[ 1.43864129  0.0972528 ],[-1.07689738 -0.89381611],-0.314390445172
18,"[[  1.05399995e+01   1.76971502e+00   3.48322297e-02   1.83879220e-01]
 [  5.77551304e+01   1.83166786e+00   0.00000000e+00   0.00000000e+00]]",-1.83736,"[-0.73318503 -1.15062301 -1.28813743  1.10917611  0.30539556  1.60264867
  1.01882434  0.34776905  0.03368161 -1.91904929  0.        ]",[ 2.36055923 -0.3229472 ],[ 2.07324374 -0.74588934],[-1.07689738 -0.89381611],-0.302861266771
19,"[[  1.17233537e+01   1.77620173e+00   3.48322297e-02   1.83879220e-01]
 [  6.05706547e+01  -1.17321571e+00   0.00000000e+00   0.00000000e+00]]",-1.61593,"[ 0.79523455 -1.16434939 -1.06706689  1.1075821   0.3053955   1.60264769
  1.05819168 -0.30639481  0.44325977 -1.07768347  0.        ]",[ 2.80643892  0.31393838],[ 3.12760226  0.03815358],[-1.07689738 -0.89381611],-0.195947868272
20,"[[  1.29624453e+01   1.75432142e+00   3.48322297e-02   1.83879220e-01]
 [  6.33293161e+01  -1.01559766e+00   0.00000000e+00   0.00000000e+00]]",-1.83957,"[ 1.15116164 -1.11797608  0.58700295  1.11275487  0.30539544  1.6026467
  1.09676391 -0.27208127 -0.14510897 -0.32946569  0.        ]",[ 2.35261297  1.06417346],[ 2.50238303  1.34299521],[-1.07689738 -0.89381611],-0.053339031817
21,"[[  1.42561647e+01   1.77375906e+00   3.48322297e-02   1.83879220e-01]
 [  6.60340034e+01   2.94592215e+00   0.00000000e+00   0.00000000e+00]]",-1.77217,"[-0.28889876 -1.15918157  1.4737784   1.10818726  0.30539539  1.60264571
  1.13458143  0.59034274 -1.01738236 -0.7527265   0.        ]",[ 1.72555673 -0.02088395],[ 2.11209953 -0.11381946],[-1.07689738 -0.89381611],-0.19253744957
22,"[[  1.56034615e+01   1.82737728e+00   3.48322297e-02   1.83879220e-01]
 [  6.86867954e+01   2.41745460e+00   0.00000000e+00   0.00000000e+00]]",-1.95497,"[-1.50011964 -1.27194671  0.17585851  1.09324714  0.30539533  1.60264473
  1.17167329  0.47529507 -0.82067407 -1.79470029  0.        ]",[ 1.71104991  0.11015281],[ 1.42353866  0.1212259 ],[-1.07689738 -0.89381611],-0.305711265688
23,"[[  1.70032859e+01   1.87985674e+00   3.48322297e-02   1.83879220e-01]
 [  7.12870404e+01   2.82892266e+00   0.00000000e+00   0.00000000e+00]]",-1.69401,"[-0.50088376 -1.38079317 -1.382037    1.07533003  0.30539527  1.60264374
  1.20803038  0.56487169  0.15336687 -1.75782146  0.        ]",[ 2.56396437 -0.68167889],[ 2.72101494 -0.79522033],[-1.07689738 -0.89381611],-0.280536480143
24,"[[  1.84545985e+01   1.90406364e+00   3.48322297e-02   1.83879220e-01]
 [  7.38354113e+01  -3.97701719e-01   0.00000000e+00   0.00000000e+00]]",-1.7676,"[ 1.15175737 -1.43040798 -0.53849567  1.06598039  0.30539521  1.60264275
  1.24366211 -0.13756571  0.24955153 -0.70904524  0.        ]",[ 2.78053212  0.26115781],[ 2.95559444  0.25891121],[-1.07689738 -0.89381611],-0.129611912529
25,"[[  1.99563575e+01   1.90624289e+00   3.48322297e-02   1.83879220e-01]
 [  7.63322724e+01   6.12006941e-01   0.00000000e+00   0.00000000e+00]]",-1.51354,"[ 0.4941821  -1.43485403  1.32968053  1.065105    0.30539516  1.60264177
  1.27857358  0.0822483  -0.71209311 -0.50283009  0.        ]",[ 2.03709602  0.71400851],[ 2.20760587  1.36764977],[-1.07689738 -0.89381611],-0.127635981949
