timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.07938525  0.02742352 -0.04930893  0.17482014]
 [-0.00050654 -0.00127061  0.          0.        ]]",[ 2.52049493 -0.26783638],[-1.01885176 -0.85375458],[ 2.86062765 -0.64432418],-2.08587,"[ 1.25292114  1.40740525  0.13891869 -0.05718292 -0.41883899  1.50288359
  0.21907659 -0.05271816  1.39144968 -0.97217828  0.        ]",-0.301378887192
1,"[[ 0.11906986  0.01674235 -0.04930893  0.17482014]
 [ 3.95579314 -1.06330165  0.          0.        ]]",[ 3.60744191 -0.74823094],[-1.01885176 -0.85375458],[ 2.93716002 -0.76026452],-2.03165,"[ 1.24748647  1.4078999   0.19662478 -0.07033457 -0.4188389   1.50288264
  0.27487558 -0.28109892  1.38685917 -0.92667019  0.        ]",-0.297104000012
2,"[[ 0.23710267 -0.03405321 -0.04930893  0.17482014]
 [ 7.83456959 -4.00643905  0.          0.        ]]",[ 3.01004743 -0.53917029],[-1.01885176 -0.85375458],[ 3.06186962 -0.77312744],-2.11762,"[ 1.21859949  1.40697557  0.36629158 -0.13288531 -0.4188388   1.50288168
  0.32958119 -0.91399559  1.36719523 -0.80574544  0.        ]",-0.285173648242
3,"[[  0.43193801  -0.1348208   -0.04930893   0.17482014]
 [ 11.63631403  -6.06344663   0.           0.        ]]",[ 3.68875242 -0.30006553],[-1.01885176 -0.85375458],[ 3.05616522 -0.55609167],-2.13573,"[ 1.13031477  1.38912914  0.63481585 -0.25649624 -0.4188387   1.50288072
  0.38320035 -1.35633707  1.31447211 -0.62406026  0.        ]",-0.265191402717
4,"[[  0.70205089  -0.26681936  -0.04930893   0.17482014]
 [ 15.3625943   -7.13280512   0.           0.        ]]",[ 3.11630165 -0.6353675 ],[-1.01885176 -0.85375458],[ 2.92080498 -0.15181503],-2.15058,"[ 0.93037935  1.33385499  0.96677814 -0.41568297 -0.41883861  1.50287976
  0.43575517 -1.58629252  1.19720369 -0.38803316  0.        ]",-0.234280387129
5,"[[  1.04595711  -0.43331044  -0.04930893   0.17482014]
 [ 19.01592046  -9.50830904   0.           0.        ]]",[ 2.92694035  0.56987987],[-1.01885176 -0.85375458],[ 2.74674511  0.73842847],-2.14107,"[ 0.56759418  1.21403987  1.28773026 -0.60807482 -0.41883851  1.50287881
  0.48728104 -2.09712227  0.98507149 -0.13953428  0.        ]",-0.191058408973
6,"[[  1.46219086  -0.59895238  -0.04930893   0.17482014]
 [ 22.59559446  -7.06391724   0.           0.        ]]",[ 2.42871414  0.7310643 ],[-1.01885176 -0.85375458],[ 2.33922958  0.20630053],-1.75126,"[ 0.02478017  1.04250314  1.47581734 -0.78530193 -0.41883842  1.50287785
  0.53776812 -1.57147584  0.64465656  0.07295454  0.        ]",-0.131903581647
7,"[[  1.94930806  -0.70978139  -0.04930893   0.17482014]
 [ 26.10445126  -4.02897129   0.           0.        ]]",[ 2.73669057 -0.32340529],[-1.01885176 -0.85375458],[ 1.86207592 -0.68852985],-1.32874,"[-0.63587465  0.90086408  1.38098235 -0.89354761 -0.41883832  1.50287689
  0.58725639 -0.91883675  0.1524844   0.1621263   0.        ]",-0.0529754446799
8,"[[  2.50592151  -0.80239838  -0.04930893   0.17482014]
 [ 29.54550216  -5.22858395   0.           0.        ]]",[ 0.54105576 -0.50634363],[-1.01885176 -0.85375458],[ 1.50208294 -0.22687501],-1.11484,"[-1.23737302  0.7674227   0.89068449 -0.97650425 -0.41883822  1.50287594
  0.63578833 -1.17680249 -0.40060432 -0.0204469   0.        ]",-0.0461615422066
9,"[[  3.11246156  -0.92602305  -0.04930893   0.17482014]
 [ 31.10339794  -7.12744168   0.           0.        ]]",[ 1.07149489  0.53437711],[-1.01885176 -0.85375458],[ 1.38118935  0.50106335],-1.12441,"[-1.50679053  0.57001964  0.0655901  -1.07529186 -0.41883813  1.50287498
  0.6577605  -1.58513424 -0.80405144 -0.50471766  0.        ]",-0.140627375754
10,"[[  3.76806031  -1.04589905  -0.04930893   0.17482014]
 [ 34.44535062  -4.86748964   0.           0.        ]]",[ 1.32936751  0.16890554],[-1.01885176 -0.85375458],[ 1.45718586  0.14267927],-1.46439,"[-1.24487769  0.36016712 -0.83377721 -1.15674868 -0.41883803  1.50287402
  0.70489474 -1.09915088 -0.91009927 -1.18642647  0.        ]",-0.230339659825
11,"[[  4.48983915  -1.13553235  -0.04930893   0.17482014]
 [ 37.72164052  -4.09819896   0.           0.        ]]",[ 1.34757019 -0.10163855],[-1.01885176 -0.85375458],[ 1.76579285  0.19715917],-1.91502,"[-0.43015412  0.19320981 -1.40233666 -1.20771588 -0.41883793  1.50287307
  0.75110287 -0.93372133 -0.60434568 -1.87056081  0.        ]",-0.306284039436
12,"[[  5.27649808  -1.22066833  -0.04930893   0.17482014]
 [ 40.93361326  -4.41412767   0.           0.        ]]",[ 1.92410739  0.7443735 ],[-1.01885176 -0.85375458],[ 2.32435513  0.62037218],-2.07888,"[ 0.61402732  0.02802259 -1.21195539 -1.24782857 -0.41883784  1.50287211
  0.79640386 -1.00165863  0.07878033 -2.19611991  0.        ]",-0.348284531116
13,"[[  6.12675061  -1.27843669  -0.04930893   0.17482014]
 [ 44.08102663  -1.37262677   0.           0.        ]]",[ 2.15544473  0.67351323],[-1.01885176 -0.85375458],[ 2.62895584  0.49270612],-2.09221,"[ 1.24039419 -0.08711119 -0.20465755 -1.27028944 -0.41883774  1.50287115
  0.84079429 -0.34761045  0.8293614  -1.89495116  0.        ]",-0.34087899898
14,"[[  7.03931864  -1.27878169  -0.04930893   0.17482014]
 [ 47.16533355   1.32932093   0.           0.        ]]",[ 2.05799504 -0.44453054],[-1.01885176 -0.85375458],[ 2.48027992 -0.29091331],-1.94521,"[ 0.88058202 -0.08780523  1.02571326 -1.27041118 -0.41883765  1.5028702
  0.88429465  0.23341977  1.14985497 -1.01029508  0.        ]",-0.270575564474
15,"[[  8.01296630e+00  -1.27003022e+00  -4.93089294e-02   1.74820138e-01]
 [  5.01894771e+01  -4.48047963e-01   0.00000000e+00   0.00000000e+00]]",[ 1.77264598  0.2919265 ],[-1.01885176 -0.85375458],[ 1.91824615 -0.20181018],-1.34332,"[-0.34389592 -0.07022207  1.46599641 -1.26726252 -0.41883755  1.50286924
  0.92694644 -0.14878793  0.64705733 -0.15389324  0.        ]",-0.134843400275
16,"[[  9.04649264e+00  -1.26720275e+00  -4.93089294e-02   1.74820138e-01]
 [  5.31532009e+01   7.27092313e-01   0.00000000e+00   0.00000000e+00]]",[ 1.12581867 -1.32521594],[-1.01885176 -0.85375458],[ 1.4461416  -0.76708436],-1.0249,"[-1.40964549 -0.06455132  0.56276039 -1.26622553 -0.41883745  1.50286828
  0.96874605  0.1039158  -0.33988263 -0.15978738  0.        ]",-0.045262905422
17,"[[  1.01387198e+01  -1.29241842e+00  -4.93089294e-02   1.74820138e-01]
 [  5.60601296e+01  -3.23521167e+00   0.00000000e+00   0.00000000e+00]]",[ 1.06607813  0.14340744],[-1.01885176 -0.85375458],[ 1.50233006  0.38828516],-1.34993,"[-1.16979393 -0.11529546 -0.93392842 -1.2751344  -0.41883736  1.50286732
  1.0097446  -0.74814334 -0.82881307 -1.13210231  0.        ]",-0.215568034685
18,"[[  1.12885094e+01  -1.35065257e+00  -4.93089294e-02   1.74820138e-01]
 [  5.89093252e+01  -2.59007890e+00   0.00000000e+00   0.00000000e+00]]",[ 2.28384142  1.17821285],[-1.01885176 -0.85375458],[ 2.06318283  0.57742596],-1.95803,"[ 0.27411423 -0.23383455 -1.37612243 -1.29282397 -0.41883726  1.50286637
  1.04992886 -0.60941292 -0.23523145 -2.05597315  0.        ]",-0.3250336971
19,"[[  1.24947027e+01  -1.36206558e+00  -4.93089294e-02   1.74820138e-01]
 [  6.17003762e+01   1.43561104e+00   0.00000000e+00   0.00000000e+00]]",[ 2.3185357   0.11805731],[-1.01885176 -0.85375458],[ 2.55650806  0.22228946],-2.0182,"[ 1.25372547 -0.25726136 -0.08162098 -1.29581441 -0.41883716  1.50286541
  1.08929302  0.25627718  0.83577458 -1.84097052  0.        ]",-0.334027264795
20,"[[  1.37561560e+01  -1.32878797e+00  -4.93089294e-02   1.74820138e-01]
 [  6.44357802e+01   1.89085461e+00   0.00000000e+00   0.00000000e+00]]",[ 2.34031159 -1.22362155],[-1.01885176 -0.85375458],[ 2.25034857 -0.61493766],-1.645,"[ 0.38897876 -0.18912365  1.37962861 -1.28665546 -0.41883707  1.50286445
  1.12787231  0.35417336  1.02056561 -0.60152627  0.        ]",-0.218287008939
21,"[[  1.50717894e+01  -1.33090045e+00  -4.93089294e-02   1.74820138e-01]
 [  6.71189903e+01  -2.08858622e+00   0.00000000e+00   0.00000000e+00]]",[ 1.7360115   0.81651642],[-1.01885176 -0.85375458],[ 1.49324882  0.05944392],-0.938409,"[-1.23695908 -0.19343324  0.89127583 -1.28727563 -0.41883697  1.5028635
  1.16571541 -0.50157151 -0.06442644 -0.06853527  0.        ]",-0.0179569845349
22,"[[  1.64405468e+01  -1.33962902e+00  -4.93089294e-02   1.74820138e-01]
 [  6.97476858e+01   1.20501711e+00   0.00000000e+00   0.00000000e+00]]",[ 1.50938144 -0.45978147],[-1.01885176 -0.85375458],[ 1.56340396 -0.18684795],-1.34495,"[-1.15273933 -0.21126363 -0.95435073 -1.2897836  -0.41883688  1.50286254
  1.20278962  0.20669001 -0.81118571 -1.12434715  0.        ]",-0.212920841713
23,"[[  1.78613585e+01  -1.33382916e+00  -4.93089294e-02   1.74820138e-01]
 [  7.23250855e+01  -6.18696307e-01   0.00000000e+00   0.00000000e+00]]",[ 2.77826844  0.70755423],[-1.01885176 -0.85375458],[ 2.25292397  0.43266809],-1.97719,"[ 0.63549902 -0.19941165 -1.19729807 -1.28812618 -0.41883678  1.50286158
  1.23914031 -0.18548418  0.04117161 -2.14659082  0.        ]",-0.339977994582
24,"[[  1.93331976e+01  -1.31774999e+00  -4.93089294e-02   1.74820138e-01]
 [  7.48501087e+01   2.21740947e+00   0.00000000e+00   0.00000000e+00]]",[ 3.19080282 -0.1954251 ],[-1.01885176 -0.85375458],[ 2.58077335 -0.37021825],-1.8798,"[ 1.09873163 -0.16664203  0.70258607 -1.28332208 -0.41883668  1.50286063
  1.27475224  0.42439652  1.11666191 -1.32173887  0.        ]",-0.298076576764
25,"[[  2.08550333e+01  -1.28137156e+00  -4.93089294e-02   1.74820138e-01]
 [  7.73252960e+01   1.42330230e+00   0.00000000e+00   0.00000000e+00]]",[ 2.11744781 -2.02037474],[-1.01885176 -0.85375458],[ 1.75621867 -1.11026275],-1.13765,"[-0.70717779 -0.09301713  1.34852257 -1.2713182  -0.41883659  1.50285967
  1.30966126  0.25363034  0.39683539 -0.05136835  0.        ]",-0.0903016931031
26,"[[  2.24259006e+01  -1.29266757e+00  -4.93089294e-02   1.74820138e-01]
 [  7.97537733e+01  -2.53941311e+00   0.00000000e+00   0.00000000e+00]]",[ 1.09732482  1.06374685],[-1.01885176 -0.85375458],[ 1.49514806  0.24810542],-1.06704,"[-1.37878461 -0.11579829 -0.59249719 -1.2752127  -0.41883649  1.50285871
  1.34391143 -0.59851856 -0.79909917 -0.83500332  0.        ]",-0.175289668423
27,"[[  2.40448454e+01  -1.30295701e+00  -4.93089294e-02   1.74820138e-01]
 [  8.21323380e+01   1.49730314e+00   0.00000000e+00   0.00000000e+00]]",[ 1.69001428  0.24729673],[-1.01885176 -0.85375458],[ 2.21159792  0.29894474],-1.9831,"[ 0.51683205 -0.13661354 -1.27126879 -1.2786286  -0.4188364   1.50285776
  1.37745759  0.26954382 -0.04096737 -2.14470594  0.        ]",-0.338769581434
28,"[[  2.57108756e+01  -1.26320194e+00  -4.93089294e-02   1.74820138e-01]
 [  8.44627915e+01   2.47515735e+00   0.00000000e+00   0.00000000e+00]]",[ 2.36673108 -0.98442681],[-1.01885176 -0.85375458],[ 2.60650873 -0.66478777],-1.84494,"[ 1.03262385 -0.05653531  0.82162617 -1.26473516 -0.4188363   1.5028568
  1.41032516  0.4798232   1.15495523 -1.19362348  0.        ]",-0.289210564019
29,"[[  2.74230681e+01  -1.25300508e+00  -4.93089294e-02   1.74820138e-01]
 [  8.67493071e+01  -1.44216030e+00   0.00000000e+00   0.00000000e+00]]",[ 2.11040501 -0.45770756],[-1.01885176 -0.85375458],[ 1.63790417 -0.56980526],-0.980655,"[-1.03604721 -0.03615281  1.1221671  -1.26087128 -0.4188362   1.50285584
  1.44257297 -0.36256375  0.10066772 -0.0106998   0.        ]",-0.0396468471048
30,"[[  2.91805547e+01  -1.29943339e+00  -4.93089294e-02   1.74820138e-01]
 [  8.89921054e+01  -3.19447404e+00   0.00000000e+00   0.00000000e+00]]",[ 1.49613691  1.14314427],[-1.01885176 -0.85375458],[ 1.6300596   0.39808983],-1.36805,"[-0.97756529 -0.1294786  -1.12736017 -1.2774708  -0.41883611  1.50285489
  1.47420415 -0.73938429 -0.80286013 -1.33191599  0.        ]",-0.240155625868
31,"[[  3.09824381e+01  -1.32262694e+00  -4.93089294e-02   1.74820138e-01]
 [  9.11884246e+01   8.61918390e-01   0.00000000e+00   0.00000000e+00]]",[ 2.09110708  0.36847393],[-1.01885176 -0.85375458],[ 2.54028368  0.3309989 ],-1.98977,"[ 1.12941787 -0.17656729 -0.59082145 -1.28480706 -0.41883601  1.50285393
  1.50517975  0.13290983  0.57475168 -2.05843876  0.        ]",-0.346317328882
32,"[[  3.28277936e+01  -1.29057076e+00  -4.93089294e-02   1.74820138e-01]
 [  9.33397546e+01   2.33900357e+00   0.00000000e+00   0.00000000e+00]]",[ 2.43794854 -1.29157604],[-1.01885176 -0.85375458],[ 2.17634678 -1.16609561],-1.40182,"[ 0.09371743 -0.11156377  1.46600883 -1.27449716 -0.41883591  1.50285297
  1.53552077  0.45054492  0.89617643 -0.38102559  0.        ]",-0.185285168699
