timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.09145174 -0.0528203  -0.09300654 -0.10861131]
 [-0.00027665  0.00227288  0.          0.        ]]",[-1.40449237 -2.67797018],[-0.55870891 -0.30886373],[-1.42397594 -1.17002738],-0.669723,"[ 1.20995125  1.16304018 -0.12069269 -0.43681874 -0.79119478 -0.9416955
  0.28923818 -0.11604003  1.66972553  0.57856984  0.        ]",-0.312840624814
1,"[[-0.13113234 -0.0924877  -0.09300654 -0.10861131]
 [-3.95462644 -3.95582595  0.          0.        ]]",[-2.22875693 -2.74885675],[-0.55870891 -0.30886373],[-1.39868355 -0.69217521],-0.723244,"[ 1.20388114  1.15899361 -0.17891359 -0.49843543 -0.79119371 -0.94169401
  0.22067681 -0.78017735  1.65738021  0.49410721  0.        ]",-0.307747190182
2,"[[-0.24911613 -0.21053104 -0.09300654 -0.10861131]
 [-7.83088257 -7.83557741  0.          0.        ]]",[ 0.16608042  0.19403988],[-0.55870891 -0.30886373],[-1.34376049 -0.14187235],-0.985821,"[ 1.17319631  1.13398072 -0.34987509 -0.68008225 -0.79119263 -0.94169253
  0.15346946 -1.43116621  1.59126861  0.25128252  0.        ]",-0.290639381677
3,"[[-0.39759322 -0.35797982 -0.09300654 -0.10861131]
 [-7.01953161 -6.91237193  0.          0.        ]]",[-0.55167534 -0.03346908],[-0.55870891 -0.30886373],[-1.32377243 -0.20821992],-0.762426,"[ 1.10829387  1.07594882 -0.55754505 -0.90032533 -0.79119156 -0.94169104
  0.16753667 -1.27625676  1.45043477 -0.02335026  0.        ]",-0.265329860628
4,"[[-0.55849046 -0.4961752  -0.09300654 -0.10861131]
 [-9.06341815 -6.907174    0.          0.        ]]",[-0.71201575  0.25815112],[-0.55870891 -0.30886373],[-1.3291142  -0.10435224],-0.548571,"[ 1.00648481  0.99560726 -0.76824629 -1.09608144 -0.79119049 -0.94168956
  0.13209923 -1.27538179  1.24935355 -0.25623176  0.        ]",-0.235530338743
5,"[[ -0.76623006  -0.62267914  -0.09300654  -0.10861131]
 [-11.70177715  -5.74706662   0.           0.        ]]",[-2.52219057 -0.23628937],[-0.55870891 -0.30886373],[-1.3681674  -0.12506256],-0.296272,"[ 0.83089308  0.90136827 -1.00967386 -1.2629682  -0.79118941 -0.94168808
  0.0863547  -1.08072309  0.96358838 -0.45101985  0.        ]",-0.197380277498
6,"[[ -1.03763963  -0.7458488   -0.09300654  -0.10861131]
 [-15.42685021  -6.56712112   0.           0.        ]]",[-1.98955537  0.28329226],[-0.55870891 -0.30886373],[-1.37248397  0.15592876],-0.0677669,"[ 0.53861037  0.79207801 -1.25739898 -1.41152759 -0.79118834 -0.94168659
  0.02176849 -1.21831913  0.57355483 -0.55975974  0.        ]",-0.147574342832
7,"[[ -1.38282185  -0.86461164  -0.09300654  -0.10861131]
 [-19.07923349  -5.31327317   0.           0.        ]]",[-0.97814405 -1.00098927],[-0.55870891 -0.30886373],[-1.4103756   0.20845667],0.158614,"[ 0.09609505  0.67187427 -1.43631137 -1.53962887 -0.79118726 -0.94168511
 -0.04155741 -1.00793189  0.10195816 -0.49472541  0.        ]",-0.086702485949
8,"[[ -1.79944803  -1.00952472  -0.09300654  -0.10861131]
 [-22.57198105  -9.16510325   0.           0.        ]]",[-1.57689892 -0.32725061],[-0.55870891 -0.30886373],[-1.43114114  0.88073725],0.140971,"[-0.47330014  0.50799256 -1.42388786 -1.67316159 -0.79118619 -0.94168362
 -0.10211551 -1.65423264 -0.36143316 -0.15270103  0.        ]",-0.0417287371888
9,"[[ -2.28612439  -1.2039759   -0.09300654  -0.10861131]
 [-26.08414043 -10.27618841   0.           0.        ]]",[-1.50098115  1.6421082 ],[-0.55870891 -0.30886373],[-1.48067236  1.14736557],0.0142132,"[-1.0642657   0.26412959 -1.1003983  -1.80849626 -0.79118511 -0.94168214
 -0.16301017 -1.84065671 -0.61807842  0.49099422  0.        ]",-0.103765749095
