timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.04379041  0.04884165  0.14531994 -0.12885277]
 [ 0.00373094  0.00324713  0.          0.        ]]",-2.14918,"[ 1.25533438  1.4022543   0.08559844 -0.03472362  1.26298398 -1.11674483
  0.22244673 -0.0554755   0.24817563  0.93248712  0.        ]",[-2.89122772  2.28950739],[-2.19871766  2.6892113 ],[-0.99162281 -0.83809906],-0.157084452771
1,"[[ 0.00415832  0.08864921  0.14531994 -0.12885277]
 [-3.95375901  3.96430171  0.          0.        ]]",-2.09176,"[ 1.25664709  1.39658716  0.02770406  0.01425232  1.2629833  -1.11674431
  0.16638127  0.78916727  0.24872525  0.90716397  0.        ]",[-2.72420216  2.18730521],[-2.57455207  2.17894269],[-0.99162281 -0.83809906],-0.153534077027
2,"[[-0.11383809  0.20689054  0.14531994 -0.12885277]
 [-7.83297129  7.84687571  0.          0.        ]]",-2.11703,"[ 1.24771008  1.36053014 -0.14436631  0.1584075   1.26298263 -1.11674379
  0.11142476  1.6170742   0.24489956  0.8316741   0.        ]",[-2.53498602  1.559075  ],[-2.424666    2.00828412],[-0.99162281 -0.83809906],-0.142656643044
3,"[[ -0.30864967   0.40201075   0.14531994  -0.12885277]
 [-11.63555719  11.65242096   0.           0.        ]]",-1.90356,"[ 1.19132734  1.23950878 -0.42227846  0.38762079  1.26298195 -1.11674328
  0.0575538   2.42855324  0.22083146  0.70968872  0.        ]",[-2.2921114   0.58876407],[-2.09309859  0.81586159],[-0.99162281 -0.83809906],-0.123935474309
4,"[[ -0.57875846   0.66516714   0.14531994  -0.12885277]
 [-15.36299568  14.65312689   0.           0.        ]]",-1.71089,"[ 1.03150706  0.96292966 -0.77768768  0.66625192  1.26298128 -1.11674276
  0.00474746  3.06840709  0.15306318  0.54851682  0.        ]",[-2.07250547 -0.69561911],[-2.40306318 -0.56688337],[-0.99162281 -0.83809906],-0.0964348955282
5,"[[ -0.92266404   0.93280171   0.14531994  -0.12885277]
 [-19.01554889  12.11864209   0.           0.        ]]",-1.51169,"[ 0.70877115  0.5666415  -1.14334788  0.89577247  1.2629806  -1.11674224
 -0.04699799  2.52795916  0.01778135  0.33391094  0.        ]",[-2.18057108 -0.82123542],[-2.24608548 -1.13097   ],[-0.99162281 -0.83809906],-0.0561459726705
6,"[[ -1.33889854   1.13303476   0.14531994  -0.12885277]
 [-22.5960637    7.91850926   0.           0.        ]]",-1.46588,"[ 0.19189165  0.21087862 -1.40056606  1.02207695  1.26297992 -1.11674173
 -0.09772288  1.63233828 -0.21636478  0.06916178  0.        ]",[-2.37797189 -0.91512787],[-2.27562853 -1.38169956],[-0.99162281 -0.83809906],-0.017225598831
7,"[[ -1.82603565   1.25009041   0.14531994  -0.12885277]
 [-26.10593696   3.800628     0.           0.        ]]",-1.70873,"[-0.47488977 -0.01433563 -1.39233936  1.07549161  1.26297925 -1.11674121
 -0.14744699  0.75425768 -0.59174392 -0.16769803  0.        ]",[-2.56473088 -1.22999883],[-2.35315981 -1.07217162],[-0.99162281 -0.83809906],-0.083102560365
8,"[[ -2.38267023   1.28559746   0.14531994  -0.12885277]
 [-29.54594305  -0.23661368   0.           0.        ]]",-2.04658,"[-1.12895061 -0.08456347 -0.98395665  1.08855511  1.26297857 -1.11674069
 -0.19618129 -0.10662747 -1.11886143 -0.23216606  0.        ]",[-2.89285946 -1.0688566 ],[-3.00409164 -0.69040184],[-0.99162281 -0.83809906],-0.171909240511
9,"[[ -3.00741712   1.25345273   0.14531994  -0.12885277]
 [-32.91737684  -2.96889259   0.           0.        ]]",-1.90646,"[-1.49591169 -0.02095187 -0.17385433  1.07679125  1.2629779  -1.11674017
 -0.24394414 -0.68924754 -1.6895081   0.05801781  0.        ]",[-3.3962307  -0.47296688],[-3.68316575 -0.79298649],[-0.99162281 -0.83809906],-0.264555300675
10,"[[ -3.69891276   1.16312168   0.14531994  -0.12885277]
 [-36.22098035  -6.05405128   0.           0.        ]]",-1.92406,"[-1.29913122  0.15401895  0.79453764  1.03729713  1.26297722 -1.11673966
 -0.29074604 -1.34711379 -2.02068796  0.7763375   0.        ]",[-3.92196226  1.26211309],[-3.86029754  1.96450868],[-0.99162281 -0.83809906],-0.342019901481
11,"[[ -4.45583902   1.08292496   0.14531994  -0.12885277]
 [-39.46105903  -1.97931958   0.           0.        ]]",-2.03174,"[-0.47664077  0.30378875  1.43511355  0.99448522  1.26297655 -1.11673914
 -0.33664798 -0.47823415 -1.7680077   1.62255282  0.        ]",[-3.8763597   0.73509401],[-3.83494103  1.01152202],[-0.99162281 -0.83809906],-0.374237779395
12,"[[ -5.27693585   1.08340546   0.14531994  -0.12885277]
 [-42.63824984   2.01389061   0.           0.        ]]",-2.11454,"[ 0.61384311  0.30290898  1.25618987  0.99476247  1.26297587 -1.11673862
 -0.38165898  0.37326209 -0.99308864  1.99562173  0.        ]",[-3.56346035  0.18600911],[-3.40844287 -0.08255471],[-0.99162281 -0.83809906],-0.341784706944
13,"[[ -6.16094226   1.11993816   0.14531994  -0.12885277]
 [-45.75201789   1.6404153    0.           0.        ]]",-2.00102,"[ 1.24634171  0.23538379  0.19981921  1.0151311   1.2629752  -1.1167381
 -0.42577148  0.29362362 -0.19223664  1.58633127  0.        ]",[-3.36286354  0.49273545],[-3.33801075 -0.27922465],[-0.99162281 -0.83809906],-0.245390008366
14,"[[ -7.10660261   1.14124972   0.14531994  -0.12885277]
 [-48.80379482   0.49434959   0.           0.        ]]",-1.75825,"[ 0.81386985  0.1954302  -1.05020331  1.02633058  1.26297452 -1.11673759
 -0.46900574  0.049241    0.0301546   0.58857803  0.        ]",[-2.83428884  0.02657965],[-3.50665219  0.25549895],[-0.99162281 -0.83809906],-0.0938929472185
15,"[[ -8.11269729   1.16109848   0.14531994  -0.12885277]
 [-51.79577986   1.48699801   0.           0.        ]]",-1.75137,"[-0.47953704  0.15786607 -1.39104818  1.03630339  1.26297384 -1.11673707
 -0.51139292  0.26090949 -0.62867942 -0.22023836  0.        ]",[-2.8053534  -0.94433761],[-2.36224544 -1.71615406],[-0.99162281 -0.83809906],-0.0919128793625
16,"[[ -9.17802229   1.15071155   0.14531994  -0.12885277]
 [-54.72667006  -2.51256312   0.           0.        ]]",-1.84339,"[-1.46646135  0.17756497 -0.33530899  1.03113925  1.26297317 -1.11673655
 -0.55291457 -0.59194158 -1.67065651 -0.01421054  0.        ]",[-3.49990678 -0.50767887],[-3.2708552  -1.02376485],[-0.99162281 -0.83809906],-0.261287857586
17,"[[-10.30136493   1.06111742   0.14531994  -0.12885277]
 [-57.59769591  -6.43389407   0.           0.        ]]",-1.75438,"[-1.01033058  0.34347449  1.1447344   0.98161746  1.26297249 -1.11673604
 -0.59358811 -1.42811052 -2.00192348  1.20310399  0.        ]",[-4.17719078  2.10124826],[-4.00673452  1.84552842],[-0.99162281 -0.83809906],-0.367668879736
18,"[[-11.48157345   0.97332614   0.14531994  -0.12885277]
 [-60.41409078  -2.35889712   0.           0.        ]]",-1.54617,"[ 0.51991498  0.49818632  1.31373273  0.9247123   1.26297182 -1.11673552
 -0.63348768 -0.55917356 -1.01523191  2.03166535  0.        ]",[-3.99279428  1.78802073],[-4.02184302  2.7253132 ],[-0.99162281 -0.83809906],-0.348463711989
19,"[[-12.71756895   0.96621838   0.14531994  -0.12885277]
 [-63.17655197   1.63461638   0.           0.        ]]",-1.73445,"[ 1.24088611  0.51033457 -0.19847814  0.91975485  1.26297114 -1.116735
 -0.67262317  0.29238808  0.0410127   1.25656881  0.        ]",[-3.31698251  0.62316179],[-3.02343913  0.64171491],[-0.99162281 -0.83809906],-0.195997357302
20,"[[-14.00827675   1.02393947   0.14531994  -0.12885277]
 [-65.88541539   4.12886236   0.           0.        ]]",-1.56234,"[ 0.05185798  0.41001287 -1.42756033  0.95850653  1.26297047 -1.11673448
 -0.71099932  0.82425147 -0.31824621 -0.08515211  0.        ]",[-2.77761292 -0.75039768],[-3.01426483 -0.75183589],[-0.99162281 -0.83809906],-0.035268011141
21,"[[-15.35261267   1.07566739   0.14531994  -0.12885277]
 [-68.53911795   1.05386128   0.           0.        ]]",-1.87093,"[-1.42196486  0.31704775 -0.48678848  0.99025686  1.26296979 -1.11673397
 -0.74859399  0.16854967 -1.63017774 -0.08451482  0.        ]",[-3.4761498  -0.99984515],[-3.54717882 -0.91772098],[-0.99162281 -0.83809906],-0.254829088989
22,"[[-16.74947858   1.05989898   0.14531994  -0.12885277]
 [-71.13848207  -2.6186697    0.           0.        ]]",-1.79779,"[-0.82387971  0.34567726  1.28298948  0.98088161  1.26296912 -1.11673345
 -0.78541883 -0.61456712 -1.93329252  1.38059357  0.        ]",[-4.21755552  0.70748341],[-4.39974368  0.47428662],[-0.99162281 -0.83809906],-0.372746785501
23,"[[-18.19782118   1.02670036   0.14531994  -0.12885277]
 [-73.68745952  -0.70772908   0.           0.        ]]",-1.41684,"[ 0.97329238  0.40512144  0.90801111  0.96027197  1.26296844 -1.11673293
 -0.82152983 -0.20708509 -0.58775584  1.93145247  0.        ]",[-3.92238975  1.1610657 ],[-4.63928697  0.8411256 ],[-0.99162281 -0.83809906],-0.308792187782
