timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.03972608  0.06318589 -0.04879167 -0.08357358]
 [ 0.00076566  0.00149267  0.          0.        ]]",[-1.45734578 -0.74010272],[-0.75940084 -0.49451429],[-1.47585571 -1.02964294],-1.43234,"[ 1.23997726  1.27800334 -0.03846319 -0.05489522 -0.41251985 -0.73183337
  0.25268727 -0.0735545   1.3998629   0.55562579  0.        ]",-0.271423244496
1,"[[-0.07939001  0.03382819 -0.04879167 -0.08357358]
 [-3.9539938  -2.92750668  0.          0.        ]]",[-1.58978859 -0.82431107],[-0.75940084 -0.49451429],[-1.42501986 -0.95277882],-1.41734,"[ 1.23671919  1.28050397 -0.09656527 -0.09301079 -0.41251967 -0.73183294
  0.19250066 -0.64651538  1.39795832  0.48019605  0.        ]",-0.267845150708
2,"[[-0.1973632  -0.05687339 -0.04879167 -0.08357358]
 [-7.83042882 -6.13197408  0.          0.        ]]",[-1.09485469 -0.74346589],[-0.75940084 -0.49451429],[-1.23351765 -0.64525443],-1.41654,"[ 1.21428157  1.27866636 -0.26794341 -0.21086485 -0.41251948 -0.7318325
  0.13350606 -1.27336162  1.36791262  0.25587128  0.        ]",-0.255903879223
3,"[[ -0.39209829  -0.20781593  -0.04879167  -0.08357358]
 [-11.63047544  -8.95286831   0.           0.        ]]",[-1.54047393  0.61659109],[-0.75940084 -0.49451429],[-0.95046824 -0.05524373],-1.45346,"[ 1.13636498  1.24368879 -0.54097361 -0.40517355 -0.41251929 -0.73183206
  0.07567399 -1.82517261  1.24101017 -0.09069108  0.        ]",-0.232600192755
4,"[[ -0.66210384  -0.36058289  -0.04879167  -0.08357358]
 [-15.35769092  -6.33253061   0.           0.        ]]",[-1.89023802 -0.29862749],[-0.75940084 -0.49451429],[-1.21967173 -0.40792781],-1.15758,"[ 0.94955716  1.16847258 -0.88239964 -0.59560304 -0.4125191  -0.73183163
  0.01895033 -1.31258983  0.96114094 -0.45037585  0.        ]",-0.19842313031
5,"[[ -1.00590234  -0.49782107  -0.04879167  -0.08357358]
 [-19.0100722   -7.38771774   0.           0.        ]]",[-0.54488188 -0.70411739],[-0.75940084 -0.49451429],[-1.27832639  0.00873768],-0.745752,"[ 0.60000671  1.06816818 -1.2197433  -0.75768969 -0.41251892 -0.73183119
 -0.03663445 -1.51899987  0.51301902 -0.70423431  0.        ]",-0.155807369881
6,"[[ -1.40395855  -0.67206584  -0.04879167  -0.08357358]
 [-20.78976532 -10.02789852   0.           0.        ]]",[-1.53531993  0.50888603],[-0.75940084 -0.49451429],[-1.3080194   0.70547378],-0.685564,"[ 0.09058089  0.8992767  -1.42735651 -0.94629295 -0.41251873 -0.73183075
 -0.0637192  -2.03545842 -0.06760419 -0.70850143  0.        ]",-0.111958115529
7,"[[ -1.85534431  -0.85038894  -0.04879167  -0.08357358]
 [-24.33702499  -7.81168894   0.           0.        ]]",[-2.06594485  0.77715393],[-0.75940084 -0.49451429],[-1.51976693  0.73573709],-0.564258,"[-0.52579975  0.68335328 -1.38871969 -1.11389149 -0.41251854 -0.73183032
 -0.11770417 -1.60192983 -0.61021583 -0.36581703  0.        ]",-0.0985046615658
8,"[[ -2.37697435  -0.9741635   -0.04879167  -0.08357358]
 [-27.81433325  -4.57642276   0.           0.        ]]",[-2.57174953  0.17765382],[-0.75940084 -0.49451429],[-1.72005558  0.56415188],-0.546784,"[-1.13408786  0.51139909 -0.99610731 -1.21228603 -0.41251835 -0.73182988
 -0.17062455 -0.96905918 -0.91958027  0.26190875  0.        ]",-0.136154194969
9,"[[ -2.96745067  -1.05768445  -0.04879167  -0.08357358]
 [-31.22195789  -3.77819157   0.           0.        ]]",[-1.86618444  0.66307326],[-0.75940084 -0.49451429],[-1.87529564  0.74620605],-0.711679,"[-1.49723162  0.38665801 -0.23444662 -1.26946574 -0.41251816 -0.73182944
 -0.22248444 -0.81291184 -0.85122307  1.00705276  0.        ]",-0.192769060384
10,"[[ -3.62540676  -1.10610601  -0.04879167  -0.08357358]
 [-34.56241937  -1.07282928   0.           0.        ]]",[-1.54309179 -0.07820302],[-0.75940084 -0.49451429],[-1.82918406  0.45546645],-0.793884,"[-1.35975718  0.31152666  0.70247508 -1.29902301 -0.41251798 -0.73182901
 -0.27332218 -0.28369942 -0.36397528  1.58720473  0.        ]",-0.242999195162
11,"[[ -4.34949716  -1.13039789  -0.04879167  -0.08357358]
 [-37.83574448  -1.35525775   0.           0.        ]]",[-1.85631263 -0.44418197],[-0.75940084 -0.49451429],[-1.83652008  0.61993533],-0.807002,"[-0.62823731  0.27312835  1.39180859 -1.31282843 -0.41251779 -0.73182857
 -0.32313817 -0.33894684  0.3937825   1.6927506   0.        ]",-0.271459995721
12,"[[ -5.13840372  -1.17481188  -0.04879167  -0.08357358]
 [-41.04434646  -3.08021086   0.           0.        ]]",[-2.5160634   0.61891691],[-0.75940084 -0.49451429],[-1.79194522  0.9755975 ],-0.75465,"[ 0.43158954  0.2017962   1.35621243 -1.3362711  -0.4125176  -0.73182813
 -0.37196915 -0.67637521  1.05093369  1.13812335  0.        ]",-0.263404732773
13,"[[ -5.99085855  -1.21113645  -0.04879167  -0.08357358]
 [-44.1905188   -0.56045112   0.           0.        ]]",[-1.36034855  0.49859568],[-0.75940084 -0.49451429],[-1.52780032  0.31606129],-0.848858,"[ 1.1825369   0.1424558   0.44274692 -1.35368726 -0.41251741 -0.73182769
 -0.41985001 -0.18346923  1.11776942  0.18172569  0.        ]",-0.212762208125
14,"[[ -6.90560296  -1.20233508  -0.04879167  -0.08357358]
 [-47.27352621   1.43412695   0.           0.        ]]",[-1.30952975 -0.69687504],[-0.75940084 -0.49451429],[-1.38117421 -0.14387742],-0.529338,"[ 0.98235266  0.15691171 -0.83576364 -1.34961203 -0.41251723 -0.73182726
 -0.46676956  0.20670268  0.46958891 -0.5118516   0.        ]",-0.13068912488
15,"[[ -7.88138191e+00  -1.20152074e+00  -4.87916678e-02  -8.35735846e-02]
 [ -5.02944929e+01  -1.34323926e+00   0.00000000e+00   0.00000000e+00]]",[-1.71158357  0.92296024],[-0.75940084 -0.49451429],[-1.51985991  0.54270768],-0.559693,"[-0.1763131   0.15824671 -1.44718147 -1.34922888 -0.41251704 -0.73182682
 -0.5127449  -0.3365955  -0.48274123 -0.32937788  0.        ]",-0.0784415589034
16,"[[ -8.91699913e+00  -1.19133728e+00  -4.87916678e-02  -8.35735846e-02]
 [ -5.32570998e+01   2.34947777e+00   0.00000000e+00   0.00000000e+00]]",[-1.92855669 -0.11549916],[-0.75940084 -0.49451429],[-1.85383868  0.18193449],-0.669844,"[-1.34403023  0.17490605 -0.69375551 -1.34438674 -0.41251685 -0.73182638
 -0.55783206  0.38576052 -0.87738172  0.70091858  0.        ]",-0.162015283373
17,"[[ -1.00112598e+01  -1.14927748e+00  -4.87916678e-02  -8.35735846e-02]
 [ -5.61593266e+01   1.85831873e+00   0.00000000e+00   0.00000000e+00]]",[-1.95499503 -0.42676579],[-0.75940084 -0.49451429],[-1.98225796  0.41695803],-0.726828,"[-1.28755742  0.24297856  0.83202327 -1.32307153 -0.41251666 -0.73182595
 -0.60200028  0.28968158 -0.23782544  1.63525504  0.        ]",-0.24796826424
18,"[[ -1.11629889e+01  -1.12929837e+00  -4.87916678e-02  -8.35735846e-02]
 [ -5.90042286e+01   1.45496175e-01   0.00000000e+00   0.00000000e+00]]",[-1.5091557   0.08203265],[-0.75940084 -0.49451429],[-1.98484635  0.51790005],-0.545125,"[ 0.09136972  0.27487575  1.46686487 -1.31220832 -0.41251648 -0.73182551
 -0.64529606 -0.0453749   0.8799855   1.40348895  0.        ]",-0.272549223022
19,"[[ -1.23710611e+01  -1.12300982e+00  -4.87916678e-02  -8.35735846e-02]
 [ -6.17936677e+01   4.82448736e-01   0.00000000e+00   0.00000000e+00]]",[-1.17109758  1.33119736],[-0.75940084 -0.49451429],[-1.64794338  0.0913806 ],-0.759211,"[ 1.21483566  0.28485408  0.30463397 -1.30869084 -0.41251629 -0.73182507
 -0.68774772  0.02053863  1.12706795  0.11638207  0.        ]",-0.213380248748
20,"[[ -1.36343704e+01  -1.07356813e+00  -4.87916678e-02  -8.35735846e-02]
 [ -6.45278354e+01   4.44866403e+00   0.00000000e+00   0.00000000e+00]]",[-1.50161441 -0.90061574],[-0.75940084 -0.49451429],[-1.55118334 -0.54881918],-0.549913,"[ 0.52627322  0.36222665 -1.26610545 -1.27944248 -0.4125161  -0.73182464
 -0.72935819  0.79639621  0.08352863 -0.61257249  0.        ]",-0.103653019297
21,"[[ -1.49517921e+01  -1.02108912e+00  -4.87916678e-02  -8.35735846e-02]
 [ -6.72056893e+01   8.11498971e-01   0.00000000e+00   0.00000000e+00]]",[-1.39866583  0.31302593],[-0.75940084 -0.49451429],[-1.92870438  0.46653414],-0.7142,"[-1.14211689  0.44210651 -0.98712589 -1.24534443 -0.41251591 -0.7318242
 -0.77011159  0.08490572 -0.91453482  0.30456281  0.        ]",-0.137278239742
22,"[[ -1.63222621e+01  -9.92405883e-01  -4.87916678e-02  -8.35735846e-02]
 [ -6.98324523e+01   2.05285721e+00   0.00000000e+00   0.00000000e+00]]",[-3.11455954  1.02845447],[-0.75940084 -0.49451429],[-2.13008189  0.34849495],-0.713981,"[-1.26587695  0.48471117  0.86570532 -1.22541088 -0.41251572 -0.73182376
 -0.81008741  0.32773615 -0.31248615  1.65954111  0.        ]",-0.25280669153
23,"[[ -1.77447430e+01  -9.11841637e-01  -4.87916678e-02  -8.35735846e-02]
 [ -7.24067569e+01   5.99049423e+00   0.00000000e+00   0.00000000e+00]]",[-1.56461291 -0.12695924],[-0.75940084 -0.49451429],[-2.04065084 -0.71746951],-0.288443,"[ 0.48133311  0.60003888  1.33091186 -1.16469075 -0.41251554 -0.73182333
 -0.84926483  1.09800358  1.06054021  1.28624668  0.        ]",-0.279844904858
24,"[[ -1.92181743e+01  -7.98079023e-01  -4.87916678e-02  -8.35735846e-02]
 [ -7.49280313e+01   5.38768982e+00   0.00000000e+00   0.00000000e+00]]",[-1.69873496 -1.41624525],[-0.75940084 -0.49451429],[-1.74929416 -0.78534889],-0.563246,"[ 1.14839319  0.75083448 -0.50897591 -1.06769695 -0.41251535 -0.73182289
 -0.88763514  0.98008411  0.9631997  -0.33152844  0.        ]",-0.192921719019
25,"[[ -2.07415275e+01  -7.30941710e-01  -4.87916678e-02  -8.35735846e-02]
 [ -7.73993570e+01   1.33951816e+00   0.00000000e+00   0.00000000e+00]]",[-1.9033926   1.03143454],[-0.75940084 -0.49451429],[-1.98899961  0.22541186],-0.718264,"[-0.57402414  0.83250033 -1.37268844 -1.0047226  -0.41251516 -0.73182245
 -0.92524524  0.18819327 -0.60612027 -0.4115572   0.        ]",-0.102311496014
26,"[[ -2.23138494e+01  -6.64507034e-01  -4.87916678e-02  -8.35735846e-02]
 [ -7.98244752e+01   5.29073243e+00   0.00000000e+00   0.00000000e+00]]",[-2.03619665 -1.00410331],[-0.75940084 -0.49451429],[-2.2921648  -0.39322382],-0.798323,"[-1.44688392  0.90750831  0.48523117 -0.93855763 -0.41251497 -0.73182201
 -0.96215207  0.9611171  -0.77489242  1.37166142  0.        ]",-0.232933797515
27,"[[ -2.39341600e+01  -5.99295144e-01  -4.87916678e-02  -8.35735846e-02]
 [ -8.21989534e+01   1.24385684e+00   0.00000000e+00   0.00000000e+00]]",[-2.92553201  0.91949213],[-0.75940084 -0.49451429],[-2.28505635 -0.18681401],-0.15138,"[ 0.3632112   0.97520025  1.38689011 -0.87016915 -0.41251479 -0.73182158
 -0.99828816  0.16947948  0.90761123  1.57874326  0.        ]",-0.296622985642
28,"[[ -2.56015219e+01  -5.37962170e-01  -4.87916678e-02  -8.35735846e-02]
 [ -8.45292571e+01   4.87722322e+00   0.00000000e+00   0.00000000e+00]]",[-2.43482415 -0.85827222],[-0.75940084 -0.49451429],[-1.88747835 -0.538755  ],-0.446178,"[ 1.09223622  1.03324014 -0.64321598 -0.80299877 -0.4125146  -0.73182114
 -1.03375191  0.88022728  1.03156311 -0.33785667  0.        ]",-0.204235630052
29,"[[ -2.73149980e+01  -4.75320865e-01  -4.87916678e-02  -8.35735846e-02]
 [ -8.68109650e+01   1.39834517e+00   0.00000000e+00   0.00000000e+00]]",[-1.68832916  0.50825197],[-0.75940084 -0.49451429],[-2.22990346  0.52014434],-0.782344,"[-0.93048209  1.08665741 -1.18182593 -0.7318121  -0.41251441 -0.7318207
 -1.06847603  0.19969929 -0.77083785 -0.30473837  0.        ]",-0.116966700135
30,"[[ -2.90736814e+01  -4.27283026e-01  -4.87916678e-02  -8.35735846e-02]
 [ -8.90498164e+01   3.39865319e+00   0.00000000e+00   0.00000000e+00]]",[-2.25194079 -0.30347056],[-0.75940084 -0.49451429],[-2.51380229 -0.07144767],-0.60428,"[-1.10032244  1.1234782   1.07191942 -0.6756251  -0.41251422 -0.73182027
 -1.10254786  0.5909935  -0.48549284  1.7096629   0.        ]",-0.265240777354
31,"[[ -3.08766831e+01  -3.71894544e-01  -4.87916678e-02  -8.35735846e-02]
 [ -9.12431266e+01   2.14418414e+00   0.00000000e+00   0.00000000e+00]]",[-2.33812472 -0.76937613],[-0.75940084 -0.49451429],[-2.2215178 -0.5726555],-0.0881019,"[ 1.04530021  1.16134732  0.77339656 -0.60930632 -0.41251404 -0.73181983
 -1.13592654  0.34559765  1.30688945  1.01993118  0.        ]",-0.287340882589
32,"[[ -3.27231146e+01  -3.59863883e-01  -4.87916678e-02  -8.35735846e-02]
 [ -9.33930154e+01  -9.30839029e-01   0.00000000e+00   0.00000000e+00]]",[-1.35552528 -0.80808859],[-0.75940084 -0.49451429],[-2.02733946  0.26447985],-0.600882,"[ 0.2209571   1.16891162 -1.39703675 -0.59470267 -0.41251385 -0.73181939
 -1.16864432 -0.25592983  0.24264584 -0.78147432  0.        ]",-0.138307716645
33,"[[ -3.46121261e+01  -4.10251707e-01  -4.87916678e-02  -8.35735846e-02]
 [ -9.55013130e+01  -4.09698274e+00   0.00000000e+00   0.00000000e+00]]",[-2.22876042  1.46894563],[-0.75940084 -0.49451429],[-2.57549381  1.39029253],-0.84753,"[-1.51603764  1.13564777  0.09992464 -0.65539853 -0.41251366 -0.73181896
 -1.20072907 -0.87528179 -1.02924537  0.92253977  0.        ]",-0.20360494011
34,"[[ -3.65429158e+01  -4.51474006e-01  -4.87916678e-02  -8.35735846e-02]
 [ -9.75705323e+01  -3.84006760e-02   0.00000000e+00   0.00000000e+00]]",[-3.08365946 -0.54071784],[-0.75940084 -0.49451429],[-2.43911934  0.09463902],0.103903,"[ 0.41721475  1.10538753  1.36304692 -0.70408185 -0.41251347 -0.73181852
 -1.23221902 -0.08135272  0.88905355  1.62831009  0.        ]",-0.300962330366
35,"[[ -3.85146498e+01  -4.73523924e-01  -4.87916678e-02  -8.35735846e-02]
 [ -9.95962669e+01  -2.15925639e+00   0.00000000e+00   0.00000000e+00]]",[-2.41160815 -0.97211644],[-0.75940084 -0.49451429],[-1.92320609  0.1595493 ],-0.473266,"[ 0.80715644  1.08809428 -1.04869527 -0.72973212 -0.41251328 -0.73181808
 -1.2630471  -0.4962288   0.74055388 -0.60137515  0.        ]",-0.175747551133
36,"[[ -4.05265024e+01  -5.54685610e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.01582719e+02  -5.94363986e+00   0.00000000e+00   0.00000000e+00]]",[-2.50119464  1.90215296],[-0.75940084 -0.49451429],[-2.41220045  1.59937167],-0.806227,"[-1.45055414  1.01796078 -0.43373453 -0.82156994 -0.4125131  -0.73181765
 -1.29327728 -1.23651912 -1.05162701  0.53392881  0.        ]",-0.172260314105
37,"[[ -4.25777267e+01  -6.32391141e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.03532898e+02  -1.83993857e+00   0.00000000e+00   0.00000000e+00]]",[-3.27484278  1.3693842 ],[-0.75940084 -0.49451429],[-2.45745134  0.70285761],0.0480021,"[ 0.08975403  0.94158969  1.46715358 -0.90528116 -0.41251291 -0.73181721
 -1.32295534 -0.4337634   0.71803188  1.7105027   0.        ]",-0.296356631981
38,"[[ -4.46675470e+01  -6.28808982e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.05442410e+02   2.18488783e+00   0.00000000e+00   0.00000000e+00]]",[-2.05348677  0.06676399],[-0.75940084 -0.49451429],[-1.93058336 -0.25697249],-0.46271,"[ 0.92964174  0.94530146 -0.90894273 -0.90151966 -0.41251272 -0.73181677
 -1.35201442  0.3535629   0.77760985 -0.54394025  0.        ]",-0.17656860674
39,"[[ -4.67951509e+01  -5.82604608e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.07311735e+02   2.43456875e+00   0.00000000e+00   0.00000000e+00]]",[-1.90129276  0.45839004],[-0.75940084 -0.49451429],[-2.46321511  0.38565671],-0.819375,"[-1.44421736  0.99153434 -0.45397514 -0.85214759 -0.41251253 -0.73181634
 -1.3804618   0.4024047  -1.04674693  0.53425408  0.        ]",-0.171554766827
40,"[[ -4.89597725e+01  -5.15909107e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.09144200e+02   4.22866796e+00   0.00000000e+00   0.00000000e+00]]",[-2.34084371 -0.96185003],[-0.75940084 -0.49451429],[-2.49259257 -0.27657765],0.227442,"[ 0.22292685  1.05272208  1.43611994 -0.77821588 -0.41251235 -0.7318159
 -1.40834815  0.75336166  0.76736784  1.70568356  0.        ]",-0.29983984331
41,"[[ -5.11606607e+01  -4.70133115e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.10938948e+02   3.61597250e-01   0.00000000e+00   0.00000000e+00]]",[-1.55442127 -0.42158527],[-0.75940084 -0.49451429],[-2.01817536  0.0470593 ],-0.428931,"[ 0.72424847  1.09079843 -1.12533976 -0.72580267 -0.41251216 -0.73181546
 -1.4356604  -0.00310565  0.65634149 -0.64871651  0.        ]",-0.168314056905
42,"[[ -5.33971097e+01  -4.79470049e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.12700214e+02  -1.28958320e+00   0.00000000e+00   0.00000000e+00]]",[-2.46382863  0.67940929],[-0.75940084 -0.49451429],[-2.62124443  1.19523048],-0.716643,"[-1.51802472  1.08329491  0.00520082 -0.73659664 -0.41251197 -0.73181502
 -1.462463   -0.32610569 -1.0287324   0.8833506   0.        ]",-0.19951379841
43,"[[ -5.56684514e+01  -4.77748433e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.14427989e+02   1.45272123e+00   0.00000000e+00   0.00000000e+00]]",[-2.5550981  -0.56524753],[-0.75940084 -0.49451429],[-2.43397927 -0.01492625],0.268569,"[ 0.74025841  1.08468762  1.15113047 -0.73460975 -0.41251178 -0.73181459
 -1.48875583  0.21033779  1.1320976   1.34987745  0.        ]",-0.295263960341
44,"[[ -5.79739826e+01  -4.71171143e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.16119670e+02  -7.87455324e-01   0.00000000e+00   0.00000000e+00]]",[-1.88476824 -0.28335248],[-0.75940084 -0.49451429],[-2.13206553  0.51570535],-0.559012,"[ 0.06148314  1.08996831 -1.43222851 -0.72700397 -0.4125116  -0.73181415
 -1.51449925 -0.2278807   0.02724951 -0.76269456  0.        ]",-0.122843740816
45,"[[ -6.03130245e+01  -4.97742341e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.17779094e+02  -1.86570728e+00   0.00000000e+00   0.00000000e+00]]",[-2.7436986   1.73016125],[-0.75940084 -0.49451429],[-2.69244623  1.28842878],-0.390909,"[-1.25910364  1.0682169   0.87582542 -0.75756777 -0.41251141 -0.73181371
 -1.53975167 -0.43880593 -0.61806098  1.59285596  0.        ]",-0.253968794402
46,"[[ -6.26849414e+01  -4.94658474e-01  -4.87916678e-02  -8.35735846e-02]
 [ -1.19406835e+02   2.16077967e+00   0.00000000e+00   0.00000000e+00]]",[-2.23785691  0.3597881 ],[-0.75940084 -0.49451429],[-2.23107719 -0.20988497],0.064333,"[ 1.22620676  1.07079661  0.23465137 -0.75404207 -0.41251122 -0.73181328
 -1.56452182  0.34884728  1.35490221  0.41541849  0.        ]",-0.258367515004
