timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.01544975 -0.05526203  0.12449055  0.08431628]
 [ 0.00119496 -0.00460562  0.          0.        ]]",[-1.21270582  1.94976867],[-0.59610468 -0.34713867],[-0.90250814  1.58268917],-0.304444,"[ 1.22461141  1.19160781 -0.00657547 -0.34456155  1.08742608  0.71362769
  0.27888949 -0.10408851  0.36348533 -0.60555751  0.        ]",-0.126609773629
1,"[[-0.05513204 -0.01560994  0.12449055  0.08431628]
 [-3.95624162  3.95660768  0.          0.        ]]",[-1.66466947  2.05359956],[-0.59610468 -0.34713867],[-0.98097503  1.45102525],-0.324511,"[ 1.22268063  1.19372427 -0.06500106 -0.28754237  1.08742453  0.71362698
  0.21355156  0.5964389   0.3626411  -0.63199566  0.        ]",-0.12947903256
2,"[[-0.17317743  0.10247922  0.12449055  0.08431628]
 [-7.83538086  7.83935801  0.          0.        ]]",[-1.99336586  2.1868845 ],[-0.59610468 -0.34713867],[-1.0547111   1.36202145],-0.278993,"[ 1.20416515  1.18599445 -0.23769079 -0.11787319  1.08742298  0.71362628
  0.14950634  1.28308899  0.35455151 -0.71007603  0.        ]",-0.137703686653
3,"[[ -0.36803616   0.29745113   0.12449055   0.08431628]
 [-11.63785636  11.64511495   0.           0.        ]]",[-0.33966565 -0.97329364],[-0.59610468 -0.34713867],[-1.00730562  0.85040677],0.0101789,"[ 1.13251612  1.12768219 -0.5139005   0.15666172  1.08742142  0.71362557
  0.08672685  1.9561188   0.32324029 -0.83493108  0.        ]",-0.150218389013
4,"[[ -0.61195242   0.48937531   0.12449055   0.08431628]
 [-12.7501055    7.56088364   0.           0.        ]]",[-0.94515923  0.91180885],[-0.59610468 -0.34713867],[-1.09839785  1.30500364],0.0714427,"[ 0.97476212  1.01690175 -0.83020297  0.41134744  1.08741987  0.71362487
  0.06836339  1.23383481  0.25096335 -1.01592712  0.        ]",-0.168870838281
5,"[[ -0.9019565    0.67532338   0.12449055   0.08431628]
 [-16.23875627  11.0223058    0.           0.        ]]",[-0.11300129 -0.21856694],[-0.59610468 -0.34713867],[-1.02021825  0.39398652],0.186742,"[ 0.70136227  0.86289895 -1.13971559  0.63449735  1.08741832  0.71362416
  0.01076517  1.84596962  0.11949135 -1.23102778  0.        ]",-0.1927425512
6,"[[ -1.22799751   0.88488943   0.12449055   0.08431628]
 [-16.36495233   9.93788249   0.           0.        ]]",[-1.75147271  0.70151889],[-0.59610468 -0.34713867],[-1.05389142  0.13177362],0.10153,"[ 0.31017274  0.64102366 -1.3714359   0.84846638  1.08741676  0.71362346
  0.00868164  1.65418949 -0.07317932 -1.41774066  0.        ]",-0.215877742236
7,"[[ -1.59176316   1.10954266   0.12449055   0.08431628]
 [-19.99963491  12.51870068   0.           0.        ]]",[-1.34191263 -0.84408312],[-0.59610468 -0.34713867],[-0.99562216 -0.75759852],0.0774379,"[-0.18177591  0.35705707 -1.45683218  1.02351779  1.08741521  0.71362275
 -0.05132763  2.11058919 -0.32513523 -1.5497118   0.        ]",-0.237102279144
8,"[[ -2.02749203   1.32388728   0.12449055   0.08431628]
 [-23.56148762   8.92756859   0.           0.        ]]",[-0.72590655  0.54455837],[-0.59610468 -0.34713867],[-1.12226129 -0.72100127],-0.0482684,"[-0.76042036  0.05445256 -1.30615676  1.130256    1.08741366  0.71362205
 -0.11013446  1.4755104  -0.65983519 -1.61586195  0.        ]",-0.259450703391
9,"[[ -2.52288635   1.52227914   0.12449055   0.08431628]
 [-25.9700252   10.90491003   0.           0.        ]]",[-1.10433978 -1.50660671],[-0.59610468 -0.34713867],[-1.10601318 -1.4327575 ],-0.430489,"[-1.27517448 -0.24098369 -0.83831917  1.17220165  1.0874121   0.71362134
 -0.14989983  1.82518899 -1.03239329 -1.54708474  0.        ]",-0.276890939029
