timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.06363623 -0.08037925 -0.04702486  0.01933022]
 [ 0.0047874   0.00211487  0.          0.        ]]",[ 0.14994953 -1.43649934],[-0.85852742 -0.61798275],[ 0.26667368 -0.73449016],-1.58156,"[ 1.24505864  1.32336021 -0.07208141 -0.21584036 -0.39741691  0.15761622
  0.24008323 -0.06451177  1.38011324 -0.24934257  0.        ]",-0.259025973339
1,"[[-0.05757444 -0.12006752 -0.04702486  0.01933022]
 [ 0.59940482 -3.95774432  0.          0.        ]]",[ 0.25575316 -0.83544853],[-0.85852742 -0.61798275],[ 0.66931796 -0.82700086],-1.73578,"[ 1.24556458  1.31589308 -0.06321693 -0.26585932 -0.39741677  0.15761617
  0.24884339 -0.86775491  1.37681717 -0.2690653   0.        ]",-0.2589838242
2,"[[-0.03554187 -0.23163068 -0.04702486  0.01933022]
 [ 1.60051003 -7.18780454  0.          0.        ]]",[ 0.79800215 -0.34284857],[-0.85852742 -0.61798275],[ 1.08520007 -0.44452992],-1.74229,"[ 1.2469793   1.27921364 -0.03097386 -0.40492886 -0.39741664  0.15761613
  0.26359217 -1.52295985  1.36453976 -0.31701708  0.        ]",-0.258331326353
3,"[[ 0.02782879 -0.38759146 -0.04702486  0.01933022]
 [ 4.72616336 -8.40420421  0.          0.        ]]",[ 0.98018614 -0.42904439],[-0.85852742 -0.61798275],[ 1.38469529 -0.01472518],-1.71123,"[ 1.24731569  1.18995497  0.06185073 -0.59290576 -0.3974165   0.15761608
  0.309641   -1.76969999  1.34605325 -0.33872984  0.        ]",-0.25598290174
4,"[[ 0.16032604 -0.5710644  -0.04702486  0.01933022]
 [ 8.51100067 -9.93793985  0.          0.        ]]",[ 1.27905382  0.88181475],[-0.85852742 -0.61798275],[ 1.60215592  0.67228186],-1.72946,"[ 1.23014339  1.03108089  0.25496536 -0.79883673 -0.39741636  0.15761603
  0.36540131 -2.08080925  1.3261724  -0.28700205  0.        ]",-0.251086698121
5,"[[  0.36854025  -0.73282723  -0.04702486   0.01933022]
 [ 12.29788414  -6.25056915   0.           0.        ]]",[ 1.58052153 -0.45036084],[-0.85852742 -0.61798275],[ 1.49811018  0.2351899 ],-1.46881,"[ 1.15514636  0.84674071  0.54887376 -0.96154348 -0.39741622  0.15761598
  0.42119175 -1.33283935  1.30539384 -0.12641922  0.        ]",-0.244130324901
6,"[[  0.65176221  -0.8744954   -0.04702486   0.01933022]
 [ 16.01201376  -7.91062798   0.           0.        ]]",[ 1.53373102  1.4305874 ],[-0.85852742 -0.61798275],[ 1.42215109  1.00775015],-1.69209,"[ 0.9648451   0.65513939  0.90976417 -1.085995   -0.39741608  0.15761593
  0.47591033 -1.66957383  1.25032506  0.12964003  0.        ]",-0.234429142536
7,"[[  1.00851530e+00  -9.91409524e-01  -4.70248577e-02   1.93302228e-02]
 [  1.96511949e+01  -3.79439382e+00   0.00000000e+00   0.00000000e+00]]",[ 1.51318654  0.07235865],[-0.85852742 -0.61798275],[ 1.27783835  0.0624367 ],-1.40921,"[ 0.60326491  0.47863427  1.26057267 -1.17413199 -0.39741594  0.15761588
  0.5295247  -0.83461198  1.11096509  0.45432958  0.        ]",-0.220781680561
8,"[[  1.43734134e+00  -1.06366318e+00  -4.70248577e-02   1.93302228e-02]
 [  2.32195542e+01  -3.43205974e+00   0.00000000e+00   0.00000000e+00]]",[ 1.08265821  0.74570563],[-0.85852742 -0.61798275],[ 1.0674243  -0.02521372],-1.3539,"[ 0.05094039  0.36236383  1.47310076 -1.22143349 -0.3974158   0.15761583
  0.58209567 -0.76111362  0.82866356  0.79624424  0.        ]",-0.202160685521
9,"[[  1.93681895e+00  -1.10198411e+00  -4.70248577e-02   1.93302228e-02]
 [  2.67164953e+01  -4.09976453e-01   0.00000000e+00   0.00000000e+00]]",[ 1.37990038 -0.98747981],[-0.85852742 -0.61798275],[ 0.87375951 -0.99730754],-0.948858,"[-0.6268889   0.29872434  1.38907943 -1.24418965 -0.39741566  0.15761578
  0.63361444 -0.14809609  0.36788617  1.02712136  0.        ]",-0.177319538833
10,"[[  2.50555984e+00  -1.14931157e+00  -4.70248577e-02   1.93302228e-02]
 [  3.01463185e+01  -4.30962477e+00   0.00000000e+00   0.00000000e+00]]",[ 0.15724898  0.7180861 ],[-0.85852742 -0.61798275],[ 0.7665143   0.00601692],-0.674547,"[-1.24340566  0.21841639  0.89133072 -1.27000086 -0.39741552  0.15761573
  0.68414436 -0.93912382 -0.19625284  0.97513806  0.        ]",-0.147888371338
11,"[[  3.10874499e+00  -1.20608362e+00  -4.70248577e-02   1.93302228e-02]
 [  3.01720142e+01  -1.37733732e+00   0.00000000e+00   0.00000000e+00]]",[ 1.13371219 -0.44425626],[-0.85852742 -0.61798275],[ 0.74929988 -0.63257277],-0.562398,"[-1.51262593  0.11982574  0.06919611 -1.29754345 -0.39741538  0.15761569
  0.68452262 -0.34432075 -0.6635388   0.58907538  0.        ]",-0.124954901257
12,"[[  3.74590679e+00  -1.25097444e+00  -4.70248577e-02   1.93302228e-02]
 [  3.35330594e+01  -3.10581743e+00   0.00000000e+00   0.00000000e+00]]",[ 0.64210932 -0.63523994],[-0.85852742 -0.61798275],[ 0.74628347 -0.1253854 ],-0.615053,"[-1.26885256  0.04032225 -0.81135352 -1.31662596 -0.39741525  0.15761564
  0.73403924 -0.69493591 -0.86702991 -0.04460647  0.        ]",-0.123450996221
13,"[[  4.43542100e+00  -1.33766643e+00  -4.70248577e-02   1.93302228e-02]
 [  3.54122245e+01  -5.55510039e+00   0.00000000e+00   0.00000000e+00]]",[ 1.56092028  0.56249981],[-0.85852742 -0.61798275],[ 0.81646061  0.60855025],-0.745108,"[-0.51027409 -0.11644114 -1.38812757 -1.34659156 -0.39741511  0.15761559
  0.76172388 -1.19176264 -0.67217442 -0.69775363  0.        ]",-0.142803302289
14,"[[  5.17634846e+00  -1.42526830e+00  -4.70248577e-02   1.93302228e-02]
 [  3.86696162e+01  -3.21269141e+00   0.00000000e+00   0.00000000e+00]]",[ 0.69629331  0.95489624],[-0.85852742 -0.61798275],[ 0.97890353  0.55319786],-0.871307,"[ 0.48505318 -0.27815969 -1.28908767 -1.36746796 -0.39741497  0.15761554
  0.80971337 -0.71661375 -0.12755324 -1.09308369  0.        ]",-0.171733960691
15,"[[  5.96970902e+00  -1.45088528e+00  -4.70248577e-02   1.93302228e-02]
 [  4.06596115e+01   6.38279832e-01   0.00000000e+00   0.00000000e+00]]",[ 0.82568236  0.54778206],[-0.85852742 -0.61798275],[ 1.1567328   0.15761787],-0.949579,"[ 1.18056919 -0.32590111 -0.4306882  -1.37176076 -0.39741483  0.15761549
  0.83903077  0.06454092  0.58093842 -1.00489541  0.        ]",-0.199093197132
16,"[[  6.80760404e+00  -1.41641498e+00  -4.70248577e-02   1.93302228e-02]
 [  4.31215404e+01   2.80168200e+00   0.00000000e+00   0.00000000e+00]]",[ 0.78512007 -0.90637686],[-0.85852742 -0.61798275],[ 1.26023734 -0.43598083],-0.865645,"[ 1.06231617 -0.26169986  0.75464598 -1.36579017 -0.39741469  0.15761544
  0.87530095  0.50337866  1.06544664 -0.33615163  0.        ]",-0.209948723821
17,"[[  7.69264879e+00  -1.39686841e+00  -4.70248577e-02   1.93302228e-02]
 [  4.53756575e+01  -8.34767091e-01   0.00000000e+00   0.00000000e+00]]",[ 0.75975103  0.86283566],[-0.85852742 -0.61798275],[ 1.0915767   0.14057924],-1.09525,"[ 0.08901172 -0.22544192  1.46710203 -1.36174277 -0.39741455  0.15761539
  0.90850949 -0.23426135  0.89000502  0.54246761  0.        ]",-0.190993577082
18,"[[  8.62131097e+00  -1.37903283e+00  -4.70248577e-02   1.93302228e-02]
 [  4.74833012e+01   2.60699007e+00   0.00000000e+00   0.00000000e+00]]",[ 0.63417155 -1.432746  ],[-0.85852742 -0.61798275],[ 0.92505693 -1.26379275],-0.570862,"[-1.09120177 -0.19246588  1.07557286 -1.35763361 -0.39741441  0.15761534
  0.93956006  0.46388623  0.1050098   0.94371983  0.        ]",-0.148410704238
19,"[[  9.58673326e+00  -1.36704395e+00  -4.70248577e-02   1.93302228e-02]
 [  4.90539722e+01  -1.39466039e+00   0.00000000e+00   0.00000000e+00]]",[ 0.73914926 -0.3764407 ],[-0.85852742 -0.61798275],[ 0.81149697 -0.31596234],-0.496706,"[-1.49530289 -0.17036315 -0.21515392 -1.35464871 -0.39741427  0.1576153
  0.9626996  -0.34783389 -0.67686694  0.45510541  0.        ]",-0.113169184588
