timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.00459249  0.09421119  0.13480586 -0.06643066]
 [-0.00162244 -0.00134777  0.          0.        ]]",[-2.65272524  2.64797307],[-1.08265162 -0.87839156],[-2.41442966  2.41824603],-2.32498,"[ 1.25839518  1.42214409  0.03130447  0.02402813  1.17138223 -0.58583143
  0.21297018 -0.04993041  0.31085391  0.51863929  0.        ]",-0.107783183522
1,"[[-0.03514564  0.13392773  0.13480586 -0.06643066]
 [-3.95901085  3.9597934   0.          0.        ]]",[-2.20849281  2.25864678],[-1.08265162 -0.87839156],[-2.12244034  2.14598083],-2.38469,"[ 1.25755533  1.41233439 -0.02673667  0.07236277  1.17138175 -0.5858313
  0.15768808  0.81563359  0.31049834  0.49329019  0.        ]",-0.10491014403
2,"[[-0.15324616  0.25207967  0.13480586 -0.06643066]
 [-7.83813248  7.84244341  0.          0.        ]]",[-2.11408556  1.55409514],[-1.08265162 -0.87839156],[-1.83569252  1.28751218],-2.26388,"[ 1.24220454  1.36318547 -0.19840003  0.21433254  1.17138128 -0.58583116
  0.10349932  1.66404539  0.30396259  0.4183665   0.        ]",-0.096160355635
3,"[[ -0.3481602    0.44711186   0.13480586  -0.06643066]
 [-11.64064588  11.64804679   0.           0.        ]]",[-1.97763172  0.01447161],[-1.08265162 -0.87839156],[-1.55251276  0.31901515],-2.03739,"[ 1.17544921  1.21845611 -0.47380365  0.43844551  1.17138081 -0.58583103
  0.05038072  2.49561918  0.27554386  0.2981894   0.        ]",-0.0811076712651
4,"[[ -0.61835869   0.67834373   0.13480586  -0.06643066]
 [-15.36688835  11.47562862   0.           0.        ]]",[-2.26440513 -0.04006021],[-1.08265162 -0.87839156],[-1.58650422  0.1741254 ],-1.85293,"[  1.00237556e+00   9.51361777e-01  -8.22261266e-01   6.77499561e-01
   1.17138034e+00  -5.85830897e-01  -1.67242387e-03   2.45794052e+00
   2.03882490e-01   1.18785755e-01   0.00000000e+00]",-0.0584530736783
5,"[[ -0.96234779   0.90398913   0.13480586  -0.06643066]
 [-19.01997302  11.09007139   0.           0.        ]]",[-2.05004228 -0.12798296],[-1.08265162 -0.87839156],[-1.6532706  -0.19396901],-1.72369,"[ 0.66605424  0.60387806 -1.17408986  0.87141707  1.17137986 -0.58583076
 -0.0527036   2.37368842  0.06079961 -0.11783996  0.        ]",-0.038991670758
6,"[[ -1.37867948   1.1184989    0.13480586  -0.06643066]
 [-22.60138681  10.36317382   0.           0.        ]]",[-1.52460149 -0.36145338],[-1.08265162 -0.87839156],[-1.77144289 -0.97667086],-1.68069,"[ 0.13972028  0.21014303 -1.40938433  1.01063561  1.17137939 -0.58583063
 -0.10273358  2.21484945 -0.18390645 -0.3601758   0.        ]",-0.0607589399622
7,"[[ -1.86593265   1.30933021   0.13480586  -0.06643066]
 [-26.11232549   8.72524433   0.           0.        ]]",[-1.67372007 -1.89257595],[-1.08265162 -0.87839156],[-2.03763533 -1.85297418],-1.82639,"[-0.52647278 -0.17727484 -1.37309632  1.09218144  1.17137892 -0.5858305
 -0.15177907  1.85693899 -0.54338324 -0.53452804  0.        ]",-0.112253165334
8,"[[ -2.42270505   1.44234995   0.13480586  -0.06643066]
 [-29.55342194   4.59033971   0.           0.        ]]",[-2.59351632 -1.93022805],[-1.08265162 -0.87839156],[-2.45499063 -2.1236372 ],-2.29522,"[-1.16481942 -0.46024691 -0.93744706  1.12372567  1.17137845 -0.58583036
 -0.19984891  0.95340822 -1.0043192  -0.55648599  0.        ]",-0.174329455623
9,"[[ -3.0476123    1.49348293   0.13480586  -0.06643066]
 [-32.92593598   0.53630436   0.           0.        ]]",[-3.06047748 -1.93601838],[-1.08265162 -0.87839156],[-2.95098591 -1.96147013],-2.27564,"[-1.5008805  -0.57060519 -0.11249218  1.13015752  1.17137797 -0.58583023
 -0.2469607   0.06754872 -1.49697703 -0.3149747   0.        ]",-0.238478000972
10,"[[ -3.73929051   1.4643307    0.13480586  -0.06643066]
 [-36.23065365  -3.43844278   0.           0.        ]]",[-3.59466408 -0.79152132],[-1.08265162 -0.87839156],[-3.42332435 -0.66067678],-2.15685,"[-1.26726831 -0.50761468  0.84668198  1.12688022  1.1713775  -0.58583009
 -0.29312541 -0.80098519 -1.82744736  0.27064788  0.        ]",-0.291285422967
11,"[[ -4.49639477   1.36474595   0.13480586  -0.06643066]
 [-39.46874711  -6.50994653   0.           0.        ]]",[-3.3778795   2.86286001],[-1.08265162 -0.87839156],[-3.61188722  1.96802211],-1.51264,"[-0.42062356 -0.29423949  1.45150978  1.10790251  1.17137703 -0.58582996
 -0.33835942 -1.4721481  -1.69533936  1.06257679  0.        ]",-0.312173997265
