timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ -5.22514597e-02   7.52119684e-02  -7.96804508e-02   9.96470415e-02]
 [  9.03175468e-04   5.39315773e-05   0.00000000e+00   0.00000000e+00]]",-1.83877,"[ 1.25242262  1.37582643 -0.05557535 -0.00331907 -0.68149374  0.87068804
  0.22878343 -0.05911883  1.5775172  -0.65029078  0.        ]",[ 2.40395856 -1.00976658],[ 2.57686    -0.86446367],[-0.94115597 -0.76222152],-0.307072130493
1,"[[-0.01252971  0.04085433 -0.07968045  0.09964704]
 [ 3.95809097 -3.42440079  0.          0.        ]]",-1.87502,"[ 1.25419962  1.37982807  0.00247142 -0.04590627 -0.68149351  0.87068768
  0.28548463 -0.77719519  1.57818624 -0.62089993  0.        ]",[ 2.57598472 -1.08631086],[ 3.03605553  0.0818764 ],[-0.94115597 -0.76222152],-0.305690798252
2,"[[ 0.10553558 -0.02371585 -0.07968045  0.09964704]
 [ 7.83552894 -3.03391181  0.          0.        ]]",-1.93368,"[ 1.24661792  1.38093835  0.17481943 -0.12606475 -0.68149327  0.87068732
  0.34104312 -0.69531299  1.57303409 -0.50701968  0.        ]",[ 2.54854226 -1.17470407],[ 2.57762036 -1.31534291],[-0.94115597 -0.76222152],-0.299667359235
3,"[[  0.30039705  -0.1235339   -0.07968045   0.09964704]
 [ 11.63796275  -6.9348758    0.           0.        ]]",-1.98139,"[ 1.19241629  1.36619508  0.45345539 -0.24961954 -0.68149304  0.87068696
  0.39552689 -1.51330826  1.54190749 -0.31729588  0.        ]",[ 2.55188227 -0.33353555],[ 3.24408038 -0.47801881],[-0.94115597 -0.76222152],-0.287985745735
4,"[[  0.57054532  -0.27985767  -0.07968045   0.09964704]
 [ 15.36448855  -8.69160255   0.           0.        ]]",-2.08651,"[ 1.03539529  1.30335418  0.81051164 -0.43959493 -0.6814928   0.8706866
  0.44892299 -1.88167566  1.45768064 -0.08133425  0.        ]",[ 2.44436288  0.32178429],[ 2.71404202  0.0826474 ],[-0.94115597 -0.76222152],-0.269597020379
5,"[[  0.91447852  -0.44868962  -0.07968045   0.09964704]
 [ 19.01672744  -8.19317414   0.           0.        ]]",-2.04248,"[ 0.71558008  1.18267651  1.17920936 -0.63524158 -0.68149257  0.87068624
  0.50125465 -1.77715815  1.27904482  0.19654051  0.        ]",[ 2.21494532  0.51860094],[ 2.48843654  1.27883864],[-0.94115597 -0.76222152],-0.240734864138
6,"[[  1.33072121  -0.5712023   -0.07968045   0.09964704]
 [ 22.59564284  -4.07172959   0.           0.        ]]",-1.7167,"[ 0.20085793  1.06262917  1.44105244 -0.76792544 -0.68149234  0.87068588
  0.55253566 -0.91292978  0.94972531  0.4818598   0.        ]",[ 1.92237759 -0.71992648],[ 1.50467551 -0.44341127],[-0.94115597 -0.76222152],-0.197320172038
7,"[[  1.81785389  -0.66944227  -0.07968045   0.09964704]
 [ 26.10600017  -5.74656778   0.           0.        ]]",-1.41596,"[-0.46575281  0.94796724  1.43858918 -0.86714129 -0.6814921   0.87068552
  0.60283431 -1.26412676  0.46000631  0.63935712  0.        ]",[ 1.56559348 -0.1824019 ],[ 2.01160734 -0.17501167],[-0.94115597 -0.76222152],-0.139998387649
8,"[[  2.37449733  -0.79017551  -0.07968045   0.09964704]
 [ 29.5469554   -6.32467181   0.           0.        ]]",-1.06689,"[-1.12275814  0.78637604  1.03562277 -0.97880267 -0.68149187  0.87068516
  0.6521385  -1.38534875 -0.09591799  0.52392651  0.        ]",[ 1.23826826  0.06024717],[ 0.95471253 -0.57599502],[-0.94115597 -0.76222152],-0.0799894439466
9,"[[  2.99748958  -0.93827554  -0.07968045   0.09964704]
 [ 32.74175682  -8.47796019   0.           0.        ]]",-0.893164,"[-1.49550909  0.56031988  0.23076743 -1.0980816  -0.68149163  0.87068481
  0.6979156  -1.83687095 -0.55131847  0.0861069   0.        ]",[ 1.11324811  0.82833445],[ 0.82399324  0.09347083],[-0.94115597 -0.76222152],-0.0718817485147
10,"[[  3.67855313  -1.10240371  -0.07968045   0.09964704]
 [ 35.35596151  -7.93646172   0.           0.        ]]",-1.01521,"[-1.31533091  0.27965593 -0.72716427 -1.20456144 -0.6814914   0.87068445
  0.7353735  -1.72332233 -0.71804529 -0.58268813  0.        ]",[ 1.15494001  0.85050195],[ 1.0425438   0.87018213],[-0.94115597 -0.76222152],-0.135144707509
11,"[[  4.41836287  -1.22494178  -0.07968045   0.09964704]
 [ 38.61409801  -4.32914258   0.           0.        ]]",-1.25426,"[-0.5282975   0.05377864 -1.37865782 -1.26477094 -0.68149117  0.87068409
  0.78205807 -0.96690217 -0.4819528  -1.28679366  0.        ]",[ 1.36512649  0.38374475],[ 0.85267202  0.99436635],[-0.94115597 -0.76222152],-0.209572279166
12,"[[  5.21683199  -1.27110269  -0.07968045   0.09964704]
 [ 41.22393969  -0.30020793   0.           0.        ]]",-1.37882,"[ 0.54021965 -0.03414679 -1.25928172 -1.28294941 -0.68149093  0.87068373
  0.8194534  -0.12207374  0.17281517 -1.70829399  0.        ]",[ 1.81965876 -0.15294981],[ 1.83023525 -0.19104607],[-0.94115597 -0.76222152],-0.271385128607
13,"[[  6.07283366  -1.28457013  -0.07968045   0.09964704]
 [ 44.36581172  -1.04386119   0.           0.        ]]",-1.50545,"[ 1.22384327 -0.0600455  -0.28452214 -1.28777775 -0.6814907   0.87068337
  0.86447201 -0.27801056  0.96498196 -1.47483922  0.        ]",[ 2.2083683   0.25396538],[ 2.38856857  1.09803956],[-0.94115597 -0.76222152],-0.295844888074
14,"[[  6.99103498  -1.26543338  -0.07968045   0.09964704]
 [ 47.44380101   2.94443355   0.           0.        ]]",-1.36228,"[ 0.92228086 -0.02327624  0.97151338 -1.28085052 -0.68149046  0.87068301
  0.90857522  0.55829626  1.33817315 -0.58897333  0.        ]",[ 2.14055037 -0.88721806],[ 2.27917652 -1.62827807],[-0.94115597 -0.76222152],-0.265738330775
15,"[[  7.97019834  -1.24676772  -0.07968045   0.09964704]
 [ 50.46274905  -1.06431254   0.           0.        ]]",-1.21106,"[-0.28802209  0.01237493  1.47312357 -1.27367601 -0.68149023  0.87068265
  0.95183242 -0.28229924  0.85738557  0.30989265  0.        ]",[ 1.64814997 -0.14895487],[ 1.75782455  0.48257702],[-0.94115597 -0.76222152],-0.173943449576
16,"[[  9.00913523  -1.24856867  -0.07968045   0.09964704]
 [ 53.42094985   0.87796119   0.           0.        ]]",-0.878534,"[-1.39216015  0.00894466  0.61119233 -1.2743853  -0.68149     0.87068229
  0.99421915  0.12497697 -0.1416586   0.33372173  0.        ]",[ 1.2992543  -0.93252116],[ 1.09269849 -1.91709294],[-0.94115597 -0.76222152],-0.0502757440702
17,"[[ 10.10666345  -1.27079661  -0.07968045   0.09964704]
 [ 56.32250707  -3.08729984   0.           0.        ]]",-1.00355,"[-1.20078241 -0.03355942 -0.90077259 -1.2828332  -0.68148976  0.87068193
  1.03579421 -0.70650033 -0.66077888 -0.64531039  0.        ]",[ 1.22705817  0.28334552],[ 0.91767054  0.06653094],[-0.94115597 -0.76222152],-0.135331113527
18,"[[ 11.25838002  -1.32915552  -0.07968045   0.09964704]
 [ 58.84076216  -2.7494677    0.           0.        ]]",-1.32233,"[ 0.23128705 -0.14649401 -1.39120287 -1.30221505 -0.68148953  0.87068157
  1.07187701 -0.63565992 -0.07726948 -1.59842916  0.        ]",[ 1.67179823  0.41929966],[ 1.79865981  0.84742745],[-0.94115597 -0.76222152],-0.249553779036
19,"[[ 12.46321839  -1.34978714  -0.07968045   0.09964704]
 [ 61.63349824   0.6751476    0.           0.        ]]",-1.43381,"[ 1.24696139 -0.18683132 -0.12977154 -1.30808745 -0.68148929  0.87068122
  1.11189272  0.08244952  1.0019992  -1.40371214  0.        ]",[ 2.18963361  0.08787155],[ 2.50510382  0.12539117],[-0.94115597 -0.76222152],-0.291437379429
20,"[[ 13.72335118  -1.33127706  -0.07968045   0.09964704]
 [ 64.37061195   1.17442988   0.           0.        ]]",-1.37677,"[ 0.42797568 -0.15063264  1.35956764 -1.30284105 -0.68148906  0.87068086
  1.15111139  0.18714428  1.21549448 -0.1654991   0.        ]",[ 1.96581221 -0.4277941 ],[ 2.29685202 -0.92698241],[-0.94115597 -0.76222152],-0.229836249101
21,"[[ 15.03769689  -1.3446749   -0.07968045   0.09964704]
 [ 67.05535722  -2.50169949   0.           0.        ]]",-0.805605,"[-1.21083124 -0.17681805  0.92909858 -1.30667845 -0.68148882  0.8706805
  1.18957964 -0.58370548  0.15439537  0.40819675  0.        ]",[ 1.33976674  0.13724419],[ 1.71407895  0.12295001],[-0.94115597 -0.76222152],-0.0786094283795
22,"[[ 16.40520822  -1.3891369   -0.07968045   0.09964704]
 [ 69.68697765  -1.94605815   0.           0.        ]]",-0.949433,"[-1.18727719 -0.26427    -0.91809955 -1.31785512 -0.68148859  0.87068014
  1.22728662 -0.46719254 -0.61503862 -0.59439296  0.        ]",[ 1.27998459  0.3382065 ],[ 1.83439955  0.30720653],[-0.94115597 -0.76222152],-0.124288955856
