timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.06663413  0.02734908 -0.02556796 -0.18781657]
 [-0.00022821 -0.00342659  0.          0.        ]]",-1.28708,"[ 1.23956921  1.30036119 -0.07936385 -0.08869361 -0.21156663 -1.63085142
  0.2485553  -0.07326802  1.26068488  1.16637915  0.        ]",[-2.4436276  -0.92338723],[-2.06943441 -0.92579312],[-0.77398098 -0.51160073],-0.294311807077
1,"[[-0.10631485 -0.00948309 -0.02556796 -0.18781657]
 [-3.95468194 -3.667584    0.          0.        ]]",-1.26381,"[ 1.23483787  1.30094926 -0.13733077 -0.13607479 -0.21156655 -1.63084926
  0.18890047 -0.79611473  1.25476629  1.08566519  0.        ]",[-2.36110044 -0.96555465],[-2.66723367 -1.10433621],[-0.77398098 -0.51160073],-0.28625459323
2,"[[-0.22429921 -0.12181889 -0.02556796 -0.18781657]
 [-7.83087043 -7.55304813  0.          0.        ]]",-1.30822,"[ 1.20805333  1.28775358 -0.30788662 -0.28021127 -0.21156647 -1.63084709
  0.13042631 -1.56261837  1.20876703  0.84857448  0.        ]",[-2.19758987 -0.71943611],[-2.16492334 -0.19133851],[-0.77398098 -0.51160073],-0.260330578791
3,"[[ -0.41905251  -0.27896562  -0.02556796  -0.18781657]
 [-11.63184965  -8.1595912    0.           0.        ]]",-1.18027,"[ 1.12319621  1.23177663 -0.57839798 -0.47813601 -0.21156639 -1.63084493
  0.07308671 -1.68227185  1.05783617  0.50948961  0.        ]",[-2.12425828 -0.54318064],[-2.77919613 -1.4263761 ],[-0.77398098 -0.51160073],-0.215219755649
4,"[[ -0.68906319  -0.48024794  -0.02556796  -0.18781657]
 [-15.35696896 -11.95595088   0.           0.        ]]",-1.3136,"[ 0.92769562  1.09839385 -0.91408712 -0.71825133 -0.21156631 -1.63084276
  0.0168915  -2.43119236  0.72772094  0.15980973  0.        ]",[-1.96137726  0.33885723],[-2.08571008  1.08032064],[-0.77398098 -0.51160073],-0.147544050183
5,"[[ -1.03287325  -0.67724479  -0.02556796  -0.18781657]
 [-19.01186443  -7.75765823   0.           0.        ]]",-0.948501,"[ 0.56951585  0.905687   -1.2410374  -0.9300775  -0.21156623 -1.6308406
 -0.03824435 -1.60297386  0.2263395  -0.03632418  0.        ]",[-2.00246191  0.06377253],[-2.07237101  1.343331  ],[-0.77398098 -0.51160073],-0.0619247830854
6,"[[ -1.4490543   -0.79110531  -0.02556796  -0.18781657]
 [-22.5942449   -3.64202515   0.           0.        ]]",-0.772122,"[ 0.0299286   0.76911231 -1.43727669 -1.03876642 -0.21156615 -1.63083843
 -0.09228627 -0.79106406 -0.32180427  0.02443768  0.        ]",[-2.11071396 -0.01772669],[-2.15042764  0.70147421],[-0.77398098 -0.51160073],-0.0306260880844
7,"[[ -1.93616397e+00  -8.35325149e-01  -2.55679606e-02  -1.87816572e-01]
 [ -2.61049636e+01  -7.89369468e-01   0.00000000e+00   0.00000000e+00]]",-0.83279,"[-0.6308822   0.71156935 -1.35133468 -1.07785549 -0.21156607 -1.63083627
 -0.14524714 -0.22830775 -0.8110243   0.3668341   0.        ]",[-2.25850725 -0.00902545],[-2.70065326 -0.54877835],[-0.77398098 -0.51160073],-0.125252407546
8,"[[ -2.49277414e+00  -8.72722427e-01  -2.55679606e-02  -1.87816572e-01]
 [ -2.95446896e+01  -2.94306864e+00   0.00000000e+00   0.00000000e+00]]",-1.08872,"[-1.23754382  0.66106597 -0.86778979 -1.10946074 -0.21156599 -1.63083411
 -0.19713705 -0.65317748 -1.1006925   1.00265259  0.        ]",[-2.39169717  0.33356291],[-1.08568582  0.25735727],[-0.77398098 -0.51160073],-0.221553504162
9,"[[ -3.11750957e+00  -9.20732662e-01  -2.55679606e-02  -1.87816572e-01]
 [ -3.29175981e+01  -1.86142634e+00   0.00000000e+00   0.00000000e+00]]",-1.0601,"[-1.51762715  0.59388019 -0.0170305  -1.14800906 -0.21156591 -1.63083194
 -0.24801898 -0.43979673 -0.99176084  1.78466501  0.        ]",[-2.56667423  0.38652232],[-2.81212984  0.2669826 ],[-0.77398098 -0.51160073],-0.306750262916
