timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.01491191  0.01402103 -0.01943757 -0.01321555]
 [-0.00344136 -0.00490805  0.          0.        ]]",[-1.06445658 -1.0622611 ],[-0.91727382 -0.71164995],[-1.25195241 -0.37880504],-1.88192,"[ 1.25214943  1.36065518  0.04340521 -0.08569267 -0.15862769 -0.12275636
  0.23226568 -0.06142783  1.22358827  0.13430102  0.        ]",-0.230076914543
1,"[[-0.02483129 -0.02578855 -0.01943757 -0.01321555]
 [-3.95771845 -3.96286439  0.          0.        ]]",[ 0.03892362 -0.65866786],[-0.91727382 -0.71164995],[-0.94295228 -0.65537751],-1.88663,"[ 1.25187634  1.36019394 -0.01474866 -0.13546328 -0.15862765 -0.12275633
  0.17511059 -0.88343772  1.22291026  0.05233745  0.        ]",-0.22932440261
2,"[[-0.10164564 -0.13042698 -0.01943757 -0.01321555]
 [-3.72450476 -6.49254639  0.          0.        ]]",[-0.33671529 -1.63964386],[-0.91727382 -0.71164995],[-0.59143674 -0.67591685],-1.83264,"[ 1.24517154  1.34415571 -0.12690305 -0.26583658 -0.15862761 -0.1227563
  0.17848141 -1.40881504  1.20340449 -0.12427926  0.        ]",-0.227063562088
3,"[[ -0.18874731  -0.29871107  -0.01943757  -0.01321555]
 [ -4.9815259  -10.32309559   0.           0.        ]]",[-0.17429192  0.50165568],[-0.91727382 -0.71164995],[-0.0942293   0.25903246],-1.96021,"[ 1.22776774  1.27382422 -0.25298264 -0.47117827 -0.15862757 -0.12275627
  0.1603124  -2.20436126  1.13753188 -0.34881374  0.        ]",-0.222300275915
4,"[[-0.2943183  -0.48319007 -0.01943757 -0.01321555]
 [-5.57360423 -8.13210368  0.          0.        ]]",[ 0.55433971 -0.43058245],[-0.91727382 -0.71164995],[-0.01956587 -0.07912508],-1.59263,"[ 1.19290164  1.13587494 -0.40291642 -0.68413025 -0.15862753 -0.12275623
  0.15175447 -1.74932266  1.01125827 -0.58015264  0.        ]",-0.214698200581
5,"[[-0.38267881 -0.66133066 -0.01943757 -0.01321555]
 [-3.27012533 -9.67680221  0.          0.        ]]",[ 0.03373254  0.72013374],[-0.91727382 -0.71164995],[ 0.34583709  0.51337779],-1.56234,"[ 1.15238238  0.94655361 -0.52484211 -0.87112957 -0.15862748 -0.1227562
  0.18504889 -2.07013087  0.85713355 -0.74936878  0.        ]",-0.20559769166
6,"[[-0.44610723 -0.82433553 -0.01943757 -0.01321555]
 [-3.07332902 -6.6338244   0.          0.        ]]",[ 0.33930808  0.04003806],[-0.91727382 -0.71164995],[ 0.35717636  0.10332926],-1.31795,"[ 1.11710991  0.73013538 -0.60978998 -1.0210793  -0.15862744 -0.12275617
  0.18789333 -1.43814887  0.70721267 -0.85115986  0.        ]",-0.196075897847
7,"[[-0.49349787 -0.95410782 -0.01943757 -0.01321555]
 [-1.67038716 -6.34436641  0.          0.        ]]",[ 0.86498391  0.84664517],[-0.91727382 -0.71164995],[ 0.53784406  0.30227417],-1.30118,"[ 1.08747612  0.53223378 -0.6716199  -1.12323173 -0.1586274  -0.12275614
  0.2081714  -1.37803178  0.5818161  -0.90476024  0.        ]",-0.187583248375
8,"[[-0.49224705 -1.04610958 -0.01943757 -0.01321555]
 [ 1.78403585 -2.8673838   0.          0.        ]]",[ 0.55035969 -0.13260023],[-0.91727382 -0.71164995],[ 0.4820824  -0.34593195],-1.16971,"[ 1.08829306  0.38014492 -0.67000711 -1.18535057 -0.15862736 -0.12275611
  0.25810157 -0.65591474  0.52322585 -0.90905443  0.        ]",-0.181885524789
9,"[[-0.43506998 -1.1081613  -0.01943757 -0.01321555]
 [ 3.92655192 -3.3362119   0.          0.        ]]",[ 0.77626711  0.25972011],[-0.91727382 -0.71164995],[ 0.73389268 -0.09058106],-1.19865,"[ 1.12361017  0.27278308 -0.59518035 -1.22210762 -0.15862732 -0.12275608
  0.28906944 -0.75328297  0.53521001 -0.87619692  0.        ]",-0.179148292099
