timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.01343252 -0.04027077  0.17470019  0.10465871]
 [-0.00132888 -0.0035274   0.          0.        ]]",[-1.70859065  2.4741063 ],[-0.88719797 -0.62213129],[-1.61081874  2.54806399],-1.20749,"[ 1.24878758  1.33589534  0.04083851 -0.16211353  1.52144604  0.89567863
  0.23755082 -0.06431199  0.07318193 -0.66848622  0.        ]",-0.111961577198
1,"[[ -2.62997431e-02  -5.97328199e-04   1.74700192e-01   1.04658708e-01]
 [ -3.95871543e+00   3.95766463e+00   0.00000000e+00   0.00000000e+00]]",[-2.01499194  2.70822563],[-0.88719797 -0.62213129],[-1.6174531   2.42055058],-1.19085,"[ 1.24843372  1.33743444 -0.0173498  -0.11204608  1.52144457  0.89567816
  0.17952045  0.7434751   0.07302956 -0.69423386  0.        ]",-0.115735929165
2,"[[-0.14439413  0.11751274  0.17470019  0.10465871]
 [-7.83780865  7.84039109  0.          0.        ]]",[-1.51769102  2.11422359],[-0.88719797 -0.62213129],[-1.59183764  2.31969833],-1.0835,"[ 1.23454081  1.32432936 -0.18958555  0.03670721  1.5214431   0.89567769
  0.12263816  1.53526002  0.06706482 -0.77034357  0.        ]",-0.126711141889
3,"[[ -0.33930102   0.31250503   0.17470019   0.10465871]
 [-11.64024474  11.64611893   0.           0.        ]]",[-1.4221317   1.12635578],[-0.88719797 -0.62213129],[-1.46237528  1.63519943],-0.927463,"[ 1.17018734  1.24540432 -0.466307    0.27680437  1.52144164  0.89567722
  0.06687996  2.31133989  0.03943083 -0.89258223  0.        ]",-0.143954793619
4,"[[ -0.60950442   0.58285292   0.17470019   0.10465871]
 [-15.36775878  15.37615469   0.           0.        ]]",[-1.75598786  0.48873445],[-0.88719797 -0.62213129],[-1.26077378  0.35961199],-0.788937,"[ 1.00027283  1.02371839 -0.81728253  0.58350725  1.52144017  0.89567675
  0.0122204   3.0719782  -0.03353661 -1.04759666  0.        ]",-0.165735549783
5,"[[ -0.95351717   0.90674283   0.17470019   0.10465871]
 [-19.02150348  17.00725394   0.           0.        ]]",[-0.95232053 -1.58302133],[-0.88719797 -0.62213129],[-1.044366   -1.14410591],-0.609571,"[ 0.66734615  0.60839198 -1.1731818   0.88279708  1.5214387   0.89567628
 -0.04135743  3.40458688 -0.17699637 -1.2192034   0.        ]",-0.191471602129
6,"[[ -1.36797916   1.20377649   0.17470019   0.10465871]
 [-22.41358042  12.71026336   0.           0.        ]]",[-1.73579259 -1.20407951],[-0.88719797 -0.62213129],[-1.05187929 -1.43789339],-0.658168,"[ 0.14625156  0.11915776 -1.41344961  1.06697174  1.52143724  0.89567581
 -0.0910982   2.52832237 -0.40884496 -1.40847903  0.        ]",-0.225338912978
7,"[[ -1.85151105   1.41571419   0.17470019   0.10465871]
 [-25.92797779   8.49737584   0.           0.        ]]",[-0.57681824 -1.32238225],[-0.88719797 -0.62213129],[-1.22087574 -1.63048208],-0.801167,"[-0.51441724 -0.26917261 -1.38613977  1.13589197  1.52143577  0.89567534
 -0.14263266  1.66921343 -0.74476726 -1.58059506  0.        ]",-0.267656285201
8,"[[ -2.3878322    1.54421901   0.17470019   0.10465871]
 [-27.69817597   4.36678817   0.           0.        ]]",[-0.84678082 -1.5234866 ],[-0.88719797 -0.62213129],[-1.48194778 -1.44313169],-1.22024,"[-1.13864098 -0.51217022 -0.98120754  1.15059487  1.5214343   0.89567487
 -0.16859049  0.82688924 -1.1705555  -1.63299397  0.        ]",-0.309206439702
9,"[[ -2.96992025   1.59092871   0.17470019   0.10465871]
 [-30.50116195   0.31755116   0.           0.        ]]",[-1.71357254 -0.61167938],[-0.88719797 -0.62213129],[-1.89385176 -0.93759543],-1.68282,"[ -1.49237021e+00  -6.00914423e-01  -2.29035482e-01   1.15078408e+00
   1.52143284e+00   8.95674401e-01  -2.09692938e-01   1.15469140e-03
  -1.63174437e+00  -1.46762926e+00   0.00000000e+00]",-0.341185424372
10,"[[ -3.61359031   1.5728781    0.17470019   0.10465871]
 [-33.85454692  -2.11466366   0.           0.        ]]",[-2.04835575  0.1483279 ],[-0.88719797 -0.62213129],[-2.13045549 -0.2002771 ],-1.75311,"[-1.36169309 -0.56661886  0.68709068  1.15103638  1.52143137  0.89567393
 -0.25886634 -0.49483101 -1.99534788 -0.99862997  0.        ]",-0.350803113583
11,"[[ -4.32366254   1.53685022   0.17470019   0.10465871]
 [-37.14174439  -1.49037185   0.           0.        ]]",[-1.96872335  0.09351835],[-0.88719797 -0.62213129],[-2.06952238  0.05781695],-1.72191,"[-0.65521013 -0.49817458  1.37653294  1.15031109  1.5214299   0.89567346
 -0.30706918 -0.36752306 -2.00825862 -0.30641418  0.        ]",-0.319738183386
12,"[[ -5.09882663   1.51099649   0.17470019   0.10465871]
 [-40.36394179  -1.09649366   0.           0.        ]]",[-1.80177197  0.76646896],[-0.88719797 -0.62213129],[-1.86474967  0.49599349],-1.2607,"[ 0.3885298  -0.44910511  1.37779877  1.14878117  1.52142844  0.89567299
 -0.35431886 -0.28720189 -1.5367619   0.24880005  0.        ]",-0.238884811015
13,"[[ -5.93780397   1.51966597   0.17470019   0.10465871]
 [-43.5234539    1.95308132   0.           0.        ]]",[-1.65128915 -0.01824262],[-0.88719797 -0.62213129],[-1.52922106 -0.11682029],-1.15924,"[ 1.16737035 -0.46555242  0.51702814  1.14938708  1.52142697  0.89567252
 -0.40064933  0.33467862 -0.80302642  0.24252515  0.        ]",-0.117670579865
14,"[[ -6.83934621   1.5575342    0.17470019   0.10465871]
 [-46.6204638    1.83392764   0.           0.        ]]",[-1.33713552 -0.1721386 ],[-0.88719797 -0.62213129],[-1.32834852 -0.59747702],-0.770664,"[ 1.04080898 -0.53746403 -0.75205838  1.150925    1.5214255   0.89567205
 -0.44606326  0.31038025 -0.31651354 -0.40009964  0.        ]",-0.0716103513576
