timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.00776001 -0.09133024  0.01165295 -0.13703918]
 [ 0.00198967  0.00325214  0.          0.        ]]",[-0.93911227 -1.01208379],[ 0.01067258 -0.05409459],[-0.40697318 -0.15056708],-0.363567,"[ 1.07264531  1.17084781  0.00143281 -0.11636543  0.0487042  -1.1909483
  0.05564141  0.0463758   1.00504283  0.88200836  0.        ]",-0.236081985071
1,"[[-0.02945913 -0.13097921  0.01165295 -0.13703918]
 [-3.71155061 -3.95496143  0.          0.        ]]",[-0.3674005  0.1871911],[ 0.01067258 -0.05409459],[-0.40813476 -0.14935789],-0.401222,"[ 1.07206576  1.16530268 -0.05529022 -0.1819012   0.04870382 -1.19092573
 -0.23206508 -0.48221655  0.99833127  0.7973233   0.        ]",-0.228789490914
2,"[[-0.11753944 -0.20185065  0.01165295 -0.13703918]
 [-5.09188514 -3.13491627  0.          0.        ]]",[-2.17465883  0.31085639],[ 0.01067258 -0.05409459],[-0.40727323 -0.14863592],-0.389834,"[ 1.06305665  1.15053993 -0.18913755 -0.29812786  0.04870344 -1.19090316
 -0.33900503 -0.37270018  0.96825476  0.61721256  0.        ]",-0.212462194948
3,"[[-0.25806292 -0.25156136  0.01165295 -0.13703918]
 [-8.94762623 -1.840464    0.          0.        ]]",[ 0.46503266  0.91230825],[ 0.01067258 -0.05409459],[-0.41432518 -0.15121439],-0.309371,"[ 1.02658753  1.13648735 -0.3993864  -0.37868594  0.04870305 -1.19088059
 -0.63772778 -0.19982957  0.8990904   0.38699078  0.        ]",-0.190078279641
4,"[[-0.4167962  -0.25176798  0.01165295 -0.13703918]
 [-6.93239649  1.80764029  0.          0.        ]]",[-0.30701748 -1.61871188],[ 0.01067258 -0.05409459],[-0.40473878 -0.1477232 ],-0.0887126,"[ 0.95357431  1.13640232 -0.62744551 -0.3790154   0.04870267 -1.19085803
 -0.48158922  0.28736155  0.80535994  0.18074391  0.        ]",-0.168507626626
5,"[[-0.56623882 -0.25569738  0.01165295 -0.13703918]
 [-8.00829957 -2.18726506  0.          0.        ]]",[-1.05286614  1.20946882],[ 0.01067258 -0.05409459],[-0.38919342 -0.14008161],-0.307466,"[ 0.85557442  1.13514313 -0.82807072 -0.38533866  0.04870229 -1.19083546
 -0.5649416  -0.24614806  0.68959668  0.00208392  0.        ]",-0.147656937282
6,"[[ -7.64522101e-01  -2.59264839e-01   1.16529534e-02  -1.37039182e-01]
 [ -1.18073593e+01   1.81718329e+00   0.00000000e+00   0.00000000e+00]]",[ 0.57198816 -0.11824403],[ 0.01067258 -0.05409459],[-0.40681213 -0.14783621],-0.0567197,"[ 0.68562189  1.13398184 -1.06542697 -0.3910735   0.04870191 -1.1908129
 -0.8592729   0.28863953  0.5022551  -0.20040642  0.        ]",-0.120598678433
7,"[[-0.97562097 -0.22798801  0.01165295 -0.13703918]
 [-9.31084524  1.3121739   0.          0.        ]]",[-0.11855748 -0.98220984],[ 0.01067258 -0.05409459],[-0.38347787 -0.13840903],-0.0178995,"[ 0.46165095  1.14343671 -1.27248389 -0.34058368  0.04870152 -1.19079033
 -0.66584041  0.22119373  0.29023273 -0.35641473  0.        ]",-0.0968764832725
8,"[[-1.1646807  -0.2410243   0.01165295 -0.13703918]
 [-9.59420389 -2.60275422  0.          0.        ]]",[-0.25863703  0.42379304],[ 0.01067258 -0.05409459],[-0.3668164  -0.13088779],-0.0822241,"[ 0.23135278  1.1396117  -1.41056656 -0.36167125  0.04870114 -1.19076777
 -0.68778664 -0.30164604  0.05230405 -0.46060121  0.        ]",-0.07823355238
9,"[[ -1.36493344  -0.27572172   0.01165295  -0.13703918]
 [-10.42828449  -0.87274962   0.           0.        ]]",[-0.48884966 -0.67926295],[ 0.01067258 -0.05409459],[-0.36866856 -0.13258913],-0.0340468,"[-0.03374047  1.12845745 -1.50232218 -0.4174646   0.04870076 -1.19074521
 -0.75240086 -0.07060009 -0.22856508 -0.51130324  0.        ]",-0.0705896358144
10,"[[ -1.59082295e+00  -3.19980918e-01   1.16529534e-02  -1.37039182e-01]
 [ -1.21549424e+01  -3.54425742e+00   0.00000000e+00   0.00000000e+00]]",[ 0.65292592 -1.55688652],[ 0.01067258 -0.05409459],[-0.36568987 -0.13176787],-0.0203439,"[-0.34584303  1.1121261  -1.53416031 -0.48783383  0.04870038 -1.19072265
 -0.88616809 -0.42738385 -0.55095455 -0.48376415  0.        ]",-0.083518164033
11,"[[-1.80558125 -0.42989866  0.01165295 -0.13703918]
 [-9.33033065 -7.43455135  0.          0.        ]]",[-1.66642429  0.91827425],[ 0.01067258 -0.05409459],[-0.33156633 -0.11954593],-0.134888,"[-0.64149445  1.06157688 -1.49261057 -0.65787852  0.04869999 -1.19070009
 -0.66731224 -0.94693328 -0.8794919  -0.34496217  0.        ]",-0.112920760258
12,"[[ -2.03004570e+00  -5.40615762e-01   1.16529534e-02  -1.37039182e-01]
 [ -1.31035344e+01  -3.64974596e+00   0.00000000e+00   0.00000000e+00]]",[-0.53720744  1.94233149],[ 0.01067258 -0.05409459],[-0.36662823 -0.13564785],-0.302148,"[-0.93440531  0.99673373 -1.3764678  -0.82069317  0.04869961 -1.19067754
 -0.95964338 -0.44145362 -1.1662704  -0.1018813   0.        ]",-0.149020514711
13,"[[ -2.31085518e+00  -5.73146839e-01   1.16529534e-02  -1.37039182e-01]
 [ -1.49711446e+01   3.83218313e-01   0.00000000e+00   0.00000000e+00]]",[-0.36902496  0.49075074],[ 0.01067258 -0.05409459],[-0.39378142 -0.1499362 ],-0.325022,"[-1.25569377  0.97512482 -1.13569234 -0.86661645  0.04869923 -1.19065498
 -1.10432559  0.09716712 -1.39762195  0.22839143  0.        ]",-0.188762607416
