timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.07174203 -0.06238458  0.00889377 -0.05977374]
 [ 0.00417308 -0.00041786  0.          0.        ]]",-1.37558,"[ 1.23880591  1.2961812   0.12334278 -0.20569148  0.08702856 -0.51743896
  0.24884885 -0.07314453  1.05596924  0.45457665  0.        ]",[-1.70934772 -0.04763243],[-1.67511054  1.30672586],[-0.76412243 -0.51520383],-0.212034090645
1,"[[ 0.03211871 -0.02264958  0.00889377 -0.05977374]
 [-3.95332249  3.96071243  0.          0.        ]]",-1.27741,"[ 1.24164348  1.29919767  0.06531743 -0.15457021  0.08702853 -0.51743872
  0.18907387  0.70725153  1.05719196  0.42877022  0.        ]",[-1.74850512  0.03137898],[-1.85153381  0.17732373],[-0.76412243 -0.51520383],-0.210999039037
2,"[[-0.08585614  0.06283773  0.00889377 -0.05977374]
 [-7.83125292  4.58592651  0.          0.        ]]",-1.26994,"[ 1.23727006  1.29612799 -0.10752957 -0.04453516  0.08702849 -0.51743848
  0.13050067  0.83042671  1.05516228  0.3282473   0.        ]",[-1.77614188  0.25493681],[-1.05393463  1.1875319 ],[-0.76412243 -0.51520383],-0.206525643324
3,"[[ -2.80633045e-01   1.93387572e-01   8.89376600e-03  -5.97737420e-02]
 [ -1.16337883e+01   8.45613599e+00   0.00000000e+00   0.00000000e+00]]",-1.16034,"[ 1.18835612  1.26634321 -0.3879432   0.12209107  0.08702846 -0.51743824
  0.07306625  1.59290868  1.03174593  0.15692103  0.        ]",[-1.73991108  0.35503903],[-1.24088843  0.72866583],[-0.76412243 -0.51520383],-0.198057819172
4,"[[ -5.50703225e-01   3.89791305e-01   8.89376600e-03  -5.97737420e-02]
 [ -1.53608687e+01   1.11751171e+01   0.00000000e+00   0.00000000e+00]]",-0.990419,"[ 1.03828382  1.16561266 -0.7491744   0.36395452  0.08702843 -0.517438
  0.01677153  2.12858044  0.96104173 -0.05691745  0.        ]",[-1.6494391   0.19960624],[-1.76900316 -0.45998293],[-0.76412243 -0.51520383],-0.185181636549
5,"[[ -8.94561464e-01   5.92807742e-01   8.89376600e-03  -5.97737420e-02]
 [ -1.90128773e+01   9.13323240e+00   0.00000000e+00   0.00000000e+00]]",-0.911116,"[ 0.72592648  0.99475888 -1.12554741  0.59408028  0.0870284  -0.51743776
 -0.0383893   1.72629953  0.80517415 -0.3235061   0.        ]",[-1.67606044  0.30852714],[-1.57420637  0.35399294],[-0.76412243 -0.51520383],-0.16668817497
6,"[[ -1.31075165e+00   7.87723008e-01   8.89376600e-03  -5.97737420e-02]
 [ -2.25943200e+01   1.03540886e+01   0.00000000e+00   0.00000000e+00]]",-0.864897,"[ 0.21695708  0.77333331 -1.39896536  0.78732369  0.08702837 -0.51743752
 -0.09248428  1.96682072  0.52765178 -0.59120827  0.        ]",[-1.62108183 -0.45359251],[-2.34362872 -0.7452422 ],[-0.76412243 -0.51520383],-0.144908612515
7,"[[ -1.79785145e+00   9.63133744e-01   8.89376600e-03  -5.97737420e-02]
 [ -2.61040326e+01   7.19734043e+00   0.00000000e+00   0.00000000e+00]]",-0.738305,"[-0.44867087  0.53297264 -1.41062987  0.93186109  0.08702833 -0.51743728
 -0.14549583  1.34489916  0.11286279 -0.77035707  0.        ]",[-1.7738533 -0.4710559],[-1.39909585 -0.18732693],[-0.76412243 -0.51520383],-0.126514538413
8,"[[ -2.35445872e+00   1.09819131e+00   8.89376600e-03  -5.97737420e-02]
 [ -2.95452896e+01   6.31119320e+00   0.00000000e+00   0.00000000e+00]]",-0.92103,"[-1.11227781  0.32614928 -1.02054025  1.02123482  0.0870283  -0.51743704
 -0.19747341  1.17031575 -0.41051053 -0.74734342  0.        ]",[-1.99935317 -0.88271165],[-2.18266753 -0.66273175],[-0.76412243 -0.51520383],-0.124272320221
9,"[[ -2.97920471e+00   1.19680441e+00   8.89376600e-03  -5.97737420e-02]
 [ -3.29180444e+01   3.55910501e+00   0.00000000e+00   0.00000000e+00]]",-0.938493,"[-1.50009423  0.16555319 -0.21886802  1.07337832  0.08702827 -0.5174368
 -0.2484163   0.62811873 -0.91798827 -0.40881755  0.        ]",[-2.29240251 -0.75419664],[-1.686802   -1.46362252],[-0.76412243 -0.51520383],-0.145483453292
