timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.05508808  0.09880166 -0.06529633 -0.02971387]
 [ 0.00053861 -0.00091816  0.          0.        ]]",[-0.28379223 -0.19917441],[-0.96485573 -0.79459929],[-0.90085459 -1.10993981],-2.55374,"[ 1.25362775  1.38155383  0.10263016  0.02927666 -0.55590178 -0.26914456
  0.22173697 -0.05524794  1.48378988  0.35609194  0.        ]",-0.278753197586
1,"[[ 0.04383794  0.09087508 -0.06529633 -0.02971387]
 [-1.12181677 -0.78911446  0.          0.        ]]",[-0.99506008 -1.03130975],[-0.96485573 -0.79459929],[-0.87288487 -1.11223888],-2.53785,"[ 1.25439575  1.38309319  0.08620195  0.01951387 -0.55590163 -0.2691445
  0.20579097 -0.22280749  1.48590757  0.33550542  0.        ]",-0.278524615845
2,"[[-0.01785485  0.03553694 -0.06529633 -0.02971387]
 [-5.03443577 -4.7315664   0.          0.        ]]",[-0.34575123 -0.55012937],[-0.96485573 -0.79459929],[-0.54186642 -1.05492115],-2.49506,"[ 1.25550247  1.39026373 -0.00397475 -0.04880586 -0.55590147 -0.26914444
  0.15020207 -1.06091776  1.49216343  0.21369319  0.        ]",-0.276880008827
3,"[[-0.13125939 -0.08000502 -0.06529633 -0.02971387]
 [-6.30181132 -6.81568183  0.          0.        ]]",[ 0.26480891  0.16712765],[-0.96485573 -0.79459929],[-0.18084343 -0.77667195],-2.46986,"[ 1.24383427  1.38499484 -0.16922991 -0.19164125 -0.55590131 -0.26914438
  0.13219569 -1.50397081  1.47284039 -0.01923612  0.        ]",-0.272067029146
4,"[[-0.2455383  -0.20832954 -0.06529633 -0.02971387]
 [-5.12998493 -6.01942054  0.          0.        ]]",[ 0.29564269 -0.24995423],[-0.96485573 -0.79459929],[-0.03841026 -0.95594555],-2.36672,"[ 1.21427192  1.34718989 -0.33326688 -0.3486514  -0.55590116 -0.26914431
  0.14884449 -1.33469593  1.40888618 -0.25259906  0.        ]",-0.264647654831
5,"[[-0.33538329 -0.33745704 -0.06529633 -0.02971387]
 [-3.85875528 -6.89042375  0.          0.        ]]",[ 1.43213281 -0.75440049],[-0.96485573 -0.79459929],[ 0.27921331 -0.72842515],-2.05673,"[ 1.17872414  1.27582628 -0.45908101 -0.50239111 -0.555901   -0.26914425
  0.16690557 -1.51985799  1.31789818 -0.43813839  0.        ]",-0.256011295485
6,"[[-0.37209179 -0.50388248 -0.06529633 -0.02971387]
 [ 0.17447732 -9.74260365  0.          0.        ]]",[ 1.21012274  0.09152534],[-0.96485573 -0.79459929],[ 0.87846005 -0.01880178],-2.05025,"[ 1.16115153  1.13652908 -0.50942514 -0.69012661 -0.55590084 -0.26914419
  0.22420806 -2.12618902  1.21828035 -0.56249939  0.        ]",-0.246359267942
7,"[[-0.32894706 -0.69317718 -0.06529633 -0.02971387]
 [ 4.12689617 -9.18868463  0.          0.        ]]",[ 1.14868792 -0.58813918],[-0.96485573 -0.79459929],[ 1.20838881  0.237361  ],-1.86172,"[ 1.18162338  0.91800681 -0.45018497 -0.88332401 -0.55590069 -0.26914413
  0.28036238 -2.00843151  1.14992622 -0.59652006  0.        ]",-0.237745340364
8,"[[ -0.20752559  -0.89850303  -0.06529633  -0.02971387]
 [  8.0024074  -11.33668808   0.           0.        ]]",[ 2.12625573  0.58746645],[-0.96485573 -0.79459929],[ 1.73971903  1.14183021],-1.86867,"[ 1.22606736  0.61752378 -0.27911258 -1.06075408 -0.55590053 -0.26914407
  0.33542402 -2.46506261  1.12128797 -0.55019013  0.        ]",-0.230428531302
9,"[[ -9.37236915e-03  -1.09965421e+00  -6.52963253e-02  -2.97138746e-02]
 [  1.18003856e+01  -8.78684613e+00   0.00000000e+00   0.00000000e+00]]",[ 1.75398617  0.89763198],[-0.96485573 -0.79459929],[ 1.63628674  1.27635598],-1.84868,"[ 1.25565754  0.27099559  0.00842692 -1.19518309 -0.55590038 -0.269144
  0.3893841  -1.92300129  1.1321794  -0.42500537  0.        ]",-0.225349657594
10,"[[  0.26398939  -1.23798765  -0.06529633  -0.02971387]
 [ 15.52345144  -5.05882694   0.           0.        ]]",[ 0.93152501  1.88822078],[-0.96485573 -0.79459929],[ 1.47209811  1.14074588],-1.91581,"[ 1.20784215  0.00997664  0.40363134 -1.26208858 -0.55590022 -0.26914394
  0.44227985 -1.13047845  1.18739484 -0.20358004  0.        ]",-0.226399469142
11,"[[  0.6083555   -1.29842798  -0.06529633  -0.02971387]
 [ 18.90186852  -0.99864285   0.           0.        ]]",[ 1.09046424  0.45298865],[-0.96485573 -0.79459929],[ 1.25780678  0.44832897],-1.77327,"[ 1.00777944 -0.10839135  0.85772599 -1.28436763 -0.55590006 -0.26914388
  0.49027895 -0.26734276  1.23779995  0.1300479   0.        ]",-0.232795494286
