timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.08422723 -0.02966757 -0.11796507  0.01478279]
 [-0.00070364  0.00011801  0.          0.        ]]",[ 1.37396048 -1.50555574],[-1.05065846 -0.89799547],[ 1.20530546 -1.98573399],-2.77305,"[ 1.25281933  1.41834706  0.14644803 -0.12753631 -1.01460401  0.11727085
  0.21533875 -0.05113819  1.79841891  0.01946     0.        ]",-0.327447102666
1,"[[ 0.12391925 -0.06940851 -0.11796507  0.01478279]
 [ 3.95672515 -3.96100447  0.          0.        ]]",[ 1.62908585 -1.34914013],[-1.05065846 -0.89799547],[ 1.81485069 -1.64900661],-2.88695,"[ 1.2471186   1.41415442  0.20412778 -0.17628942 -1.01460363  0.11727083
  0.27091755 -0.90871611  1.79599227  0.04464689  0.        ]",-0.327054548628
2,"[[ 0.24197435 -0.18758459 -0.11796507  0.01478279]
 [ 7.8358737  -7.84364881  0.          0.        ]]",[ 2.19968583 -0.11808549],[-1.05065846 -0.89799547],[ 2.36557364 -0.60123152],-3.03424,"[ 1.21744326  1.3819127   0.37365087 -0.32017178 -1.01460325  0.1172708
  0.32539696 -1.74930264  1.78335522  0.11871939  0.        ]",-0.325242868879
3,"[[  0.43682983  -0.34760449  -0.11796507   0.01478279]
 [ 11.63705066  -8.15726063   0.           0.        ]]",[ 2.12227584 -0.96731348],[-1.05065846 -0.89799547],[ 2.37512302 -0.21810162],-2.95504,"[ 1.12790113  1.29187364  0.64170398 -0.50953611 -1.01460287  0.11727078
  0.37878132 -1.81719776  1.74359405  0.26039726  0.        ]",-0.320319869531
4,"[[  7.06969642e-01  -5.47569583e-01  -1.17965075e-01   1.47827878e-02]
 [  1.53645799e+01  -1.18269465e+01   0.00000000e+00   0.00000000e+00]]",[ 2.52843512  0.29373333],[-1.05065846 -0.89799547],[ 2.41916108  1.04011703],-3.09162,"[ 0.92638692  1.10781942  0.97260891 -0.73060071 -1.01460249  0.11727076
  0.43113136 -2.61167594  1.65211672  0.45411117  0.        ]",-0.310070080513
5,"[[  1.05090704e+00  -7.70095523e-01  -1.17965075e-01   1.47827878e-02]
 [  1.90171033e+01  -1.04301861e+01   0.00000000e+00   0.00000000e+00]]",[ 2.38591599  1.07186013],[-1.05065846 -0.89799547],[ 2.09107423  1.38829589],-2.91611,"[ 0.5620375   0.81821224  1.29164574 -0.94628862 -1.01460211  0.11727074
  0.48242799 -2.30927687  1.47975271  0.6769155   0.        ]",-0.291918683498
6,"[[  1.46716645e+00  -9.36897786e-01  -1.17965075e-01   1.47827878e-02]
 [  2.25969703e+01  -6.26378882e+00   0.00000000e+00   0.00000000e+00]]",[ 1.57482489  1.52830495],[-1.05065846 -0.89799547],[ 1.54130006  0.74847817],-2.48507,"[ 0.01825753  0.55074811  1.47686625 -1.08081934 -1.01460173  0.11727072
  0.53270421 -1.40725849  1.18453012  0.91868877  0.        ]",-0.263644781593
7,"[[  1.95431393e+00  -1.02119152e+00  -1.17965075e-01   1.47827878e-02]
 [  2.61060479e+01  -2.17906130e+00   0.00000000e+00   0.00000000e+00]]",[ 0.58589153 -0.0359851 ],[-1.05065846 -0.89799547],[ 1.02721035 -0.44064027],-1.83666,"[-0.64205043  0.40175634  1.3785554  -1.1385598  -1.01460135  0.1172707
  0.58198623 -0.52292229  0.73006883  1.0850211   0.        ]",-0.2213454927
8,"[[  2.49451676e+00  -1.06574792e+00  -1.17965075e-01   1.47827878e-02]
 [  2.79082481e+01  -2.27617780e+00   0.00000000e+00   0.00000000e+00]]",[ 1.25473247 -0.27069533],[-1.05065846 -0.89799547],[ 0.90438086 -0.47162598],-1.45443,"[-1.22775425  0.31973967  0.90440332 -1.16609921 -1.01460097  0.11727067
  0.60729654 -0.54394771  0.18659255  1.00871135  0.        ]",-0.163484854921
9,"[[  3.08685004e+00  -1.12155039e+00  -1.17965075e-01   1.47827878e-02]
 [  3.13137984e+01  -3.30049907e+00   0.00000000e+00   0.00000000e+00]]",[ 0.99797838  0.53143317],[-1.05065846 -0.89799547],[ 0.95529366 -0.16728839],-1.32247,"[-1.50514865  0.21415596  0.10346839 -1.19757396 -1.01460059  0.11727065
  0.65512459 -0.76571124 -0.27225356  0.61142699  0.        ]",-0.0953533772336
10,"[[  3.74653096e+00  -1.16575927e+00  -1.17965075e-01   1.47827878e-02]
 [  3.46431436e+01  -1.12746239e+00   0.00000000e+00   0.00000000e+00]]",[ 1.36329595 -0.40540383],[-1.05065846 -0.89799547],[ 1.09078455 -0.41748786],-1.45492,"[-1.26188205  0.12844729 -0.80747307 -1.22006833 -1.01460021  0.11727063
  0.70188239 -0.29525253 -0.46821728 -0.06218043  0.        ]",-0.0589228183099
11,"[[  4.47222679e+00  -1.20414746e+00  -1.17965075e-01   1.47827878e-02]
 [  3.79156280e+01  -2.70591564e+00   0.00000000e+00   0.00000000e+00]]",[ 1.27817733  0.31973118],[-1.05065846 -0.89799547],[ 1.28088379  0.02482985],-1.60787,"[-0.4535839   0.05268662 -1.39572805 -1.23781284 -1.01459983  0.11727061
  0.7478416  -0.6369848  -0.21796202 -0.78219031  0.        ]",-0.126672669506
12,"[[  5.26271825e+00  -1.24497188e+00  -1.17965075e-01   1.47827878e-02]
 [  4.11227908e+01  -1.38074535e+00   0.00000000e+00   0.00000000e+00]]",[ 0.89046253 -0.36683626],[-1.05065846 -0.89799547],[ 1.72665715 -0.00924623],-1.68297,"[ 0.5982376  -0.02911405 -1.22192387 -1.25482901 -1.01459945  0.11727059
  0.79288341 -0.35008759  0.45805198 -1.15765122  0.        ]",-0.209809846301
