timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.05962025  0.08445803  0.18846368 -0.13967317]
 [-0.00233538  0.0017953   0.          0.        ]]",[-0.83425186 -0.03573615],[-0.2946057  -0.11715651],[-1.8769002   0.57175827],-0.16483,"[ 1.1650893   1.1751111  -0.08304782 -0.12916216  1.62352489 -1.19644937
  0.29708937 -0.06992972 -0.048497    0.95308652  0.        ]",-0.138102880668
1,"[[-0.09277787  0.08308671  0.18846368 -0.13967317]
 [-3.30243841 -0.13846456  0.          0.        ]]",[-2.84483377  1.55126269],[-0.2946057  -0.11715651],[-1.87730503  0.57537073],-0.0194097,"[ 1.16161353  1.1752486  -0.132431   -0.13153924  1.62351271 -1.19644336
  0.21764491 -0.08960963 -0.049883    0.9032359   0.        ]",-0.131055542613
2,"[[-0.19787729  0.12008784  0.18846368 -0.13967317]
 [-7.19454352  3.82535732  0.          0.        ]]",[-1.50465965 -0.69618693],[-0.2946057  -0.11715651],[-1.93366349  0.37515533],0.00843512,"[ 1.14069241  1.1705576  -0.28769731 -0.06750246  1.62350053 -1.19643736
  0.12394911  0.46656106 -0.06134789  0.77773299  0.        ]",-0.113118099864
3,"[[ -0.3800203    0.16819147   0.18846368  -0.13967317]
 [-11.00706858   0.99442431   0.           0.        ]]",[-2.61916405  0.76966993],[-0.2946057  -0.11715651],[-1.90214241  0.49846029],0.112113,"[ 1.06943089  1.1619248  -0.54813475  0.01530942  1.62348835 -1.19643136
  0.03216906  0.06934634 -0.10667176  0.55301756  0.        ]",-0.0803491912575
4,"[[ -0.63768013   0.21847303   0.18846368  -0.13967317]
 [-14.74647417   4.0236105    0.           0.        ]]",[-1.65345982  0.2239503 ],[-0.2946057  -0.11715651],[-1.94210482  0.31983182],0.11995,"[ 0.89732721  1.14985751 -0.88332318  0.10114739  1.62347617 -1.19642535
 -0.05785076  0.49437787 -0.22813002  0.24351899  0.        ]",-0.0361830700649
5,"[[ -0.96937849   0.30705438   0.18846368  -0.13967317]
 [-18.41118205   4.83178289   0.           0.        ]]",[-2.18193981  1.62457991],[-0.2946057  -0.11715651],[-1.95813119  0.22993612],0.147734,"[ 0.57057059  1.12113065 -1.22568979  0.24991757  1.62346399 -1.19641935
 -0.14607235  0.60777305 -0.46069539 -0.07792321  0.        ]",-0.0463260090512
6,"[[ -1.37365742   0.44246593   0.18846368  -0.13967317]
 [-22.00480841   8.69640587   0.           0.        ]]",[-2.2032725  -0.90246646],[-0.2946057  -0.11715651],[-2.01905847 -0.05540599],0.184965,"[ 0.06194927  1.0592794  -1.45885221  0.46898063  1.62345181 -1.19641335
 -0.23258275  1.15002415 -0.82090964 -0.33220497  0.        ]",-0.113269955627
7,"[[ -1.84907129   0.57881524   0.18846368  -0.13967317]
 [-25.52488277   4.95088589   0.           0.        ]]",[-1.82495024 -0.21403173],[-0.2946057  -0.11715651],[-1.99875128  0.05820523],0.000307858,"[-0.5850007   0.97612909 -1.43031202  0.67577132  1.62343963 -1.19640734
 -0.31732245  0.62447779 -1.3179635  -0.43681816  0.        ]",-0.19341900562
8,"[[ -2.39419897   0.66834083   0.18846368  -0.13967317]
 [-28.97641467   4.00469639   0.           0.        ]]",[-2.45838543  0.12322425],[-0.2946057  -0.11715651],[-2.01820779  0.03514037],-0.455906,"[-1.21572883  0.9108689  -1.00936486  0.80216538  1.62342745 -1.19640134
 -0.40041201  0.49171382 -1.90980364 -0.26435684  0.        ]",-0.281237577064
9,"[[ -3.0076786    0.75252089   0.18846368  -0.13967317]
 [-32.36032765   4.41179925   0.           0.        ]]",[-2.30186557 -0.36190126],[-0.2946057  -0.11715651],[-2.07137847 -0.05546658],-0.916389,"[-1.56985685  0.84233479 -0.19345101  0.91315216  1.62341527 -1.19639534
 -0.48187361  0.54883427 -2.39545154  0.28368972  0.        ]",-0.359462848699
10,"[[ -3.68816033   0.82547954   0.18846368  -0.13967317]
 [-35.67679164   2.88897124   0.           0.        ]]",[-1.31499455  0.56652732],[-0.2946057  -0.11715651],[-2.11634588 -0.0305156 ],-1.15684,"[-1.38186128  0.77769584  0.78237887  1.00255754  1.62340309 -1.19638934
 -0.56171131  0.33516026 -2.53518749  1.12798954  0.        ]",-0.412513427846
11,"[[ -4.4343265    0.90515817   0.18846368  -0.13967317]
 [-38.92910767   5.07142006   0.           0.        ]]",[-1.90719361  0.55572944],[-0.2946057  -0.11715651],[-2.19764614 -0.17018609],-0.924651,"[-0.58469754  0.70196905  1.44236023  1.09241056  1.62339092 -1.19638333
 -0.64000451  0.64138586 -2.15134058  1.94258806  0.        ]",-0.421808308753
12,"[[ -5.24490069   1.02761038   0.18846368  -0.13967317]
 [-42.11783915   7.16656537   0.           0.        ]]",[-2.7696492  -0.68304836],[-0.2946057  -0.11715651],[-2.25692391 -0.32405108],-0.250672,"[ 0.49069379  0.57623069  1.29289583  1.213393    1.62337874 -1.19637733
 -0.71676672  0.9353602  -1.35876509  2.2599513   0.        ]",-0.374388653424
13,"[[ -6.11860765   1.14231963   0.18846368  -0.13967317]
 [-45.24238854   4.31360302   0.           0.        ]]",[-2.32248861  0.24141025],[-0.2946057  -0.11715651],[-2.22594953 -0.23241936],0.0359431,"[ 1.14894962  0.44963712  0.25070285  1.30652062  1.62336656 -1.19637133
 -0.79198348  0.53504848 -0.55976912  1.83616259  0.        ]",-0.269279756586
14,"[[ -7.05419406   1.2372476    0.18846368  -0.13967317]
 [-48.30614425   5.17605669   0.           0.        ]]",[-1.5380155  -0.73566939],[-0.2946057  -0.11715651],[-2.18389773 -0.33512241],0.274974,"[ 0.77872907  0.33964234 -1.03496387  1.36790265  1.62335438 -1.19636533
 -0.86573631  0.65606097 -0.29531678  0.83364044  0.        ]",-0.120859011027
15,"[[ -8.05043916   1.31042025   0.18846368  -0.13967317]
 [-51.30821816   2.15103326   0.           0.        ]]",[-2.62762292 -0.04676437],[-0.2946057  -0.11715651],[-2.09276223 -0.23312061],0.385348,"[-0.47568629  0.25229038 -1.45904041  1.40513643  1.62334221 -1.19635933
 -0.93800375  0.23160648 -0.8582961  -0.05338269  0.        ]",-0.109480029281
16,"[[ -9.10612987   1.3510471    0.18846368  -0.13967317]
 [-54.25105304   1.91220135   0.           0.        ]]",[-2.18172588 -0.71951283],[-0.2946057  -0.11715651],[-2.07799149 -0.26830828],-0.161879,"[-1.51294986  0.20301756 -0.46198521  1.42193161  1.62333003 -1.19635332
 -1.00884454  0.19809446 -1.87106415 -0.01263736  0.        ]",-0.272568995984
17,"[[-10.22008308   1.36020327   0.18846368  -0.13967317]
 [-57.13444258  -0.98715738   0.           0.        ]]",[-1.71641844 -0.99948901],[-0.2946057  -0.11715651],[-2.1030941  -0.13214992],-0.607102,"[-1.1697924   0.19184755  1.07263798  1.42532383  1.62331785 -1.19634732
 -1.07825365 -0.20872813 -2.3598154   1.06356819  0.        ]",-0.382923700544
18,"[[-11.39111314   1.30081191   0.18846368  -0.13967317]
 [-59.95878602  -4.93900451   0.           0.        ]]",[-1.15050558 -0.26108183],[-0.2946057  -0.11715651],[-2.14822817  0.11655495],-0.247474,"[ 0.32242542  0.26386768  1.3843946   1.4007292   1.62330568 -1.19634132
 -1.14624061 -0.7632295  -1.64711125  2.10023458  0.        ]",-0.381886356108
19,"[[-12.6180589    1.19249356   0.18846368  -0.13967317]
 [-62.72645804  -5.88979354   0.           0.        ]]",[-3.47341613  0.45639566],[-0.2946057  -0.11715651],[-2.13756609  0.23363999],0.581173,"[ 1.16569466  0.39201782 -0.0712014   1.34073159  1.6232935  -1.19633532
 -1.21286253 -0.89663634 -0.44573871  1.6412925   0.        ]",-0.238359015175
20,"[[-13.89981471   1.09384522   0.18846368  -0.13967317]
 [-65.44024711  -3.98150184   0.           0.        ]]",[-2.81473559  0.17747076],[-0.2946057  -0.11715651],[-2.06378746  0.17919688],0.64025,"[ 0.11595181  0.50406146 -1.44589583  1.26957998  1.62328132 -1.19632932
 -1.27818646 -0.62887203 -0.54092074  0.11012918  0.        ]",-0.0603550969132
21,"[[-15.23531216   1.02189634   0.18846368  -0.13967317]
 [-68.10069604  -3.21604378   0.           0.        ]]",[-2.3580418   0.42023757],[-0.2946057  -0.11715651],[-2.04456735  0.13579994],-0.0987879,"[-1.43142415  0.58232436 -0.67404738  1.20816188  1.62326915 -1.19632332
 -1.3422254  -0.52146506 -1.95355829 -0.11384339  0.        ]",-0.286299709608
22,"[[-16.62349843   0.97474258   0.18846368  -0.13967317]
 [-70.70938506  -1.50516424   0.           0.        ]]",[-1.42214319  0.6493154 ],[-0.2946057  -0.11715651],[-2.15739226  0.04842018],-0.658671,"[-1.04509041  0.63181132  1.19035963  1.16372088  1.62325697 -1.19631731
 -1.40501732 -0.28140122 -2.40829333  1.4865513   0.        ]",-0.417332631484
23,"[[-18.06335336   0.97055818   0.18846368  -0.13967317]
 [-73.2678093    1.07790005   0.           0.        ]]",[-2.88497873 -0.20648191],[-0.2946057  -0.11715651],[-2.24617767 -0.04414277],0.42297,"[ 0.76407236  0.63612741  1.0630669   1.15961599  1.6232448  -1.19631131
 -1.46659816  0.0810437  -1.03737047  2.23127015  0.        ]",-0.347211713805
24,"[[-19.55386633   0.98350854   0.18846368  -0.13967317]
 [-75.77506616   0.21973771   0.           0.        ]]",[-2.10662364 -0.59448439],[-0.2946057  -0.11715651],[-2.1617496   0.00343676],0.653089,"[ 0.84040159  0.6227223  -0.9612416   1.17221537  1.62323262 -1.19630531
 -1.5269461  -0.03937032 -0.22104455  0.73392379  0.        ]",-0.105440537277
25,"[[-21.09401493   0.96403729   0.18846368  -0.13967317]
 [-78.23138633  -2.15911705   0.           0.        ]]",[-2.19344481 -0.04621123],[-0.2946057  -0.11715651],[-2.06306744  0.10321669],0.288408,"[-1.06501042  0.64282811 -1.16144914  1.1531664   1.62322045 -1.19629931
 -1.58606665 -0.37316205 -1.54094768 -0.31281937  0.        ]",-0.223696900473
26,"[[-22.68279931   0.91923438   0.18846368  -0.13967317]
 [-80.63901271  -2.32073933   0.           0.        ]]",[-1.19974909 -0.96591466],[-0.2946057  -0.11715651],[-2.14929748  0.09382485],-0.688532,"[-1.26620087  0.68805585  0.95870879  1.10729738  1.62320828 -1.19629331
 -1.64401374 -0.39583942 -2.4915832   1.24912952  0.        ]",-0.41325025964
