timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.03490474  0.05413531 -0.09431855 -0.05793739]
 [ 0.0044908  -0.00209947  0.          0.        ]]",[-0.63554305 -1.56709384],[-0.79957843 -0.55076671],[-0.38733837 -1.71191704],-1.69345,"[ 1.24362909  1.30268991 -0.03086565 -0.04991318 -0.80342331 -0.5109733
  0.24231213 -0.06831078  1.66746184  0.38747782  0.        ]",-0.309450631812
1,"[[-0.0600254   0.01437571 -0.09431855 -0.05793739]
 [-2.50819505 -3.96067147  0.          0.        ]]",[-0.57334295 -1.10524737],[-0.79957843 -0.55076671],[-0.23096713 -1.19892013],-1.74936,"[ 1.24198311  1.30516701 -0.06765733 -0.10080831 -0.80342286 -0.51097308
  0.20474472 -0.85777466  1.66619231  0.32475976  0.        ]",-0.30762375328
2,"[[-0.13243276 -0.10377015 -0.09431855 -0.05793739]
 [-4.72517571 -7.84098352  0.          0.        ]]",[ 0.62315546 -0.27645736],[-0.79957843 -0.55076671],[ 0.04286951 -0.41670442],-1.81187,"[ 1.23238293  1.29556303 -0.17331314 -0.25190318 -0.80342241 -0.51097286
  0.17159842 -1.63162958  1.64458809  0.14306361  0.        ]",-0.300989354782
3,"[[-0.20126229 -0.27002516 -0.09431855 -0.05793739]
 [-2.1663061  -8.78137879  0.          0.        ]]",[ 0.09271855 -1.08473117],[-0.79957843 -0.55076671],[ 0.22675934 -0.22049639],-1.70127,"[ 1.21660943  1.23939996 -0.27281593 -0.46091104 -0.80342196 -0.51097264
  0.20985621 -1.81917136  1.58466788 -0.05857973  0.        ]",-0.290555646495
4,"[[ -0.24046612  -0.48363775  -0.09431855  -0.05793739]
 [ -1.75550448 -12.56726015   0.           0.        ]]",[ 0.66326436  0.503799  ],[-0.79957843 -0.55076671],[ 0.58320886  0.5940398 ],-1.75856,"[ 1.20475628  1.09660319 -0.32890004 -0.71484718 -0.8034215  -0.51097242
  0.21599806 -2.57418813  1.48680751 -0.23261102  0.        ]",-0.276570331378
5,"[[ -0.2489124   -0.7124812   -0.09431855  -0.05793739]
 [  0.90209327 -10.32454502   0.           0.        ]]",[ 0.58094395  0.9659994 ],[-0.79957843 -0.55076671],[ 0.62656397  0.46861044],-1.49071,"[ 1.20193141  0.86259776 -0.34091566 -0.95656778 -0.80342105 -0.5109722
  0.25573194 -2.12691725  1.3700409  -0.35069789  0.        ]",-0.260486341452
6,"[[-0.20800353 -0.87855156 -0.09431855 -0.05793739]
 [ 3.18128735 -6.29589959  0.          0.        ]]",[ 0.62886595 -0.8350688 ],[-0.79957843 -0.55076671],[ 0.59994614 -0.01100919],-1.07154,"[ 1.21471585  0.64696032 -0.2824939  -1.10528281 -0.8034206  -0.51097198
  0.28980828 -1.32348028  1.30569293 -0.37132047  0.        ]",-0.250672900996
7,"[[-0.12003508 -1.03640121 -0.09431855 -0.05793739]
 [ 5.60749293 -9.47843067  0.          0.        ]]",[ 1.56778301  0.12103135],[-0.79957843 -0.55076671],[ 1.04958224  0.91147369],-1.1449,"[ 1.23453189  0.4122649  -0.15527861 -1.22153924 -0.80342015 -0.51097176
  0.32608259 -1.9581714   1.27310023 -0.33658272  0.        ]",-0.244100159997
8,"[[ 0.03070141 -1.21928728 -0.09431855 -0.05793739]
 [ 9.45344916 -8.81232829  0.          0.        ]]",[ 0.77655048  0.79593358],[-0.79957843 -0.55076671],[ 1.13747144  1.27011907],-1.14943,"[ 1.24381097  0.11193785  0.06531568 -1.32180415 -0.8034197  -0.51097154
  0.38358372 -1.82532757  1.25771104 -0.24763744  0.        ]",-0.238851866754
9,"[[  0.24872116  -1.36216494  -0.09431855  -0.05793739]
 [ 12.33897739  -5.48645773   0.           0.        ]]",[ 0.9409109  1.3681943],[-0.79957843 -0.55076671],[ 1.03095579  1.19311357],-1.10936,"[ 1.20199224 -0.13776889  0.38125481 -1.37234887 -0.80341925 -0.51097132
  0.42672539 -1.16204717  1.28454844 -0.08554339  0.        ]",-0.240355011454
