timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.00817121 -0.09931907  0.0008421  -0.01225491]
 [ 0.00138596  0.00115081  0.          0.        ]]",-1.0257,"[ 1.23763552  1.2631894   0.00457903 -0.27269204  0.01887272 -0.10488899
  0.25202784 -0.07965843  1.1017631   0.00707835  0.        ]",[-1.04693735 -0.08762074],[-2.06524212  0.29313577],[-0.73229617 -0.45221493],-0.208520006502
1,"[[ -4.78388599e-02  -8.76352192e-02   8.42104438e-04  -1.22549111e-02]
 [ -3.95497532e+00   1.16335739e+00   0.00000000e+00   0.00000000e+00]]",-0.886859,"[ 1.23610169  1.26505526 -0.0536287  -0.25742865  0.01887271 -0.10488894
  0.19101433  0.14387161  1.09887254 -0.039093    0.        ]",[-1.10487676 -0.06645882],[-0.36400716  0.02555693],[-0.73229617 -0.45221493],-0.20816674747
2,"[[ -1.40601410e-01  -6.35784637e-02   8.42104438e-04  -1.22549111e-02]
 [ -5.31674521e+00   1.24205451e+00   0.00000000e+00   0.00000000e+00]]",-0.923843,"[ 1.2240631   1.268165   -0.18915685 -0.22595479  0.0188727  -0.1048889
  0.17001358  0.15900756  1.08603414 -0.1488459   0.        ]",[-1.10182583  0.02882466],[-1.10735237  0.23450051],[-0.73229617 -0.45221493],-0.207287603412
3,"[[ -2.85575199e-01  -2.96527725e-02   8.42104438e-04  -1.22549111e-02]
 [ -9.16780944e+00   2.14749280e+00   0.00000000e+00   0.00000000e+00]]",-0.828586,"[ 1.18179619  1.27087022 -0.39699095 -0.18149154  0.0188727  -0.10488885
  0.1106239   0.33315277  1.04901924 -0.31961682  0.        ]",[-1.11882603  0.18320957],[-1.08307012 -0.27852516],[-0.73229617 -0.45221493],-0.205857263015
4,"[[ -5.06798024e-01   1.82011538e-03   8.42104438e-04  -1.22549111e-02]
 [ -1.29419089e+01   1.00360134e+00   0.00000000e+00   0.00000000e+00]]",-0.80033,"[ 1.06424237  1.27161866 -0.69599146 -0.14020181  0.01887269 -0.10488881
  0.05242114  0.11314494  0.94851806 -0.57937296  0.        ]",[-1.13697255  0.42896914],[-1.00934001  0.53063329],[-0.73229617 -0.45221493],-0.203586724156
5,"[[ -8.02766497e-01   4.27880336e-02   8.42104438e-04  -1.22549111e-02]
 [ -1.66426168e+01   3.08623642e+00   0.00000000e+00   0.00000000e+00]]",-0.562201,"[ 0.81645525  1.27005298 -1.03937057 -0.08646514  0.01887268 -0.10488876
 -0.00464979  0.51370374  0.74250545 -0.8817322   0.        ]",[-1.17622447  0.72074056],[-1.02125284 -0.22210395],[-0.73229617 -0.45221493],-0.200896037464
6,"[[ -1.17200317e+00   9.50892727e-02   8.42104438e-04  -1.22549111e-02]
 [ -2.02689816e+01   2.14699269e+00   0.00000000e+00   0.00000000e+00]]",-0.469612,"[ 0.39367149  1.26388381 -1.33628339 -0.01801176  0.01887267 -0.10488872
 -0.06057424  0.33305613  0.3947579  -1.15346655  0.        ]",[-1.26985908  1.03814602],[-1.30813922  0.10943811],[-0.73229617 -0.45221493],-0.198408057754
7,"[[ -1.61305293e+00   1.41962002e-01   8.42104438e-04  -1.22549111e-02]
 [ -2.38241641e+01   2.53893861e+00   0.00000000e+00   0.00000000e+00]]",-0.497854,"[-0.20039507  1.2543934  -1.45016917  0.04305262  0.01887266 -0.10488867
 -0.11540093  0.40844005 -0.10840451 -1.28741081  0.        ]",[-1.41848493  1.36966443],[-1.26230647  0.91824584],[-0.73229617 -0.45221493],-0.19719728696
8,"[[ -2.12451411e+00   2.28725372e-01   8.42104438e-04  -1.22549111e-02]
 [ -2.73103798e+01   6.12537492e+00   0.00000000e+00   0.00000000e+00]]",-0.749422,"[-0.8676707   1.22702456 -1.23211426  0.15490953  0.01887266 -0.10488863
 -0.16916405  1.09822915 -0.67238768 -1.15539697  0.        ]",[-1.58658886  1.23309207],[-1.40671057  1.35149628],[-0.73229617 -0.45221493],-0.197954561339
9,"[[ -2.70501204e+00   3.89747357e-01   8.42104438e-04  -1.22549111e-02]
 [ -3.07281259e+01   9.96388249e+00   0.00000000e+00   0.00000000e+00]]",-0.924368,"[-1.39246962  1.14321083 -0.60417816  0.35594673  0.01887265 -0.10488858
 -0.22187125  1.83649743 -1.13491013 -0.72038976  0.        ]",[-1.72425914  0.08366126],[-2.38876444 -0.4407578 ],[-0.73229617 -0.45221493],-0.199649834255
10,"[[ -3.35317090e+00   5.69528384e-01   8.42104438e-04  -1.22549111e-02]
 [ -3.40766866e+01   8.02048754e+00   0.00000000e+00   0.00000000e+00]]",-1.12362,"[-1.4911192   1.00135725  0.3248776   0.56493745  0.01887264 -0.10488854
 -0.27351149  1.46271686 -1.34777847 -0.0253141   0.        ]",[-1.96313643  0.10674211],[-1.74019518 -0.71154164],[-0.73229617 -0.45221493],-0.201708805995
11,"[[ -4.06763587e+00   7.00057194e-01   8.42104438e-04  -1.22549111e-02]
 [ -3.73588869e+01   5.04210714e+00   0.00000000e+00   0.00000000e+00]]",-0.670745,"[-0.97135462  0.86892022  1.18992299  0.70274197  0.01887263 -0.10488849
 -0.32412833  0.88987618 -1.14775478  0.77811628  0.        ]",[-2.13303208  0.56328636],[-2.19259154  0.43796234],[-0.73229617 -0.45221493],-0.204746604122
12,"[[ -4.84711088e+00   8.17264622e-01   8.42104438e-04  -1.22549111e-02]
 [ -4.05780059e+01   6.67296746e+00   0.00000000e+00   0.00000000e+00]]",-0.350882,"[ 0.04322194  0.73094159  1.47133408  0.81429006  0.01887262 -0.10488845
 -0.37377235  1.20354276 -0.48275301  1.3036986   0.        ]",[-2.10496426  0.12224144],[-2.18315347  1.51570204],[-0.73229617 -0.45221493],-0.204741064651
