timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.03404228 -0.06919452  0.11632023  0.07519924]
 [-0.00488388  0.00300259  0.          0.        ]]",[-1.34690512  2.58957594],[-0.9428457  -0.77467555],[-1.33711123  2.15221858],-1.5317,"[ 1.25415565  1.37761748 -0.02792779 -0.18062185  1.01832083  0.63778749
  0.22462954 -0.05586262  0.41597709 -0.55566058  0.        ]",-0.129401307192
1,"[[-0.07384495 -0.02939179  0.11632023  0.07519924]
 [-3.96220043  3.96406495  0.          0.        ]]",[-1.65077511  2.03816837],[-0.9428457  -0.77467555],[-1.28189719  2.02275133],-1.54651,"[ 1.25118971  1.38159089 -0.0860455  -0.13130258  1.01832036  0.63778729
  0.16815144  0.78067743  0.41470954 -0.58116485  0.        ]",-0.13204238818
2,"[[-0.1920083   0.08884505  0.11632023  0.07519924]
 [-7.84121927  7.84667007  0.          0.        ]]",[-1.3225484   1.63325301],[-0.9428457  -0.77467555],[-1.20211756  1.80117548],-1.48979,"[ 1.22956153  1.37447213 -0.25722007  0.0152414   1.01831989  0.63778709
  0.11279078  1.60064709  0.40546581 -0.65626316  0.        ]",-0.139574738892
3,"[[ -0.38698258   0.28396181   0.11632023   0.07519924]
 [-11.64357173  11.65228971   0.           0.        ]]",[ 0.04275083  1.17722251],[-0.9428457  -0.77467555],[-1.05810809  1.01953971],-1.2961,"[ 1.1527733   1.30130538 -0.53004743  0.25274838  1.01831942  0.63778689
  0.05852429  2.40435544  0.37263638 -0.77594141  0.        ]",-0.150939924953
4,"[[ -0.6158624    0.55441729   0.11632023   0.07519924]
 [-11.24572635  15.38081247   0.           0.        ]]",[-0.39608046  0.22333526],[-0.9428457  -0.77467555],[-0.90018666 -0.15743732],-1.20011,"[ 1.00108431  1.07889449 -0.82291159  0.55831188  1.01831896  0.63778668
  0.06420225  3.19177641  0.3099771  -0.87527783  0.        ]",-0.15862612125
5,"[[ -0.85427229   0.86785191   0.11632023   0.07519924]
 [-12.59083902  15.96066658   0.           0.        ]]",[-0.81363098 -1.03682516],[-0.9428457  -0.77467555],[-0.85614336 -1.00011444],-1.137,"[ 0.78067654  0.6659943  -1.08091796  0.8517254   1.01831849  0.63778648
  0.04500503  3.31422694  0.21688355 -0.93557488  0.        ]",-0.160490089379
6,"[[ -1.13588328   1.14416914   0.11632023   0.07519924]
 [-15.56053004  11.68520434   0.           0.        ]]",[-1.38052453 -0.15816049],[-0.9428457  -0.77467555],[-1.01539302 -0.94788539],-1.10873,"[ 0.45535231  0.19447734 -1.30438724  1.03463188  1.01831802  0.63778628
  0.00262212  2.41128962  0.07779023 -1.03740144  0.        ]",-0.168816501424
7,"[[ -1.48371498   1.36926619   0.11632023   0.07519924]
 [-19.21061004  10.82722554   0.           0.        ]]",[-1.11975689 -2.46752488],[-0.9428457  -0.77467555],[-1.04826045 -1.72098863],-1.19486,"[-0.00666498 -0.23847283 -1.43498204  1.12072821  1.01831755  0.63778608
 -0.04947119  2.23009053 -0.12403226 -1.18124707  0.        ]",-0.187387409773
8,"[[ -1.90382293   1.54392141   0.11632023   0.07519924]
 [-22.78831807   6.65207163   0.           0.        ]]",[-1.39052738 -1.41302417],[-0.9428457  -0.77467555],[-1.22631431 -1.83139265],-1.37493,"[-0.57855699 -0.58967629 -1.3601757   1.1453892   1.01831708  0.63778587
 -0.10053161  1.3483419  -0.40600985 -1.31646827  0.        ]",-0.213469560924
9,"[[ -2.39477555   1.63589462   0.11632023   0.07519924]
 [-26.29520522   2.55875294   0.           0.        ]]",[-1.74623835 -2.1841446 ],[-0.9428457  -0.77467555],[-1.53260994 -1.63621247],-1.67773,"[-1.14087798 -0.77596914 -0.9715491   1.14320869  1.01831662  0.63778567
 -0.15058129  0.48387687 -0.78322406 -1.38309803  0.        ]",-0.244861719869
10,"[[ -2.95516437   1.64680625   0.11632023   0.07519924]
 [-29.7320767   -1.45435872   0.           0.        ]]",[-1.97093886 -0.48755212],[-0.9428457  -0.77467555],[-1.95928562 -1.0632329 ],-1.51974,"[-1.48469219 -0.79802721 -0.24920213  1.14225374  1.01831615  0.63778547
 -0.19963172 -0.36364921 -1.23330627 -1.262064    0.        ]",-0.273130859936
11,"[[ -3.58360274   1.59860256   0.11632023   0.07519924]
 [-33.10042062  -3.35981122   0.           0.        ]]",[-1.90889685 -0.45341794],[-0.9428457  -0.77467555],[-2.15326405 -0.23535946],-1.65397,"[-1.37583505 -0.70047843  0.64738816  1.14535583  1.01831568  0.63778527
 -0.24770413 -0.76606016 -1.61703659 -0.83291105  0.        ]",-0.284099067275
12,"[[ -4.27873182   1.51401519   0.11632023   0.07519924]
 [-36.40134798  -5.09330636   0.           0.        ]]",[-3.0434011   1.94577276],[-0.9428457  -0.77467555],[-2.23265576  1.32631397],-1.06748,"[-0.70745869 -0.52912261  1.34885431  1.14383534  1.01831521  0.63778506
 -0.29481438 -1.13215528 -1.67401161 -0.1383564   0.        ]",-0.261810580129
13,"[[ -5.03923328   1.45283391   0.11632023   0.07519924]
 [-39.63823734  -1.03850344   0.           0.        ]]",[-1.78687427  0.76245571],[-0.9428457  -0.77467555],[-1.92468774  0.64147294],-1.19125,"[ 0.31679435 -0.40562471  1.40679996  1.13721214  1.01831474  0.63778486
 -0.34101069 -0.2758241  -1.21832858  0.45088018  0.        ]",-0.195305107262
14,"[[ -5.86384036   1.4624956    0.11632023   0.07519924]
 [-42.81207893   1.99437109   0.           0.        ]]",[-1.34421117  0.37353924],[-0.9428457  -0.77467555],[-1.56721997 -0.11161673],-1.42142,"[ 1.1352309  -0.42507976  0.61726896  1.13856477  1.01831428  0.63778466
 -0.38630718  0.36468668 -0.48044116  0.47271498  0.        ]",-0.0915071913963
15,"[[ -6.75130047   1.51674948   0.11632023   0.07519924]
 [-45.9236757    3.42603006   0.           0.        ]]",[-1.18874043 -0.31459402],[-0.9428457  -0.77467555],[-1.25117862 -0.92274296],-1.3002,"[ 1.10630173 -0.53465508 -0.63798189  1.14402145  1.01831381  0.63778446
 -0.43071532  0.66703769  0.03036611 -0.13858868  0.        ]",-0.0373607085111
16,"[[ -7.70037303   1.5720011    0.11632023   0.07519924]
 [-48.97336359   2.10331844   0.           0.        ]]",[-0.60920039 -1.92599004],[-0.9428457  -0.77467555],[-1.18874645 -1.47233748],-1.24829,"[ 0.08458156 -0.64657455 -1.4233038   1.14583157  1.01831334  0.63778425
 -0.47423989  0.38769486 -0.08853135 -0.9865732   0.        ]",-0.157245048913
17,"[[ -8.69430354   1.57381794   0.11632023   0.07519924]
 [-50.41459978  -1.90836911   0.           0.        ]]",[-1.66191661 -1.55079947],[-0.9428457  -0.77467555],[-1.77092505 -1.15284705],-1.60914,"[-1.15608107 -0.65025636 -0.95387912  1.14582621  1.01831287  0.63778405
 -0.49480887 -0.45953124 -0.82622147 -1.41399105  0.        ]",-0.252464729446
18,"[[ -9.73227194   1.49619213   0.11632023   0.07519924]
 [-53.3720281   -5.84131755   0.           0.        ]]",[-2.57268109  0.44567623],[-0.9428457  -0.77467555],[-2.43595815  0.62169552],-1.30664,"[-1.44382114 -0.49307981  0.4644654   1.14238019  1.0183124   0.63778385
 -0.53701672 -1.29012796 -1.62686694 -0.92200911  0.        ]",-0.292297534249
19,"[[-10.82880048   1.39810994   0.11632023   0.07519924]
 [-56.2712986   -3.97332066   0.           0.        ]]",[-2.42189169  1.37790801],[-0.9428457  -0.77467555],[-2.45980978  1.4885745 ],-1.10412,"[-0.35621952 -0.29590274  1.46392799  1.12737771  1.01831194  0.63778365
 -0.57839453 -0.89562628 -1.56940603  0.17625465  0.        ]",-0.244108575719
20,"[[ -1.19827553e+01   1.35902697e+00   1.16320231e-01   7.51992397e-02]
 [ -5.91150442e+01   5.13953259e-02   0.00000000e+00   0.00000000e+00]]",[-2.05055545  0.11709599],[-0.9428457  -0.77467555],[-1.92352641  0.83675259],-1.25317,"[ 1.02623535 -0.21816086  0.82767806  1.118114    1.01831147  0.63778344
 -0.6189799  -0.04564852 -0.56428916  0.5507151   0.        ]",-0.10997056774
21,"[[-13.19302678   1.36454938   0.11632023   0.07519924]
 [-61.90285733   0.49910794   0.           0.        ]]",[-1.04006199 -0.356659  ],[-0.9428457  -0.77467555],[-1.32652462 -0.15468946],-1.24312,"[ 0.99240453 -0.22910898 -0.83574459  1.11953506  1.018311    0.63778324
 -0.65876698  0.04890369  0.13840789 -0.36242387  0.        ]",-0.0755188588977
22,"[[-14.45849607   1.36010106   0.11632023   0.07519924]
 [-64.6348412   -0.93939241   0.           0.        ]]",[-1.71854408 -1.08914009],[-0.9428457  -0.77467555],[-1.59181094 -0.53953606],-1.41088,"[-0.56324932 -0.22028912 -1.36567305  1.11839226  1.01831053  0.63778304
 -0.69775726 -0.25489255 -0.4476637  -1.42842156  0.        ]",-0.232038888838
23,"[[-15.77804392   1.30159583   0.11632023   0.07519924]
 [-67.31062117  -4.89814033   0.           0.        ]]",[-1.74032857  0.45198637],[-0.9428457  -0.77467555],[-2.51408505  0.87340546],-1.52345,"[-1.50524224 -0.10513549  0.12424793  1.10114389  1.01831006  0.63778284
 -0.73594539 -1.09093855 -1.62709124 -1.08204149  0.        ]",-0.305625696653
