timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.06738329 -0.07863637  0.11029882 -0.16293228]
 [ 0.00253918 -0.00160296  0.          0.        ]]",[-3.421681    1.15073945],[-0.90730941 -0.6265074 ],[-3.00025773  1.92752552],-1.4226,"[ 1.24666904  1.33700246  0.11987956 -0.20853936  0.9641188  -1.41687301
  0.23707808 -0.06309917  0.45404014  1.10762684  0.        ]",-0.195605801403
1,"[[ 0.02772761 -0.03892484  0.11029882 -0.16293228]
 [-3.95492451  3.95955035  0.          0.        ]]",[-2.87920723  1.81299648],[-0.90730941 -0.6265074 ],[-2.89702129  1.65127301],-1.43728,"[ 1.24927121  1.3414686   0.06188094 -0.15861659  0.96411828 -1.41687181
  0.17923488  0.74801269  0.45515744  1.08206457  0.        ]",-0.192310155683
2,"[[-0.09029166  0.07922262  0.11029882 -0.16293228]
 [-7.83408564  7.84224657  0.          0.        ]]",[-2.78753956  1.43988191],[-0.90730941 -0.6265074 ],[-2.78071499  1.34546566],-1.43731,"[ 1.24417587  1.33691183 -0.11075062 -0.00993931  0.96411775 -1.4168706
  0.12253616  1.5430581   0.45297266  1.0059213   0.        ]",-0.182140244188
3,"[[ -0.28512464   0.27425184   0.11029882  -0.16293228]
 [-11.6365738   11.6479593    0.           0.        ]]",[-2.14763394  0.12238604],[-0.90730941 -0.6265074 ],[-2.60701585  0.4908489 ],-1.37152,"[ 1.19404742  1.27135092 -0.39059129  0.23146985  0.96411723 -1.4168694
  0.06695811  2.32233683  0.43145926  0.88248295  0.        ]",-0.164323071437
4,"[[ -0.5552418    0.5097709    0.11029882  -0.16293228]
 [-15.36281096  11.90302299   0.           0.        ]]",[-2.50564245 -0.24198656],[-0.90730941 -0.6265074 ],[-2.57337046  0.0577803 ],-1.24341,"[ 1.04234657  1.09943968 -0.75062268  0.50494744  0.9641167  -1.4168682
  0.01249456  2.37456084  0.36571158  0.69890416  0.        ]",-0.134991283675
5,"[[ -0.8991442    0.73585958   0.11029882  -0.16293228]
 [-19.01537262  10.70970669   0.           0.        ]]",[-2.36735145 -0.78303088],[-0.90730941 -0.6265074 ],[-2.55576825 -0.39474511],-1.1017,"[ 0.72819429  0.84742443 -1.12496606  0.73572749  0.96411618 -1.41686699
 -0.04089213  2.13020679  0.22287215  0.45029999  0.        ]",-0.0900840704672
6,"[[ -1.31537171   0.91681699   0.11029882  -0.16293228]
 [-22.5955289    7.39693554   0.           0.        ]]",[-2.2052648  -0.72955326],[-0.90730941 -0.6265074 ],[-2.58248949 -0.61244178],-1.0627,"[ 0.21776917  0.59291548 -1.39551242  0.88993308  0.96411565 -1.41686579
 -0.09322052  1.45186298 -0.03864317  0.1704115   0.        ]",-0.0286191460682
7,"[[ -1.80249544   1.03429305   0.11029882  -0.16293228]
 [-26.10516387   4.36064195   0.           0.        ]]",[-2.2732812  -0.84447115],[-0.90730941 -0.6265074 ],[-2.6708715  -0.81049532],-1.17484,"[-0.44823713  0.40674961 -1.40388932  0.97284088  0.96411513 -1.41686458
 -0.14451816  0.83013341 -0.45651868 -0.05149295  0.        ]",-0.0552224462678
8,"[[ -2.35911277   1.08707212   0.11029882  -0.16293228]
 [-29.54503782   0.92855725   0.           0.        ]]",[-3.41702213 -0.93294968],[-0.90730941 -0.6265074 ],[-2.95740581 -0.61630714],-1.35722,"[-1.11044259  0.31855659 -1.01110701  1.00529209  0.9641146  -1.41686338
 -0.19479615  0.12735965 -1.01775182 -0.06360284  0.        ]",-0.149375875332
9,"[[ -2.98383759   1.06836774   0.11029882  -0.16293228]
 [-32.91605774  -2.78674383   0.           0.        ]]",[-3.02515247 -0.45309754],[-0.90730941 -0.6265074 ],[-3.38545561  0.19334626],-1.39711,"[-1.49491353  0.35010778 -0.20875681  0.99414166  0.96411407 -1.41686218
 -0.24406776 -0.63340707 -1.59500111  0.30102373  0.        ]",-0.250067638714
10,"[[ -3.6753102    0.99515155   0.11029882  -0.16293228]
 [-36.22009034  -4.52917324   0.           0.        ]]",[-3.79050456  1.26960983],[-0.90730941 -0.6265074 ],[-3.7345295   1.31937742],-1.31672,"[-1.32000281  0.47040705  0.76623528  0.94682049  0.96411355 -1.41686097
 -0.29236025 -0.99019671 -1.88345478  1.08434289  0.        ]",-0.337825298688
11,"[[ -4.43222377   0.9451552    0.11029882  -0.16293228]
 [-39.46065766  -0.48405959   0.           0.        ]]",[-3.40694808  1.327415  ],[-0.90730941 -0.6265074 ],[-3.63298702  0.71148735],-1.2929,"[-0.51297644  0.54938297  1.42849969  0.91123756  0.96411302 -1.41685977
 -0.33972512 -0.16189517 -1.56672587  1.93438657  0.        ]",-0.382208550729
12,"[[ -5.25331641   0.97524946   0.11029882  -0.16293228]
 [-42.63821683   3.48009158   0.           0.        ]]",[-3.21125344  0.42668439],[-0.90730941 -0.6265074 ],[-3.44367504  0.0727157 ],-1.36543,"[ 0.57995535  0.50216805  1.27653552  0.93296667  0.9641125  -1.41685856
 -0.38616903  0.64982792 -0.75847532  2.27166174  0.        ]",-0.36394715558
13,"[[ -6.13733281   1.06105039   0.11029882  -0.16293228]
 [-45.75316766   5.09437507   0.           0.        ]]",[-4.02749794 -0.93745232],[-0.90730941 -0.6265074 ],[-3.24373412 -0.49982196],-1.31261,"[ 1.23513897  0.36236305  0.23410232  0.9896724   0.96411197 -1.41685736
 -0.43169784  0.98037779  0.02917855  1.83079146  0.        ]",-0.281638720355
14,"[[ -7.08301658   1.12460703   0.11029882  -0.16293228]
 [-48.80487008   1.27377823   0.           0.        ]]",[-2.92306927 -0.68059899],[-0.90730941 -0.6265074 ],[-2.88090253 -0.65956974],-1.33909,"[ 0.83114074  0.25431145 -1.0289706   1.02648335  0.96411145 -1.41685616
 -0.47630218  0.19804929  0.24164073  0.8352906   0.        ]",-0.141436039401
15,"[[ -8.08912058   1.12270129   0.11029882  -0.16293228]
 [-51.79539078  -1.45545511   0.           0.        ]]",[-2.59953627 -0.90692808],[-0.90730941 -0.6265074 ],[-2.86706781 -0.73045272],-1.31007,"[-0.45285719  0.25760202 -1.40272411  1.02544498  0.96411092 -1.41685495
 -0.52001226 -0.36080502 -0.42174476 -0.00578826  0.        ]",-0.0484308629986
16,"[[ -9.15442619   1.05775062   0.11029882  -0.16293228]
 [-54.72513058  -5.02784313   0.           0.        ]]",[-3.95832442 -0.03328584],[-0.90730941 -0.6265074 ],[-3.44836664  0.31423226],-1.01016,"[-1.46190117  0.36787337 -0.36978549  0.98763688  0.9641104  -1.41685375
 -0.56283393 -1.09230843 -1.51720953  0.20892357  0.        ]",-0.234950928134
17,"[[-10.27774307   0.9567632    0.11029882  -0.16293228]
 [-57.59697835  -5.07082456   0.           0.        ]]",[-3.92245649  2.20683132],[-0.90730941 -0.6265074 ],[-3.921422    1.67183709],-0.967489,"[-1.03944     0.53128871  1.12425237  0.91972649  0.96410987 -1.41685255
 -0.60480943 -1.10110889 -1.82771202  1.48543619  0.        ]",-0.364642569566
18,"[[-11.45794441   0.89597096   0.11029882  -0.16293228]
 [-60.41405876  -1.02199111   0.           0.        ]]",[-3.85035539  1.27961229],[-0.90730941 -0.6265074 ],[-3.73471236  1.34605694],-0.858112,"[ 0.48486379  0.62434194  1.33183689  0.87373949  0.96410934 -1.41685134
 -0.64598441 -0.27204492 -0.798861    2.29629049  0.        ]",-0.369602122003
