timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.04502381 -0.06334897  0.01296128 -0.10749447]
 [ 0.00200155 -0.00031652  0.          0.        ]]",[-2.2407728  -0.00783161],[-0.90344065 -0.62187564],[-2.27794671  0.29769459],-1.5426,"[ 1.2477542   1.33498159  0.08715881 -0.19124083  0.12056533 -0.938612
  0.23795582 -0.06355857  1.03214577  0.73101073  0.        ]",-0.225549518164
1,"[[ 0.00537303 -0.06365093  0.01296128 -0.10749447]
 [-3.95390803 -0.02978618  0.          0.        ]]",[-2.6584552   0.12737559],[-0.90344065 -0.62187564],[-2.28947496  0.35026661],-1.50824,"[ 1.24913267  1.33494403  0.02911016 -0.19162098  0.12056529 -0.93861149
  0.17998914 -0.06957422  1.03174032  0.67696875  0.        ]",-0.221536641223
2,"[[-0.11261296 -0.05916518  0.01296128 -0.10749447]
 [-7.83177859  0.47667037  0.          0.        ]]",[-1.92347335 -0.14789221],[-0.90344065 -0.62187564],[-2.28071618  0.46232867],-1.4828,"[ 1.24040539  1.33546705 -0.14333879 -0.1859721   0.12056526 -0.93861098
  0.12316598  0.03380928  1.0195033   0.52055779  0.        ]",-0.209622361756
3,"[[ -0.3073825   -0.05558686   0.01296128  -0.10749447]
 [-11.63252081  -0.11686263   0.           0.        ]]",[-1.79242325  0.55212308],[-0.90344065 -0.62187564],[-2.21846771  0.52913594],-1.52364,"[ 1.18443028  1.33585663 -0.4218828  -0.18146485  0.12056522 -0.93861047
  0.067473   -0.08734925  0.96257885  0.26643101  0.        ]",-0.189081930435
4,"[[ -5.77423428e-01  -3.59513284e-02   1.29612826e-02  -1.07494469e-01]
 [ -1.53591593e+01   2.07311347e+00   0.00000000e+00   0.00000000e+00]]",[-1.54427453  0.43472392],[-0.90344065 -0.62187564],[-2.15850234  0.80398512],-1.40787,"[ 1.02528092  1.33756586 -0.77821276 -0.15671773  0.12056519 -0.93860996
  0.01286587  0.35969304  0.81784696 -0.04803     0.        ]",-0.161111915662
5,"[[ -9.21255550e-01   2.23842549e-02   1.29612826e-02  -1.07494469e-01]
 [ -1.90118920e+01   3.75482355e+00   0.00000000e+00   0.00000000e+00]]",[-2.06968701  1.6276368 ],[-0.90344065 -0.62187564],[-2.09248805  0.99022889],-1.27485,"[ 0.70347952  1.33831804 -1.14507644 -0.08313     0.12056515 -0.93860945
 -0.0406583   0.70298229  0.5523552  -0.35746879  0.        ]",-0.1297918297
6,"[[ -1.33742656e+00   1.36475679e-01   1.29612826e-02  -1.07494469e-01]
 [ -2.25933062e+01   7.64131610e+00   0.00000000e+00   0.00000000e+00]]",[-2.1000956  -0.24295019],[-0.90344065 -0.62187564],[-2.06401658  0.86819029],-1.0108,"[ 0.18765633  1.32109181 -1.4036154   0.06028326  0.12056512 -0.93860894
 -0.09313743  1.49633552  0.16062751 -0.57830944  0.        ]",-0.104988179874
7,"[[ -1.82449780e+00   2.78141221e-01   1.29612826e-02  -1.07494469e-01]
 [ -2.61021761e+01   6.52885154e+00   0.00000000e+00   0.00000000e+00]]",[-2.87356039  0.62144238],[-0.90344065 -0.62187564],[-2.24318457  0.92708266],-1.15288,"[-0.47823741  1.26562553 -1.39643405  0.23504423  0.12056508 -0.93860843
 -0.14455356  1.26924585 -0.34509589 -0.62305845  0.        ]",-0.105384355183
8,"[[ -2.38106625e+00   4.32112564e-01   1.29612826e-02  -1.07494469e-01]
 [ -2.95432925e+01   8.86037142e+00   0.00000000e+00   0.00000000e+00]]",[-2.74963571  1.09818277],[-0.90344065 -0.62187564],[-2.44121194  0.24219283],-1.41808,"[-1.13203293  1.16380172 -0.98827985  0.41700292  0.12056504 -0.93860792
 -0.19497687  1.74517965 -0.88257189 -0.39264593  0.        ]",-0.141188967783
9,"[[ -3.00578606e+00   6.47280477e-01   1.29612826e-02  -1.07494469e-01]
 [ -3.29176193e+01   1.26435840e+01   0.00000000e+00   0.00000000e+00]]",[-2.76964484 -1.11702111],[-0.90344065 -0.62187564],[-2.48155594 -1.24619782],-1.6115,"[-1.49976994  0.95370597 -0.17704114  0.64943787  0.12056501 -0.93860741
 -0.24442151  2.51744541 -1.26192053  0.12514967  0.        ]",-0.190704202641
10,"[[ -3.69730409e+00   8.57890471e-01   1.29612826e-02  -1.07494469e-01]
 [ -3.62232400e+01   8.43118560e+00   0.00000000e+00   0.00000000e+00]]",[-3.07800428 -1.34536961],[-0.90344065 -0.62187564],[-2.74367857 -1.01737142],-1.62644,"[-1.30470478  0.68014656  0.7938694   0.84303396  0.12056497 -0.9386069
 -0.29285937  1.65756371 -1.3385679   0.84444263  0.        ]",-0.239663995427
11,"[[ -4.45427973e+00   9.85073796e-01   1.29612826e-02  -1.07494469e-01]
 [ -3.94634730e+01   4.30067482e+00   0.00000000e+00   0.00000000e+00]]",[-2.82027589  0.11062538],[-0.90344065 -0.62187564],[-2.86193419 -0.41427639],-1.13997,"[-0.48412278  0.48741996  1.43728782  0.93999027  0.12056494 -0.93860639
 -0.34033909  0.81439961 -0.98109979  1.56962165  0.        ]",-0.27882201529
12,"[[ -5.27542809e+00   1.07457637e+00   1.29612826e-02  -1.07494469e-01]
 [ -4.26408429e+01   4.64819317e+00   0.00000000e+00   0.00000000e+00]]",[-2.96473425 -0.44591544],[-0.90344065 -0.62187564],[-2.81150532 -0.4822211 ],-1.21146,"[ 0.6053582   0.3414053   1.2597275   0.99812171  0.1205649  -0.93860588
 -0.38689765  0.8853383  -0.2150465   1.88283474  0.        ]",-0.288290680017
13,"[[ -6.15948861e+00   1.14883603e+00   1.29612826e-02  -1.07494469e-01]
 [ -4.57547837e+01   2.78374925e+00   0.00000000e+00   0.00000000e+00]]",[-3.0235759  -0.27885777],[-0.90344065 -0.62187564],[-2.59939742 -0.37397364],-1.41645,"[ 1.23860142  0.21469807  0.20194216  1.03962898  0.12056487 -0.93860537
 -0.43252677  0.50474797  0.56777352  1.47516241  0.        ]",-0.254323224003
14,"[[ -7.10520835e+00   1.19280007e+00   1.29612826e-02  -1.07494469e-01]
 [ -4.88069778e+01   1.61631637e+00   0.00000000e+00   0.00000000e+00]]",[-2.49634418 -1.34377206],[-0.90344065 -0.62187564],[-2.13952041 -1.07485914],-1.63125,"[ 0.80831243  0.13761228 -1.05158198  1.06122569  0.12056483 -0.93860486
 -0.47725109  0.266439    0.79924905  0.49884357  0.        ]",-0.174186349808
15,"[[ -8.11135174e+00   1.18498460e+00   1.29612826e-02  -1.07494469e-01]
 [ -5.17971271e+01  -2.38472907e+00   0.00000000e+00   0.00000000e+00]]",[-2.94894791 -1.36926476],[-0.90344065 -0.62187564],[-2.26971221 -0.73430765],-1.56687,"[-0.48313729  0.15141928 -1.39507586  1.05755016  0.1205648  -0.93860435
 -0.52106624 -0.55029718  0.15874152 -0.33775104  0.        ]",-0.0742028296117
