timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.09799422  0.09763449 -0.01108012 -0.05212675]
 [-0.00427909 -0.00182837  0.          0.        ]]",-1.28209,"[ 1.23297667  1.2755889   0.16082179 -0.00995828 -0.08714    -0.45247218
  0.25104407 -0.07756526  1.16237021  0.5571813   0.        ]",[-1.39679122 -0.23650715],[-0.79218017 -0.42904209],[-0.75028145 -0.48408055],-0.233839412923
1,"[[ 0.06647402  0.08056556 -0.01108012 -0.05212675]
 [-3.13731029 -1.6994108   0.          0.        ]]",-1.29427,"[ 1.2365482   1.27823597  0.11472631 -0.03208199 -0.08713997 -0.45247196
  0.20314418 -0.40757253  1.16934538  0.50200228  0.        ]",[-1.37560987 -0.16942409],[-1.64444094  0.33873668],[-0.75028145 -0.48408055],-0.232086344016
2,"[[-0.03534544  0.06038731 -0.01108012 -0.05212675]
 [-7.03166755 -0.32300783  0.          0.        ]]",-1.24766,"[ 1.23873284  1.28071229 -0.03460388 -0.05827468 -0.08713993 -0.45247174
  0.14360465 -0.14000172  1.17716552  0.34744689  0.        ]",[-1.41219282 -0.15602764],[-1.61833052 -1.0517297 ],[-0.75028145 -0.48408055],-0.226870894743
3,"[[ -0.21425839   0.01427822  -0.01108012  -0.05212675]
 [-10.84692705  -4.2747357    0.           0.        ]]",-1.29728,"[ 1.20803939  1.28371162 -0.29475665 -0.11823019 -0.0871399  -0.45247153
  0.08527442 -0.90821154  1.15103581  0.06949636  0.        ]",[-1.2511127  -0.00314283],[-1.74960996 -0.74781544],[-0.75028145 -0.48408055],-0.216790008945
4,"[[ -4.68723792e-01  -1.00061710e-01  -1.10801208e-02  -5.21267510e-02]
 [ -1.45871844e+01  -7.14966468e+00   0.00000000e+00   0.00000000e+00]]",-1.18562,"[ 1.09075549  1.27516582 -0.64565589 -0.26680511 -0.08713986 -0.45247131
  0.02809087 -1.46709199  1.01013318 -0.33305742  0.        ]",[-1.07275224  0.1641871 ],[-0.31437575  0.92984348],[-0.75028145 -0.48408055],-0.199937306259
5,"[[ -7.70066462e-01  -2.04689048e-01  -1.10801208e-02  -5.21267510e-02]
 [ -1.55438887e+01  -3.32579449e+00   0.00000000e+00   0.00000000e+00]]",-0.874463,"[ 0.85025024  1.24748476 -1.00434625 -0.4013197  -0.08713983 -0.45247109
  0.01346413 -0.72373671  0.72168949 -0.70228122  0.        ]",[-1.31890595  0.06917918],[-1.1466804   0.05899089],[-0.75028145 -0.48408055],-0.180807667669
6,"[[ -1.11755273e+00  -2.68183912e-01  -1.10801208e-02  -5.21267510e-02]
 [ -1.91925997e+01  -3.02466683e+00   0.00000000e+00   0.00000000e+00]]",-0.686862,"[ 0.46388224  1.22155317 -1.30201101 -0.48163439 -0.08713979 -0.45247087
 -0.04231981 -0.66519754  0.30714368 -0.94767137  0.        ]",[-1.46757829  0.27954018],[-1.19191284  0.52838162],[-0.75028145 -0.48408055],-0.164096952567
7,"[[ -1.53729643e+00  -3.07066218e-01  -1.10801208e-02  -5.21267510e-02]
 [ -2.27698437e+01  -8.70705059e-01   0.00000000e+00   0.00000000e+00]]",-0.618708,"[-0.09416889  1.20231979 -1.44935008 -0.53015087 -0.08713976 -0.45247065
 -0.09701112 -0.2464702  -0.23202124 -0.99907904  0.        ]",[-1.60936272  0.65988386],[-2.06234406  0.49317679],[-0.75028145 -0.48408055],-0.154484951896
8,"[[ -2.02787341e+00  -3.04693585e-01  -1.10801208e-02  -5.21267510e-02]
 [ -2.62761550e+01   1.10142837e+00   0.00000000e+00   0.00000000e+00]]",-0.737923,"[-0.74941258  1.20356447 -1.29953494 -0.52720636 -0.08713972 -0.45247044
 -0.15061796  0.13690993 -0.79079498 -0.75928869  0.        ]",[-1.84904003  0.98522824],[-1.24234817  0.43490469],[-0.75028145 -0.48408055],-0.160039235594
9,"[[ -2.58787844e+00  -2.65583400e-01  -1.10801208e-02  -5.21267510e-02]
 [ -2.97128829e+01   2.80393124e+00   0.00000000e+00   0.00000000e+00]]",-1.00534,"[-1.31416914  1.22274549 -0.75439013 -0.47836929 -0.08713969 -0.45247022
 -0.20316096  0.46787419 -1.21109157 -0.19797172  0.        ]",[-2.02062273  1.01636386],[-2.0922086   1.84071156],[-0.75028145 -0.48408055],-0.182223704199
