timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.02948031 -0.08979095  0.08266815  0.14320164]
 [-0.00104627  0.0033424   0.          0.        ]]",[ 0.3518667   2.48338558],[-0.85183817 -0.6151042 ],[-0.24651168  1.59319878],-1.12698,"[ 1.24699815  1.32066279 -0.02221902 -0.22795826  0.72537167  1.2274481
  0.23944    -0.06434878  0.61367892 -1.01221325  0.        ]",-0.203373392637
1,"[[-0.01555067 -0.05000235  0.08266815  0.14320164]
 [ 1.3893839   3.96232538  0.          0.        ]]",[-0.20758322  1.06943126],[-0.85183817 -0.6151042 ],[-0.46559167  1.4003638 ],-1.09812,"[ 1.24743013  1.3258754  -0.0018154  -0.17765425  0.72537133  1.22744716
  0.25994064  0.73787671  0.61709919 -0.96507955  0.        ]",-0.198100068382
2,"[[  3.70704765e-03   6.81882436e-02   8.26681548e-02   1.43201635e-01]
 [  5.39227547e-01   7.84379652e+00   0.00000000e+00   0.00000000e+00]]",[-0.80122803  1.15173184],[-0.85183817 -0.6151042 ],[-0.76304388  1.23897922],-1.10928,"[ 1.24758659  1.32385897  0.02639903 -0.02794589  0.72537099  1.22744622
  0.24740572  1.52439455  0.61688391 -0.85467703  0.        ]",-0.185329833536
3,"[[ -0.01743104   0.26324628   0.08266815   0.14320164]
 [ -2.64242986  11.64931522   0.           0.        ]]",[-1.02813897  0.74944368],[-0.85183817 -0.6151042 ],[-0.91966683  1.11784625],-1.09373,"[ 1.24738538  1.2635786  -0.00457007  0.21550883  0.72537066  1.22744529
  0.20049476  2.29551867  0.5988614  -0.74609033  0.        ]",-0.171300684924
4,"[[ -0.10945627   0.52370682   0.08266815   0.14320164]
 [ -6.54711336  14.38757953   0.           0.        ]]",[-0.28378581  0.90319484],[-0.85183817 -0.6151042 ],[-0.85045147  0.54493362],-0.987065,"[ 1.23933239  1.07673229 -0.13908183  0.51954331  0.72537032  1.22744435
  0.14292339  2.85037621  0.55981016 -0.69212027  0.        ]",-0.160798681038
5,"[[ -0.25037444   0.8444847    0.08266815   0.14320164]
 [ -7.5413614   17.67921509   0.           0.        ]]",[-0.97091301 -0.41860248],[-0.85183817 -0.6151042 ],[-0.57619524 -1.04653502],-0.906851,"[ 1.20454701  0.69798052 -0.34204707  0.83328413  0.72536998  1.22744341
  0.12826399  3.51735775  0.48822162 -0.66979991  0.        ]",-0.149745491603
6,"[[ -0.43824236   1.17793523   0.08266815   0.14320164]
 [-11.23333191  15.67243017   0.           0.        ]]",[-0.46207063 -2.56701201],[-0.85183817 -0.6151042 ],[-0.3454392  -1.77675045],-0.771131,"[ 1.11712812  0.17019229 -0.60076544  1.05659537  0.72536965  1.22744248
  0.07382888  3.11070706  0.39190536 -0.70273934  0.        ]",-0.142738499819
7,"[[ -0.67901987   1.44854086   0.08266815   0.14320164]
 [-12.83919059  11.40231319   0.           0.        ]]",[ 0.28112693 -1.74379652],[-0.85183817 -0.6151042 ],[ 0.15935825 -1.96236217],-0.681864,"[ 0.94136821 -0.31931534 -0.89918939  1.14369263  0.72536931  1.22744154
  0.05015179  2.24543918  0.30301783 -0.8192569   0.        ]",-0.149199094827
8,"[[ -0.92209069   1.63458518   0.08266815   0.14320164]
 [-11.47242134   7.21610369   0.           0.        ]]",[ 0.273404   -1.41328413],[-0.85183817 -0.6151042 ],[ 0.66949785 -1.82856476],-0.675061,"[ 0.70110477 -0.66774856 -1.14655825  1.15057422  0.72536897  1.2274406
  0.07030367  1.39717759  0.22486842 -0.95867851  0.        ]",-0.162830462741
9,"[[ -1.13840249   1.73773879   0.08266815   0.14320164]
 [-10.16308409   3.11295941   0.           0.        ]]",[ 1.0974521  -1.87870536],[-0.85183817 -0.6151042 ],[ 1.07818604 -1.47035336],-0.625596,"[ 0.44554929 -0.85992939 -1.30933338  1.13553027  0.72536863  1.22743967
  0.08960877  0.56574894  0.1600463  -1.09457449  0.        ]",-0.179086778173
10,"[[-1.29993129  1.75964292  0.08266815  0.14320164]
 [-6.00360327 -0.9090884   0.          0.        ]]",[ 1.139862   -0.95487651],[-0.85183817 -0.6151042 ],[ 1.30768216 -0.78934216],-0.635648,"[ 0.23642134 -0.90037946 -1.39075714  1.13061678  0.7253683   1.22743873
  0.15093693 -0.24924682  0.11615254 -1.21643582  0.        ]",-0.195463794233
11,"[[-1.37909447  1.70370013  0.08266815  0.14320164]
 [-1.92628858 -4.67263086  0.          0.        ]]",[ 1.26792323  0.79170939],[-0.85183817 -0.6151042 ],[ 1.33669913  0.2070705 ],-0.602243,"[ 0.13006957 -0.79677927 -1.41733597  1.14197225  0.72536796  1.22743779
  0.21105362 -1.01186079  0.10411838 -1.31712896  0.        ]",-0.210252180507
12,"[[-1.37753218  1.64262257  0.08266815  0.14320164]
 [ 2.06915361 -1.44588593  0.          0.        ]]",[ 1.38241517  0.77902487],[-0.85183817 -0.6151042 ],[ 1.31610644 -0.29822093],-0.525223,"[ 0.13218654 -0.68279321 -1.4168968   1.14988079  0.72536762  1.22743686
  0.26996316 -0.3580185   0.11632112 -1.35754539  0.        ]",-0.216769998225
13,"[[-1.29685596  1.64493433  0.08266815  0.14320164]
 [ 5.98544489  1.66666753  0.          0.        ]]",[ 1.4499838  -1.63313375],[-0.85183817 -0.6151042 ],[ 1.33976662 -0.736467  ],-0.474687,"[ 0.24051037 -0.68711904 -1.38954105  1.14966633  0.72536729  1.22743592
  0.32770568  0.27268488  0.14654034 -1.28905715  0.        ]",-0.207533015286
14,"[[-1.13861998  1.63820049  0.08266815  0.14320164]
 [ 9.8253131  -2.3267856   0.          0.        ]]",[ 1.6189256  -1.26211786],[-0.85183817 -0.6151042 ],[ 1.53068841  0.11901154],-0.483214,"[ 0.44527657 -0.67451529 -1.30946083  1.15026903  0.72536695  1.22743499
  0.38432138 -0.53651722  0.19391892 -1.15526089  0.        ]",-0.189695371845
15,"[[ -0.90435254   1.55238764   0.08266815   0.14320164]
 [ 13.58881435  -6.24152628   0.           0.        ]]",[ 0.75232664  1.38124697],[-0.85183817 -0.6151042 ],[ 1.46450722  1.12348974],-0.573412,"[ 0.72048653 -0.51359705 -1.13066637  1.15293161  0.72536661  1.22743405
  0.43981111 -1.32976891  0.25966114 -0.98737441  0.        ]",-0.169174973326
16,"[[ -0.60541411   1.46851065   0.08266815   0.14320164]
 [ 16.29603305  -2.15984106   0.           0.        ]]",[ 1.762786    0.98907683],[-0.85183817 -0.6151042 ],[ 1.47380126  0.87734103],-0.512844,"[ 1.0022198  -0.35654604 -0.81284288  1.14652103  0.72536628  1.22743311
  0.47972677 -0.50268775  0.28470333 -0.73542078  0.        ]",-0.13649267063
