timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.343773281197,[-0.2443408   1.37240459],-1.59805,"[[-0.00317358 -0.08466774 -0.07969408 -0.19571797]
 [-0.00406531 -0.00387704  0.          0.        ]]","[ 1.06418668  1.41750483  0.03498933 -0.56793603 -0.66390078 -1.70795438
  0.38852929 -0.21294777  1.58029159  1.33315889  0.        ]",[-0.11169069  0.70656753],[-0.01492373 -0.08357074]
1,-0.345212964225,[-0.1388247   2.28474953],-1.64433,"[[-0.01296752 -0.04501291 -0.07969408 -0.19571797]
 [-0.9721013   3.95616203  0.          0.        ]]","[ 1.06406232  1.42061791  0.01996389 -0.49059851 -0.66389454 -1.70791074
  0.30117012  0.3200206   1.58175403  1.34947283  0.        ]",[-0.10839308  0.6976577 ],[-0.01492373 -0.08357074]
2,-0.349556745874,[-0.52003336  0.87157434],-1.63586,"[[-0.03774179  0.0730544  -0.07969408 -0.19571797]
 [-1.50354895  7.83763146  0.          0.        ]]","[ 1.06317693  1.4185675  -0.01803171 -0.26000133 -0.6638883  -1.70786711
  0.25320944  0.84241046  1.58206515  1.40482746  0.        ]",[-0.10535955  0.6895498 ],[-0.01492373 -0.08357074]
3,-0.353810322105,[ 0.07700633  0.47040235],-1.66527,"[[ -0.08816741   0.26288377  -0.07969408  -0.19571797]
 [ -3.53224803  11.13431221   0.           0.        ]]","[ 1.05876514  1.37980166 -0.09523359  0.10523446 -0.66388206 -1.70782348
  0.0701339   1.28608274  1.5695694   1.47744705  0.        ]",[-0.10042477  0.67593205],[-0.01492373 -0.08357074]
4,-0.356193910199,[-1.82937418  0.03359311],-1.62239,"[[ -0.15506022   0.5020448   -0.07969408  -0.19571797]
 [ -3.15824838  12.77631812   0.           0.        ]]","[ 1.04750387  1.27092133 -0.19708414  0.53784949 -0.66387582 -1.70777985
  0.10388414  1.50704438  1.53265558  1.56030222  0.        ]",[-0.09709137  0.66650593],[-0.01492373 -0.08357074]
5,-0.352441991559,[ 0.11686887  0.74918184],-1.64279,"[[ -0.25729025   0.75638111  -0.07969408  -0.19571797]
 [ -7.0518708   12.65766204   0.           0.        ]]","[ 1.0184923   1.08841307 -0.35053816  0.93864536 -0.66386958 -1.70773622
 -0.2474893   1.49104351  1.47460674  1.59758977  0.        ]",[-0.08897727  0.64254242],[-0.01492373 -0.08357074]
6,-0.342930971538,[-1.4650845   0.27710931],-1.54155,"[[ -0.39229735   1.03678     -0.07969408  -0.19571797]
 [ -6.45077369  15.37318022   0.           0.        ]]","[ 0.95880486  0.82149209 -0.54668905  1.27962707 -0.66386334 -1.7076926
 -0.19324239  1.85645905  1.39067556  1.6021616   0.        ]",[-0.07764645  0.60843003],[-0.01492373 -0.08357074]
7,-0.327447391401,[-1.05040813  0.00561498],-1.46924,"[[ -0.55973492   1.3522065   -0.07969408  -0.19571797]
 [-10.2803757   16.16673256   0.           0.        ]]","[ 0.85256107  0.46433975 -0.77474684  1.50520457 -0.6638571  -1.70764899
 -0.53883985  1.96319583  1.27163643  1.58349532  0.        ]",[-0.0604135   0.55713618],[-0.01492373 -0.08357074]
8,-0.302721625229,[ 1.87400906 -0.18297211],-1.40236,"[[ -0.80301157   1.67255448  -0.07969408  -0.19571797]
 [-14.03496476  15.86894365   0.           0.        ]]","[ 0.64067126  0.07504306 -1.06392352  1.54156759 -0.66385087 -1.70760537
 -0.87766375  1.92306022  1.13202946  1.48997736  0.        ]",[-0.04253271  0.50192738],[-0.01492373 -0.08357074]
9,-0.278164882546,[-1.02841041  0.12058364],-1.25646,"[[ -1.04121799   1.97949984  -0.07969408  -0.19571797]
 [ -9.79961287  14.82918401   0.           0.        ]]","[ 0.37815825 -0.28662617 -1.28417328  1.39068    -0.66384463 -1.70756176
 -0.49543853  1.78308234  0.97084077  1.42102034  0.        ]",[-0.03294097  0.46756688],[-0.01492373 -0.08357074]
