timestep,original_rewards,actions,rewards,human_obs,obs,avg_action_dist,logstd_action_dist
0,-0.165771410925,[ 0.90077199  3.10139902],-3.11488,"[[-0.06514338 -0.06144989  0.04927673 -0.06509829]
 [ 0.0033658  -0.00236219  0.          0.        ]]","[ 1.01883479  1.9703242  -0.37004892 -1.53537625  0.4350741  -0.56441271
 -0.46344302 -0.34350951  1.26811099  0.01588622  0.        ]",[-0.88316202  3.05507803],[-0.54771036 -0.52148855]
1,-0.170201431762,[-1.88361588  3.11755308],-3.2665,"[[-0.02934006 -0.02178272  0.04927673 -0.06509829]
 [ 3.56511005  3.95589215  0.          0.        ]]","[ 1.02162647  1.97280447 -0.31698897 -1.43586461  0.43507397 -0.56441252
 -0.33983837  0.27416188  1.27682997  0.15146967  0.        ]",[-1.53936303  2.40623093],[-0.54771036 -0.52148855]
2,-0.177310889628,[-0.89950131  2.33983834],-3.32419,"[[  1.54901765e-03   9.62928890e-02   4.92767303e-02  -6.50982884e-02]
 [ -4.62781727e-01   7.83872228e+00   0.00000000e+00   0.00000000e+00]]","[ 1.02233475  1.96618925 -0.2711645  -1.13975691  0.43507384 -0.56441233
 -0.47961969  0.88006342  1.27356172  0.37436451  0.        ]",[-1.26591396  1.99594283],[-0.54771036 -0.52148855]
3,-0.180096090181,[-0.07701478  1.66237756],-3.34313,"[[ -0.04333102   0.29125183   0.04927673  -0.06509829]
 [ -4.01339419  11.64447546   0.           0.        ]]","[ 1.020786    1.90979515 -0.33773356 -0.66014197  0.43507371 -0.56441214
 -0.60283777  1.47393661  1.24533376  0.50905524  0.        ]",[-0.57341313  1.54325318],[-0.54771036 -0.52148855]
4,-0.179419853536,[ 0.97180552  0.76026158],-3.294,"[[ -0.12587222   0.56155671   0.04927673  -0.06509829]
 [ -4.23992114  15.37357943   0.           0.        ]]","[ 1.00926972  1.74210565 -0.45972857 -0.04406699  0.43507357 -0.56441195
 -0.61069881  2.05584723  1.17204544  0.63739355  0.        ]",[-0.09734696  0.81604117],[-0.54771036 -0.52148855]
5,-0.178768015166,[-0.3859272  -0.26408189],-3.30217,"[[ -0.17125859   0.89616433   0.04927673  -0.06509829]
 [ -0.31157076  18.07821276   0.           0.        ]]","[ 0.99817511  1.40838239 -0.52632146  0.57974038  0.43507344 -0.56441176
 -0.47437154  2.47789072  0.9981756   0.88962272  0.        ]",[-0.30268702 -0.00354481],[-0.54771036 -0.52148855]
6,-0.175250912979,[ 0.77955712  0.82503248],-3.21866,"[[ -0.19273462   1.24365048   0.04927673  -0.06509829]
 [ -1.83105278  16.67505757   0.           0.        ]]","[ 0.99175522  0.95211721 -0.55765878  0.99662836  0.43507331 -0.56441157
 -0.52710257  2.2589303   0.72765758  1.12352175  0.        ]",[ 0.03626836 -0.17948386],[-0.54771036 -0.52148855]
7,-0.16773936052,[-0.42677157 -1.25589399],-3.12252,"[[ -0.1980348    1.60660921   0.04927673  -0.06509829]
 [  1.29092638  19.6110749    0.           0.        ]]","[ 0.99005531  0.41479279 -0.56537292  1.12819136  0.43507317 -0.56441138
 -0.41875911  2.71707802  0.37151222  1.2674425   0.        ]",[-0.32328343 -0.37912741],[-0.54771036 -0.52148855]
8,-0.15664022319,[ 0.70225882  0.43487308],-2.94749,"[[ -0.18939858   1.95520968   0.04927673  -0.06509829]
 [ -0.42186556  15.26344052   0.           0.        ]]","[ 0.99280051 -0.09554604 -0.55279872  0.94654644  0.43507304 -0.56441118
 -0.4781987   2.03864577 -0.00334034  1.26982876  0.        ]",[-0.03259472 -0.01967588],[-0.54771036 -0.52148855]
9,-0.143033407431,[-0.18597442  1.44138098],-2.81548,"[[ -0.16985226   2.27472115   0.04927673  -0.06509829]
 [  2.36732451  16.68300097   0.           0.        ]]","[ 0.9985673  -0.50506747 -0.52426438  0.53296163  0.43507291 -0.56441099
 -0.38140413  2.26015832 -0.3339344   1.14028814  0.        ]",[ 0.45456225  0.69374311],[-0.54771036 -0.52148855]
