timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.356179819292,[-0.69100761 -0.79527426],[-2.74913359  0.27833778],-5.09188,"[ 1.21361564  1.32648657  0.22057143 -1.66890167 -1.27313133 -0.05919924
  0.20245826 -0.33075068  3.45049209  0.2748736   0.        ]","[[-0.02591407 -0.04823739 -0.14649106 -0.00655304]
 [-0.00232597  0.00253421  0.          0.        ]]",[-2.57523671  0.33935692]
1,-0.355893276632,[-0.69100761 -0.79527426],[-2.59785128  0.25880137],-5.00575,"[ 1.21103348  1.32729485  0.16154734 -1.63408885 -1.27313071 -0.05919923
 -0.301206   -0.0626261   3.44574581  0.16516626  0.        ]","[[-0.06565588 -0.03468985 -0.14649106 -0.00655304]
 [-3.95867999  1.34773197  0.          0.        ]]",[-2.63604728  0.31500512]
2,-0.35443337856,[-0.69100761 -0.79527426],[-2.71211386  0.33808172],-4.83365,"[ 1.1901993   1.32814609 -0.01255956 -1.53324769 -1.27313008 -0.05919922
 -0.79490171  0.18096543  3.41643875 -0.16053261  0.        ]","[[ -1.83739126e-01   4.52671259e-03  -1.46491056e-01  -6.55303985e-03]
 [ -7.83673037e+00   2.56984586e+00   0.00000000e+00   0.00000000e+00]]",[-3.58284019  0.89642527]
3,-0.35035124951,[-0.69100761 -0.79527426],[-2.68540621  0.33678162],-4.58352,"[ 1.11356271  1.32219433 -0.29050137 -1.31107095 -1.27312946 -0.05919921
 -1.27894651  0.87859478  3.32714173 -0.64649405  0.        ]","[[ -3.78622745e-01   9.10409209e-02  -1.46491056e-01  -6.55303985e-03]
 [ -1.16389742e+01   6.06989618e+00   0.00000000e+00   0.00000000e+00]]",[-1.98306557  0.07975489]
4,-0.341000388593,[-0.69100761 -0.79527426],[-3.58635378 -0.10026506],-4.14114,"[ 0.92569961  1.29517239 -0.6392811  -0.99766616 -1.27312884 -0.05919919
 -1.75326501  0.91784749  3.1198423  -1.26503571  0.        ]","[[ -6.48784556e-01   2.14415105e-01  -1.46491056e-01  -6.55303985e-03]
 [ -1.53648227e+01   6.26683100e+00   0.00000000e+00   0.00000000e+00]]",[-3.58453334  0.58281093]
5,-0.322895073903,[-0.69100761 -0.79527426],[-3.31733608 -0.59139991],-3.96978,"[ 0.57026469  1.23496497 -0.98616789 -0.63487885 -1.27312821 -0.05919918
 -2.21832237  1.35328846  2.72553246 -1.93798166  0.        ]","[[ -9.92733303e-01   3.61671573e-01  -1.46491056e-01  -6.55303985e-03]
 [ -1.90179338e+01   8.45146825e+00   0.00000000e+00   0.00000000e+00]]",[-3.35092207 -0.83434167]
6,-0.29144345994,[-0.69100761 -0.79527426],[-2.17754984 -0.95618528],-3.96969,"[ 0.02336137  1.15464355 -1.20832729 -0.32119551 -1.27312759 -0.05919917
 -2.67394362  0.66155787  2.06746075 -2.53320697  0.        ]","[[ -1.40900088e+00   4.95881697e-01  -1.46491056e-01  -6.55303985e-03]
 [ -2.25969383e+01   4.98101444e+00   0.00000000e+00   0.00000000e+00]]",[-2.73704897 -1.0662085 ]
7,-0.240049091974,[-0.69100761 -0.79527426],[ 0.54454756  0.62737113],-3.72807,"[-0.65896372  1.1120952  -1.1497487  -0.19015248 -1.27312697 -0.05919916
 -3.12051887 -0.14733324  1.07881446 -2.79191701  0.        ]","[[ -1.89613649e+00   5.54785105e-01  -1.46491056e-01  -6.55303985e-03]
 [ -2.61049063e+01   9.22758485e-01   0.00000000e+00   0.00000000e+00]]",[-0.0303258   0.88046374]
8,-0.173156539459,[-0.69100761 -0.79527426],[ 2.59985065  0.64049423],-2.87808,"[-1.26550208  1.06998426 -0.72945991 -0.07575316 -1.27312635 -0.05919915
 -3.07024399  0.54356576  0.05595324 -2.33590485  0.        ]","[[ -2.41427217e+00   6.08018747e-01  -1.46491056e-01  -6.55303985e-03]
 [ -2.57100355e+01   4.38904073e+00   0.00000000e+00   0.00000000e+00]]",[ 2.4389571  0.5774571]
9,-0.110679600194,[-0.69100761 -0.79527426],[ 3.1068244   0.61429471],-2.48991,"[-1.57771911  0.97267201 -0.12012559  0.14674939 -1.27312572 -0.05919914
 -2.50202184  0.98139382 -0.57906951 -1.42361086  0.        ]","[[ -2.88368965e+00   7.17838132e-01  -1.46491056e-01  -6.55303985e-03]
 [ -2.12465735e+01   6.58565180e+00   0.00000000e+00   0.00000000e+00]]",[ 3.61786025  0.3575889 ]
10,-0.0649150903215,[-0.69100761 -0.79527426],[ 3.16718769  0.3466523 ],-2.33963,"[-1.61391562  0.82482786  0.44170821  0.40820989 -1.2731251  -0.05919913
 -1.94498882  1.23711932 -0.82182908 -0.54486766  0.        ]","[[ -3.26471994e+00   8.62423054e-01  -1.46491056e-01  -6.55303985e-03]
 [ -1.68709868e+01   7.86864467e+00   0.00000000e+00   0.00000000e+00]]",[ 4.00378037  0.49983529]
11,-0.0383184013116,[-0.69100761 -0.79527426],[ 2.80264854 -0.38339537],-2.19967,"[-1.50273602  0.61924018  0.86199748  0.67054601 -1.27312448 -0.05919912
 -1.3989571   1.60014385 -0.82592149  0.07157197  0.        ]","[[ -3.55910579e+00   1.03806901e+00  -1.46491056e-01  -6.55303985e-03]
 [ -1.25818076e+01   9.68996573e+00   0.00000000e+00   0.00000000e+00]]",[ 2.58337394 -0.60390264]
12,-0.0270350835648,[-0.69100761 -0.79527426],[ 2.37751389 -0.28591502],-2.17881,"[-1.35472384  0.40162299  1.13139652  0.8576418  -1.27312385 -0.05919911
 -0.86350918  1.08498336 -0.73998593  0.42282917  0.        ]","[[ -3.76854218e+00   1.20593550e+00  -1.46491056e-01  -6.55303985e-03]
 [ -8.37576163e+00   7.10537631e+00   0.00000000e+00   0.00000000e+00]]",[ 1.98889239 -0.28568469]
13,-0.0233612843071,[-0.69100761 -0.79527426],[ 1.59401548 -0.64368659],-2.17214,"[-1.24082152  0.22376621  1.27595534  0.95593212 -1.27312323 -0.05919909
 -0.33864137  0.83124836 -0.65001862  0.57413664  0.        ]","[[-3.89469137  1.33527001 -0.14649106 -0.00655304]
 [-4.25282305  5.83237359  0.          0.        ]]",[ 1.12467439 -0.74729459]
14,-0.0187977496351,[-0.69100761 -0.79527426],[ 0.76760757 -0.313407  ],-2.20112,"[-1.19661175  0.10250242  1.32320555  0.99815858 -1.27312261 -0.05919908
  0.17593046  0.2182741  -0.58771664  0.56508761  0.        ]","[[-3.93919287  1.42106142 -0.14649106 -0.00655304]
 [-0.21076123  2.75704462  0.          0.        ]]",[ 0.45454427  0.13896202]
15,-0.0108197945338,[-0.69100761 -0.79527426],[ 0.08426704 -0.90023249],-2.13962,"[-1.21060884  0.0165429   1.30869547  1.01661296 -1.27312198 -0.05919907
  0.40545205  0.31699512 -0.54387379  0.44632683  0.        ]","[[-3.92531886  1.48117168 -0.14649106 -0.00655304]
 [ 1.5921758   3.25233422  0.          0.        ]]",[ 0.03526551 -1.05667471]
16,-0.00675631114144,[-0.69100761 -0.79527426],[ 0.1844635   0.33306456],-2.12482,"[-1.2430577  -0.01889207  1.27344679  1.02151177 -1.27312136 -0.05919906
  0.41930735 -0.48507002 -0.52282056  0.33223449  0.        ]","[[-3.89238313  1.50584417 -0.14649106 -0.00655304]
 [ 1.70101252 -0.77167465  0.          0.        ]]",[ 0.88457138  0.04070637]
17,-0.0122698732251,[-0.69100761 -0.79527426],[-1.16408491 -0.1434586 ],-2.15991,"[ -1.30717465e+00   7.49275877e-04   1.19630646e+00   1.01898978e+00
  -1.27312074e+00  -5.91990503e-02   8.60665378e-01  -4.50038499e-01
  -5.25479101e-01   1.80051183e-01   0.00000000e+00]","[[-3.8235778   1.49217425 -0.14649106 -0.00655304]
 [ 5.16796598 -0.59591995  0.          0.        ]]",[-0.90748939  0.09724061]
18,-0.020624647649,[-0.69100761 -0.79527426],[-0.24067438  0.02197289],-2.10478,"[-1.36402646  0.01213466  1.11777558  1.01730686 -1.27312011 -0.05919904
  0.39044251 -0.37081322 -0.51701774  0.02642989  0.        ]","[[-3.75727847  1.4842437  -0.14649106 -0.00655304]
 [ 1.47427676 -0.19844256  0.          0.        ]]",[ 0.9975828  0.0106371]
19,-0.0301867947297,[-0.69100761 -0.79527426],[-1.72265077 -0.49891746],-2.14773,"[-1.41763844  0.01717806  1.03229459  1.01650925 -1.27311949 -0.05919903
  0.88930847 -0.36179497 -0.49674092 -0.13725151  0.        ]","[[-3.6884755   1.48072898 -0.14649106 -0.00655304]
 [ 5.39296531 -0.15319788  0.          0.        ]]",[-1.33674627 -0.72875856]
20,-0.0382280228597,[-0.69100761 -0.79527426],[-0.60524905  0.72584212],-2.1972,"[-1.46439164  0.06298383  0.94541807  1.00780318 -1.27311887 -0.05919902
  0.37199468 -0.93619918 -0.49835138 -0.2670721   0.        ]","[[-3.62138765  1.44875056 -0.14649106 -0.00655304]
 [ 1.32936871 -3.03501763  0.          0.        ]]",[-0.58685581  1.52970304]
21,-0.0376474011186,[-0.69100761 -0.79527426],[-0.09736651 -0.27730876],-2.149,"[-1.46635979  0.09206395  0.94143922  1.00089763 -1.27311825 -0.05919901
  0.07289214 -0.13490351 -0.51702455 -0.25376258  0.        ]","[[-3.61837361  1.42838564 -0.14649106 -0.00655304]
 [-1.02013753  0.98512745  0.          0.        ]]",[ 0.15077401 -0.97816523]
22,-0.0347410153717,[-0.69100761 -0.79527426],[ 0.02366316  1.00580919],-2.12478,"[-1.45697866  0.11962327  0.96013555  0.99335601 -1.27311762 -0.05919899
  0.1515219  -0.9108089  -0.54227881 -0.19840856  0.        ]","[[-3.63257935  1.40903083 -0.14649106 -0.00655304]
 [-0.40248595 -2.90763414  0.          0.        ]]",[ 0.23087197 -0.39870138]
23,-0.0322788882186,[-0.69100761 -0.79527426],[-0.02382536  1.56244874],-2.17896,"[-1.45778039  0.22328421  0.95856046  0.95613478 -1.273117   -0.05919898
  0.26889187 -1.21403898 -0.61003768 -0.11908981  0.        ]","[[-3.63137874  1.33561421 -0.14649106 -0.00655304]
 [ 0.51947718 -4.42895894  0.          0.        ]]",[-0.12617024  2.01758467]
24,-0.031860098003,[-0.69100761 -0.79527426],[-0.04337899  0.6341328 ],-2.12987,"[-1.46127982  0.29007386  0.95163842  0.92452033 -1.27311638 -0.05919897
  0.20390908 -0.40731316 -0.6505133  -0.075379    0.        ]","[[-3.62611058  1.28764379 -0.14649106 -0.00655304]
 [ 0.0090258  -0.38157129  0.          0.        ]]",[ 0.53619045  1.10268274]
